slug	current_authors	rakuten_author
bikkuriman-omoshirorando	(unknown)	菅野誠一
bimajo-no-ayano-san	しゅがーぺろぺろ	相原 瑛人
bio-luminescence	漆原友紀	志摩冬青
bird-black-maaketto	山根和俊	青山広美
bird-jankai-angel-vs-tensai-magician	山根和俊	青山広美
bishoujo-ni-natta-kedo-netoge-haijin-yattemasu	鈴木コイチ	泉乃 せん/星屑 ぽんぽん/ネコメガネ
bishuu-no-daichi	園田俊樹	藤森治見
bl-drama-no-shuen-ni-narimashita	Kera	すずり街
black-board	星海ユミ	イズミダフユキ
black-buyer-girls	けんたろう漫画家	けんたろう
black-clover-esudii-asuta-kun-mahoutei-e-no-michi	関井シモン	小林 拙太
black-clover-gaiden-quartet-knights	田代弓矢	田代 弓也
black-dust-potion	瀬之たつね	芹川豆
black-guard-1997	霧嶋珠生	霧島　珠樹
black-jack	吉富昭仁	手塚治虫
black-jack-girl	史群アル仙	七野ワビせん/手塚治虫
black-jack-m	垣野内成美|吉川うたた|秋乃茉莉|風間宏子|碧ゆかこ	手塚治虫
black-kigyou-no-shine-ga-neko-ni-natte-jinsei-ga-kawatta-hanashi-mofuta-kun-no-baai	おおがきなこ	清水　めりぃ
black-letter	飯野眞由美|MOGIKO1997-	MOGIKO
black-madougushi-guild-o-tsuihousareta-sareta-watashi-oukyuu-majutsushi-to-shite-hirowareru	えむけえ|Bcoca	葉月秋水/nec&#246;mi/鳥飼やすゆき
blade-breaker	鈴木狂太郎	鈴木恭太郎
blade-sangokushi	壱河柳乃助	壱河柳之助/真壁太陽
blattodea	横山旬	村田真哉/速水時貞
blaze-soo-edge	芋畑サリー	吐兎 モノロブ
bleach-4-koma-komaburi	おおばあつし	大場敦/久保帯人
blend-s	アカコッコ	中山幸
bless	石田万	園山 ゆきの
blife	猿屋ハチ	一宮思帆
blizzard-yuki	西安	吉岡平/安西真
blood-brat-buradora	鄭洙哲	小玉有起/好野カナタ
blood-night-market	北畠あけ乃	緒川　千世
bloody-roar-the-fang	丸山朝ヲ	丸山トモヲ
blue-gralia	後藤正人	イイヅカケイタ
blue-head-ni-kuchizuke	すなこ	おまる
blue-jean	くじらいいく子	くじらいいくこ
blue-justice-koko-ni-ari	高幡隆盛	関津主将/竹内すくね
blue-lock-episode-nagi	和武はざの	金城 宗幸/三宮 宏太/ノ村 優介
blue-nest	Berry Star	TAIBOGI/JUN（小説家）
bocchi-hakase-to-robot-shoujo-no-zetsubouteki-utopia	堀祐介	山田 鐘人
bocchi-na-ace-o-riido-shitai	シャンプーハットこいで	水森 崇史
bocchi-za-rock-gaiden-hiroi-kikuri-no-fukazake-nikki	小石川イオリ	はまじあき/くみちょう
boisura	金子彰史	Octo
boku-dake-ga-inai-machi	三部敬	三部　けい
boku-igai-zenin-tenseisha-kayo	武田スーパー	夏名 ゆーま
boku-mo-isshokenmei	映画館	らくだ
boku-ni-korosarero	ひよどり祥子	うぐいす 祥子
boku-no-dokuhime-wa-kyou-mo-kawaii	saku漫画家	咲竹ちひろ
boku-no-gakkou-wa-fever	なかはら★ももた	なかはら桃太
boku-no-heya-ga-dungeon-no-kyuukeijo-ni-natte-shimatta-ken	今井雅巳	東国不動/たこやきよし
boku-no-imouto-wa-kanji-ga-yomeru	EptingSteve	日辻ハコ/かじいたかし
boku-no-itoshii-kairiki-hime	じゃこpub. 2023	じゃこ
boku-no-kanojo-wa-dekkawaii	サノリン	sanorin
boku-no-kanojo-wa-saikou-desu	上機しほ	伊織/高田 タカミ
boku-no-mirai-wa-majo-no-naka	あおいくじら	なかだ まお
boku-no-noroi-no-kyuuketsuki	雨水龍	金井千咲貴
boku-no-paato-2	かじわらたけし	カジワラタケシ
boku-no-tsar	かずなるのみや	草下　シンヤ/姫野　ユウマ
boku-no-tsugai-wa-nekoshinshi	鹿ちゃん	アサナエアラタ
boku-o-warui-ko-ni-shite	どーるる	灰田ナナコ
boku-tachi-ha-asu-ni-mukatte-ikiru-no-da	つだみきよ	蔵王大志
boku-to-jingi-naki-oji-san	百瀬渡	百世 渡
boku-to-jubutsu-no-kimyou-na-seikatsu	大石普人	田中 俊行/オオイシ ヒロト
boku-to-kanojo-no-meguru-isekai	清水ヤスヲミ	コジィ
boku-to-mimoza-no-75-nichi	鈴木ミニラ	鬼山瑞樹
boku-to-uchuujin	竹充ヒロ	NOBEL
boku-to-watashi-no-10-nenkoi	津島つしま	うさ沢 妹子
boku-wa-coffee-ga-nomenai	霜月かよ子	福田 幸江/吉城 モカ/川島 良彰（コーヒーハンター）
boku-wa-isekai-de-fuyo-mahou-to-shoukan-mahou-o-tenbin-ni-kakeru	すずの木くろ|青辺マヒト	ツカモリ　シュウジ/横塚　司/マニャ子
boku-wa-kanawanu-koi-o-suru	森長あやみ	岡野　く仔
boku-wa-oneko-sama-no-geboku-desu	泉すずしろ	北国良人
boku-wa-oni-no-kaineko	あさひ漫画家	あさひ
boku-wa-onii-chan-no-koto-ga-suki-desu	田村純兵	蒼井 たまご
bokura-no-issen	紺野なをこ	鴈方ひのの
bokura-no-libido	野﨑花一	乙本 ロイ
bokura-no-nanokakan-sensou	牛島慶子	宗田　理
bokura-no-q	市真ケンジ	市真 時系
bokura-no-souretsu	隈屑	朝霧 ユウキ
bokura-wa-koi-ga-heta-sugiru	夢野かつき	橘　えいこ
bokura-wa-minna-ikite-yuku	あきやまひでき	アキヤマヒデキ
bokutachi-ga-kazoku-ni-naru-made	安房さとる	あさひよひ
bokutachi-ga-yarimashita	空木哲生	荒木光/金城宗幸
bokutachi-hoikuka-koukou-1-nensei	(unknown)	弾正 よしかげ
bon-hyakusen-sai	冴木ぽてり	火事屋
boogiepop-wa-warawanai-vs-imaginator	オカカ	上遠野　浩平/越水　ナオキ/緒方　剛志
booska-plus	矢萩隼人	JIMMY/金巻ともこほか
botchibiyori	鹿子木灯	今村朝希
botchiman	月並甲介	榊原宗々
botsuraku-yotei-nanode-kaji-shokunin-o-mezasu	新川権兵衛	石田　彩/CK/かわく
bou-kun-teirano-san	御米椎	みよね　椎/真鍋　譲治
bougyaku-no-kokekkoo	須﨑洋輔	須崎 洋輔
bougyoryoku-zero-no-yome	沢田竜治	矢野トシノリ
boukansha-no-koi	ナツpub. 2016|蛭塚都	吉田了/ナツ/あき
bouken-ni-tsuitekonaide-okaa-san	鷹来タラ	茨木野/四志丸
boukensha-aru-aitsu-no-mahou-wa-okashii-comic	れもん|山﨑と子	山崎と子
boukensha-license-o-hakudatsusareta-otsu-san-dakedo-manamusume-ga-dekita-node-nonbiri-jinsei-o	空路恵	斧名田マニマニ/唯浦史
boukensha-ni-naritai-to-miyako-ni-dete-itta-musume-ga-esuranku-ni-natteta	筧	門司柿家/toi8
boukensha-o-kubi-ni-natta-node-renkinjutsushi-to-shite-denaoshimasu	れもんえんど	佐々木さざめき/紺野賢護
bounce-out	東元俊哉	東元俊也/西条隆男
bourei-madoushi-no-hiroiage-hanayome	一花カナウ|久保田流生	藤谷一帆/瀬尾優梨
boushoku-no-beruseruku	御影獏	滝乃大祐/一色一凛
boushokuki-no-ken	めざし	もちろんさん/猫子
bousou-shojo	榎本ハイツ	酉川宇宙
brave-furonteia-haruto-no-shoukan-nikki	常深アオサ	サンジョウキイロ
bravo-la-nesshii	竹宮惠子	竹宮恵子
break-the-border	新波歩	歩
bremen	梅澤春人	梅沢春人
bridal-express	板本こうこ	坂本こうこ
bright-no-yuuutsu	竹宮惠子	竹宮恵子
buchou-no-koi	松山花子	九州男児
bud-rush	井上とさず	塩沢 かつま
buddy-spirits	新島光	岸本みゆき/gyuo
budfly	月島冬二	イワシタシゲユキ
bug-girl	オノタケオ	おのたけお
buggy-whip	石田総司	大野 すぐる
buiaaru-erogee-yattetara-isekai-ni-tensei-shita-node-bishoujo-maou-o-doreika-suru	(unknown)	TAKTO/仁科朝丸
bukkafe	劇団イヌカレー	小林 ロク
bukyou-ichidai	倉科遼	司敬
bunbougu-waltz	河内遙	河内遥
bungou-act	松虫あられ	真崎福太郎
bungu-shoujo-no-nono	星屑七号	星屑7号
burari-tessen-torimonochou	佐佐木あつし	ささきあつし
buratsu-to-buradora	鄭洙哲	小玉有起/好野カナタ
bus-hashiru	夢花李	佐原ミズ
busamen-gachi-fighter	ながやま由貴	弘松涼/上月ヲサム
bushidou-sixteen	安藤慈朗	尾崎あきら/誉田哲也
bushigin	(unknown)	ノアール出版
buta-no-liver-wa-kanetsu-shiro	みなみpub. 2021	みなみ/逆井　卓馬/遠坂　あさぎ
butchou-baby	鹿乃しうこ	初田しうこ
butchouzura-ni-koi-o-shite	極楽院櫻子	さくらあしか
butou-no-teiou	緒方恭二	溝口敦/笠井和弘
butsuzou-punk	まずりん	横尾公敏
butterfly-2017	東元俊哉	東元 俊也
buttobi-riechan	上重☆さゆり	じょうさゆり
buzz-game	御鷹穂積|平石六	景山　愁/高橋　右手
bx	おかざき真里	オカザキマリ
byoon-youkai-gakkyuu	伊藤直晃	いとうなおあき
c-darwin	櫻林子|橘瑞樹	橘水樹
cafe-stella-to-shinigami-no-chou	オガトレ	せせなやう/ゆずソフト
caligula-no-koi	佐藤千鳥	みちのくアタミ
camera-senpai-to-sewayaki-jouzu-na-kouhai-chan	むつき潤|宮城こはく	美月麗/青島かなえ
campione	坂本裕次郎	坂本次郎
candy-2012	鈴木有布子	わたなべあじあ
captain-haarokku-jigen-koukai	文彦	松本零士/嶋星光壱
captain-harlock-jigen-koukai	文彦	松本零士/嶋星光壱
caramel-august	田渕由美子	田淵由美子
casanova	倉科遼	司敬
case-b	雨宮淳	雨宮じゅん
caste-heaven	北畠あけ乃	緒川千世
catch-ball	小泉ヤスヒロ	小泉裕洋
centaur-no-nayami	東冬	村山慶
cha-no-namida	ひらぶき雅浩	水面かえる
chain-chronicle-crimson	岡﨑純平	岡崎純平/SEGA　Networks
chakai-eno-shoutai	やまさき拓味	小池一夫/小畑俊彦
challenge-up	友永晃浩	鈴木 手毬
chaneringu-taikenki	滝清流	瀧清流/大和真紀
chanto-norotte-ichiko-chan	カナンアスカ	おりお無
chanto-shiyou-yo	大槻メグミ	大槻恵/海野草子
chaos-child	柴崎しょうじ	レルシー/MAGES．／Chiyo　St．inc．
chaos-child-children-s-collapse	三日月シズカ	園心 ふつう/MAGES．/Chiyo st．inc/梅原英司×MAGES．
character	龍翠	いわや 晃/長崎 尚志/川原 杏奈/永井 聡
charisma-2	花小路ゆみ	花小路小町/来賀友志
charon-siphon	ヨシザワ	橘りた/榊ヘヌウ
cheers-kobuichi-2019	槻木こうすけ	せうかなめ/赤松　中学/こぶいち
cheroofu-san-no-mahou-doll	西尾洋一	星川ちどり
cherry-2004	小沢としお	小沢利雄
chi-chotto-dake-kaettekita-kita-dokutaa-slump	中鶴勝祥	鳥山明/小山高生
chibi-geass-4koma-no-lelouch	As'まりあ	As’まりあ
chibidora	ふじい葛西	宮本 ちゆ
chibitora	あおいサクラ子	Kagezi
chibon-kaburi	彩月つかさ	北岡朋
chichi-o-okorasetai	葉月セン	おかくーこ
chichi-wa-eiyuu-haha-wa-seirei-musume-no-watashi-wa-tenseisha	上原ひびき	松浦（カドカワBOOKS）/大堀ユタカ/keepout
chichiyuukai-no-shinjiyu	布浦翼	あまねかずみ
chiguhagu	山花典之	山崎花子
chiiko-basket	佐々木陽子	米白粕
chiisai-boku-no-haru	小川錦	渥美 駿
chiisakobee	望月峯太郎	望月 ミネタロウ/山本 周五郎
chiisana-majo-no-korie	港川一臣	チノク
chijou-saisoku-seishun-takkyuu-shounen-puuyan	桐木憲一	霧木凡ケン
chikaku-soshite-tooi-kumo-no-shita	ワタセセイゾウ	わたせせいぞう
chikkoincho	豊田アキヒロ	トイシキ
chikyuu-san-wa-level-appu-shimashita-comic	生咲日月	まいたけ
childragon	東直輝	あずまけいしん
children	因幡シホ	三浦みう
chimachima-puppet	紺野比奈子	ひな。
chimera-project-zero	佐倉旬	ひつじロボ/悠木碧／キメラプロジェクト
chingochou-futsuryoukyoku-ukeika	灰田高鴻	鵜山はじめ
chinkaruboo	姫乃タカ	難兎かなる/am
chinkongai	(unknown)	許辰
chinure-warashi	(unknown)	KAKERU
chippai-kanojo-to-aishitagari-kareshi	美波はるこ	アンソロジー
chiriakuta	甲斐とうしろう	木村 航
chiruhi	河内遙	河内　遥
chita-nyan-ga-kita	稲荷家房之介	九条友淀
chitchana-kanojo-ni-sematta-kekka	桜井飛鳥	嘉村朗
chitchana-yukitsukai-sugar	こげどんぼ*	BH　SNOW＋CLINIC/蒼　はるか
chiteikai-kidan	あおばpub. 2024	星川ちづる
chitose-kun-wa-ramunebin-no-naka	蒼井遊美	裕夢/ボブキャ/raemz
chiyu-mahou-no-machigatta-tsukaikata	月並甲介	九我山　レキ/くろかた/KeG
chizu-dai-tanken	藤子・F・不二雄	小学館
choco-parfait	かずといずみ	いずみ
chocola-2008	こげどんぼ*	コゲどんぼ
chocolate-fighter	ふうたまろ	森川ひさし
chookuiro-no-people	ワタセセイゾウ	わたせせいぞう
chotto-dake-kaettekita-dokutaa-slump	中鶴勝祥	鳥山明/小山高生
chotto-meiken	谷間夢路	出井州　忍
chotto-morimashita	西本英雄|シマダヒデアキ|アサミダイジュ	にしもとひでお
chotto-shakai-futekigousha-san	吉宗	ウシハシル
chotto-ya-sotto-ja-tomaranai	内田カヲル	内田かおる
chou-bakumatsu-shounen-seiki-takamaru	諏訪可奈恵	芦田豊雄/ジャム
chou-kakutou-densetsu-ashita-kagayake	高橋幸慈	高橋幸二
chou-kowai-gakkou-no-kaidan	阿部ゆたか＆学校の怪談調査団	阿部ゆたか/香川眞吾
chou-musha-gundam-touha-daishougun	神田正宏	大河原邦男/クラフト団
chou-tantei-file-rain-code	的場りょう	紺野ぱる/スパイク・チュンソフト
chou-ten-chan	ワイソーシリアス	しおん
chou-tensai-hatsumei-reijou-no-powerful-ryouchi-kaikaku	端桜了	守雨/katoson
choubaku-madouden-slayers	緋尾乃嵩巳	神坂　一/あらいずみ　るい/義仲　翔子
choubu-no-shinobi	横山旬	村田真哉/速水時貞
choueki-ichizen-shakai-no-gomi-desu-kedo-kansha-shite-kuremasuka	岬ねおん	宮月 新/田中 基
chouhatsu-baby	紗羅まひろ	沙羅まひろ
choujin-gakuen-goukaizaa	村正みかど	村正帝
choujin-rokku-ibun	太田垣康男	アンソロジー
choukadou-girl-6-bunnoichi	ÖYSTER	OYSTER
choukanden-shoujo-mona	安野モヨコ	真島ヒロ
chousou-no-babel	二宮正明	二宮 志郎
chouzunou-silver-wolf	朝基まさし	金成陽三郎/越智辺昌義
chrome-no-regios	渡里	雨木　シュウスケ/深遊
chupakarabu	カワグチタケシ	徳山るーしー
chuu-bosu-reijou-wa-taijou-go-no-jinsei-o-ouka-suru-yotei	はるこ|小見川なまり	nishi/こる/Shabon
chuubougafutari	田渕由美子	田淵由美子
chuubyou-gekihatsu-boy	あきつ鉄鋼	志藤　ミネ/れるりり（Kitty　creators）/藤並　みなと/厨病激発ボー
chuuganji-ke-no-onmitsu	恩田時夫	片桐了
chuugoku-gekiga-sonshi-no-heihou	(unknown)	陳舜臣
chuugoku-koujou-no-kotone-chan	井上純弌	井上純一
chuugoku-yome-nikki	井上純弌	井上　純一
chuukan-kanriroku-tonegawa	橋本省吾	福本伸行/萩原天晴
chuunen-majutsushi-no-yuuyuu-jiteki-na-dungeon-kouryaku-skill-oobu-o-tsukattara-saikyou-skill-o-te	ロウ	咲野日暮
chuushingura-to-sono-jidai	シュガー佐藤	シュガ-佐藤/小林隆（１９４６-）
cinderella-no-ane-desu-fuhoni-nagara-ouji-to-kekkon-suru-koto-ni-narimashita	支倉文度	チドリアシ/柚子れもん
cinnamon	吉岡榊	嵩乃朔/香川悠作/川井マコト/結うき。/寝路/天乃　咲哉
circuit-no-ookami	池沢早人師	池沢さとし
circus-dream	塀内夏子	塀内真人
clannad-comic-a-la-carte	(unknown)	コンプティーク編集部
clay-lord	瀬之たつね	鈴本純
clockwork-planet	茨乃	クロ/榎宮祐
club-crime	厘のミキ	凛野ミキ
coax-code	多平優香	赤瀬 新一
cocoon	竹下けんじろう	竹下堅次朗
code-name-ha-baby-face	田中ほさな	田中保左奈
cole-de-platon	三原しらゆき	永美太郎
colorful-kyuu-sheet	ゆめの	ちくわ。
colorless	KENT漫画家	KENT
colors-side-k	麻宮騎亜	菊池通隆
comic-2-2-samurai-survivor	企画	光栄
comic-4-n-sangoku-musou-4-wonder-evolution	企画	光栄
comic-aku-no-musume	名取いさと	悪ノP/壱加
comic-angelique-carnival	(unknown)	光栄
comic-angelique-special-2-carnival	(unknown)	光栄
comic-higashino-keigo-mystery-2014	松枝尚嗣	高柳衣良/東野圭吾
comic-inagawa-junji-kaidan-yamigatari	風忍|洋介犬|河原達弘|瀬河美紀|桜水樹|原田亜香音|ダイナミックプロダクション	稲川淳二
comic-kumamon	(unknown)	熊本県/小山薫堂
comic-m	高橋葉介	早川書房編集部
comic-mazin	(unknown)	シャウトデザインワークス
comic-morimura-seiichi-mystery	橋本多佳子	アンソロジー
comic-natsuki-shizuko-mystery	橋本多佳子	アンソロジー
comic-s	手塚治虫	早川書房編集部
comic-sangokushi-touruu-episode-rendetsu	コーエー出版部|フィールドワイ	光栄
comic-sengoku-musou-samurai-wars	(unknown)	光栄
comic-sherlock-holmes-the-best	Jet	アーサー・コナン・ドイル
comic-super-famicom-selection	上田信舟	海鳴杜
corpo-a-corpo	ノド山	岩浪れんじ
corpse-party-cemetery-0	中尾にわ	祁答院慎/いちはや
cosmos-striker	戸舘新吾	田中誠一/戸舘親吾
cosplay-hausukiipaa-ume-chan	前川かずお	前川・工房
cosplay-jimiko-to-kameko-kachou	久川はる	橙夏りり
cosplay-no-kami	奄美あまゆ	方密
crazy-crazy	草薙竜樹	水城かなる
crows	髙橋ヒロシ	高橋ヒロシ
crows-explode	水島力也|神田哲也漫画家|向井康介	高橋ヒロシ/神田哲也
crows-gaiden	髙橋ヒロシ|矢部享祐	高橋ヒロシ
crows-gaiden-housenka	髙橋ヒロシ	高橋ヒロシ/齋藤周平
crows-kaizokuban	秋田書店	高橋ヒロシ/月刊少年チャンピオン編集部
crows-respect	此元和津也	高橋ヒロシ
crows-zero-reboot	髙橋ヒロシ	高橋ヒロシ/平良ケンジ
crueler-than-dead	藤山素心	佐伊村 司/高橋 構造
crystalize	みなみ遥	南かずか
cult-on-demand	大石普人|ささおかえり	殺野 高菜/オオイシ ヒロト
custom-robo-v2-4-koma-gag-battle	藤凪かおる	アンソロジー
cutey-honey	石川賢	永井豪
cyborg-0-zeronain-zerozero-gakuen-kiki-ippatsu	マイトウ	石ノ森章太郎/まつはらともふみ
cyborg-009	シュガー佐藤|土山よしき	石ノ森章太郎
cyborg-jii-chan-g	小畑健	土方茂
d-arc	近藤勝也	酒見賢一/近藤和久
d-drops	住野よる	椎名
d-triangle	いーだ俊嗣	すんぢ
d-y-n-freaks	樋野友行	鋼屋　ジン（ニトロプラス）/空十雲
d4dj-the-prologue-of-peaky-p-key	風緒	榊　一郎/美月　めいあ/ブシロード
dag-boys	樹要	芹沢要
dai-chouhen-doraemon-1984	藤子不二雄	藤子・F・不二雄
dai-san-no-nami	小澤さとる	小沢さとる
daidoreiku	大石普人	オオイシ　ヒロト/岡田　伸一
daijina-koto-wa-miinna-neko-ni-osowatta	スージー・ベッカー	ス-ジ-・ベッカ-/谷川俊太郎
daijoubu-club	杉山鉄兵	井上まい
daikaijuu-gamera	どろんぱ	ただし
daikaijuu-geaachima	KENT漫画家	KENT
daikaizoku-doumei-extra-edition	(unknown)	ノアール出版
daikazoku-gohan-monogatari	流水凜子	流水りんこ
daiketsuga	李載学	季戦学/朴史烈
daikiraina-ore-ni-dakarete-donna-kibun	團藤さや|高橋依摘|山口ねね	アンソロジー
daikuu-maryuu-gaiking	尾瀬あきら	松本めぐむ/永井豪
daikyuu-seikuu-kihei-shidan	藤崎聖人	藤崎了士
daimaou-no-off	万太郎	水野まどか
dainana-ouji-ni-umaretakedo-nani-suryaiino	じっか	おだやか/籠の中のうさぎ/krage
daishizen-no-fushigi-50-no-himitsu	鵺りつき	ぬえりつき/奈須紀幸
daisuki-love-love-tamagotchi	河井リツ子	りっち
daisuki-tamagotchi	河井リツ子	りっち
daisukingu	道元宗紀	道元むねのり
daitoshokan-no-hitsujikai-library-4-you	旭太郎	和錆/オーガスト
daitoushi-haiko-no-file	小川錦	伊勢 ともか/久園 亀代
daiyamondogeimu	塀内夏子	塀内真人
dakaapo	川島博幸	鷹城冴貴
dakareta-akuyaku-reijou-wa-gekihen-ouji-no-dekiai-route-ni-totsunyuuchuu	やまち	吉田にん
dakarete-tamaruka	吾平	山本ともみつ
dakasete-kudasai-furutaka-shunin	浅岡旭	町田 とまと
dakishimetekurerunara	榎本ナリコ	野火ノビタ
dakitsubusu-made-yamenee-zo	akabeko	きびだんごゆん
dakkan	須本壮一	本そういち/蓮池透
