slug	title	year	missing
rasubosu-no-musume-ni-tensei-shitakedo-shinu-unmei-wa-okotowari-desu	ラスボスの娘に転生したけど、死ぬ運命はお断りです	2026	両方欠
reitetsu-hakushaku-wa-kegare-o-miru-maid-o-hanayome-ni-nozomu	冷徹伯爵は穢れを見るメイドを花嫁に望む	2026	両方欠
rentalux	レンタルックス	2026	両方欠
revival-2026	REVIVAL	2026	両方欠
risou-no-kekkon	理想の結婚	2026	両方欠
risoukyou-joshi-zukan	理想郷女子図鑑	2026	両方欠
rock-and-roll	ロックンロール	2026	両方欠
rukkusu-wai-o-erande-shimaimashita	ルックスYを選んでしまいました	2026	両方欠
saborisenpai	サボり先輩	2026	説明欠
sachiusuolchantozetsuaieriitokun-musaborietchigaamasugiru	幸薄OLちゃんと絶愛エリートくん	2026	説明欠
saenaimunoureijounofuriyamemashita	冴えない無能令嬢のフリ、やめました	2026	説明欠
saigo-no-negai-ni-tsuki-ga-naku	最期の願いに月が泣く	2026	両方欠
saigonokougikanzenbanmangakabunpitsukagakayamazakimari-hyougentojiyuu	最後の講義完全版漫画家・文筆家・画家ヤマザキマリ : 「表現」と「自由」の深い関係とは?	2026	説明欠
saikounokoibitokouho	最高の恋人候補	2026	説明欠
saikyou-shoukanshi-ha-arasa-otsu-san	最強召喚士はアラサーおっさん	2026	両方欠
saikyoudemodorichuunenboukenshawaimasarainochinantekaketakunai	最強出戻り中年冒険者は、いまさら命なんてかけたくない	2026	説明欠
saikyoukawaiiakiragyaru	最強!かわいい!あきらギャル	2026	説明欠
saint-seiya-saintia-show-memories	聖闘士星矢セインティア翔memories	2026	両方欠
saishouhosatokurokishinokeiyakukekkontorikontosonogo-henkyounochidefuta	宰相補佐と黒騎士の契約結婚と離婚とその後 : 辺境の地で二人は夫婦をやり直す	2026	説明欠
saishuu-bouei-heiki-na-kanojo-no-nichijou	最終防衛兵器な彼女の日常	2026	両方欠
sakarerutamashii-mayurinoshokkurepooto	裂かれる魂 : 魔百合の恐怖報告	2026	説明欠
sakenohosomichisupesharu-saketosakananosaijiki	酒のほそ道スペシャル : 酒と肴の歳時記. 春夏の呑みあるき編	2026	説明欠
sakura-to-ageha	桜と揚羽	2026	両方欠
sakuranbodaiarii	さくらんぼダイアリー	2026	説明欠
samishiimamonotoniseyuusha	さみしいマモノと偽勇者	2026	説明欠
samuwan-herutsu	さむわんへるつ	2026	両方欠
sanjigen-okotowarinawatashinokeiyakukekkon	3次元お断りな私の契約結婚	2026	説明欠
santareijouwanemurenukishienopurezentoninaritakunai	サンタ令嬢は眠れぬ騎士へのプレゼントになりたくない	2026	説明欠
sarekoi-saikaishitamotokare	サレ恋 : 再会した元カレ	2026	説明欠
saruwatarikyoujunokareinarutatakai	猿渡教授の華麗なる闘い	2026	説明欠
sasebanaru	させば成る	2026	説明欠
sasenrenkinjutsushinohenkyougurashi-motoeriitowanidomenojinseimoshippa	左遷錬金術師の辺境暮らし : 元エリートは二度目の人生も失敗したので辺境でのんびりとやり直すことにしました	2026	説明欠
scar-let	///SCAR-LET///	2026	両方欠
seifuku-shinya-2-ji	制服、深夜2時。	2026	説明欠
seiyoku-tsuyome-hanazawa-fusai-no-nure-iki-jijou	性欲強め花澤夫妻の濡れイキ事情	2026	両方欠
shiitagerareta-ichigo-hime-wa-seijo-no-loop-ni-ichigo-de-aragau	虐げられた苺姫は聖女のループに苺で抗う	2026	両方欠
shima-kun-ni-zenbu-ageru	紫真くんにぜんぶあげる	2026	説明欠
shimobenooujisama	しもべの王子様	2026	説明欠
shin-mobile-senki-gundam-w-0-5-preventer-7	新機動戦記ガンダムW0.5PREVENTER-7	2026	両方欠
shin-shiawase-no-jikan	シン幸せの時間	2026	両方欠
shin-urashimatarou-gataroomanshougekijou	真☆うらしま太郎 : ガタロー☆マン笑劇場	2026	説明欠
shinyabaman-shinmamanokikennatouhikou	新ヤバマン : シンママの危険な逃避行	2026	説明欠
shiotaiounaosananajimiganazekaoredakeniamaindesukedo	塩対応な幼なじみがなぜか俺だけに甘いんですけど!?	2026	説明欠
shirando	シランド	2026	両方欠
shirotae-sama-himitsu-desuyo	白妙様、秘密ですよ	2026	両方欠
shokeisareruateumaoujiwatashigashiawaseniitashimasu	処刑される当て馬王子、私が幸せにいたします!	2026	説明欠
shunrai-table-tennis	春雷卓球	2026	両方欠
shuukoku-yoyo	秋国夜夜	2026	説明欠
shuumatsunokikennaasobi	週末の危険な遊び	2026	説明欠
sono-hen-no-kusa-demo-kuttoke-to-tsuihousareta-sareta-munou-skill-shokubutsu-kui-mochi-tenseisha	「その辺の草でも食っとけ」と追放された無能スキル〈植物食い〉持ち転生者、エルフの里で幻の植物を食べて無双する	2026	両方欠
sono-jubutsu-toriatsukai-chuui-ni-tsuki	その呪物、取扱注意につき	2026	両方欠
sub-doru-sensational	Subドルセンセーショナル	2026	両方欠
suki-nara-nugasete	好きなら脱がせて。	2026	説明欠
taiwan-ni-hitori-de-1-kagetsu-sunde-mita	台湾にひとりで1か月住んでみた	2026	両方欠
takamatsu-kun-ima-nanpaasento	高松くん、いま何%?	2026	説明欠
talent	Talent-タレント-	2026	説明欠
tamasanchi-no-hogoneko	たまさんちのホゴネコ	2026	両方欠
tanpopo-chan-wa-sub-kamo-shirenai	たんぽぽちゃんはsubかもしれない	2026	両方欠
tasogare-no-hito	誰そ彼のひと	2026	説明欠
tasokare-kagerou	誰そ彼、陽炎。	2026	説明欠
teitonomeidowakoisomuru	帝都の使用人は恋染むる	2026	説明欠
tenshi-to-akuma	天使と悪魔	2026	両方欠
tokyo-chouseki	東京潮汐	2026	説明欠
tonarinoosoegawa	隣の小副川	2026	説明欠
tora-ni-yotsumeya	虎に四目屋	2026	説明欠
torima-torimasu	とりまとります	2026	両方欠
toshidensetsunohanakosan	都市伝説の花子さん. 下	2026	説明欠
toshishitaaidorukunwawagamamadeshittobukai	年下アイドル君はわがままで嫉妬深い	2026	説明欠
twinkle-star-nonnonzie-tetora	トゥインクルスターのんのんじーTetra	2026	説明欠
ubunabotsurakureijouwakuurunaonzoushinoamasugiruren-aishinandeubaware	初心な没落令嬢はクールな御曹司の甘すぎる恋愛指南で奪われました	2026	説明欠
uinohana	烏衣の華	2026	説明欠
ukedatosemehara	受田と攻原	2026	説明欠
uminomichirugohan	海のみちるごはん	2026	説明欠
uminomukoukiminotonari	海の向こう君のとなり	2026	説明欠
urahara-doriimingu	ウラハラ・ドリーミング	2026	説明欠
uramichifudousan	裏道不動産	2026	説明欠
usagi-mo-yumemiru-cream-sooda	うさぎも夢見るクリームソーダ	2026	両方欠
usotsukinakisudekyoumobaibai	嘘つきなキスで今日もバイバイ	2026	説明欠
wake-ari-aki-kun-no-koi-ga-kikoeru	訳あり秋くんの恋が聴こえる	2026	説明欠
yagi-bonzu	ヤギぼんズ	2026	両方欠
yatoware-konyakusha	雇われ婚約者	2026	両方欠
yatsu-yatsu-yatsu-yatsu	奴奴奴奴!	2026	両方欠
yoroshiku-ore-no-hanayome-dono	よろしく、俺の花嫁殿。	2026	両方欠
yuki-wa-tomoe-ni	雪はともえに	2026	両方欠
yuuhei-reijou-no-kimama-na-isekai-seikatsu	幽閉令嬢の気ままな異世界生活	2026	両方欠
zetsurin-shodouka-no-kedamono-sekkusu	絶倫書道家のケダモノSEX	2026	両方欠
zettai-agaraenai-amai-meirei	絶対抗えない甘い命令	2026	両方欠
zombie-no-bakayaroo	ゾンビのバカヤロー!!!	2026	説明欠
009-nsoku-no-kaizou-senshizerozeronain	神速の改造戦士009	2025	説明欠
1-kakeru-mugen-keikenchi-ichi-de-level-appu-suru-ore-wa-saisoku-de-isekai-saikyou-ni-narimashita	1×∞経験値1でレベルアップする俺は、最速で異世界最強になりました!	2025	両方欠
1-tai-2-kousai-wa-rabukome-ni-hairimasuka	1: 2交際はラブコメに入りますか?	2025	両方欠
10-nen-goshi-no-fukushuu	10年越しの復讐	2025	両方欠
100-ten-hyakunin-kyoudai-hyaku-monogatari	100点!!100人兄弟100物語	2025	両方欠
1000-sai-toshishita-no-koutei-ni-shuuchaku-dekiaisaretemasu	1000歳年下の皇帝に執着されてます	2025	両方欠
13-banme-no-tenisha-isekai-de-kami-o-mezasu	13番目の転移者、異世界で神を目指す	2025	両方欠
21xx-nen-konden-einen-shizaihou	21XX年墾田永年私財法	2025	両方欠
300-nen-go-ni-fukkatsu-shita-dai-mahoutsukai	300年後に復活した大魔法使い	2025	両方欠
3000-nen-fuuin-sareshi-jaryuu-chan-to-tomodachi-ni-narimashita	3000年封印されし邪龍ちゃんと友達になりました	2025	キャッチ欠
33-sai-to-iu-hibi	33歳という日々	2025	両方欠
3itches-san-majo	3itches三魔女	2025	両方欠
40-made-ni-shitai-10-no-koto	40までにしたい10のこと	2025	キャッチ欠
50-sai-kara-no-kimama-ni-yurayura-hitori-tabi	50歳からの気ままにゆらゆらひとり旅	2025	両方欠
8-ban-deguchi	8番出口	2025	キャッチ欠
adagataki	仇敵-アダガタキ-	2025	両方欠
ai-ga-omosugiru-kotani-kun-wa-zettai-ni-kanojo-o-nigasanai	愛が重すぎる小谷くんは、絶対に彼女を逃さない	2025	両方欠
ai-ni-naru-made-ato-nannichi	愛になるまであと何日?	2025	両方欠
aimai-blue-beast	曖昧ブルー・ビースト	2025	両方欠
aisare-kouhi-no-yuuutsu	愛され皇妃のゆううつ	2025	両方欠
aisarenakatta-shachiku-reijou-wa-daini-ouji-mofumofu-ni-iyasare-chuu	愛されなかった社畜令嬢は、第二王子〈もふもふ〉に癒やされ中	2025	両方欠
aisarenakutemo-betsuni	愛されなくても別に	2025	キャッチ欠
aisaresuginomigawarikon-omiaiaitewahatsukoinokaredeshita	愛されすぎの身代わり婚	2025	説明欠
aishiau-kemonotachi	愛しあう獣たち	2025	両方欠
aishitai-no-wa-omae-dake	愛したいのは、お前だけ	2025	両方欠
aisuru-tsumori-nazo-naindeshoukara	愛するつもりなぞないんでしょうから	2025	キャッチ欠
aizawa-hibiki-wa-warawanai	藍沢響は笑わない	2025	キャッチ欠
aka-no-kekkon	赤の結婚	2025	両方欠
akai-hitomi-no-hai-ouji	赤い瞳の廃皇子	2025	両方欠
akai-shundou	あかい蠢動	2025	キャッチ欠
akatsuki-no-majo-reishii-wa-jiyuu-ni-ikitai	暁の魔女レイシーは自由に生きたい	2025	両方欠
akenagi-no-meeteru	明け凪のメーテル	2025	両方欠
akimoto-osamu-no-naisu-na-choice-kochikame-50-shuunen	秋本治のナイス!なチョイスこち亀50周年!!	2025	両方欠
akiraka-ni-nenrei-o-sashou-shite-iru-joshi-joshikousei-vtuber	あきらかに年齢を詐称している女子高生VTuber	2025	キャッチ欠
akko-no-ko	悪虎の子	2025	両方欠
aku-onna	灰汁女	2025	両方欠
akujo-kougou-no-senzoku-jijo	悪女皇后の専属侍女	2025	両方欠
akujo-no-watashi-o-shokei-shita-kishidanchou-ni-naze-dekiai-dekiaisaretemasu	悪女の私を処刑した騎士団長に、なぜか溺愛されてます	2025	両方欠
akujo-to-uwasa-dekiaisareru-koushaku-reijou-nanode-3-nengo-ni-rien-shimasu	悪女と噂される公爵令嬢なので、3年後に離縁しますっ!	2025	両方欠
akujo-to-yobareta-watashi-tenseisaki-demo-akuyaku-desu	悪女と呼ばれた私、転生先でも悪役です	2025	両方欠
akujo-wa-utsukushiki-kemono-no-ai-ni-saku	悪女は美しき獣の愛に咲く	2025	両方欠
akumade-majo-no-yuuwaku-desu-kara	あくまで魔女の誘惑ですから	2025	両方欠
akumanokendetenshiokurau	悪魔の剣で天使を喰らう	2025	説明欠
akunokoujowamoudaremokorosanai	悪の皇女はもう誰も殺さない	2025	説明欠
akuyaku-reijou-ni-tensei-shita-haha-wa-kosodate-kaikaku-o-itashimasu	悪役令嬢に転生した母は子育て改革をいたします	2025	両方欠
akuyaku-reijou-no-karei-naru-gyakuten-jinsei	悪役令嬢の華麗なる逆転人生	2025	両方欠
akuyaku-reijou-taisen	悪役令嬢大戦	2025	両方欠
akuyaku-reijou-to-otou-sama	悪役令嬢とお父さま	2025	両方欠
akuyakureijounomamahahanitenseishitanodemusumeoshiawasenishimasu-chikarazu	悪役令嬢の継母に転生したので娘を幸せにします、力尽くで。	2025	説明欠
amaku-dakareru-shitsuaikon	甘く抱かれる執愛婚	2025	両方欠
amaku-kaotte-tokeatte	甘く香って溶けあって	2025	両方欠
amebaamu-hodo-suki-ni-naru-kagibari-ami-hajimemashita	あめばあむほど好きになるかぎ針編みはじめました	2025	両方欠
ameku-takao-no-suiri-karte-sphere-no-shi-tenshi	天久鷹央の推理カルテ スフィアの死天使	2025	キャッチ欠
amemiya-kyoudai-no-kottou-file	雨宮兄弟の骨董事件簿	2025	キャッチ欠
amou-amane-wa-amakunai	天羽あまねは甘くない	2025	両方欠
anabou	穴棒	2025	両方欠
anarchy-oji-san	アナーキーおじさん	2025	両方欠
anata-no-amai-kiba-de	あなたの甘い牙で	2025	両方欠
anata-no-mirai-o-yurusanai	あなたの未来を許さない	2025	両方欠
anatanokoigokorowamachigaidesu	あなたの恋心は間違いです!	2025	説明欠
and-again	And again	2025	両方欠
ane-ni-konyakusha-to-oui-o-ubawareta-no-de-suterareta-mono-doushi-nagusameatte-imasu	姉に婚約者と王位を奪われたので、捨てられた者同士慰め合っています。	2025	両方欠
ane-no-kawari-no-kyuuzou-konyakusha-desu-henkyou-no-ryouchi-de-shiawase-ni-narimasu	姉の代わりの急造婚約者ですが、辺境の領地で幸せになります!	2025	両方欠
ane-to-ore-to-senpai-to	姉と俺と先輩と	2025	キャッチ欠
anomamakisushitokitakatta	あのまま、キスしときたかった	2025	説明欠
antatoosananajimittedakedemoiyananoni-zekkoukarahajimaruskyuubisho	アンタと幼なじみってだけでもイヤなのに!	2025	説明欠
antiman	アンチマン	2025	両方欠
ao-o-fumu	青を踏む	2025	キャッチ欠
aogashima-hard-mode	青ヶ島ハードモード	2025	両方欠
aoi-shundou	あおい蠢動	2025	キャッチ欠
aori-kei-game-haishinsha-hatachi-haishin-no-kiriwasure-20-iihito-bare-suru	煽り系ゲーム配信者〈20歳〉、配信の切り忘れによりいい人バレする。	2025	両方欠
arafoo-otsu-san-slow-life-no-yume-o-miru-ka	アラフォーおっさんはスローライフの夢を見るか?	2025	両方欠
arasa-majutsushi-no-yurui-harem-life	アラサー魔術師のゆる～いハーレムライフ	2025	両方欠
arasaamajutsushinoyuruuihaaremuraifu-burakkushachikugaisekaidejiyuuki	アラサー魔術師のゆる～いハーレムライフ	2025	説明欠
arashi-to-ibuki	あらしといぶき	2025	キャッチ欠
aruruku-jieikee-machiaruki	あるるくJKまちある記	2025	両方欠
asagaya-succubus-doujin-monogatari	阿佐ヶ谷サキュバス同人物語	2025	両方欠
atchikotchi-netchi	あっちこっちネッチ!	2025	キャッチ欠
ateuma-no-aiteyaku-ni-nacchatta-hanashi	当て馬の相手役になっちゃった話	2025	キャッチ欠
ato-muika-de-horobiru-gakeppuchi-kokka-no-harem-6-sarete-shimatta	あと6日で滅びる崖っぷち国家のハーレムに召喚されてしまった	2025	キャッチ欠
ato-wa-go-jiyuu-ni-douzo	あとはご自由にどうぞ!	2025	両方欠
ayakashi-yashiki-no-mayakashi-fuufu	あやかし屋敷のまやかし夫婦	2025	両方欠
ayashikimi	アヤシキミ	2025	両方欠
baby-shachuu-hackers	ベイビー車中ハッカーズ	2025	両方欠
bad-ass	バダスbad ass	2025	両方欠
bake-no-kawa-no-hitobake	化けの皮のヒトバケ	2025	両方欠
bakudanma-na-youhei-douji-shoukan-sareta-saikyou-cheat-domo-o-katappashi-kara-keshitobasu	爆弾魔な傭兵、同時召喚された最強チート共を片っ端から消し飛ばす	2025	両方欠
banashi-miraibanashi	むかし話みらい話	2025	両方欠
bannou-yakushi-wa-zamaa-o-kuwadatenai	万能薬師はざまぁを企てない	2025	両方欠
batchiri-scratch	ばっちりスクラッチ	2025	両方欠
batman-animated-adventures	バットマン:アニメイテッド・アドベンチャー	2025	両方欠
batsu	罰	2025	キャッチ欠
bazure-alice	バズれアリス	2025	両方欠
beat-again	Beat againビートアゲイン	2025	両方欠
behemoth-no-hanamuko	ベヒモスの花婿	2025	両方欠
bidan-to-kaneko	美男と金子	2025	キャッチ欠
bikei-shisho-san-wa-zetsurin-nikutaiha-nurunuru-nanowa-mukimuki-no-sei-de-dekiai-saremashita	美形司書さんは絶倫肉体派	2025	キャッチ欠
