slug	title	kind	n_vol	n_isbn	n_harvest_cover	year
birth-2011	Birth	fixable_now	1	1	1	2011
daisuke	DAISUKE!	fixable_now	1	1	1	2011
kureyon-shin-chan-za-anime	クレヨンしんちゃんTheアニメ	fixable_now	1	1	1	2011
supootsuman-miyamoto-musashi	スポーツマン宮本武蔵	fixable_now	1	1	1	2011
senbee	仙べえ	fixable_now	1	1	1	2011
ise-monogatari-kihara-2011	伊勢物語	fixable_now	1	1	1	2011
shishunki-kokoro-2011	思春期	fixable_now	1	1	1	2011
nihonshi-sasupensu-gekijou	日本史サスペンス劇場	fixable_now	1	1	1	2011
shouwa-ichidai-onna	昭和一代女	fixable_now	1	1	1	2011
dassouhei-no-iru-ie	脱走兵のいる家	fixable_now	1	1	1	2011
fantasia-2012	FANTASIA	fixable_now	1	1	1	2012
kiss-komori-2012	KISS	fixable_now	1	1	1	2012
mr-secret-floor	Mr. シークレットフロア	fixable_now	1	1	1	2012
gift-2012	gift	fixable_now	1	1	1	2012
himitsu-no-sefure-chan	ひみつのセフレちゃん	fixable_now	1	1	1	2012
fantasy-okachimachi-2012	ファンタジー	fixable_now	1	1	1	2012
nishi-no-perushia	西のペルシア	fixable_now	1	1	1	2012
27sai	27歳	fixable_now	1	1	1	2013
idol-master	アイドルマスター	fixable_now	1	1	1	2013
citrus-gakuen	シトラス学園	fixable_now	1	1	1	2013
jankenpon	ジャン・ケン・ポン	fixable_now	1	1	1	2013
lupin-iii-vs-meitantei-conan	ルパン三世VS名探偵コナン	fixable_now	1	1	1	2013
ai-tazunebito	愛たずねびと	fixable_now	1	1	1	2013
tabidate-hirarin	旅立て!ひらりん	fixable_now	1	1	1	2013
manga-ga-kataru-sensou	漫画が語る戦争	fixable_now	1	1	1	2013
yume-miru-wakusei-note	竜の夢その他の夢	fixable_now	1	1	1	2013
shokeinin-god	処刑人ゴッド	fixable_now	1	1	1	2014
jorou-gumo	女郎ぐも	fixable_now	1	1	1	2014
se-bangou-0-monogatari	背番号0物語	fixable_now	1	1	1	2014
venus-2015	ヴィーナス	fixable_now	1	1	1	2015
nibanme-no-otoko	二番目の男	fixable_now	1	1	1	2015
ningyohensei	人魚變生	fixable_now	1	1	1	2015
kaikeisaketen	海景酒店	fixable_now	1	1	1	2015
nelson-mandela	ネルソン・マンデラ	fixable_now	1	1	1	2016
shoufu-naomi-yawa	娼婦ナオミ夜話	fixable_now	1	1	1	2016
magical-konekushiyon	マジカル・コネクション	fixable_now	1	1	1	2017
chuunen-suupaaman-saenaishi	中年スーパーマン左江内氏	fixable_now	1	1	1	2017
okaa-san	おかあさん	fixable_now	1	1	1	2018
gokazoku-sama-goikkou	御かぞくさま御いっこう	fixable_now	1	1	1	2018
tokyo-2018	東京	fixable_now	1	1	1	2018
ikoku-irokoi-roman-tan	異国色恋浪漫譚	fixable_now	1	1	1	2019
mashima-hero-s	Mashima HERO'S	fixable_now	1	1	1	2020
isshokenmei-ni-arukoune-moudouken-kodi	いっしょにあるこうね盲導犬コディ	fixable_now	1	1	1	2021
kisetsu-no-kuni-no-kemonotachi	季節の国のけものたち	fixable_now	1	1	1	2021
izou-ga-kiru	以蔵が斬る!	fixable_now	1	1	1	2022
nosutaru-jii	ノスタル爺	fixable_now	1	1	1	2023
aoi-shundou	あおい蠢動	fixable_now	1	1	1	2025
akai-shundou	あかい蠢動	fixable_now	1	1	1	2025
shundou	蠢動	fixable_now	1	1	1	2025
tenshi-to-akuma	天使と悪魔	fixable_now	1	1	1	2026
g-defend	G・defend	isbn_no_image	102	102	0	2007
mandaraya-no-ryouta	まんだら屋の良太	isbn_no_image	61	9	0	1980
kobo-chan	コボちゃん	isbn_no_image	60	60	0	1983
tsurikichi-sanpei-classic	釣りキチ三平classic	no_isbn	57	0	0	2003
shura-ga-yuku	修羅がゆく	isbn_no_image	41	41	0	1991
komatta-toki-niwa-hoshi-ni-kike	困った時には星に聞け!	isbn_no_image	41	41	0	1997
haamerun-no-baiorinhiki	ハーメルンのバイオリン弾き	isbn_no_image	37	37	0	1991
shouwa-gokudoushi	昭和極道史	isbn_no_image	33	30	0	1977
hanzounomon	半蔵の門	isbn_no_image	33	29	0	1983
kenshin	拳神	isbn_no_image	33	33	0	1984
itoshi-no-ellie	いとしのエリー	isbn_no_image	32	32	0	1984
shiro-no-fiorenteiina	白のフィオレンティーナ	isbn_no_image	31	31	0	1998
mamonogatari	魔物語	isbn_no_image	30	30	0	1981
futaridaka	ふたり鷹	isbn_no_image	30	30	0	1982
nippon-o-yasumou	日本を休もう	isbn_no_image	30	26	0	1994
toilet-hakase	トイレット博士	isbn_no_image	29	3	0	1973
naze-shousuke	なぜか笑介	isbn_no_image	29	29	0	1984
ohayou-kei-jiroo	おはようKジロー	isbn_no_image	29	29	0	1990
umi-no-kishidan	海の綺士団	isbn_no_image	29	29	0	2005
yabou-no-oukoku	野望の王国	isbn_no_image	28	14	0	1979
yabou-no-mure	野望の群れ	isbn_no_image	28	28	0	1990
pygmalio	ピグマリオ	isbn_no_image	27	25	0	1978
za-kabocha-wine	The・かぼちゃワイン	isbn_no_image	27	27	0	1981
hontoni-atta-kowai-hanashi	ほんとにあった怖い話	isbn_no_image	27	9	0	1988
waru-kagemaru-1977	ワル	isbn_no_image	26	13	0	1977
circuit-no-ookami	サーキットの狼	isbn_no_image	26	23	0	1979
haai-akkodesu	ハーイあっこです	isbn_no_image	26	26	0	1983
zettai-reido	絶対麗奴	isbn_no_image	26	26	0	1998
shounan-bakusouzoku	湘南爆走族	isbn_no_image	25	25	0	1983
keishiki-kekkon	形式結婚	isbn_no_image	25	25	0	1992
kouya-no-shounen-isamu	荒野の少年イサム	isbn_no_image	24	7	0	1973
the-star	THE STAR	isbn_no_image	24	24	0	1987
omakase-piisu-denkiten	おまかせ!ピース電器店	isbn_no_image	24	24	0	1997
ningenkyouki	人間兇器	isbn_no_image	23	7	0	1982
boukenshatachi-no-sekaishi	冒険者たちの世界史	isbn_no_image	23	23	0	1983
new-yankee-reppuutai	新ヤンキー烈風隊	isbn_no_image	23	23	0	1996
gariya	Gariya	isbn_no_image	23	23	0	2016
deka-ankou	刑事あんこう	isbn_no_image	22	2	0	1980
toudai-itchokusen	東大一直線	isbn_no_image	22	19	0	1980
obake-no-qtarou	オバケのQ太郎	isbn_no_image	22	20	0	1985
gindama-masayan	銀玉マサやん	isbn_no_image	22	22	0	1987
doragonkuesuto-4-koma-manga-gekijou	ドラゴンクエスト4コママンガ劇場	isbn_no_image	22	22	0	1990
kita-no-mogura	北の土竜	isbn_no_image	21	20	0	1982
kita-no-doryuu	北の土龍	isbn_no_image	21	20	0	1982
pumpkin	パンプキン	isbn_no_image	21	21	0	1986
gokudou-steak	極道ステーキ	isbn_no_image	21	21	0	1987
kenritsu-umisora-koukou-yakyuu-buin-yamashita-taroo-kun	県立海空高校野球部員山下たろ～くん	isbn_no_image	21	21	0	1987
ruidan	涙弾	isbn_no_image	21	21	0	1989
tensai-densetsu	天才伝説	isbn_no_image	21	21	0	1995
ebihara-san-wa-kyou-mo-taihen	海老原さん家は今日も大変!	isbn_no_image	21	21	0	1996
ippei-zenshuu	一平全集	isbn_no_image	20	2	0	1929
akadou-suzunosuke	赤胴鈴之助	isbn_no_image	20	13	0	1957
sign-wa-ui	サインはV!	isbn_no_image	20	16	0	1976
kemonomichi-kagemaru-1980	けものみち	isbn_no_image	20	14	0	1980
the-samurai	ザ・サムライ	isbn_no_image	20	20	0	1984
ore-no-kendo	俺の剣道	isbn_no_image	20	4	0	1984
dochinpira	どチンピラ	isbn_no_image	20	20	0	1992
konpeki-no-kantai	紺碧の艦隊	isbn_no_image	20	20	0	1992
jinsei-wa-kekka-oorai	人生は結果オーライ!	isbn_no_image	20	20	0	2004
shichioukoku-no-bara	七王国のバラ	isbn_no_image	20	20	0	2019
goyoukiba	御用牙	isbn_no_image	19	1	0	1972
sasori	さそり	isbn_no_image	19	3	0	1973
dogusare-kyuudan	どぐされ球団	isbn_no_image	19	5	0	1978
fuji-santarou-meibamen	フジ三太郎名場面	isbn_no_image	19	9	0	1982
gattsu-ranpei	ガッツ乱平	isbn_no_image	19	19	0	1984
abare-hanagumi	あばれ花組	isbn_no_image	19	19	0	1988
akira-tobu	あきら翔ぶ!!	isbn_no_image	19	19	0	1990
rinta-no-momoiro-comic	りん太のももいろコミック	isbn_no_image	19	19	0	1995
kakegoro	賭けゴロ	isbn_no_image	19	19	0	1995
manten-no-hoshi	満天の星	isbn_no_image	19	19	0	1998
akashiro-tamago	赤白たまご	isbn_no_image	19	19	0	2005
ou-no-ibara	王のいばら	isbn_no_image	19	19	0	2010
judo-itchokusen	柔道一直線	isbn_no_image	18	14	0	1970
tsuruhime-jaatsu	つる姫じゃ～っ！	isbn_no_image	18	17	0	1980
bangai-koshien	番外甲子園	isbn_no_image	18	3	0	1980
hatsukoi-scandal	初恋スキャンダル	isbn_no_image	18	18	0	1981
binetsu-mai-rabu	微熱MY LOVE	isbn_no_image	18	18	0	1983
karajishi-kyoushi	唐獅子教師	isbn_no_image	18	18	0	1986
doctor-hankotsui	ドクター反骨医	isbn_no_image	18	18	0	1988
boukenshitemo-ii-koro	冒険してもいい頃	isbn_no_image	18	18	0	1989
tokime-densetsu-kuradaruma	斎女伝説クラダルマ	isbn_no_image	18	18	0	1990
seishun	青春	isbn_no_image	18	1	0	1990
totsugeki-papparatai	突撃!パッパラ隊	isbn_no_image	18	18	0	1992
shin-onnagui	新女喰い	isbn_no_image	18	18	0	1998
keishichou-tokuhanka-007	警視庁特犯課007	isbn_no_image	18	18	0	2007
high-high	HIGH ＆ HIGH	isbn_no_image	18	18	0	2008
yuuyake-banchiyou	夕やけ番長	isbn_no_image	17	7	0	1969
yuuhigaoka-no-souri-daijin	ゆうひが丘の総理大臣	isbn_no_image	17	1	0	1977
nagareita-ryuuji	流れ板竜二	isbn_no_image	17	2	0	1985
ozanari-dungeon	おざなりダンジョン	isbn_no_image	17	17	0	1989
ishii-hisaichi-no-mondaigai-ron	いしいひさいちの問題外論	isbn_no_image	17	17	0	1992
sahara	サハラ	isbn_no_image	16	4	0	1976
munasawagi-no-houkago	胸さわぎの放課後	isbn_no_image	16	16	0	1981
songokuu	孫悟空	isbn_no_image	16	8	0	1984
shouwa-bankaraha	昭和バンカラ派	isbn_no_image	16	16	0	1984
itamae-onimasa	板前鬼政	isbn_no_image	16	14	0	1988
itoshi-no-shierii	いとしのシェリー	isbn_no_image	16	16	0	1998
saiyuu-youenden	西遊妖猿伝	isbn_no_image	16	16	0	1998
little-kyojin-kun	リトル巨人くん	isbn_no_image	15	14	0	1977
shounen-no-machi-zf	少年の町ZF	isbn_no_image	15	11	0	1979
super-kuishinbou	スーパーくいしん坊	isbn_no_image	15	15	0	1983
kattobase-kiyohara-kun	かっとばせ!キヨハラくん	isbn_no_image	15	15	0	1987
sengoku-sarumawashi	戦国猿廻し	isbn_no_image	15	15	0	1987
yabou-no-densetsu	野望の伝説	isbn_no_image	15	8	0	1988
yokohama-meibutsu-otoko-katayamagumi	横浜名物 男片山組!	isbn_no_image	15	15	0	1989
saburoumaru	三郎丸	isbn_no_image	15	15	0	1993
star-ocean-sekando-story-4koma-4-ga-gekijou	スターオーシャン セカンドストーリー 4コママンガ劇場	isbn_no_image	15	15	0	1998
goraihou-gakuen-e-youkoso	御来訪学園へようこそ!	isbn_no_image	15	15	0	2005
ten-to-mitsugihime	天と献上姫	isbn_no_image	15	15	0	2015
nippon-no-rekishi-2015-9	日本の歴史	isbn_no_image	15	15	0	2015
yotarou-kun	よたろうくん	isbn_no_image	14	1	0	1960
kuchiyaku-mondo-kawaitesourou	唇役主丞乾いて候	isbn_no_image	14	4	0	1981
shin-karate-jigokuhen	新カラテ地獄変	isbn_no_image	14	10	0	1982
cream-lemon	くりいむレモン	isbn_no_image	14	14	0	1985
outlanders	アウトランダーズ	isbn_no_image	14	14	0	1985
third-girl	サード・ガール	isbn_no_image	14	14	0	1985
border	ボーダー	isbn_no_image	14	11	0	1986
kaibutsu-kun	怪物くん	isbn_no_image	14	13	0	1987
akarui-seishounen-no-tameno-love	明るい青少年のための恋愛	isbn_no_image	14	14	0	1987
100-paasento	100％	isbn_no_image	14	14	0	1988
cleopatra-d-c	クレオパトラD.C.	isbn_no_image	14	14	0	1989
daida-kyoushi-akiba-shinkendesu	代打教師秋葉、真剣です!	isbn_no_image	14	14	0	1990
honoo-mau	炎舞う	isbn_no_image	14	11	0	1990
image	イマージュ	isbn_no_image	14	14	0	1991
naomi-damon	ナオミだもん	isbn_no_image	14	14	0	1991
kaitou-amaryllis	怪盗アマリリス	isbn_no_image	14	14	0	1991
merou	女郎	isbn_no_image	14	14	0	1992
kami-sama-no-tsukurikata	神さまのつくりかた。	isbn_no_image	14	14	0	1996
rare-jewel	レア・ジュエル	isbn_no_image	14	14	0	2011
kekkon-game	結婚ゲーム	isbn_no_image	13	13	0	1981
mutsugorou-ga-yuku	ムツゴロウが征く	isbn_no_image	13	11	0	1982
neko-ja-naimon	ネコじゃないモン!	isbn_no_image	13	13	0	1983
fuuun-puroresu-30-nen	風雲プロレス30年	isbn_no_image	13	13	0	1984
the-rapeman	THE レイプマン	isbn_no_image	13	6	0	1987
shogun	SHOGUN	isbn_no_image	13	13	0	1988
cosmos-rakuenki	コスモス楽園記	isbn_no_image	13	13	0	1988
8	8マン	isbn_no_image	13	13	0	1989
nervous-breakdown	NERVOUS BREAKDOWN	isbn_no_image	13	13	0	1989
sangokushi-1992	三国志	isbn_no_image	13	12	0	1992
hyakunen-no-matsuri	百年の祭り	isbn_no_image	13	13	0	1992
whistle-yuasa-1993	ホイッスル	isbn_no_image	13	13	0	1993
seisenki-erunasaaga	聖戦記エルナサーガ	isbn_no_image	13	13	0	1994
orette-piyori-tan	オレってピヨリタン	isbn_no_image	13	13	0	1995
rebadan-kibou-no-hana	レバダン・希望の花	isbn_no_image	13	12	0	1995
haunted-junction	HAUNTEDじゃんくしょん	isbn_no_image	13	13	0	1996
yume-yashiki-e-youkoso	夢やしきへようこそ	isbn_no_image	13	13	0	1996
jinjuu-houretsuden	仁獣芳烈伝	isbn_no_image	13	13	0	1997
zoku-tetsujin-28gou	続・鉄人28号	isbn_no_image	13	13	0	1997
skyuu-hero	S級ヒーロー!	isbn_no_image	13	13	0	2003
teikoku-kyoudai	帝国兄弟	isbn_no_image	13	13	0	2005
asterisk	アスタリスク	isbn_no_image	13	13	0	2006
asami-mitsuhiko-mystery-ando-ryojou-sasupensu	浅見光彦ミステリー＆旅情サスペンス	isbn_no_image	13	13	0	2007
gyokuza-to-nightingale	玉座と小夜啼鳥	isbn_no_image	13	13	0	2021
marude-dameo	丸出だめ夫	isbn_no_image	12	1	0	1976
wani-bunsho-2010	82分署	isbn_no_image	12	3	0	1978
wani-bunsho	ワニ分署	isbn_no_image	12	3	0	1978
seishun-no-shippo	青春の尻尾	isbn_no_image	12	9	0	1978
mirai-kenji-kun	未来ケンジくん	isbn_no_image	12	1	0	1980
arumaito-senmenki	あるまいとせんめんき	isbn_no_image	12	6	0	1981
saketa-pasupooto	裂けた旅券	isbn_no_image	12	10	0	1981
harukanaru-umi-e	遥かなる海へ	isbn_no_image	12	6	0	1981
war-cry	ウォー・クライ	isbn_no_image	12	11	0	1983
kick-off	キックオフ	isbn_no_image	12	12	0	1983
ashita-cup-in	明日カップ・イン	isbn_no_image	12	12	0	1986
tekkenji-kousuke	鉄拳児耕助	isbn_no_image	12	12	0	1986
100-man-doru-kid	100万＄キッド	isbn_no_image	12	9	0	1987
china-girl	CHINA GIRL	isbn_no_image	12	11	0	1987
dog-soldier	DOG SOLDIER	isbn_no_image	12	12	0	1987
kentoushi	拳闘士	isbn_no_image	12	12	0	1987
chou-shoujo-asuka	超少女明日香	isbn_no_image	12	12	0	1987
pokkii-kun	ポッキーくん	isbn_no_image	12	10	0	1988
rikiou	力王	isbn_no_image	12	12	0	1988
jan	打鐘	isbn_no_image	12	12	0	1988
shinsho-waru	新書ワル	isbn_no_image	12	12	0	1988
kanojo-ha-delicate	彼女はデリケート!	isbn_no_image	12	12	0	1989
akai-hana	赫い花	isbn_no_image	12	12	0	1989
fushigi-no-umi-no-nadia	ふしぎの海のナディア	isbn_no_image	12	12	0	1990
garfield	ガーフィールド	isbn_no_image	12	12	0	1990
dino	Dino	isbn_no_image	12	12	0	1992
ryoushuu	領袖	isbn_no_image	12	12	0	1993
fire-emblem	ファイアーエムブレム	isbn_no_image	12	12	0	1994
gravitation	グラビテーション	isbn_no_image	12	12	0	1996
meibutsu-tabitetsu-tomo-no-kai	名物!たびてつ友の会	isbn_no_image	12	12	0	1996
gag-guerrilla	ギャグゲリラ	isbn_no_image	12	12	0	1999
moon-trick-2018	Moon・trick	isbn_no_image	12	12	0	2012
kami-sama-gakuen-atto-arumeria	神サマ学園@あるめりあ	isbn_no_image	12	12	0	2012
ou-no-ibara-gaiden	王のいばら外伝	isbn_no_image	12	12	0	2013
karate-sensou	空手戦争	isbn_no_image	11	6	0	1978
tekkanomakihei	鉄火の巻平	isbn_no_image	11	2	0	1978
sewing	ソーイング	isbn_no_image	11	11	0	1983
nijiiro-town	虹色town	isbn_no_image	11	11	0	1983
yarukkya-naito	やるっきゃ騎士	isbn_no_image	11	9	0	1984
pro-wrestling-star-wars	プロレス・スターウォーズ	isbn_no_image	11	11	0	1984
kibaken	牙拳	isbn_no_image	11	10	0	1984
soorujaa	葬流者	isbn_no_image	11	3	0	1985
beat-shot	Beat Shot!!	isbn_no_image	11	11	0	1986
chicken-club	チキン・クラブ	isbn_no_image	11	10	0	1987
hold-up-kids	ホールドアップ★キッズ	isbn_no_image	11	11	0	1987
shiritsu-ajikari-gakuen	私立味狩り学園	isbn_no_image	11	11	0	1987
agechau-jokyoushi	あげちゃう!女教師	isbn_no_image	11	11	0	1988
out	アウト	isbn_no_image	11	11	0	1988
mou-girigiri	もう・ぎりぎり	isbn_no_image	11	11	0	1990
shishi-no-musume	獅子の娘	isbn_no_image	11	8	0	1990
trouble-maker	トラブル・メーカー	isbn_no_image	11	11	0	1991
biba-judo-gurentai	ビバ!柔道愚連隊	isbn_no_image	11	11	0	1991
shinigami-alice	死神アリス	isbn_no_image	11	11	0	1991
kaze	KAZE	isbn_no_image	11	11	0	1992
akuma-to-odore	悪魔と踊れ	isbn_no_image	11	11	0	1993
miyako-wasure	都わすれ	isbn_no_image	11	11	0	1993
geeparo-4-koma-guranpuri	ゲーパロ4コマグランプリ	isbn_no_image	11	11	0	1994
sekigan-no-ryuu	隻眼の竜	isbn_no_image	11	11	0	1994
fire-emblem-nintendo-1996	ファイアーエムブレム	isbn_no_image	11	11	0	1996
ganso-doku-typhoon	元祖Dr.タイフーン	isbn_no_image	11	11	0	1997
mobile-suit-gundam-dai-08-ms-shoutai	機動戦士ガンダム第08MS小隊	isbn_no_image	11	11	0	1997
kazoku-ni-narou	家族になろう	isbn_no_image	11	11	0	1998
hijiri-yuki-sakuhinshuu	聖悠紀作品集	isbn_no_image	11	11	0	1998
keishichou-sousa-ikka-totsugawa-keibu-ando-torein-mystery-comic-selection	警視庁捜査一課十津川警部＆トレインミステリーコミックセレクシ	isbn_no_image	11	11	0	2011
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	さいとう・たかを池波正太郎時代劇画ワイドセレクション	isbn_no_image	11	11	0	2012
kainushi-wa-akuma	飼主は悪魔	isbn_no_image	11	11	0	2012
supootsuman-kintarou	スポーツマン金太郎	isbn_no_image	10	1	0	1960
yuka-o-yobu-umi	ユカをよぶ海	isbn_no_image	10	3	0	1963
maboroshi-tantei	まぼろし探偵	isbn_no_image	10	7	0	1971
boku-no-doubutsuen-nikki	ぼくの動物園日記	isbn_no_image	10	5	0	1973
fuji-santarou	フジ三太郎	isbn_no_image	10	1	0	1974
inakappe-taishou	いなかっぺ大将	isbn_no_image	10	6	0	1976
ore-no-koshien	俺の甲子園	isbn_no_image	10	9	0	1976
1-2-no-ahho	1・2のアッホ!!	isbn_no_image	10	6	0	1978
seishun-chinposium	青春チンポジュウム	isbn_no_image	10	7	0	1978
subarashiki-bandittsu	素晴らしきバンディッツ	isbn_no_image	10	5	0	1980
hanappe-bazooka	花平バズーカ	isbn_no_image	10	3	0	1980
kinyoubi-no-shinshitsu	金曜日の寝室	isbn_no_image	10	5	0	1981
tsuri-baka-taishou	釣りバカ大将	isbn_no_image	10	4	0	1981
otome-kibun	おとめ気分	isbn_no_image	10	9	0	1983
moshikashite-koibito	もしかしてkoibito	isbn_no_image	10	10	0	1984
kojika-monogatari	子鹿物語	isbn_no_image	10	10	0	1984
sugar	シュガー	isbn_no_image	10	10	0	1985
kujira-damashii	鯨魂	isbn_no_image	10	10	0	1985
oni	男弐	isbn_no_image	10	10	0	1986
sanada-ippei-inochigake	真田一平命がけ!!	isbn_no_image	10	9	0	1986
shin-dabide-no-hoshi	新・堕靡泥の星	isbn_no_image	10	7	0	1987
niji-o-yobu-otoko	虹を呼ぶ男	isbn_no_image	10	10	0	1987
the-momotaroh	THE MOMOTAROH	isbn_no_image	10	10	0	1988
mappira-kun	まっぴら君	isbn_no_image	10	10	0	1988
bass-hunter-wataru	バス・ハンター渡	isbn_no_image	10	10	0	1988
lemon-angel	レモンエンジェル	isbn_no_image	10	10	0	1988
nagi	椰	isbn_no_image	10	10	0	1988
seiya-maen	聖夜魔宴	isbn_no_image	10	10	0	1988
akai-hato	赤い鳩	isbn_no_image	10	10	0	1988
ultra-kaijuu-kattobi-land	ウルトラ怪獣かっとび!ランド	isbn_no_image	10	9	0	1989
koibito-wa-shugorei	恋人は守護霊!?	isbn_no_image	10	10	0	1989
naito-gundam-story	騎士ガンダム物語	isbn_no_image	10	10	0	1989
golden-lucky	Golden lucky	isbn_no_image	10	10	0	1990
ichigo	Ichigo	isbn_no_image	10	10	0	1990
otokogui	おとこ喰い	isbn_no_image	10	10	0	1990
sanobabitchi	さのばびっち	isbn_no_image	10	10	0	1990
ao-no-maharaja	蒼のマハラジャ	isbn_no_image	10	10	0	1990
bad-boy-memory	BAD BOY MEMORY	isbn_no_image	10	10	0	1991
doki-doki	DOKI❤DOKI	isbn_no_image	10	10	0	1991
twinkle-twinkle-idol-star	♂ティンクル〔＾2〕♀アイドル☆スター	isbn_no_image	10	10	0	1991
ume-momo-sakura	うめモモさくら	isbn_no_image	10	10	0	1991
gotoshi-kabushiki-kaisha	ゴト師株式会社	isbn_no_image	10	10	0	1991
virgin-mama	バージン★ママ	isbn_no_image	10	10	0	1992
sakurako-ga-kuru	桜子が来る!	isbn_no_image	10	10	0	1992
ginkouin-shouhei-ganbaru	銀行員祥平がんばる!	isbn_no_image	10	10	0	1992
do-p-kan	Do-p-kan	isbn_no_image	10	10	0	1993
lion	Lion	isbn_no_image	10	10	0	1993
ms-saga	MS SAGA	isbn_no_image	10	10	0	1993
tonari-no-kakutouou	となりの格闘王	isbn_no_image	10	10	0	1993
goku-tsubushi	極つぶし	isbn_no_image	10	10	0	1993
hana	花	isbn_no_image	10	3	0	1993
retsumaden-e-zone	裂魔伝E.zone	isbn_no_image	10	10	0	1993
hyper-police	はいぱーぽりす	isbn_no_image	10	10	0	1994
gyanburuou	ギャンブル王	isbn_no_image	10	10	0	1994
phantom-cognition	ファントム・コグニション	isbn_no_image	10	10	0	1994
heisei-yakyuu-zoushi	平成野球草子	isbn_no_image	10	10	0	1994
hanaita-nijiko	花板虹子	isbn_no_image	10	10	0	1994
risutora-daimon	リストラ代紋	isbn_no_image	10	10	0	1995
