slug	title	volumes	missing
mei-tantei-asami-mitsuhiko-ando-ryojou-mystery-comic-selection	名探偵浅見光彦＆旅情ミステリーコミックセレクション	22	両方欠
seishokuki	性食鬼	22	説明欠
taishou-romantica	大正ロマンチカ	22	説明欠
servamp	SERVAMP	22	説明欠
yahari-ore-no-seishun-rabukome-wa-machigatteiru	やはり俺の青春ラブコメはまちがっている。	22	両方欠
yahari-ore-no-seishun-love-wa-machigatte-iru-comic	やはり俺の青春ラブコメはまちがっている。@comic	22	説明欠
violinist-of-hameln-shchelkunchik	続ハーメルンのバイオリン弾き	22	説明欠
rokuhoudou-yotsuiro-hiyori	鹿楓堂よついろ日和	22	説明欠
the-fable	ザ・ファブル	22	説明欠
yuukoku-no-moriarty	憂国のモリアーティ	22	説明欠
runway-de-waratte	ランウェイで笑って	22	説明欠
chicken-iguchi-2024	チキン	22	両方欠
ore-no-genjitsu-wa-love-game-ka-to-omottara-inochigake-no-game-datta	俺の現実は恋愛ゲーム??-かと思ったら命がけのゲームだった	22	両方欠
shinkurou-hashiru	新九郎、奔る!	22	説明欠
yuzukisanchi-no-yonkyoudai	柚木さんちの四兄弟。	22	説明欠
soukyuu-no-ariadne	蒼穹のアリアドネ	22	説明欠
zon-100	ゾン100	22	説明欠
tensei-shitara-dainana-ouji-datta-node-kimama-ni-majutsu-o-kiwamemasu	転生したら第七王子だったので、気ままに魔術を極めます	22	説明欠
lolli-no-seishun	ロリィの青春	21	両方欠
kouha-ginjirou	硬派銀次郎	21	両方欠
sawayaka-mantarou	さわやか万太郎	21	両方欠
puraresu-3-shirou	プラレス3四郎	21	両方欠
zenryaku-milk-house	前略・ミルクハウス	21	説明欠
shinigami-kun	死神くん	21	説明欠
to-y-2016	TO-Y	21	説明欠
gokudou-kun	極道くん	21	両方欠
pumpkin	パンプキン	21	両方欠
harajuku-kobushigumi	原宿こぶし組	21	両方欠
eikou-naki-tensaitachi	栄光なき天才たち	21	両方欠
gokudou-steak	極道ステーキ	21	両方欠
sekiryuuou	赤龍王	21	説明欠
kouha-ranmaru-ouendan	好派!蘭丸応援団	21	両方欠
silent-m-bius	サイレントメビウス	21	両方欠
saint-adams	セイントアダムズ	21	両方欠
tsuki-no-ko	月の子	21	説明欠
ruidan	涙弾	21	説明欠
mooretsu-atarou	もーれつア太郎	21	両方欠
makai-gakuen	魔界学園	21	両方欠
shinshin-agatte-nanbo-taichi-yo-nakuna	新々上ってなンボ!!太一よ泣くな	21	両方欠
shin-agatte-nanbo-taichiyo-nakuna	新上ってなンボ!!太一よ泣くな	21	両方欠
hanakyabetsu-hiyokomame	花きゃべつひよこまめ	21	両方欠
tekireiki-no-arukikata	適齢期の歩き方	21	両方欠
udauda-yatteru-hima-wa-nee	ウダウダやってるヒマはねェ!	21	説明欠
joi-reika	女医レイカ	21	両方欠
kirakira-hikaru	きらきらひかる	21	両方欠
tensai-densetsu	天才伝説	21	両方欠
biyoushi-momo	美容師MOMO	21	両方欠
chou-gakkou-houjin-star-gakuen	超・学校法人スタア学園	21	両方欠
sukkuto-kitsune	すっくと狐	21	両方欠
ryou	リョウ	21	説明欠
ebihara-san-wa-kyou-mo-taihen	海老原さん家は今日も大変!	21	両方欠
shiawasenojikan	幸せの時間	21	両方欠
w-juliet	Wジュリエット	21	説明欠
shin-aji-ichimonme	新・味いちもんめ	21	両方欠
sora-no-subaru	空の昴	21	説明欠
trinity-blood	トリニティ・ブラッド	21	説明欠
shinshiawasenojikan	新・幸せの時間	21	両方欠
winning-ticket	ウイニング・チケット	21	両方欠
sommeli-re	ソムリエール	21	説明欠
shitsuji-sama-no-okiniiri	執事様のお気に入り	21	説明欠
ringo-to-hachimitsu-walk	林檎と蜂蜜walk	21	説明欠
majima-hazeru	真島、爆ぜる!!	21	両方欠
zekkyou-gakkyuu	絶叫学級	21	説明欠
ultraman-2012	ULTRAMAN	21	説明欠
ultraman-g	ウルトラマンG	21	両方欠
sunset-rose	サンセットローズ	21	説明欠
shin-kurosawa-saikyou-densetsu	新黒沢最強伝説	21	説明欠
tenkuu-shinpan	天空侵犯	21	説明欠
trinity-seven	トリニティセブン	21	説明欠
ooban-sangokushi	大判三国志	21	両方欠
uramiya-honpo-worst	怨み屋本舗WORST	21	両方欠
chuuka-ichiban-kiwami	中華一番!極	21	両方欠
nigatsu-no-shousha	二月の勝者	21	両方欠
worst-gaiden-dokuro	WORST外伝ドクロ	21	説明欠
shadows-house	シャドーハウス	21	説明欠
sentai-daishikkaku	戦隊大失格	21	説明欠
ippei-zenshuu	一平全集	20	両方欠
akadou-suzunosuke	赤胴鈴之助	20	両方欠
zenigata-heiji-torimonohikae	銭形平次捕物控	20	両方欠
sign-wa-ui	サインはV!	20	説明欠
kemonomichi-kagemaru-1980	けものみち	20	両方欠
watashinookita-kun	わたしの沖田くん	20	両方欠
itoshi-no-chiipappa	愛しのチィパッパ	20	両方欠
sakuranbomonogatari	桜桃物語	20	説明欠
nihonnorekishi	日本の歴史	20	両方欠
wingman	ウイングマン	20	説明欠
tatakae-raamenman	闘将!!拉麺男	20	説明欠
the-samurai	ザ・サムライ	20	説明欠
yume-no-ishibumi	夢の碑	20	両方欠
crescent	CRESCENT	20	両方欠
mikan-enikki	みかん・絵日記	20	両方欠
stopper	ストッパー	20	両方欠
vampire-miyu	吸血姫美夕	20	説明欠
sanctuary	サンクチュアリ	20	説明欠
sanshirou-no-jijou	三四郎²	20	説明欠
motto-good-kiss	もっとgoodキッス!	20	両方欠
dochinpira	どチンピラ	20	両方欠
alice-ni-omakase	アリスにおまかせ!	20	両方欠
konpeki-no-kantai	紺碧の艦隊	20	両方欠
100-oku-no-otoko	100億の男	20	両方欠
viva-calcio	VIVA!CALCIO	20	両方欠
shibaitaroka	しばいたろか	20	説明欠
tennen-shoujo-man	天然少女萬	20	両方欠
zetman	ZETMAN	20	説明欠
yori-ga-tobu	ヨリが跳ぶ	20	両方欠
jinji-kachou-onizuka	人事課長鬼塚	20	両方欠
heiwa-no-kane-series	平和の鐘シリーズ	20	キャッチ欠
sakura-tsuushin	桜通信	20	説明欠
tetsuwan-birdy	鉄腕バーディー	20	説明欠
shin-chuuka-ichiban	真・中華一番!	20	説明欠
tezuka-osamu-the-best	手塚治虫THE BEST	20	説明欠
tenshi-na-konamaiki	天使な小生意気	20	説明欠
libero-revolution	リベロ革命!!	20	キャッチ欠
zoku-sengoku-jieitai	続戦国自衛隊	20	両方欠
uramiya-honpo	怨み屋本舗	20	説明欠
shin-tokumei-kakarichou-tadano-hitoshi	新特命係長只野仁	20	両方欠
zettai-zetsumei-dangerous-jii-san	絶体絶命 でんぢゃらすじーさん	20	両方欠
tsurikichi-sanpei-heiseiban	釣りキチ三平 平成版	20	説明欠
strange	ストレンジ・プラス	20	説明欠
suzumiya-haruhi-no-yuuutsu	涼宮ハルヒの憂鬱	20	説明欠
tentai-suit-sunred	天体戦士サンレッド	20	説明欠
zone-00	ZONE-00	20	説明欠
sora-no-otoshimono	そらのおとしもの	20	説明欠
tsumanuda-fight-town	ツマヌダ格闘街	20	説明欠
shin-petshop-of-horrors	新Petshop of Horrors	20	説明欠
sekaiichi-hatsukoi	世界一初恋	20	説明欠
shin-naniwa-kinyuudou	新ナニワ金融道	20	両方欠
arakure-knight-2008	荒くれKNIGHT 黒い残響完結編	20	両方欠
soba-mon	そばもん	20	両方欠
tonari-no-kaibutsu-kun	となりの怪物くん	20	説明欠
super-lovers	SUPER LOVERS	20	説明欠
dangerous-jii-san-ja	でんぢゃらすじーさん邪	20	両方欠
tokumoriueda-masashi	特盛!植田まさし	20	両方欠
taiyou-no-makibaoo-w	たいようのマキバオーW	20	両方欠
yankee-quest	ヤンキークエスト	20	説明欠
saigo-wa-straight	最後は?ストレート!!	20	両方欠
aoba-jitenshaten-e-youkoso	アオバ自転車店へようこそ!	20	両方欠
dragon-quest-souten-no-soura	ドラゴンクエスト蒼天のソウラ	20	両方欠
kuroageha	くろアゲハ	20	両方欠
tokusatsu-gagaga	トクサツガガガ	20	説明欠
yuusha-ga-shinda	勇者が死んだ!	20	説明欠
youkai-gakkou-no-sensei-hajimemashita	妖怪学校の先生はじめました!	20	説明欠
samejima-saigo-no-juugonichi	鮫島、最後の十五日	20	説明欠
yama-to-shokuyoku-to-watashi	山と食欲と私	20	説明欠
rikei-ga-koi-ni-ochita-node-shoumei-shite-mita	理系が恋に落ちたので証明してみた。	20	説明欠
yakusoku-no-never-land	約束のネバーランド	20	説明欠
shippomachi-no-koo-sensei	しっぽ街のコオ先生	20	説明欠
jank-runk-family	ジャンク・ランク・ファミリー	20	キャッチ欠
sengoku-komachi-kurou-tan	戦国小町苦労譚	20	説明欠
shinju-no-nectar	神呪のネクタール	20	説明欠
souta-no-houchou-derakkusu	蒼太の包丁deluxe	20	両方欠
yangotonaki-ichizoku	やんごとなき一族	20	説明欠
tsuiraku-jk-to-haijin-kyoushi	墜落JKと廃人教師	20	説明欠
yofukashi-no-uta	よふかしのうた	20	説明欠
shichioukoku-no-bara	七王国のバラ	20	両方欠
riezon	リエゾン	20	説明欠
ninkyou-tensei	任侠転生	20	キャッチ欠
tensei-kizoku-kantei-skill-de-nariagaru	転生貴族、鑑定スキルで成り上がる	20	説明欠
shinjite-ita-nakamatachi-ni-dungeon-okuchi-de-korosarekaketaga-gift-mugen-gacha-de-level-9999-no	信じていた仲間達にダンジョン奥地で殺されかけたがギフト『無限ガチャ』でレベル9999の仲間達を手に入れて元パーティーメンバーと世界に復讐&『ざまぁ!』します!	20	説明欠
tokyo-kettou-kanjousen	東京決闘環状戦	20	説明欠
submarine-nanamarunana	サブマリン707	19	説明欠
goyoukiba	御用牙	19	両方欠
sasori	さそり	19	説明欠
dogusare-kyuudan	どぐされ球団	19	両方欠
jikken-doll-dummy-oscar	実験人形ダミー・オスカー	19	両方欠
hole-in-one	ホールインワン	19	両方欠
yose-geininden	寄席芸人伝	19	両方欠
yoroshiku-mechadoc	よろしくメカドック	19	説明欠
kizuoibito	傷追い人	19	キャッチ欠
hidamari-no-ki	陽だまりの樹	19	両方欠
gattsu-ranpei	ガッツ乱平	19	両方欠
yami-no-purple-ai	闇のパープル・アイ	19	説明欠
miracle-hiiro	怪人ヒイロ	19	両方欠
midoriyama-koukou	緑山高校	19	両方欠
tsuyoshi-shikkari-shinasai	ツヨシしっかりしなさい	19	説明欠
kibun-wa-uaa	気分は形而上	19	両方欠
abare-hanagumi	あばれ花組	19	両方欠
youjinbou	用心坊	19	両方欠
akira-tobu	あきら翔ぶ!!	19	両方欠
spriggan	スプリガン	19	説明欠
outo-ayakashi-ki-tan	王都妖奇譚	19	両方欠
yattaroujan	やったろうじゃん!!	19	説明欠
tenshi-nanka-janai	天使なんかじゃない	19	説明欠
chaos-damonne	カオスだもんね!	19	両方欠
rinta-no-momoiro-comic	りん太のももいろコミック	19	両方欠
yuushuntachi-no-teiseki	優駿たちの蹄跡	19	両方欠
kakegoro	賭けゴロ	19	両方欠
uchuu-kazoku-carlvinson	宇宙家族カールビンソン	19	説明欠
shounen-mahoushi	少年魔法士	19	説明欠
tokyo-crazy-paradise	東京クレイジーパラダイス	19	説明欠
tokyo-juliet	東京ジュリエット	19	説明欠
shin-hanamaru-den	新・花マル伝	19	両方欠
manten-no-hoshi	満天の星	19	両方欠
keisatsu-shochou	警察署長	19	両方欠
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	19	両方欠
batsuichi	×一	19	両方欠
sekirei	セキレイ	19	説明欠
hana-china	華中華	19	両方欠
saijou-no-meii	最上の命医	19	説明欠
s	S	19	両方欠
kunisaki-izumo-no-jijou-2010	国崎出雲の事情	19	両方欠
kunisaki-izumo-no-jijou	國崎出雲の事情	19	両方欠
bakuon-densetsu-kaburagi	爆音伝説カブラギ	19	両方欠
ou-no-ibara	王のいばら	19	両方欠
yume-no-shizuku-kin-no-torikago	夢の雫、黄金の鳥籠	19	説明欠
shouwa-genroku-rakugo-shinjuu	昭和元禄落語心中	19	説明欠
shinohayu	シノハユ	19	説明欠
four-seam	フォーシーム	19	両方欠
air-gear-unlimited	エア・ギアUNLIMITED	19	両方欠
neko-pitcher	猫ピッチャー	19	両方欠
radiant	ラディアン	19	両方欠
guranma-no-yuuutsu	グランマの憂鬱	19	両方欠
tamayomi	球詠	19	説明欠
chikaano-k	チカーノKEI	19	両方欠
takarakuji-de-40-oku-atattandakedo-isekai-ni-ijuu-suru	宝くじで40億当たったんだけど異世界に移住する	19	説明欠
watashitachi-wa-douka-shite-iru	私たちはどうかしている	19	説明欠
tenseishitara-ken-deshita	転生したら剣でした	19	説明欠
tokachi-hitoribocchi-nouen	十勝ひとりぼっち農園	19	説明欠
tsuge-yoshiharu-taizen	つげ義春大全	19	両方欠
oukoku-e-tsuzuku-michi-doreikenshinonariagarieiyuutan	王国へ続く道	19	両方欠
seishun-heavy-rooteeshon	青春ヘビーローテーション	19	説明欠
captain-2	キャプテン2	19	両方欠
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	19	説明欠
suikoden	水滸伝	18	説明欠
judo-itchokusen	柔道一直線	18	両方欠
5-noryuu	5五の龍	18	両方欠
tsuruhime-jaatsu	つる姫じゃ～っ！	18	説明欠
bangai-koshien	番外甲子園	18	両方欠
gu-gu-ganmo	GU-GUガンモ	18	両方欠
binetsu-mai-rabu	微熱MY LOVE	18	両方欠
jaiantotaifuu	ジャイアント台風	18	両方欠
let-dachikou	Let'sダチ公	18	両方欠
chotto-yoroshiku	ちょっとヨロシク!	18	両方欠
karajishi-kyoushi	唐獅子教師	18	両方欠
kunitachi-monogatari	くにたち物語	18	両方欠
hoshirenge	星恋華	18	両方欠
mikosuri-gekijou	みこすり半劇場	18	キャッチ欠
tsurumoku-dokushinryou	ツルモク独身寮	18	説明欠
doctor-hankotsui	ドクター反骨医	18	両方欠
purogorufaa-saru	プロゴルファー猿	18	説明欠
boukenshitemo-ii-koro	冒険してもいい頃	18	キャッチ欠
ten-o-mitsumete-chi-no-soko-de	天を見つめて地の底で	18	両方欠
tokime-densetsu-kuradaruma	斎女伝説クラダルマ	18	両方欠
danki	男旗	18	両方欠
seishun	青春	18	両方欠
takeko-san-no-koibito	タケコさんの恋人	18	説明欠
bell-epoque	ベル・エポック	18	キャッチ欠
shounen-yo-racquet-o-dake	少年よラケットを抱け	18	両方欠
totsugeki-papparatai	突撃!パッパラ隊	18	説明欠
goomanizumu-sengen	ゴーマニズム宣言	18	両方欠
ippei	一平	18	両方欠
osaka-mamegohan	大阪豆ゴハン	18	両方欠
sai	菜	18	両方欠
otona-ni-naru-houhou	オトナになる方法	18	両方欠
nagisa-mii-kounin	なぎさme公認	18	両方欠
koutsuu-jiko-kanteinin-tamaki-rinichirou	交通事故鑑定人環倫一郎	18	両方欠
ten	天	18	両方欠
kodomo-nanka-daikirai	子供なんか大キライ!	18	両方欠
yasha	YASHA-夜叉-	18	説明欠
salad-days	SALAD DAYS	18	説明欠
kabegiwa-zeimukan	壁ぎわ税務官	18	両方欠
shin-karura-mau	新・カルラ舞う!	18	説明欠
shin-onnagui	新女喰い	18	両方欠
zonbiya-reiko	ゾンビ屋れい子	18	説明欠
taimashin	退魔針	18	説明欠
oni-gumi	鬼組	18	両方欠
nantetsu-tantei-idol	なんてっ探偵・アイドル	18	両方欠
kurotsubaki	玄椿	18	両方欠
koshien-e-ikou	甲子園へ行こう!	18	両方欠
biaku-no-hana	美悪の華	18	両方欠
shichou-tooyama-kyouka	市長遠山京香	18	説明欠
nijiiro-ramen	虹色ラーメン	18	キャッチ欠
bj	BJ	18	両方欠
zetsubou-ni-kiku-kusuri	絶望に効くクスリ	18	両方欠
gaku	岳	18	両方欠
shinshi-doumei-cross	紳士同盟+	18	説明欠
shugo-chara	しゅごキャラ!	18	説明欠
smash	スマッシュ!	18	説明欠
shoujo-fight	少女ファイト	18	説明欠
shinseiki-evangerion-ikari-shinji-ikusei-keikaku	新世紀エヴァンゲリオン 碇シンジ育成計画	18	説明欠
supita-no-kopita-no	スピタのコピタの!	18	両方欠
rice-shoulder	ライスショルダー	18	説明欠
woodstock	ウッドストック	18	説明欠
sukitte-iinayo	好きっていいなよ。	18	説明欠
sukidesu-suzuki-kun	好きです鈴木くん!!	18	説明欠
shin-kurosagi	新クロサギ	18	両方欠
hare-nochi-cinderella	晴れのちシンデレラ	18	両方欠
sobaya-genan	そば屋幻庵	18	説明欠
sugarless	シュガーレス	18	説明欠
shikatsushi	屍活師	18	説明欠
trinity-7-shichinin-no-masho-tsukai	トリニティセブン 7人の魔書使い	18	説明欠
shura-no-mon-dai-ni-mon	修羅の門 第弐門	18	説明欠
koumei-no-yome	孔明のヨメ。	18	両方欠
keijo	競女!!!!!!!!	18	両方欠
yurukyan	ゆるキャン△	18	説明欠
takane-to-hana	高嶺と花	18	説明欠
sanada-taiheiki	真田太平記	18	両方欠
shuumatsu-no-harem	終末のハーレム	18	説明欠
machine-to-soware	マチネとソワレ	18	両方欠
shouwa-tennou-monogatari	昭和天皇物語	18	両方欠
botsuraku-yotei-nanode-kaji-shokunin-o-mezasu	没落予定なので、鍛冶職人を目指す	18	両方欠
chiyu-mahou-no-machigatta-tsukaikata	治癒魔法の間違った使い方	18	両方欠
karin-no-mound	花鈴のマウンド	18	両方欠
kyuupii-agatsuma-ryou-desperado	QP我妻涼デスペラード	18	両方欠
toaru-kagaku-no-railgun-toarumajutsunokinshomokurokugaiden	とある科学の超電磁砲(レールガン)	18	説明欠
snack-basue	スナックバス江	18	説明欠
tezukomi	テヅコミ	18	両方欠
rising-sun-r	ライジングサンR	18	両方欠
rikudou-no-onnatachi	六道の悪女(おんな)たち	18	説明欠
nuide-sawatte-aishite	脱いで触って愛して	18	両方欠
subete-no-jinrui-o-hakai-suru-sorera-wa-saisei-dekinai	すべての人類を破壊する。それらは再生できない。	18	説明欠
manga-de-nyanko-daisensou	まんがで!にゃんこ大戦争	18	両方欠
tensei-akujo-no-kurorekishi	転生悪女の黒歴史	18	説明欠
souda-baikoku-shiyou-tensai-ouji-no-akaji-kokka-saiseijutsu	そうだ、売国しよう	18	説明欠
marugoshi-deka-super-collection	まるごし刑事スーパーコレクション	18	両方欠
urabaito-toubou-kinshi	裏バイト:逃亡禁止	18	説明欠
zeikin-de-katta-hon	税金で買った本	18	説明欠
yuusha-party-o-oidasareta-kiyou-binbou	勇者パーティを追い出された器用貧乏	18	説明欠
akimoto-osamu-no-naisu-na-choice-kochikame-live	秋本治のナイス!なチョイスこち亀live!!	18	両方欠
jiiteiioo-paradise-lost-kai	GTOパラダイス・ロスト改	18	両方欠
chikai-no-makyuu	ちかいの魔球	17	両方欠
yuuyake-banchiyou	夕やけ番長	17	説明欠
yuuhigaoka-no-souri-daijin	ゆうひが丘の総理大臣	17	両方欠
shin-kyojin-no-hoshi	新巨人の星	17	説明欠
suikoden-sentaro-1980	水滸伝	17	両方欠
sayonara-sankaku	さよなら三角	17	両方欠
konpora-sensei	コンポラ先生	17	両方欠
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	17	キャッチ欠
watashi-wa-shingo	わたしは真悟	17	説明欠
heart-cocktail	ハートカクテル	17	両方欠
rajikon-boy	ラジコンボーイ	17	両方欠
what-s-michael	What's Michael?	17	説明欠
nagareita-ryuuji	流れ板竜二	17	両方欠
