slug	title	top_prefix	top_n	minority	total
boku-to-senpai-no-tekken-kousai	僕と先輩の鉄拳交際	04	2	"{""8401"": 1}"	3
boku-to-kanojo-no-peke-mittsu	僕と彼女の×××	86127	7	"{""901926"": 1}"	8
boku-no-kawaii-konyakusha-no-tame-naraba	僕の可愛い婚約者の為ならば。	86778	4	"{""910429"": 1}"	5
boku-wa-imasugu-zense-no-kioku-o-sutetai-akogare-no-inaka-wa-jingai-makyou-deshita-comic	僕は今すぐ前世の記憶を捨てたい。～憧れの田舎は人外魔境でした～@COMIC	86794	3	"{""86699"": 1}"	4
bokura-no-oukoku	僕らの王国	86263	5	"{""8352"": 1}"	6
moto-heroine-mob-ni-naru	元ヒロイン、モブになる	86846	2	"{""910526"": 1}"	3
ganso-edomae-sushiya-yohee	元祖江戸前寿し屋與兵衛	575	4	"{""8458"": 1}"	5
moto-kizoku-reijou-de-mikon-no-haha-desu-musumetachi-ga-kawaisugite-boukenshagyou-mo-ku-ni	元貴族令嬢で未婚の母ですが、娘たちが可愛すぎて冒険者業も苦になりません@COMIC	86699	2	"{""86472"": 1}"	3
sensei-de-sex-no-renshuu-shite-ii	先生で、セックスの練習していい?	909699	3	"{""911186"": 1}"	4
hassai-kara-hajimaru-kamigami-no-shito-no-tensei-seikatsu	八歳から始まる神々の使徒の転生生活	7575	13	"{""301"": 1}"	14
yae-no-sakura	八重の桜	09	2	"{""08"": 1}"	3
koukenryoku-ouryou-sousakan-nakabou-rintarou	公権力横領捜査官中坊林太郎	08	2	"{""10"": 1}"	3
meiou-sama-ga-tooru-no-desu-yo-comic	冥王様が通るのですよ!@COMIC	86699	2	"{""86794"": 1}"	3
reizouko-no-naka-wa-karappo	冷蔵庫の中はからっぽ	7897	2	"{""344"": 1}"	3
bonkotsu-shinpei-no-monster-life	凡骨新兵のモンスターライフ@COMIC	86794	3	"{""86699"": 1}"	4
kirisaki-karin-wa-korosasenai	切崎花梨は殺させない	7575	2	"{""301"": 1}"	3
hatsukoi-syndrome	初恋症候群	8019	2	"{""8124"": 1}"	3
rihei-san-toko-no-obaa-chan	利平さんとこのおばあちゃん	09	2	"{""7577"": 1}"	3
mae-kousetsu-hyakumonogatari	前巷説百物語	8458	2	"{""04"": 1}"	3
ken-no-joou-to-rakuin-no-ko	剣の女王と烙印の仔	8401	3	"{""04"": 1}"	4
gekiga-kachikujin-yapuu	劇画家畜人ヤプー	7808	3	"{""344"": 1}"	4
yuusha-no-haha-desu-maougun-no-kanbu-ni-narimashita	勇者の母ですが、魔王軍の幹部になりました。	19	6	"{""89199"": 1}"	7
yuusha-party-o-tsuihousareta-beast-tamer-tamer-no-neko-ji-shoujo-to-deau	勇者パーティーを追放されたビーストテイマー、最強種の猫耳少女と出会う	7575	10	"{""301"": 1}"	11
keshou-mandala	化粧曼陀羅	09	2	"{""15"": 1}"	3
juuoku-no-are	十億のアレ。	596	8	"{""302"": 1}"	9
senken-no-majutsushi-to-yobareta-kenshi	千剣の魔術師と呼ばれた剣士	7575	9	"{""301"": 1}"	10
sennenkimatsu-ni-hoeru-koi	千年紀末に吠える恋	7575	2	"{""301"": 1}"	3
hanjuku-ninpouchou	半熟忍法帳	87025	8	"{""7575"": 1}"	9
minamikamakura-koukou-joshi-jitenshabu	南鎌倉高校女子自転車部	8000	10	"{""86127"": 1}"	11
genkaku-ni-kike	厳格に訊け!	09	2	"{""344"": 1}"	3
goukaku-kigan	合格祈願	592	2	"{""87724"": 1}"	3
nabakari-bitch-to-inkya-basu	名ばかりビッチと陰キャバス	7575	2	"{""301"": 1}"	3
kimi-ni-kisushitai	君にKissしたい	88271	2	"{""8352"": 1}"	3
kyuuketsuki	吸血姫	7973	4	"{""593"": 1}"	5
akako	吾可子	86442	2	"{""904101"": 1}"	3
juin-no-onnakenshi-attomaaku-comic	呪印の女剣士@COMIC	86699	2	"{""86794"": 1}"	3
saki	咲	7575	25	"{""301"": 1}"	26
saku-wa-edo-nimo-sono-soshitsu	咲くは江戸にもその素質	575	2	"{""04"": 1}"	3
zennin-no-otsu-san-boukensha-o-intai-shite-kojiin-no-sensei-ni-naru	善人のおっさん、冒険者を引退して孤児院の先生になる	8019	2	"{""8030"": 1}"	3
mojo-to-hime-sama-irekawari-isekai-tensei	喪女と姫様入れ替わり異世界転生	596	2	"{""302"": 1}"	3
aahananoouendan	嗚呼!!花の応援団	8342	12	"{""575"": 1}"	13
jigoku-no-sarami-chan	地獄のサラミちゃん	7966	2	"{""396"": 1}"	3
chikyuuwonomu	地球を呑む	09	3	"{""06"": 1}"	4
chikyuuhyoukaigotokino	地球氷解事紀	575	2	"{""06"": 1}"	3
koware-skill-de-hajimeru-gendai-dungeon-kouryaku	壊れスキルで始める現代ダンジョン攻略	8240	3	"{""86554"": 1}"	4
yuuhi-kun	夕日くん	02	6	"{""10"": 1}"	7
hazure-skill-sekai-toshokan-ni-yoru-isekai-no-chishiki-to-hajimeru-sangyou-kakumei	外れスキル「世界図書館」による異世界の知識と始める『産業革命』	06	3	"{""8030"": 1}"	4
gehou-douji	外法童子	253	2	"{""8401"": 1}"	3
tasuuketsu	多数欠	89637	5	"{""86716"": 1}"	6
yoru-no-kakaku	夜の過客	05	2	"{""8211"": 1}"	3
yato-no-kamitsukai	夜刀の神つかい	7897	4	"{""344"": 1}"	5
midnight-ekisupuresu	夜天の星特急	403	2	"{""253"": 1}"	3
yume-no-kouseki-1986	夢の航跡	06	2	"{""575"": 1}"	3
yumeiro-kajitsu	夢色果実	06	2	"{""575"": 1}"	3
daijoubu-club	大丈夫倶楽部	86791	2	"{""910352"": 1}"	3
taitei-no-ken	大帝の剣	344	4	"{""04"": 1}"	5
taishou-romantica	大正ロマンチカ	7767	21	"{""86176"": 1}"	22
taishou-shinkon-roman	大正新婚浪漫	596	2	"{""302"": 1}"	3
daikagaku-shoujo	大科学少女	575	2	"{""04"": 1}"	3
osaka-itemae-surottaa-manmai-kun	大阪いてまえスロッター万枚くん	89367	2	"{""86191"": 1}"	3
ten-no-hate-made	天の涯まで	02	4	"{""12"": 1}"	5
tengen-toppa-gurenragan	天元突破グレンラガン	04	4	"{""8402"": 1}"	5
tensai-choukoushi-houjou-mika	天才調香師宝条ミカ	575	2	"{""537"": 1}"	3
tenkuu-shoujo-kishidan	天空少女騎士団	86320	2	"{""8022"": 1}"	3
tenshoku-no-izumi	天職の泉	7962	2	"{""8387"": 1}"	3
tenryuu	天龍	253	6	"{""05"": 1}"	7
shitsurakuen-ni-nureru-hana	失楽園に濡れる花	88653	3	"{""86495"": 1}"	4
onna-ippiki-neko-futari	女いっぴき猫ふたり	575	2	"{""16"": 1}"	3
megami-kourin	女神降臨	86697	8	"{""909767"": 1}"	9
mousou-elektel	妄想エレキテル	86436	3	"{""86252"": 1}"	4
mousou-kagyou-no-michinaga-san	妄想稼業の道長さん	04	2	"{""8401"": 1}"	3
saiko-1981	妖子	12	2	"{""08"": 1}"	3
youkai-gakkou-no-sensei-hajimemashita	妖怪学校の先生はじめました!	7575	19	"{""301"": 1}"	20
youjuuki	妖獣姫	06	2	"{""8211"": 1}"	3
youmi-henjou-yawa	妖魅変成夜話	582	4	"{""7962"": 1}"	5
konyaku-o-haki-sareta-akuyaku-reijou-wa-kouya-ni-ikiru	婚約を破棄された悪役令嬢は荒野に生きる。	89199	2	"{""8242"": 1}"	3
konyaku-haki-sareta-koushaku-reijou-wa-reijou-no-kamen-o-nugisuteru	婚約破棄された公爵令嬢は令嬢の仮面を脱ぎ捨てる	7575	4	"{""301"": 1}"	5
kotou-no-oni	孤島の鬼	06	3	"{""7997"": 1}"	4
gakuen-sensuikantai-mermaid-girls	学園潜水艦隊マーメイドガールズ	7575	2	"{""301"": 1}"	3
songokuu	孫悟空	575	7	"{""88315"": 1}"	8
uchuu-senkan-yamato-1983	宇宙戦艦ヤマト 完結編	257	2	"{""8401"": 1}"	3
uchuu-roshin-muumo	宇宙炉心ムーモ	8000	2	"{""86127"": 1}"	3
uchuusen-red-shark	宇宙船レッドシャーク	06	2	"{""7780"": 1}"	3
jitsuroku-oniyome-nikki	実録鬼嫁日記	08	2	"{""344"": 1}"	3
ie-kara-nigedashitai-watashi-ga-ukkari-akogare-no-dai-mahoutsukai-sama-o-katte-shimattara	家から逃げ出したい私が、うっかり憧れの大魔法使い様を買ってしまったら	7575	7	"{""301"": 1}"	8
kaseifu-no-etsuko-san	家政婦のエツ子さん	8124	7	"{""8019"": 1}"	8
tomie	富江	257	4	"{""02"": 1}"	5
netorare-manga-no-kuzu-otoko-ni-tensei-shita-hazu-ga-heroine-ga-yotte-kuru-ken	寝取られ漫画のクズ男に転生したはずがヒロインが寄ってくる件	7575	3	"{""301"": 1}"	4
chiisana-koi-no-melody	小さな恋のメロディ	86436	2	"{""86252"": 1}"	3
shougakusei-dansui-no-torisetsu	小学生男子のトリセツ	594	2	"{""8387"": 1}"	3
shounen-jiraiya	少年児雷也	309	2	"{""89351"": 1}"	3
shounen-doumei	少年同盟	575	2	"{""8354"": 1}"	3
shounen-tantei-rokumei-keisuke	少年探偵鹿鳴敬介	19	2	"{""257"": 1}"	3
shounen-saiyuuki	少年西遊記	309	3	"{""89351"": 1}"	4
shounen-shinkaron	少年進化論	08	7	"{""420"": 1}"	8
o-kashira-tsuki	尾かしら付き。	19	3	"{""86720"": 1}"	4
haitekudasai-takamine-san	履いてください、鷹峰さん	7575	10	"{""301"": 1}"	11
yamafuji-shouji-no-black-anguru	山藤章二のブラック=アングル	02	18	"{""10"": 1}"	19
gakeppuchi-angel-magical-hanna-chan	崖っぷち天使マジカルハンナちゃん	8124	2	"{""8019"": 1}"	3
hidari-no-okurokku	左のオクロック	19	2	"{""8401"": 1}"	3
sasensareta-saikyou-kenja-kyoushi-ni-natte-muteki-no-class-o-tsukuriageru	左遷された最強賢者、教師になって無敵のクラスを作り上げる	7575	9	"{""301"": 1}"	10
miko-to-kagaku-no-uso-happyakuman	巫女と科学の嘘八百万	593	2	"{""7973"": 1}"	3
kaeri-no-kai-o-hajimemasu	帰りの会をはじめます。	301	2	"{""7575"": 1}"	3
boushiya-ellipsis	帽子屋エリプシス	04	2	"{""7577"": 1}"	3
maboroshi-ni-kakero	幻に賭けろ	88475	2	"{""8124"": 1}"	3
maboroshi-no-futsuu-shoujo	幻想の普通少女	575	5	"{""8401"": 1}"	6
genyou	幻羽	930787	8	"{""403"": 1}"	9
genma-taisen	幻魔大戦	253	4	"{""88991"": 1}"	5
osananajimi-o-erabenai	幼馴染をえらべない!	7575	2	"{""301"": 1}"	3
teihen-suit-cheat-madoushi-ni-tenshoku-suru	底辺戦士、チート魔導師に転職する!	7575	11	"{""301"": 1}"	12
niwasaki-annai	庭先案内	7577	5	"{""04"": 1}"	6
kagemusha-tokugawa-ieyasu-gaiden-sakon	影武者徳川家康外伝左近	19	4	"{""10"": 1}"	5
kanojo-ga-kuzu-o-aisuru-wake-wa	彼女がクズを愛するワケは。	7575	2	"{""301"": 1}"	3
koukyuu-no-hanamusubi-shi	後宮の花結師	301	2	"{""7575"": 1}"	3
otogi-taisen-fantasma	御伽大戦ファンタズマ	04	2	"{""8401"": 1}"	3
fukushuu-kansuisha-no-jinsei-nishuume-isekai-tan	復讐完遂者の人生二周目異世界譚	86716	9	"{""89637"": 1}"	10
tokugawa-seitokai	徳川生徒会	09	2	"{""8401"": 1}"	3
kokoro-no-koe-ga-kikoeru-akuyaku-reijou-wa-kyou-mo-koinu-denka-ni-honrou-dekiaisareru-comic	心の声が聞こえる悪役令嬢は、今日も子犬殿下に翻弄される@COMIC	86794	3	"{""86699"": 1}"	4
hissatsu-yami-doushin	必殺闇同心	07	2	"{""86225"": 1}"	3
imiko-to-yobareta-shoukanshi-attomaaku-comic	忌み子と呼ばれた召喚士@COMIC	86699	7	"{""86794"": 1}"	8
shikou-shounen	思考少年	7897	2	"{""7783"": 1}"	3
kaijin-nijuumensou	怪人二十面相	8354	2	"{""8470"": 1}"	3
kaitou-lupin-den-aventurier	怪盗ルパン伝アバンチュリエ	86468	5	"{""8356"": 1}"	6
kaitou-lupin-den-abanchurie-toujou-hen	怪盗ルパン伝アバンチュリエ 登場編	86468	2	"{""8356"": 1}"	3
koi-towa-yobenai	恋とは呼べない	7997	2	"{""86263"": 1}"	3
koi-to-makoto-to-asagiiro	恋とマコトと浅葱色	86697	2	"{""909767"": 1}"	3
koi-no-tiara	恋のティアラ	87287	2	"{""7767"": 1}"	3
love-no-jugyou	恋愛の授業	7575	2	"{""301"": 1}"	3
love-houteishiki	恋愛方程式	86263	2	"{""7997"": 1}"	3
yuuyuu-no-tsuihousareta-mahoutsukai-to-osananajimi-na-mori-no-megami-sama	悠優の追放魔法使いと幼なじみな森の女神様。	253	4	"{""7986"": 1}"	5
akutou-ikka-no-manamusume-tenseisaki-mo-otome-game-no-gokudou-reijou-deshita-saijoukyuu-rank-no	悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。～最上級ランクの悪役さま、その溺愛は不要です!～@COMIC	86794	4	"{""86699"": 1}"	5
akuyaku-reijou-ni-tensei-shita-inaka-musume-ga-baddoendo-kaihi-ni-idomu-hanashi	悪役令嬢に転生した田舎娘がバッドエンド回避に挑む話	7575	3	"{""301"": 1}"	4
akuyaku-reijou-no-kyouji	悪役令嬢の矜持	7575	2	"{""301"": 1}"	3
akuyaku-reijou-wa-kyou-mo-karei-ni-anyakusuru	悪役令嬢は今日も華麗に暗躍する	7575	5	"{""301"": 1}"	6
akuyaku-reijou-wa-dekiai-route-ni-hairimashita	悪役令嬢は溺愛ルートに入りました!?	7575	5	"{""301"": 1}"	6
akuma-kun-sennen-oukoku	悪魔くん千年王国	06	2	"{""480"": 1}"	3
wakusei-robo-dangard-ace	惑星ロボダンガードA	253	3	"{""8354"": 1}"	4
ai-no-tatakiuri-bussanten	愛のたたき売り物産展	8019	3	"{""8124"": 1}"	4
aware-na-beeta-wa-koi-o-shiranai	憐れなβは恋を知らない	86123	2	"{""86787"": 1}"	3
seisouken-no-tomoshibi	成層圏の灯	403	2	"{""88271"": 1}"	3
warera-kunin-no-koshien	我ら九人の甲子園	8124	10	"{""575"": 1}"	11
tatakae-gunjin-kun	戦え!軍人くん	7962	2	"{""88275"": 1}"	3
sensouron	戦争論	344	2	"{""87728"": 1}"	3
senryaku-rettou	戦略列島	253	2	"{""418"": 1}"	3
tezuka-osamu-monogatari	手塚治虫物語	02	4	"{""323"": 1}"	5
dakedo-kurasedo-suki-ga-ienai	抱けど暮らせど「好き」が言えない	86787	2	"{""86123"": 1}"	3
kaku-san	拡散	7577	2	"{""06"": 1}"	3
hoshokusha-kei-mahou-shoujo	捕食者系魔法少女	301	2	"{""7575"": 1}"	3
sute-akuyaku-reijou-wa-kaibutsu-ni-otogibanashi-o-kataru	捨て悪役令嬢は怪物にお伽噺を語る	7575	5	"{""301"": 1}"	6
saiyou-no-kamen	採用の仮面	301	2	"{""7575"": 1}"	3
tanteiya-junko	探偵屋・純子	575	2	"{""396"": 1}"	3
oshi-ga-ani-ni-narimashita	推しが兄になりました	7575	8	"{""301"": 1}"	9
seiryaku-kekkon-no-hazu-ga-dekiai-danna-sama-ga-goshuushin-sugite-rikon-o-yurushite-kuremasen	政略結婚のはずが、溺愛旦那様がご執心すぎて離婚を許してくれません	596	4	"{""302"": 1}"	5
suugaku-joshi	数学女子	8124	4	"{""8019"": 1}"	5
shin-piihyoro-ikka	新・ぴーひょろ一家	87287	4	"{""8342"": 1}"	5
shin-tokugawa-ieyasu	新徳川家康	08	2	"{""86225"": 1}"	3
shin-mobile-senki-gundam-wing-1996-2	新機動戦記ガンダムW	06	4	"{""05"": 1}"	5
shin-mobile-senki-gundam-wing-1996-3	新機動戦記ガンダムW	06	4	"{""05"": 1}"	5
shin-juuishi-no-file	新獣医師の事件簿	907203	2	"{""7663"": 1}"	3
shinmai-renkinjutsushi-no-tenpo-keiei	新米錬金術師の店舗経営	7992	7	"{""04"": 1}"	8
shinyaku-ribbon-no-kishi	新約・リボンの騎士	89637	2	"{""86716"": 1}"	3
shinsetsu-sakamotsu-chan	新説!さかもっちゃん	08	2	"{""7859"": 1}"	3
shinsengumi	新選組	8401	7	"{""7962"": 1}"	8
kikonsha-desu-kedo-nani-ka	既婚者ですけど、何か?	86134	2	"{""86657"": 1}"	3
higana-hannichi-geemubu-gurashi	日がな半日ゲーム部暮らし	8402	3	"{""04"": 1}"	4
nippon-chinbotsu	日本沈没	09	17	"{""06"": 1}"	18
danna-sama-kari-ha-dekiai-yakuza	旦那さま (仮) は溺愛ヤクザ	910429	4	"{""907203"": 1}"	5
kyuuyaku-seisho	旧約聖書	19	2	"{""592"": 1}"	3
asu-no-tameni	明日のために	7962	2	"{""7897"": 1}"	3
ashita-mo-kotokoto	明日もコトコト	8124	2	"{""8019"": 1}"	3
akera-to-magozou	明楽と孫蔵	575	9	"{""86225"": 1}"	10
hoshi-no-tategoto	星のたてごと	06	2	"{""257"": 1}"	3
hare-no-hi-yuki-chan	晴れの日ユキちゃん	902970	2	"{""86306"": 1}"	3
ansatsu-skill-de-isekai-saikyou	暗殺スキルで異世界最強	7575	6	"{""301"": 1}"	7
saikyou-no-maou-ni-kitaerareta-yuusha-isekai-kikansha-tachi-no-gakuen-de-musou-suru	最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する	253	4	"{""7986"": 1}"	5
saikyou-wa-inaka-nouka-no-otsu-san-deshita	最強は田舎農家のおっさんでした	7575	2	"{""301"": 1}"	3
saikyou-gift-de-ryouchi-keiei-surooraifu	最強ギフトで領地経営スローライフ	8242	5	"{""89199"": 1}"	6
saikyou-skill-inochigoi-de-kuyashii-kedo-musou-shichau-moto-maou-sama-no-sekai-seifuku-katsudou	最強スキル〈命乞い〉で悔しいけど無双しちゃう・元魔王様の世界征服活動	86468	2	"{""86805"": 1}"	3
saikyou-tanku-no-meikyuu-kouryaku	最強タンクの迷宮攻略	7575	13	"{""301"": 1}"	14
saikyou-rankingu-ga-aru-isekai-ni-seito-tachi-to-shuudan-teni-shita-koukou-kyoushi-no-ore-mobu-kara	最強ランキングがある異世界に生徒たちと集団転移した高校教師の俺、モブから剣聖へと成り上がる	7575	3	"{""301"": 1}"	4
saigo-no-isha-wa-ameagari-no-sora-ni-kimi-o-negau	最後の医者は雨上がりの空に君を願う	86699	3	"{""86794"": 1}"	4
saiai-no-onee-sama-ga-akuyaku-reijou-datta-no-de-shinario-ni-aragaimasu	最愛のお姉様が悪役令嬢だったので、神が定めた運命(シナリオ)に抗います@COMIC	86699	2	"{""86794"": 1}"	3
saihate-ni-madou	最果てに惑う	86468	2	"{""86805"": 1}"	3
saishuu-face	最終フェイス	09	2	"{""19"": 1}"	3
tsuki-to-sensei-kunshu	月と専制君主	7897	2	"{""344"": 1}"	3
tsuki-ni-murakumo-hana-ni-kaze	月に叢雲花に風	253	15	"{""396"": 1}"	16
gekkan-shoujo-nozaki-kun	月刊少女野崎くん	7575	16	"{""301"": 1}"	17
gekkou-mizuki-1982	月虹	08	2	"{""15"": 1}"	3
asa-made-jugyou-chu	朝まで授業chu!	8401	3	"{""04"": 1}"	4
asaha-furu	朝羽振る	86697	3	"{""909767"": 1}"	4
kikan-gentei-daiyon-kishidan-no-kitchen-maid-kekkon-shitakunai-node-shuushoku-shimashita-comic	期間限定、第四騎士団のキッチンメイド～結婚したくないので就職しました～@COMIC	86794	2	"{""86699"": 1}"	3
mirai-bouken-channel-5	未来冒険チャンネル5	19	4	"{""8354"": 1}"	5
tokyo-aliens	東京エイリアンズ	7575	11	"{""301"": 1}"	12
tokyo-nyuusei-kanrikyoku	東京入星管理局	8236	4	"{""8148"": 1}"	5
tokyo-monogatari	東京物語	08	7	"{""86176"": 1}"	8
toujima-tanzaburou-wa-kamen-rider-ni-naritai	東島丹三郎は仮面ライダーになりたい	86468	15	"{""86805"": 1}"	16
matsumoto-purittsu-no-kosodate-batchikoi	松本ぷりっつの子育てバッチコイ!	8019	2	"{""8124"": 1}"	3
makuranosoushi	枕草子	04	2	"{""323"": 1}"	3
kashiwaya-kokko-no-jinsei-manzai	柏屋コッコの人生〔×万〕漫才	08	8	"{""8211"": 1}"	9
saibai-cheat-de-saikyou-saien	栽培チートで最強菜園	7575	6	"{""301"": 1}"	7
kuwata-kigurumi-gekijou-damekko-doubutsu	桑田着ぐるみ劇場だめっこどうぶつ	8019	5	"{""8124"": 1}"	6
gokuraku-hunter	極楽ハンター	575	2	"{""7962"": 1}"	3
gokudou-steak	極道ステーキ	8458	20	"{""7771"": 1}"	21
mobile-suit-z-gundam	機動戦士Zガンダム	06	2	"{""07"": 1}"	3
poketsuto-no-naka-no-0080-sou	機動戦士ガンダム0080	7511	2	"{""06"": 1}"	3
mobile-shinseiki-gundam-ekkusu	機動新世紀ガンダムX	06	4	"{""04"": 1}"	5
mobile-ryodan-hachifukujin	機動旅団八福神	7577	9	"{""04"": 1}"	10
yokubou-pandora	欲望パンドラ	8236	4	"{""8148"": 1}"	5
musashinosen-no-shimai	武蔵野線の姉妹	7973	4	"{""593"": 1}"	5
senmetsu-madou-no-saikyou-kenja	殲滅魔導の最強賢者	7575	9	"{""301"": 1}"	10
mainichi-ga-aki-no-sora	毎日が秋の空	7962	2	"{""06"": 1}"	3
dokusai-club	毒妻クラブ	8019	2	"{""8124"": 1}"	3
kimagure-na-jaguar	気まぐれなジャガー	86669	3	"{""908757"": 1}"	4
suikoden-sentaro-1980	水滸伝	06	10	"{""418"": 1}"	11
suikyou-ki-tan	水鏡綺譚	04	2	"{""480"": 1}"	3
eikyuu-shimei-onegai-shimasu	永久指名おねがいします!	86669	15	"{""908757"": 1}"	16
botsuraku-reijou-no-okinimesuma-ma	没落令嬢のお気に召すまま	301	2	"{""7575"": 1}"	3
deisui-kanojo	泥酔彼女	7575	6	"{""301"": 1}"	7
ryuusei-inisharaizu	流星イニシャライズ	908588	2	"{""909767"": 1}"	3
umi-ni-furu-yuki	海に降る雪	8033	2	"{""02"": 1}"	3
shinkai-shuushuunin	深海蒐集人	257	2	"{""02"": 1}"	3
genten-papa	減点パパ	09	2	"{""12"": 1}"	3
dekikon-dekiaisarerudekichattakon	溺婚	596	2	"{""302"": 1}"	3
dekiaisuru-nomo-hodohodo-ni	溺愛するのもほどほどに。	910429	2	"{""86778"": 1}"	3
horobishi-kemonotachi-no-umi	滅びし獣たちの海	7962	2	"{""09"": 1}"	3
horobi-no-utage	滅びの宴	253	6	"{""418"": 1}"	7
horobi-no-fue	滅びの笛	253	4	"{""418"": 1}"	5
horobi	滅日	19	4	"{""8211"": 1}"	5
shikkokutsukai-no-saikyou-yuusha	漆黒使いの最強勇者	7575	15	"{""301"": 1}"	16
honoo-no-romance	炎のロマンス	06	5	"{""09"": 1}"	6
hi-no-hitsugi	焔 の柩	86127	2	"{""8000"": 1}"	3
muteki-no-tsuaratousutora	無敵のツァラトゥストラ	8000	2	"{""86127"": 1}"	3
muteki-no-kodomotachi	無敵の子供たち	7567	3	"{""87183"": 1}"	4
munouna-nana	無能なナナ	7575	13	"{""301"": 1}"	14
pekin-reijin-show	燕京伶人抄	04	2	"{""267"": 1}"	3
katakoi-saburou	片恋さぶろう	88315	5	"{""86225"": 1}"	6
katakoi-paradise	片恋パラダイス	88271	2	"{""537"": 1}"	3
tokumei-kakarichou-tadano-hitoshi-final	特命係長只野仁ファイナル	86704	3	"{""8211"": 1}"	4
inugamike-no-ichizoku	犬神家の一族	06	2	"{""04"": 1}"	3
ookami-kun-no-kakushigoto	狼くんの隠しゴト	7575	3	"{""301"": 1}"	4
ookami-wa-hana-no-kaori	狼は花の馨り	86134	2	"{""86657"": 1}"	3
ookami-koushaku-no-kyuukon	狼公爵の求婚	7767	2	"{""86715"": 1}"	3
moudoku-no-kuchizuke	猛毒のくちづけ	910429	4	"{""86778"": 1}"	5
ryouken-tantei	猟犬探偵	08	2	"{""635"": 1}"	3
nekogusu	猫楠	06	2	"{""04"": 1}"	3
nekota-kojirou	猫田小次郎	87919	2	"{""86297"": 1}"	3
shishi-no-musume	獅子の娘	8322	7	"{""8211"": 1}"	8
juu-no-ou-shin-no-sekai-saiseifuku	獣の王真の世界再征服	7575	3	"{""301"": 1}"	4
tamagawa-san-detemashita	玉川さん出てました?	301	2	"{""7575"": 1}"	3
ou-sama-no-gakkou	王様の学校	7577	3	"{""04"": 1}"	4
tar-eno-michi	王者への道	08	10	"{""408"": 1}"	11
rurigaki-yoruko-no-yuigon	瑠璃垣夜子の遺言	8000	2	"{""86127"": 1}"	3
ruriko-joou-no-kareinaru-hibi	瑠璃子女王の華麗なる日々	08	5	"{""8458"": 1}"	6
kankyou-hogotai-mottai-9	環境保護隊モッタイ9	593	2	"{""7973"": 1}"	3
ikitoshi-ikeru	生きとし生ける	86468	2	"{""86805"": 1}"	3
isekai-de-tochi-o-katte-noujou-o-tsukurou	異世界で土地を買って農場を作ろう	344	10	"{""86554"": 1}"	11
isekai-ni-kita-mitai-dakedo-dou-sureba-yoi-no-darou	異世界に来たみたいだけど如何すれば良いのだろう	344	4	"{""89637"": 1}"	5
isekai-ni-kita-mitai-dakedo-dousureba-yoinodarou	異世界に来たみたいだけど如何すれば良いのだろう	344	2	"{""89637"": 1}"	3
isekai-ni-teni-shitara-yama-no-naka-datta-handou-de-tsuyosa-yori-mo-kaitekisa-o-erabimashita	異世界に転移したら山の中だった。反動で強さよりも快適さを選びました。	8030	7	"{""8156"": 1}"	8
isekai-wa-tenpure-ni-michiafurete-iru-attomaaku-comic	異世界は幸せ(テンプレ)に満ち溢れている@COMIC	86699	3	"{""86794"": 1}"	4
isekai-metaller	異世界メタラー	86468	2	"{""86805"": 1}"	3
isekai-souzou-no-susume-sumaho-app-de-wakusei-o-tsukutte-shimatta-ore-wa-kami-to-nari-sekai-o	異世界創造のすゝめ～スマホアプリで惑星を創ってしまった俺は神となり世界を巡る～@COMIC	86699	2	"{""86794"": 1}"	3
isekai-tensei-de-kenja-ni-natte-boukensha-seikatsu	異世界転生で賢者になって冒険者生活	7575	10	"{""301"": 1}"	11
isekai-tenishita-node-cheat-o-ikashite-mahou-kenshi-yaru-kotoni-suru	異世界転移したのでチートを生かして魔法剣士やることにする	7575	12	"{""301"": 1}"	13
shippuu-ultra-ninpou-chou	疾風ウルトラ忍法帖	06	4	"{""8354"": 1}"	5
shiroi-pilot	白いパイロット	06	2	"{""09"": 1}"	3
byakuyou-no-musume	白妖の娘	253	4	"{""08"": 1}"	5
shiromahoushi-wa-shienshoku-dewa-arimasen	白魔法師は支援職ではありません	86699	2	"{""86472"": 1}"	3
hyakuoku-no-hiru-to-senoku-no-yoru	百億の昼と千億の夜	253	3	"{""09"": 1}"	4
yuri-to-koe-to-kazematoi	百合と声と風纏い	86625	2	"{""8462"": 1}"	3
yuri-seijin-naoko-san	百合星人ナオコサン	04	4	"{""8402"": 1}"	5
kankin-ou	監禁王	04	6	"{""89199"": 1}"	7
me-no-doku-sugiru-shokuba-no-futari	目の毒すぎる職場のふたり	86554	2	"{""8240"": 1}"	3
kenminsei-maruwakari-gotouchi-aruaru-waidoshou	県民性丸わかり!ご当地あるあるワイドSHOW	8019	3	"{""8124"": 1}"	4
sanada-ippei-inochigake	真田一平命がけ!!	06	8	"{""09"": 1}"	9
kisetai-joushi-to-narenai-buka	着せたい上司と、なれない部下	8240	2	"{""86554"": 1}"	3
sabaku-no-usagi	砂漠のウサギ	8022	2	"{""86320"": 1}"	3
shachiku-kensei-haishinsha-ni-naru	社畜剣聖、配信者になる	7575	2	"{""301"": 1}"	3
kami-sama-ga-mitenai-kara	神様が見てないから	7575	2	"{""301"": 1}"	3
kami-sama-no-puzzle	神様のパズル	7973	3	"{""593"": 1}"	4
jinmu	神武	12	8	"{""19"": 1}"	9
