verdict	signals	series_key	title	vols	first_date	last_date	imprints	authors	isbn
著者は本番に在る(作品は別)		name:慧|name:離婚前提で結婚しました	離婚前提で結婚しました	2	2025-09-27	2026-06-06	あすかコミックスCL-DX	慧	9784041165744
本番に完全に無い		name:伊月ナオ|name:陽くんはオトコたらし	陽くんはオトコたらし	1	2026-06-06	2026-06-06	Glanz BLcomics		9784434375729
本番に完全に無い		name:遊喜|name:輪番制で救世主を担当してきたのに、今回の俺は魔王らしい	輪番制で救世主を担当してきたのに、今回の俺は魔王らしい	1	2026-06-06	2026-06-06	NOVA COMICS		9784824206961
著者は本番に在る(作品は別)		name:もーりんもも|name:転生した私は幼い女伯爵	転生した私は幼い女伯爵	2	2025-11-15	2026-06-06	角川コミックス・エース	初野ふみの / もーりんもも	9784041165546
本番に完全に無い		name:緒之|name:身の程知らずのシンデレラ	身の程知らずのシンデレラ	2	2025-11-08	2026-06-06	角川コミックス・エース. Comic Aily	緒之	9784041167977
著者は本番に在る(作品は別)		name:ひので淘汰|name:誰もシナリオ通りに動いてくれないんですけど!	誰もシナリオ通りに動いてくれないんですけど!	2	2025-12-02	2026-06-06	ビーズログコミックス	ひので淘汰 / 貴志葵	9784045000782
本番に完全に無い		name:小麦りん|name:茉莉花ちゃんの好感度はぶっ壊れている	茉莉花ちゃんの好感度はぶっ壊れている	3	2026-04-18	2026-06-06	彗星社コミックス	小麦りん	9784434370939
著者は本番に在る(作品は別)		name:緒川千世|name:花神と蛮王	花神と蛮王	1	2026-06-06	2026-06-06	ビーボーイコミックスデラックス	北畠あけ乃	9784799778289
本番に完全に無い		name:木村早九|name:聖巡エクスタシー	聖巡エクスタシー	2	2026-03-27	2026-06-06	ヤンマガKC	木村早九	9784065427552
著者は本番に在る(作品は別)		name:浮足|name:終のおもまる	終のおもまる	2	2026-02-16	2026-06-06	ヤンマガKC	一二野蚕糸	9784065423691
著者は本番に在る(作品は別)		name:MarinelliCarol|name:秘密を愛したホテル王	秘密を愛したホテル王	1	2026-06-06	2026-06-06	HQ comics★kirara = ハーレクインコミックス★キララ. 永遠のハッピーエンド・ロマンス	富樫じゅん / MarinelliCarol	9784302120512
本番に完全に無い		name:浦町くたり|name:私の推しは地下にいる。	私の推しは地下にいる。	2	2025-04-23	2026-06-06	Poe backs. Be comics	浦町くたり	9784865898309
本番に完全に無い		name:暮浦鶏太|name:田舎暮らしの魔草薬師は返り咲く	田舎暮らしの魔草薬師は返り咲く	2	2025-12-12	2026-06-06	グラストCOMICS	暮浦鶏太	9784813765431
著者は本番に在る(作品は別)		name:とうかりり|name:田舎で初エッチ!	田舎で初エッチ!	1	2026-06-06	2026-06-06	ACTION COMICS	連城寺のあ	9784575441222
本番に完全に無い		name:相沢春芳|name:牛山さん	牛山さん	2	2026-03-13	2026-06-06	ヤンマガKC	相沢春芳	9784065425053
著者は本番に在る(作品は別)		name:松尾しより|name:無能の花嫁は冷酷軍人に愛し尽くされる	無能の花嫁は冷酷軍人に愛し尽くされる	1	2026-06-06	2026-06-06	プティルFantasyコミックス	松尾しより	9784302121502
著者は本番に在る(作品は別)		name:六山葵|name:没落した貴族家に拾われたので恩返しで復興させます	没落した貴族家に拾われたので恩返しで復興させます	2	2025-11-08	2026-06-06	アルファポリスCOMICS	六山葵 / 海咲ねむる	9784434368080
本番に完全に無い		name:Gae|name:枯れた花に涙を	枯れた花に涙を	4	2026-04-18	2026-06-06		うみんちゅ	9784813765851
本番に完全に無い		name:いしなな|name:星狩る獣の後宮	星狩る獣の後宮	1	2026-06-06	2026-06-06	ビーズログコミックス		9784045001352
本番に完全に無い		name:みこさわめぐみ|name:星月夜工業高校ルナ同好会	星月夜工業高校ルナ同好会	1	2026-06-06	2026-06-06	Manga time comics		9784832210332
本番に完全に無い		name:うめウメお|name:旅する姫さまと願いの聖剣	旅する姫さまと願いの聖剣	1	2026-06-06	2026-06-06	アルファポリスCOMICS		9784434379666
著者は本番に在る(作品は別)		name:ぽん|name:拾ったものは大切にしましょう	拾ったものは大切にしましょう	2	2025-10-10	2026-06-06	アルファポリスCOMICS	葉来緑 / ぽん	9784434366437
本番に完全に無い		name:チャトラン|name:恋をした優等生の悪魔的な変貌について	恋をした優等生の悪魔的な変貌について	2	2025-09-27	2026-06-06	ビーズログコミックス	瀧本羊子 / チャトラン	9784045000775
著者は本番に在る(作品は別)		name:紫良河みあび|name:恋するふたりは牙を隠す	恋するふたりは牙を隠す	1	2026-06-06	2026-06-06	角川コミックス・エース. Comic Aily	紫良河みあび	9784041174296
本番に完全に無い		name:鳥生莉世|name:恋々たる証左	恋々たる証左	1	2026-06-06	2026-06-06	ビーボーイコミックスデラックス	草加ハルヒ	9784799778272
著者は本番に在る(作品は別)		name:にじいろ|name:彼女はNOの翼を持っている	彼女はNOの翼を持っている	2	2025-06-14	2026-06-06		ツルリンゴスター / にじいろ	9784575440911
著者は本番に在る(作品は別)		name:FTops|name:弱者男子と魔法恥女	弱者男子と魔法恥女	2	2025-06-04	2026-06-06	ドラゴンコミックスエイジ	FTops / マツリセイシロウ	9784040759586
著者は本番に在る(作品は別)		name:ずおさん|name:寝取られ追放された最強騎士団長のおっさん、片田舎で英雄に祭り上げられる	寝取られ追放された最強騎士団長のおっさん、片田舎で英雄に祭り上げられる	2	2025-10-24	2026-06-06	モンスターコミックス	炭基研 / 海星 / ずおさん	9784575422719
著者は本番に在る(作品は別)		name:でん蔵|name:嫌って言えない木村先輩	嫌って言えない木村先輩	1	2026-06-06	2026-06-06	ビーボーイコミックスデラックス	でん蔵	9784799778265
同著者で題が包含(同一作品疑い)	wide/ワイド	qid:Q17572|name:大長編ドラえもんのび太の海底鬼岩城	大長編ドラえもんのび太の海底鬼岩城	2	2026-04-18	2026-06-06	 / てんとう虫コミックスワイドスペシャル	藤子・F・不二雄	9784091795090
著者は本番に在る(作品は別)		name:ゑむ|name:型録通販から始まる、追放令嬢のスローライフ	型録通販から始まる、追放令嬢のスローライフ	2	2025-11-08	2026-06-06	アルファポリスCOMICS	雫 / 呑兵衛和尚1967-	9784434368073
著者は本番に在る(作品は別)		name:峠乃あかり|name:坊ちゃん、困ります!	坊ちゃん、困ります!	2	2025-08-22	2026-06-06	Manga time comics	峠乃あかり	9784832210325
著者は本番に在る(作品は別)		name:杉原マチコ|name:同級生に迫られてます!	同級生に迫られてます!	1	2026-06-06	2026-06-06	あすかコミックスCL-DX	杉原マチコ	9784041173015
本番に完全に無い		name:えぽしま|name:双子の妹に殺された姉、二度目の人生は初恋のイケおじ王弟にフルベットします!	双子の妹に殺された姉、二度目の人生は初恋のイケおじ王弟にフルベットします!	1	2026-06-06	2026-06-06	ブシロードコミックス		9784049211528
著者は本番に在る(作品は別)		name:荒緒択|name:再会の勇者	再会の勇者	2	2026-03-13	2026-06-06	ヤンマガKC	荒緒択	9784065428092
本番に完全に無い		name:桜井正宗|name:全自動攻撃〈オート〉スキルで俺だけ超速レベルアップ	全自動攻撃〈オート〉スキルで俺だけ超速レベルアップ	2	2026-06-06	2026-06-06	グラストCOMICS		9784813766162
本番に完全に無い		name:tacocasi|name:兎太と烏堂	兎太と烏堂	1	2026-06-06	2026-06-06	光文社BL COMICS	藤ます	9784334110185
本番に完全に無い		name:タコヤキロック|name:俺が異世界のご主人さま!?	俺が異世界のご主人さま!?	2	2025-07-08	2026-06-06	ドラゴンコミックスエイジ	タコヤキロック	9784040760056
本番に完全に無い		name:いけだ|name:今日を流す	今日を流す	1	2026-06-06	2026-06-06	Poe backs. Baby comics		9784865898651
本番に完全に無い		name:Dpub. 2024|name:人生逆転	人生逆転	2	2025-11-15	2026-06-06	角川コミックス・エース	いかぐちえい / Dpub. 2024	9784041169216
著者は本番に在る(作品は別)		name:友野紅子|name:二度目の人生、〈元〉罪悪の聖女は前世で少年だった冷徹皇帝に拾われる	二度目の人生、〈元〉罪悪の聖女は前世で少年だった冷徹皇帝に拾われる	2	2026-02-16	2026-06-06	BF COMICS	友野紅子 / オクスツネハル	9784813765639
著者は本番に在る(作品は別)		name:美月めいあ|name:両親の借金を肩代わりしてもらう条件は日本一可愛い女子高生と一緒に暮らすことでした。	両親の借金を肩代わりしてもらう条件は日本一可愛い女子高生と一緒に暮らすことでした。	1	2026-06-06	2026-06-06	角川コミックス・エース	風緒 / 雨音恵	9784041175477
本番に完全に無い		name:米櫃|name:不老不死のお薬だしときますね	不老不死のお薬だしときますね	1	2026-06-06	2026-06-06	NOVA COMICS	黒留ハガネ	9784824206435
本番に完全に無い		name:スイヨウヨシイ|name:三重県津市西区平山町3-15-7	三重県津市西区平山町3-15-7	1	2026-06-06	2026-06-06	カドコミ		9784049720952
著者は本番に在る(作品は別)		name:成瀬ヨリ|name:七海くんの不健全な妄想癖	七海くんの不健全な妄想癖	2	2026-03-06	2026-06-06	Glanz BLcomics	成瀬ヨリ	9784434370311
本番に完全に無い		name:夏都みや|name:ワケあり紳士は激辛好きOLを×××で攻めて、愛でてやまない	ワケあり紳士は激辛好きOLを×××で攻めて、愛でてやまない	1	2026-06-06	2026-06-06	Pink cherie comics	夏都みや	9784815531287
本番に完全に無い		name:フクダ地蔵|name:リアルター	リアルター	1	2026-06-06	2026-06-06	モーニングKC		9784065436707
本番に完全に無い		name:永田さんずい|name:ライバルアライバル	ライバルアライバル	1	2026-06-06	2026-06-06	カドコミ		9784048119542
本番に完全に無い		name:ホネコアラ|name:マジでミイラのビスカちゃん!	マジでミイラのビスカちゃん!	1	2026-06-06	2026-06-06	ブシロードコミックス		9784049211535
著者は本番に在る(作品は別)		name:ChildMaureen|name:ボスとの熱い一夜の奇跡	ボスとの熱い一夜の奇跡	1	2026-06-06	2026-06-06	HQ comics★kirara = ハーレクインコミックス★キララ. 永遠のハッピーエンド・ロマンス	檀からん / ChildMaureen	9784302120505
本番に完全に無い		name:ばーど|name:ホーリーアンデッド	ホーリーアンデッド	2	2025-10-10	2026-06-06	KNコミックス	ばーど / 東条さかな	9784801553026
著者は本番に在る(作品は別)		name:千悟センゴ|name:ブルーオーシャンインジアイズ	ブルーオーシャンインジアイズ	2	2025-08-29	2026-06-06	角川コミックス・エース	篠原とも	9784041164143
本番に完全に無い		name:不治ノマンシン|name:ヒトリジメクライシス	ヒトリジメクライシス	1	2026-06-06	2026-06-06	ビーボーイコミックスデラックス	不治ノマンシン	9784799778258
本番に完全に無い		name:赤丸九十九|name:パブロ・ロラの英雄譚	パブロ・ロラの英雄譚	1	2026-06-06	2026-06-06	ヤンマガKC		9784065438701
本番に完全に無い		name:勝見ふうたろー|name:ナイト・リセット・キロポスト	ナイト・リセット・キロポスト	2	2026-01-09	2026-06-06	カドコミ	勝見ふうたろー	9784048117647
著者は本番に在る(作品は別)		name:茸太|name:トリプルハッピーウェディング	トリプルハッピーウェディング	1	2026-06-06	2026-06-06	Clair TLcomics	雨宮皐季	9784434375705
著者は本番に在る(作品は別)		name:ミナミ|name:スパダリ王子様の狂い愛	スパダリ王子様の狂い愛	1	2026-06-06	2026-06-06	フラワーコミックススペシャル	井上知之	9784098734580
著者は本番に在る(作品は別)		qid:Q17219143|name:スノードームタウン	スノードームタウン	2	2026-03-20	2026-06-06	モーニングKC	加納梨衣	9784065428924
著者は本番に在る(作品は別)		name:壱松けい|name:スキルツリーの解錠者	スキルツリーの解錠者	1	2026-06-06	2026-06-06	SHŌNEN CHAMPION COMICS	錬金王	9784253013819
本番に完全に無い		name:小森薫|name:サブスクイケメンの恋愛指導	サブスクイケメンの恋愛指導	2	2025-11-08	2026-06-06	角川コミックス・エース. Comic Aily	小森薫	9784041167960
著者は本番に在る(作品は別)		name:はっとりまさき|name:カルネアデス	カルネアデス	1	2026-06-06	2026-06-06	ドラゴンコミックスエイジ	綾里けいし / mato	9784040761480
本番に完全に無い		name:芹澤知|name:オッターヴァ!!!	オッターヴァ!!!	1	2026-06-06	2026-06-06	ACTION COMICS	芹澤知	9784575862249
著者は本番に在る(作品は別)		name:三本コヨリ|name:もどかしコンプレックス	もどかしコンプレックス	1	2026-06-06	2026-06-06	Manga time comics	三本コヨリ	9784832210349
