slug	題	巻書誌に無い著者	頁の巻数	照合できた巻数	巻書誌にある著者	reason
aisarenai-akuyaku-reijou-ni-tensei-shita-node-hirakinaotte-yaku-ni-tesshitara-naze-daka-dekiai-ga	愛されない悪役令嬢に転生したので開き直って役に徹したら、何故だか溺愛が始まりました。	水菊じむ	2	2	しがらき / じむ / 心音 / 心音瑠璃水菊じむしがらき旭 / 旭 / 水菊 / 瑠璃	
aisarenakutemo-betsuni	愛されなくても別に	Sherry Liliy	3	3	シェリーリリー / 武田 / 武田綾乃シェリーリリー / 綾乃	
aisarenakutemo-betsuni	愛されなくても別に	武田綾乃	3	3	シェリーリリー / 武田 / 武田綾乃シェリーリリー / 綾乃	
aisareteru-baai-ja-nai-no	愛されてる場合じゃないの	ソラジマ	3	3	SORAJIMA / 編乃肌 / 編乃肌SORAJIMA	
aishitai-no-wa-omae-dake	愛したいのは、お前だけ	灯美咲	2	2	一ノ瀬千景 / 灯 / 灯美咲一ノ瀬千景 / 美咲	
aishota	アイショタ	丸山有香	3	3	すめらぎ / 丸山 / 丸山有香すめらぎ琥珀清瀬赤目 / 有香 / 清瀬 / 琥珀 / 赤目	
aishota	アイショタ	清瀬赤目	3	3	すめらぎ / 丸山 / 丸山有香すめらぎ琥珀清瀬赤目 / 有香 / 清瀬 / 琥珀 / 赤目	
aisuru-konyakusha-ni-korosareta-koushaku-reijou-shinimodori-shite-hikari-no-koushaku	愛する婚約者に殺された公爵令嬢、死に戻りして光の公爵様 (お父様) の溺愛に気づく : 今度こそ、生きて幸せになります!	あーもんど	1	1	あーもんど（アース / あーもんど（アーススタールナアーススターエンターテイメント）かしい葵ニナハチ / かしい葵 / アース / スターエ	
aitsu-to-lullaby	あいつとララバイ	岡村浩司	57	57	楠みちはる	
aji-ichimonme-nippon-shoku-kikou	味いちもんめ にっぽん食紀行	あべ善太	6	6	あべ / よしみ / 倉田 / 倉田よしみ / 倉田よしみ福田幸江 / 倉田よしみ福田幸江あべ善太 / 善太 / 幸江 / 福田 / 福田幸	
aji-ichimonme-nippon-shoku-kikou	味いちもんめ にっぽん食紀行	しな	6	6	あべ / よしみ / 倉田 / 倉田よしみ / 倉田よしみ福田幸江 / 倉田よしみ福田幸江あべ善太 / 善太 / 幸江 / 福田 / 福田幸	
aji-ichimonme-sekai-no-naka-no-washoku	味いちもんめ 世界の中の和食	あべ善太	2	2	あべ / よしみ / 倉田 / 倉田よしみあべ善太花形怜 / 善太 / 怜 / 花形	
aji-ichimonme-sekai-no-naka-no-washoku	味いちもんめ 世界の中の和食	倉田よしみ	2	2	あべ / よしみ / 倉田 / 倉田よしみあべ善太花形怜 / 善太 / 怜 / 花形	
aji-ichimonme-sekai-no-naka-no-washoku	味いちもんめ 世界の中の和食	花形怜	2	2	あべ / よしみ / 倉田 / 倉田よしみあべ善太花形怜 / 善太 / 怜 / 花形	
aji-ichimonme-tabete-kaku-mangaka-shoku-kikou	味いちもんめ食べて・描く!漫画家食紀行	あべ善太	3	3	あべ / よしみ / 倉田 / 倉田よしみあべ善太 / 善太	
aji-ichimonme-tabete-kaku-mangaka-shoku-kikou	味いちもんめ食べて・描く!漫画家食紀行	倉田よしみ	3	3	あべ / よしみ / 倉田 / 倉田よしみあべ善太 / 善太	
aji-ichimonme-tsugiaji	味いちもんめ 継ぎ味	あべ善太	16	16	あべ / よしみ / 久部 / 倉田 / 倉田よしみあべ善太久部緑郎 / 善太 / 緑郎	
aji-ichimonme-tsugiaji	味いちもんめ 継ぎ味	倉田よしみ	16	16	あべ / よしみ / 久部 / 倉田 / 倉田よしみあべ善太久部緑郎 / 善太 / 緑郎	
ajia-burai	アジア無頼	和泉昴	2	2	宮崎学（評論家） / 菊地昭夫 / 菊地昭夫宮崎学（評論家）	
ajia-burai	アジア無頼	宮崎学	2	2	宮崎学（評論家） / 菊地昭夫 / 菊地昭夫宮崎学（評論家）	
ajia-no-diipuna-arukikata	アジアのディープな歩き方	堀田かよ	2	2	堀田あきお	
ajin-san-kyou-wa-dou-saremashitaka	亜人さん、今日はどうされましたか?	ざわっこ	2	2	YUTTOU / アジシオ / 藤山素心 / 藤山素心YUTTOUアジシオ / 藤山素心アジシオYUTTOU	
aka-no-kekkon	赤の結婚	兎山もなか	4	4	みず / もなか / 兎山 / 羽柴 / 羽柴みず兎山もなか	
aka-no-kekkon	赤の結婚	羽柴みず	4	4	みず / もなか / 兎山 / 羽柴 / 羽柴みず兎山もなか	
akadou-suzunosuke-maboroshi-tantei-billy-pack	赤胴鈴之介・まぼろし探偵・ビリーパック	河島光広	1	1	桑田次郎 / 武内つなよし / 武内つなよし桑田次郎	
akagamin-wa-dasshutsu-dekinai	あかがみんは脱出できない	矢崎えり	3	3	えり / ガジェット通信 / 矢崎 / 碧人 / 赤髪のとも / 青柳 / 青柳碧人矢崎えり赤髪のともガジェット通信	
akagamin-wa-dasshutsu-dekinai	あかがみんは脱出できない	青柳碧人	3	3	えり / ガジェット通信 / 矢崎 / 碧人 / 赤髪のとも / 青柳 / 青柳碧人矢崎えり赤髪のともガジェット通信	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	あきよし菜魚	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	いがらしゆみこ	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	三上ヒロミ	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	佐々木みすず	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	夏見咲帆	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	大塚あきら	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	大橋薫	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	大矢結子	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	安武わたる	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	宗美智子	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	望月あきら	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	横濱マリア	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	池田恵	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	湯沢直子	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	瀬畑純	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	碧ゆかこ	6	6	赤川次郎	
akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	風祭壮太	6	6	赤川次郎	
akagawa-shounen-tanteidan	赤川少年探偵団	山中正治	3	3	斎藤純一郎 / 斎藤純一郎浅利桂一郎 / 浅利桂一郎	
akagawa-shounen-tanteidan	赤川少年探偵団	浅利佳一郎	3	3	斎藤純一郎 / 斎藤純一郎浅利桂一郎 / 浅利桂一郎	
akage-no-an	赤毛のアン	宮崎駿	5	5	モンゴメリ / モード / ルーシー / ルーシーモードモンゴメリ	
akage-no-an-matsuzaki	赤毛のアン	恋塚稔	1	1	まつざきあけみ / まつざきあけみルーシーモードモンゴメリ / モンゴメリ / モード / ルーシー	
akage-no-an-sugimoto-1983	赤毛のアン	L.モンゴメリー	3	3	モンゴメリ / モード / ルーシー / ルーシーモードモンゴメリ杉本啓子 / 杉本啓子	
akage-no-yakutatazu-to-kubi-ni-natta-maryoku-nashi-no-majo-desu-yakusou-no-chishiki-ga-hanpanai-to	「赤毛の役立たず」とクビになった魔力なしの魔女ですが、「薬草の知識がハンパない!」と王立研究所に即採用されました。	天宮こなつ	4	4	こなつ / 天宮 / 天宮こなつ糸加 / 糸加	
akaki-tsuki-no-meguru-koro	赤き月の廻るころ	岐川新	2	2	音中さわき	
akamatsu-san	赤松さん	中原裕	2	2	中原 / 神尾 / 神尾龍中原裕 / 裕 / 龍	
akamatsu-san	赤松さん	神尾龍	2	2	中原 / 神尾 / 神尾龍中原裕 / 裕 / 龍	
akane-banashi	あかね噺	末永裕樹	23	23	末永 / 裕樹 / 馬上 / 馬上鷹将末永裕樹 / 鷹将	
akane-banashi	あかね噺	馬上鷹将	23	23	末永 / 裕樹 / 馬上 / 馬上鷹将末永裕樹 / 鷹将	
akane-sal	あかねSAL☆	岡田惠和	4	4	なかはらももた / なかはらももた岡田恵和 / 岡田恵和	
akaneiro-ni-somaru-saka	あかね色に染まる坂	feng	2	2	酒月ほまれ	
akariiro-no-douwa	灯色の童話	萩原絹代	2	2	大谷博子	
akatoki-no-yami	暁 (アカトキ) の闇	かわいゆみこ	5	5	かわい有美子 / 夏乃あゆみ / 夏乃あゆみかわい有美子	
akatsuka-fujio-world	赤塚不二夫WORLD	古谷三敏	1	1	北見けんいち / 赤塚不二夫 / 赤塚不二夫北見けんいち	
akatsuka-fujio-world	赤塚不二夫WORLD	高井研一郎	1	1	北見けんいち / 赤塚不二夫 / 赤塚不二夫北見けんいち	
akatsuki-no-gesshu	暁の誓約	結城光流	2	2	松尾葉月	
akatsuki-no-majo-reishii-wa-jiyuu-ni-ikitai	暁の魔女レイシーは自由に生きたい	蔦千鳥	3	2	京一 / 千鳥 / 蔦 / 蔦千鳥雨傘ヒョウゴ京一 / 雨傘ヒョウゴ	
akatsukinisazanami	あかつきに漣	佐々木 たむ	2	2	たむ / ミノル / 佐々木 / 佐々木たむ佐々木ミノル	
akatsukinisazanami	あかつきに漣	佐々木 ミノル	2	2	たむ / ミノル / 佐々木 / 佐々木たむ佐々木ミノル	
akaya-akashiya-ayakashi-no	あかやあかしやあやかしの	Hacca Works*	10	10	HaccaWorks＊ / 七生 / 七生HaccaWorks＊	
akb0048	AKB0048	サテライト	2	2	サブロウタ / サブロウタ天之ひるめ / 天之ひるめ	
akb0048	AKB0048	河森正治	2	2	サブロウタ / サブロウタ天之ひるめ / 天之ひるめ	
akb0048-episode0	AKB0048 EPISODE0	サテライト	7	7	河森正治 / 秋元康 / 美麻りん / 美麻りん河森正治 / 美麻りん秋元康	
akb48-satsujin-jiken	AKB48殺人事件	青山剛昌	1	1	梧桐柾木 / 梧桐柾木秋元康 / 秋元康	
akechi	AKECHI	江戸川乱歩	3	3	イイヅカ / イイヅカケイタ / ケイタ	
akechi-kogorou-kaikodan	明智小五郎回顧談	今野直樹	2	2	今野 / 今野直樹平山雄一 / 平山 / 直樹 / 雄一	
akechi-kogorou-kaikodan	明智小五郎回顧談	平山雄一	2	2	今野 / 今野直樹平山雄一 / 平山 / 直樹 / 雄一	
akihito-tennou-monogatari	明仁天皇物語	古屋兎丸	1	1	一成 / 兎丸 / 古屋 / 古屋兎丸永福一成 / 永福	
akihito-tennou-monogatari	明仁天皇物語	永福一成	1	1	一成 / 兎丸 / 古屋 / 古屋兎丸永福一成 / 永福	
akinai-seiden-kin-to-gin	あきない世傳金と銀	かどたひろし	1	1	かどた / ひろし / 郁 / 高田 / 高田郁かどたひろし	
akinai-seiden-kin-to-gin	あきない世傳金と銀	髙田郁	1	1	かどた / ひろし / 郁 / 高田 / 高田郁かどたひろし	
akki-no-virus	悪鬼のウイルス	二宮敦人	2	2	鈴丸れいじ	
akogare	あこがれ	芙～みん	10	10	細川智栄子 / 細川智栄子芙〜みん / 芙〜みん	
akogare-collection	あこがれコレクション	藤本ひとみ	2	2	石井まゆみ	
aku-musu	あくむす	mothy_悪ノP	2	2	mothy＿悪ノP / mothy＿悪ノPけんクリプトンフューチャーメディア株式会社 / けん / クリプトン / フューチャー / メディ	
aku-musu	あくむす	なか憲人	2	2	mothy＿悪ノP / mothy＿悪ノPけんクリプトンフューチャーメディア株式会社 / けん / クリプトン / フューチャー / メディ	
aku-no-hanamichi-o-ikimashou	悪の華道を行きましょう	やましろ梅太	5	5	やましろ / やましろ梅太真冬日 / 梅太 / 真冬日	
aku-no-meshitsukai	悪ノ召使	mothy_悪ノP	2	2	mothy＿悪ノP / mothy＿悪ノP眼鏡犬クリプトンフューチャーメディア株式会社 / クリプトン / フューチャー / メディア株式会	
akudama-shigan	悪玉志願	渡辺一雄	2	2	渡辺一雄（作家） / 渡辺一雄（作家）磯田健生 / 磯田健生	
akudama-shigan	悪玉志願	田辺節雄	2	2	渡辺一雄（作家） / 渡辺一雄（作家）磯田健生 / 磯田健生	
akuerian-age-2004	アクエリアンエイジ	ブロッコリー	1	1	あさぎ桜 / あさぎ桜加納新太 / 加納新太	
akujiki-reijou-to-kyouketsu-koushaku	悪食令嬢と狂血公爵	星彼方	11	11	チカ / ペペロン / 彼方 / 星 / 水辺 / 水辺チカ星彼方ペペロン	
akujiki-reijou-to-kyouketsu-koushaku	悪食令嬢と狂血公爵	水辺チカ	11	11	チカ / ペペロン / 彼方 / 星 / 水辺 / 水辺チカ星彼方ペペロン	
akujo-ga-koi-ni-ochita-toki	悪女が恋に落ちた時	SeoGwijo	6	6	DCBO / DCBOSeoGwijoredguHJ / Gwijo / HJ / KKAM / KKAMSeoGwijoredguHJ /	
akujo-no-retteru-o-harareta-tsuihousareta-reijou-desu-saikyou-heika-no-dekiai-ni-tsukamarimashita	悪女のレッテルを貼られた追放令嬢ですが、最恐陛下の溺愛に捕まりました	篠宮渚	3	3	ゴゴちゃん / ゴゴちゃん篠宮渚 / 渚 / 篠宮	
akujo-wa-henka-suru	悪女は変化する	希羅月	8	8	NUNOIZ / 好調 / 希羅月(Comicloft) / 希羅月(Comicloft)NUNOIZ好調押し花 / 押し花	
akujo-wa-rakude-saikoudesu-ga	悪女は楽で最高ですが?	Mango Kim	2	1	Kim / Mango / Mindo / Yoteh / YotehMindoMangoKim	
akuma-ga-kitarite-fue-o-fuku	悪魔が来りて笛を吹く	影丸穣也	1	1	影丸譲也 / 横溝正史 / 横溝正史影丸譲也	
akuma-ga-kitarite-fue-o-fuku-jet2002	悪魔が来りて笛を吹く	横溝正史	1	1	JET	
akuma-hanayome	悪魔×花嫁	村岡みのり	6	6	碧ゆかこ	
akuma-hanayome	悪魔×花嫁	花李くる実	6	6	碧ゆかこ	
akuma-koujo	悪魔公女	士貴智志	3	3	げそ / 士貴 / 春の日びより / 春の日びより士貴智志海鵜げそ / 智志 / 海鵜	
akuma-koushaku-to-ichirin-no-sumire	悪魔公爵と一輪のすみれ	キャロル・モーティマー	2	2	キャロル / モーティマー / 津谷さとみ / 津谷さとみキャロルモーティマー	
akuma-kun	悪魔くん	川島健三	6	6	水木しげる	
akuma-kun-sennen-oukoku	悪魔くん千年王国	川島健三	3	3	しげる / 水木 / 水木しげる	
akuma-no-kisu	悪魔のkiss	吉田紀子	2	2	おかもと利加 / 吉田紀子（脚本家） / 吉田紀子（脚本家）おかもと利加	
akumade-taida-na-akuyaku-kizoku-comic	あくまで怠惰な悪役貴族@COMIC	イコ	2	2	セロタ	
akumu-no-sumu-ie	悪夢の棲む家	いなだ詩穂	3	3	いなだ / いなだ詩穂小野不由美 / 不由美 / 小野 / 詩穂	
akumu-no-sumu-ie	悪夢の棲む家	小野不由美	3	3	いなだ / いなだ詩穂小野不由美 / 不由美 / 小野 / 詩穂	
akumu-no-yakata-e-youkoso	悪夢の館へようこそ	かがり淳子	1	1	かおる / 五十嵐 / 五十嵐かおる	
akumu-no-yakata-e-youkoso	悪夢の館へようこそ	北村有香	1	1	かおる / 五十嵐 / 五十嵐かおる	
akumu-no-yakata-e-youkoso	悪夢の館へようこそ	河村じゅん	1	1	かおる / 五十嵐 / 五十嵐かおる	
akumu-no-yakata-e-youkoso	悪夢の館へようこそ	清水真澄	1	1	かおる / 五十嵐 / 五十嵐かおる	
akumu-no-yakata-e-youkoso	悪夢の館へようこそ	牧原若菜	1	1	かおる / 五十嵐 / 五十嵐かおる	
akumu-reijou-wa-ikka-metsubou-no-yume-o-mita	悪夢令嬢は一家滅亡の夢を見た	泉乃せん	5	5	せん / 大菊小菊 / 悠 / 泉乃 / 近衛 / 近衛悠大菊小菊泉乃せん	
akumu-reijou-wa-ikka-metsubou-no-yume-o-mita	悪夢令嬢は一家滅亡の夢を見た	近衛悠	5	5	せん / 大菊小菊 / 悠 / 泉乃 / 近衛 / 近衛悠大菊小菊泉乃せん	
akuru-chan-break	あくるちゃんブレイク	愁☆一樹	1	1	ブロッコリー / 中井まれかつ / 愁〓しろほし〓一樹 / 愁〓しろほし〓一樹ブロッコリー中井まれかつ	
akuru-chan-high	あくるちゃんHigh!	愁☆一樹	1	1	ブロッコリー / 中井まれかつ / 愁〓しろほし〓一樹 / 愁〓しろほし〓一樹中井まれかつブロッコリー	
akutoku-ryoushu-no-musuko-ni-tensei	悪徳領主の息子に転生!?	しめさば	4	4	シメサバ / シメサバ米津 / 米津	
akutou-ikka-no-manamusume-tenseisaki-mo-otome-game-no-gokudou-reijou-deshita-saijoukyuu-rank-no	悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。～最上級ランクの悪役さま、その溺愛は不要です!～@COMIC	雨川透子	4	4	ソラ / 轟斗 / 轟斗ソラ	
akuyaku-joou-no-ryuukishidan-seikatsu	悪役王女の竜騎士団生活	福田やすひろ	2	2	新奈シオ / 新奈シオ福田泰宏 / 福田泰宏	
akuyaku-no-go-reisoku-no-dounika-shitai-nichijou	悪役のご令息のどうにかしたい日常	ふわいにむ	7	7	にむ / ふわい / ふわいにむ馬のこえが聞こえるコウキ。 / コウキ。 / 馬のこえが聞こえる	
akuyaku-no-joou-ni-tensei-shitakedo-kakushi-chara-ga-kakuretenai	悪役の王女に転生したけど、隠しキャラが隠れてない。@COMIC	早瀬黒絵	2	2	こわたりひろ / 四つ葉ねこ	
akuyaku-reijou-94-kaime-no-tensei-wa-heroine-rashii	悪役令嬢、94回目の転生はヒロインらしい。	柊一葉	4	4	一葉 / 柊 / 藤花 / 高内 / 高内藤花柊一葉	
akuyaku-reijou-94-kaime-no-tensei-wa-heroine-rashii	悪役令嬢、94回目の転生はヒロインらしい。	高内藤花	4	4	一葉 / 柊 / 藤花 / 高内 / 高内藤花柊一葉	
akuyaku-reijou-battle-royale	悪役令嬢バトルロワイヤル	小川夏	3	3	兎夢子 / 夏 / 小川 / 小川夏岩咲兎夢子 / 岩咲	
akuyaku-reijou-battle-royale	悪役令嬢バトルロワイヤル	岩咲兎夢子	3	3	兎夢子 / 夏 / 小川 / 小川夏岩咲兎夢子 / 岩咲	
akuyaku-reijou-dasou-desu-kouryaku-taishou-sono-5-igai-wa-kyoumi-arimasen	悪役令嬢だそうですが、攻略対象その5以外は興味ありません	千遊雲	2	2	タロコ / タロコ千遊雲 / 千 / 遊雲	
akuyaku-reijou-desu-kouryaku-taishou-no-yousu-ga-ijou-sugiru-attomaaku-comic	悪役令嬢ですが攻略対象の様子が異常すぎる@comic	稲井田そう	8	7	宛	
akuyaku-reijou-koukyuu-monogatari	悪役令嬢後宮物語	晴十ナツメグ	2	2	ナツメグ / 晴十 / 晴十ナツメグ涼風 / 涼風	
akuyaku-reijou-mitai-ni-danzai-saresou-datta-kedo-zenryoku-de-aisaretemasu	悪役令嬢みたいに断罪されそうだったけど、全力で愛されてます!不幸な運命に「ざまぁ」しますわ!	六花きい	9	9	hare / あかり / いずみ / きい / ここん / こてつ / のい / みいこ / みり / もと / りん / アルト / イタ	
akuyaku-reijou-mitai-ni-danzai-saresou-datta-kedo-zenryoku-de-aisaretemasu	悪役令嬢みたいに断罪されそうだったけど、全力で愛されてます!不幸な運命に「ざまぁ」しますわ!	冬月こてつ	9	9	hare / あかり / いずみ / きい / ここん / こてつ / のい / みいこ / みり / もと / りん / アルト / イタ	
akuyaku-reijou-mitai-ni-danzai-saresou-datta-kedo-zenryoku-de-aisaretemasu	悪役令嬢みたいに断罪されそうだったけど、全力で愛されてます!不幸な運命に「ざまぁ」しますわ!	千種あかり	9	9	hare / あかり / いずみ / きい / ここん / こてつ / のい / みいこ / みり / もと / りん / アルト / イタ	
