series_key	title	class	subtitle	vols	first_date	last_date	imprints	authors	isbn	既存頁slug	類似頁	材料	著者既掲載
name:髙井野花|name:ひとくちちょうだい	ひとくちちょうだい	未掲載		2	2026-04-15	2026-06-13	ヤンマガKC		9784065424704			紹介文+書影	
name:伊藤ゆうた|name:さよなら僕のアイドル	さよなら僕のアイドル	未掲載		2	2026-03-13	2026-06-13	ヤングジャンプコミックス	伊藤ゆうた	9784088940922			紹介文+書影	
name:Hagane|name:KRAKEN MARE	KRAKEN MARE	未掲載		2	2025-10-15	2026-06-13	アフタヌーンKC	原正人 / Izu	9784065409336			紹介文+書影	済
name:秋山花緒|name:限界保育士と育児疲れの魔王様	限界保育士と育児疲れの魔王様	未掲載		2	2026-03-09	2026-06-08	Daitosha comic. Daito comics BLシリーズ	秋山花緒	9784864957908			紹介文+書影	
name:工藤える|name:江口さんちの純情サキュバス	江口さんちの純情サキュバス	未掲載		2	2025-06-30	2026-06-08	Manga time KR comics. Kirara menu	工藤える	9784832296404			紹介文+書影	済
name:tomomo|name:嘘つきウルフは淫魔と踊る	嘘つきウルフは淫魔と踊る	未掲載		2	2026-06-08	2026-06-08	ジュネットコミックス	mononofu	9784910582887			書影のみ	済
name:かなたるい|name:黒歴史クラブ	黒歴史クラブ	未掲載		2	2025-10-17	2026-06-06	KCデラックス	Jagae	9784065409619			紹介文+書影	
name:猫にゃん|name:魔法少女イナバ	魔法少女イナバ	未掲載		2	2025-11-15	2026-06-06	ブシロードコミックス	猫にゃん	9784048997805			紹介文+書影	済
name:小森てん|name:魅了持ちの姉に奪われる人生はもう終わりにします	魅了持ちの姉に奪われる人生はもう終わりにします	未掲載		2	2025-12-12	2026-06-06	BF COMICS	鈴宮 / 小森てん	9784813765318			紹介文+書影	
name:サウロ|name:鬼条院家の花嫁	鬼条院家の花嫁	未掲載		2	2026-03-06	2026-06-06	Crape comics	サウロ	9784434370281			紹介文+書影	済
name:慧|name:離婚前提で結婚しました	離婚前提で結婚しました	未掲載		2	2025-09-27	2026-06-06	あすかコミックスCL-DX	慧	9784041165744			紹介文+書影	済
name:もーりんもも|name:転生した私は幼い女伯爵	転生した私は幼い女伯爵	未掲載		2	2025-11-15	2026-06-06	角川コミックス・エース	初野ふみの / もーりんもも	9784041165546			紹介文+書影	済
name:緒之|name:身の程知らずのシンデレラ	身の程知らずのシンデレラ	未掲載		2	2025-11-08	2026-06-06	角川コミックス・エース. Comic Aily	緒之	9784041167977			紹介文+書影	
name:ひので淘汰|name:誰もシナリオ通りに動いてくれないんですけど!	誰もシナリオ通りに動いてくれないんですけど!	未掲載		2	2025-12-02	2026-06-06	ビーズログコミックス	ひので淘汰 / 貴志葵	9784045000782			紹介文+書影	
name:浮足|name:終のおもまる	終のおもまる	未掲載		2	2026-02-16	2026-06-06	ヤンマガKC	一二野蚕糸	9784065423691			紹介文+書影	済
name:浦町くたり|name:私の推しは地下にいる。	私の推しは地下にいる。	未掲載		2	2025-04-23	2026-06-06	Poe backs. Be comics	浦町くたり	9784865898309			書影のみ	
name:六山葵|name:没落した貴族家に拾われたので恩返しで復興させます	没落した貴族家に拾われたので恩返しで復興させます	未掲載		2	2025-11-08	2026-06-06	アルファポリスCOMICS	六山葵 / 海咲ねむる	9784434368080			紹介文+書影	
name:ぽん|name:拾ったものは大切にしましょう	拾ったものは大切にしましょう	未掲載		2	2025-10-10	2026-06-06	アルファポリスCOMICS	葉来緑 / ぽん	9784434366437			紹介文+書影	済
name:チャトラン|name:恋をした優等生の悪魔的な変貌について	恋をした優等生の悪魔的な変貌について	未掲載		2	2025-09-27	2026-06-06	ビーズログコミックス	瀧本羊子 / チャトラン	9784045000775			紹介文+書影	
name:にじいろ|name:彼女はNOの翼を持っている	彼女はNOの翼を持っている	未掲載		2	2025-06-14	2026-06-06		ツルリンゴスター / にじいろ	9784575440911			紹介文+書影	済
name:FTops|name:弱者男子と魔法恥女	弱者男子と魔法恥女	未掲載		2	2025-06-04	2026-06-06	ドラゴンコミックスエイジ	FTops / マツリセイシロウ	9784040759586			紹介文+書影	済
name:ずおさん|name:寝取られ追放された最強騎士団長のおっさん、片田舎で英雄に祭り上げられる	寝取られ追放された最強騎士団長のおっさん、片田舎で英雄に祭り上げられる	未掲載		2	2025-10-24	2026-06-06	モンスターコミックス	炭基研 / 海星 / ずおさん	9784575422719			紹介文+書影	済
qid:Q17572|name:大長編ドラえもんのび太の海底鬼岩城	大長編ドラえもんのび太の海底鬼岩城	未掲載		2	2026-04-18	2026-06-06	 / てんとう虫コミックスワイドスペシャル	藤子・F・不二雄	9784091795090		daichouhen-doraemon	未取得	済
name:ゑむ|name:型録通販から始まる、追放令嬢のスローライフ	型録通販から始まる、追放令嬢のスローライフ	未掲載		2	2025-11-08	2026-06-06	アルファポリスCOMICS	雫 / 呑兵衛和尚1967-	9784434368073			紹介文+書影	
name:峠乃あかり|name:坊ちゃん、困ります!	坊ちゃん、困ります!	未掲載		2	2025-08-22	2026-06-06	Manga time comics	峠乃あかり	9784832210325			紹介文+書影	済
name:タコヤキロック|name:俺が異世界のご主人さま!?	俺が異世界のご主人さま!?	未掲載		2	2025-07-08	2026-06-06	ドラゴンコミックスエイジ	タコヤキロック	9784040760056			紹介文+書影	
name:Dpub. 2024|name:人生逆転	人生逆転	未掲載		2	2025-11-15	2026-06-06	角川コミックス・エース	いかぐちえい / Dpub. 2024	9784041169216			紹介文+書影	
name:友野紅子|name:二度目の人生、〈元〉罪悪の聖女は前世で少年だった冷徹皇帝に拾われる	二度目の人生、〈元〉罪悪の聖女は前世で少年だった冷徹皇帝に拾われる	未掲載		2	2026-02-16	2026-06-06	BF COMICS	友野紅子 / オクスツネハル	9784813765639			紹介文+書影	済
name:成瀬ヨリ|name:七海くんの不健全な妄想癖	七海くんの不健全な妄想癖	未掲載		2	2026-03-06	2026-06-06	Glanz BLcomics	成瀬ヨリ	9784434370311			紹介文+書影	済
name:ばーど|name:ホーリーアンデッド	ホーリーアンデッド	未掲載		2	2025-10-10	2026-06-06	KNコミックス	ばーど / 東条さかな	9784801553026			紹介文+書影	
name:千悟センゴ|name:ブルーオーシャンインジアイズ	ブルーオーシャンインジアイズ	未掲載		2	2025-08-29	2026-06-06	角川コミックス・エース	篠原とも	9784041164143			紹介文+書影	済
name:勝見ふうたろー|name:ナイト・リセット・キロポスト	ナイト・リセット・キロポスト	未掲載		2	2026-01-09	2026-06-06	カドコミ	勝見ふうたろー	9784048117647			紹介文+書影	
name:小森薫|name:サブスクイケメンの恋愛指導	サブスクイケメンの恋愛指導	未掲載		2	2025-11-08	2026-06-06	角川コミックス・エース. Comic Aily	小森薫	9784041167960			紹介文+書影	済
name:市川なつを|name:むぎのはな～shared life is beautiful～	むぎのはな～shared life is beautiful～	未掲載		2	2025-07-08	2026-06-06	カドコミ	市川なつを	9784048115384			紹介文+書影	済
name:壱|name:ぶっ壊れ世界で死んだ時	ぶっ壊れ世界で死んだ時	未掲載		2	2026-03-20	2026-06-06	ヤンマガKC	壱	9784065428085			紹介文+書影	済
name:榊原宗々|name:じゃあ、君の代わりに殺そうか?～プリクエル〈前日譚〉～	じゃあ、君の代わりに殺そうか?～プリクエル〈前日譚〉～	未掲載		4	2024-09-06	2026-06-06	ヤングチャンピオン・コミックス	蔵人健吾 / 月並甲介	9784253003995			未取得	済
qid:Q115529084|name:きみと一緒に通いたい	きみと一緒に通いたい	未掲載		2	2026-04-20	2026-06-06	YOUNG ANIMAL COMICS	うおやま	9784592160366			紹介文+書影	済
name:大福金|name:お人好し底辺テイマーがSSSランク聖獣たちともふもふ無双する	お人好し底辺テイマーがSSSランク聖獣たちともふもふ無双する	未掲載		2	2025-09-27	2026-06-06	アルファポリスCOMICS	大福金 / 海星なび	9784434364433			紹介文+書影	
name:はうあゆ|name:あまねくシグナル	あまねくシグナル	未掲載		2	2026-01-09	2026-06-06	Manga time KR comics. Kirara menu	はうあゆ	9784832296909			紹介文+書影	
name:こんぱる|name:あなたの妹	あなたの妹	未掲載		2	2025-11-15	2026-06-06	ヤンマガKC	こんぱる / ふじしまペポ	9784065376164			紹介文+書影	済
name:ネコクロ|name:「幼馴染みがほしい」と呟いたらよく一緒に遊ぶ女友達の様子が変になったんだが	「幼馴染みがほしい」と呟いたらよく一緒に遊ぶ女友達の様子が変になったんだが	未掲載		2	2025-06-14	2026-06-06	NOVA COMICS	乃々木じぐ / ネコクロ	9784824204417			紹介文+書影	済
name:姫川明|name:KAMUDO	KAMUDO	未掲載		2	2025-10-03	2026-06-06	SHONEN SUNDAY COMICS SPECIAL	姫川明	9784098543021			紹介文+書影	済
name:南部ゼロイチ|name:100年の推し	100年の推し	未掲載		3	2026-04-18	2026-06-06	彗星社コミックス	南部ゼロイチ	9784434370953			紹介文+書影	済
name:緒二葉|name:魔物喰らい	魔物喰らい	未掲載		2	2025-10-01	2026-06-03	電撃コミックスNEXT	緒二葉 / 飴井涼	9784049167450			紹介文+書影	
name:雨宮榮子|name:私の幼馴染はなにかおかしい	私の幼馴染はなにかおかしい	未掲載		2	2025-11-22	2026-06-03	PRINCESS COMICSプチプリ	雨宮榮子	9784253006835			紹介文+書影	済
name:毒田ペパ子|name:或いは、私の名探偵	或いは、私の名探偵	未掲載		2	2025-12-02	2026-06-03	MFCキューンシリーズ	毒田ペパ子	9784046602855			紹介文+書影	済
name:オズノらいおん|name:寿司(銀)捕物帖	寿司(銀)捕物帖	未掲載		2	2025-12-09	2026-06-03	SPコミックス	お文具 / 風野真知雄	9784845870417			紹介文+書影	済
name:奏多えい|name:妹と結婚相手を交換することにした	妹と結婚相手を交換することにした	未掲載		2	2025-05-04	2026-06-03	クロフネcomics. くろふねピクシブ / クロフネcomics. くろふねピクシブシリーズ	雪兎ざっく / 奏多えい	9784799772294			紹介文+書影	済
name:Y. A|name:八男って、それはないでしょう!みそっかす-episode.エリーゼ-	八男って、それはないでしょう!みそっかす-episode.エリーゼ-	未掲載		2	2025-11-29	2026-06-03	電撃コミックスNEXT	Y.A / 理系女ちゃん	9784049168167		hachinan-tte-sore-wa-nai-deshou	未取得	済
name:ぬずタニ|name:二番目な僕と一番の彼女	二番目な僕と一番の彼女	未掲載		2	2025-12-02	2026-06-03	MFコミックス. アライブ+シリーズ	ぬずタニ / 千堂みくま	9784048117104			紹介文+書影	
name:はる桜菜|name:バンダマ	バンダマ	未掲載		2	2024-12-10	2026-06-03	電撃コミックスNEXT	はる桜菜	9784049161359			紹介文+書影	済
name:ジェームズ・リッチマン|name:バスタード・ソードマン	バスタード・ソードマン	未掲載		2	2025-11-29	2026-06-03	電撃コミックスNEXT	マスクザJ / ジェームズ・リッチマン	9784049167887			紹介文+書影	
name:伊藤あまね|name:ほぼニートな俺が司書の先生に恋をしました	ほぼニートな俺が司書の先生に恋をしました	未掲載		2	2025-04-23	2026-06-03	MFCジーンピクシブシリーズ	伊藤あまね	9784046846082			紹介文+書影	
name:ゆとりーぬ|name:ちりこ先輩は溜まっている。	ちりこ先輩は溜まっている。	未掲載		2	2025-09-10	2026-06-03	電撃コミックスNEXT	ゆとりーぬ	9784049166958			紹介文+書影	済
name:綱本将也|name:ATLANTA 1996	ATLANTA 1996	未掲載		2	2026-02-23	2026-06-03	ヤングチャンピオン・コミックス	綱本将也 / 谷嶋イサオ	9784253010290			紹介文+書影	済
name:久宝忠|name:水属性の魔法使い第2部@COMIC	水属性の魔法使い第2部@COMIC	未掲載		2	2025-10-06	2026-06-01	コロナ・コミックス	久宝忠 / 大嶌カヲル	9784867946923			紹介文+書影	済
name:カルロ・ゼン|name:星なき世界の案内人	星なき世界の案内人	未掲載		2	2025-10-24	2026-05-29	モーニングKC	初嘉屋一生 / カルロ・ゼン	9784065410226			紹介文+書影	済
name:夜凪|name:森の端っこのちび魔女さん@COMIC	森の端っこのちび魔女さん@COMIC	未掲載		2	2025-02-03	2026-05-27	コロナ・コミックス	夜凪 / 藤村あゆみ	9784867944103			紹介文+書影	済
name:ふじさわ犬一|name:奴隷に鍛えられる異世界生活@COMIC	奴隷に鍛えられる異世界生活@COMIC	未掲載		2	2025-06-09	2026-05-27	コロナ・コミックス	ふじさわ犬一 / 路地裏の茶屋	9784867945650			紹介文+書影	
name:西崎ありす|name:商人令嬢はお金の力で無双する@COMIC	商人令嬢はお金の力で無双する@COMIC	未掲載		2	2025-08-18	2026-05-27	コロナ・コミックス	蒼乃ロゼ	9784867946237			紹介文+書影	
name:黒井よだか|name:魔女の犬	魔女の犬	未掲載		2	2024-05	2026-05-25	& / Kaiohsya comics. &. emo comics	黒井よだか	9784796416580			紹介文+書影	
name:俵京平|name:金のなる森	金のなる森	未掲載		2	2026-02-23	2026-05-25	ジャンプコミックス	坂本遊也	9784088848518			紹介文+書影	済
name:みやのより|name:身体を奪われたわたしと、魔導師のパパ	身体を奪われたわたしと、魔導師のパパ	未掲載		2	2024-09-06	2026-05-25	ポルカコミックス	池中織奈 / みやのより	9784824202277			紹介文+書影	済
name:しもくら|name:巻き添えで異世界召喚されたおれは、最強騎士団に拾われる	巻き添えで異世界召喚されたおれは、最強騎士団に拾われる	未掲載		2	2025-08-08	2026-05-25	&arche COMICS	しもくら / 滝こざかな	9784434362446			紹介文+書影	
