tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	src	rak_title	rak_author	rak_publisher	g_pub	g_isbn	g_date	g_author	g_token	main_prefix	prev_num	prev_isbn	prev_date	next_num	next_isbn	next_date	publisher	n_cands	why	cover
EXISTS	captain-harlock-jigen-koukai	キャプテンハーロック	seed4	0	standard	通常版	チャンピオンREDコミックス	1	LEAD	9784253237215	2015-02	ndl	キャプテンハーロック = CAPTAIN HARLOCK : 次元航海. 1	嶋星, 光壱	秋田書店						9784253				8	9784253237284	2018-04	秋田書店	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	captain-harlock-jigen-koukai	キャプテンハーロック	seed4	0	standard	通常版	チャンピオンREDコミックス	2	LEAD	9784253237222	2015-07	ndl	キャプテンハーロック = CAPTAIN HARLOCK : 次元航海. 2	嶋星, 光壱	秋田書店						9784253				8	9784253237284	2018-04	秋田書店	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	captain-harlock-jigen-koukai	キャプテンハーロック	seed4	0	standard	通常版	チャンピオンREDコミックス	3	LEAD	9784253237239	2015-12	ndl	キャプテンハーロック = CAPTAIN HARLOCK : 次元航海. 3	嶋星, 光壱	秋田書店						9784253				8	9784253237284	2018-04	秋田書店	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	captain-harlock-jigen-koukai	キャプテンハーロック	seed4	0	standard	通常版	チャンピオンREDコミックス	4	LEAD	9784253237246	2016-06	ndl	キャプテンハーロック = CAPTAIN HARLOCK : 次元航海. 4	嶋星, 光壱	秋田書店						9784253				8	9784253237284	2018-04	秋田書店	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	captain-harlock-jigen-koukai	キャプテンハーロック	seed4	0	standard	通常版	チャンピオンREDコミックス	5	LEAD	9784253237253	2016-11	ndl	キャプテンハーロック = CAPTAIN HARLOCK : 次元航海. 5	嶋星, 光壱	秋田書店						9784253				8	9784253237284	2018-04	秋田書店	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	captain-harlock-jigen-koukai	キャプテンハーロック	seed4	0	standard	通常版	チャンピオンREDコミックス	6	LEAD	9784253237260	2017-06	ndl	キャプテンハーロック = CAPTAIN HARLOCK : 次元航海. 6	嶋星, 光壱	秋田書店						9784253				8	9784253237284	2018-04	秋田書店	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	captain-harlock-jigen-koukai	キャプテンハーロック	seed4	0	standard	通常版	チャンピオンREDコミックス	7	LEAD	9784253237277	2017-11	ndl	キャプテンハーロック = CAPTAIN HARLOCK : 次元航海. 7	嶋星, 光壱	秋田書店						9784253				8	9784253237284	2018-04	秋田書店	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	chotto-morimashita	ちょっと盛りました。	seed4	0	standard	通常版	SHONEN MAGAZINE COMICS	1	LEAD	9784063848557	2013-04-17	rakuten-live	ちょっと盛りました。(1)	にしもとひでお	講談社						9784063				3	9784063950021	2014-01-17	講談社	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8557/9784063848557.jpg
EXISTS	chotto-morimashita	ちょっと盛りました。	seed4	0	standard	通常版	SHONEN MAGAZINE COMICS	2	LEAD	9784063949209	2013-08-16	rakuten-live	ちょっと盛りました。(2)	にしもとひでお	講談社						9784063				3	9784063950021	2014-01-17	講談社	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9209/9784063949209.jpg
EXISTS	da-capo-3	D.C.Ⅲ～ダ・カーポⅢ～	seed4	0	standard	通常版	角川コミックスエース	1	LEAD	9784048911993	2012-12-15	rakuten-live	D.C.III 〜ダ・カーポIII〜(1)	日向 ののか/CIRCUS	KADOKAWA						9784041				2	9784041207468	2013-06-06	角川グループホールディングス	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1993/9784048911993.jpg
EXISTS	gaddesu-megami-no-ketsumyaku	ガッデス 女神の血脈	seed4	0	standard	通常版	YKコミックス	1	LEAD	9784785935375	2010-12	rakuten-live	ガッデス〜女神の血脈〜(1)	塩崎雄二	少年画報社						9784785				2	9784785937904	2012-03	少年画報社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5375/9784785935375.jpg
EXISTS	hana-ichimonme	花いちもんめ	seed4	0	standard	通常版	ぶんか社コミックス	1	LEAD	9784821198658	2001-03-17	rakuten-live	花いちもんめ	渡千枝	ぶんか社						9784821				2	9784821198658	2001-04	ぶんか社	13	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	hannintachi-no-file-kindaichi-shounen-no-file-gaiden	犯人たちの事件簿	seed4	0	standard	通常版	講談社コミックス	1	LEAD	9784065104323	2017-11	ndl	犯人たちの事件簿 : 金田一少年の事件簿外伝. 1	天樹, 征丸, 1962-/金成, 陽三郎/さとう, ふみや/船津, 紳平, 1989-	講談社						9784065				3	9784065119044	2018-06-15	講談社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	hannintachi-no-file-kindaichi-shounen-no-file-gaiden	犯人たちの事件簿	seed4	0	standard	通常版	講談社コミックス	2	LEAD	9784065112397	2018-02	ndl	犯人たちの事件簿 : 金田一少年の事件簿外伝. 2	天樹, 征丸, 1962-/金成, 陽三郎/さとう, ふみや/船津, 紳平, 1989-	講談社						9784065				3	9784065119044	2018-06-15	講談社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	hoshi-no-kirby-manpukupupupufantajii	星のカービィ	seed4	0	standard	通常版	コロコロコミックス	1	LEAD	9784091425003	2017-11	ndl	星のカービィ : まんぷくプププファンタジー. 01	武内, いぶき, 1991-	小学館						9784091				2	9784091426598	2018-06	小学館	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	hyper-restaurant	ハイパーレストラン	seed4	0	standard	通常版	GANGAN WING COMICS	1	LEAD	9784870256590	1997-12-08	rakuten-live	ハイパーレストラン(1)	霧香&聖娜	スクウェア・エニックス						9784757				3	9784757500464	1999-07-27	エニックス	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	hyper-restaurant	ハイパーレストラン	seed4	0	standard	通常版	GANGAN WING COMICS	2	LEAD	9784870253872	1998-09-12	rakuten-live	ハイパーレストラン(2)	霧香&聖娜	スクウェア・エニックス						9784757				3	9784757500464	1999-07-27	エニックス	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	kandouou-rendetsu	感動王列伝	seed4	0	standard	通常版	少年サンデーコミックス	1	LEAD	9784091254115	1998-05-18	rakuten-live	感動王列伝(1)	藤原芳秀/根岸康雄	小学館						9784091				2	9784091254122	1998-07-15	小学館	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	l-gion	LÉGION	seed4	0	standard	通常版	Bunkasha comics young teioh series	1	LEAD	9784821195121	1996-11	ndl	Légion. 第1巻	長沢, 克泰, 1961-	ぶんか社						9784821				3	9784821195756	1997-06	ぶんか社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	mahoujin-guruguru-gaiden-mai-yuuden-kitakita	魔法陣グルグル外伝舞勇伝キタキタ	seed4	0	standard	通常版	ガンガンコミックスonline	1	LEAD	9784757526112	2009-07	rakuten-live	魔法陣グルグル外伝舞勇伝キタキタ(1)	衛藤ヒロユキ	スクウェア・エニックス						9784757				4	9784757532007	2011-04	スクウェア・エニックス	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7575/75752611.jpg
EXISTS	mahoujin-guruguru-gaiden-mai-yuuden-kitakita	魔法陣グルグル外伝舞勇伝キタキタ	seed4	0	standard	通常版	ガンガンコミックスonline	2	LEAD	9784757527997	2010-02	rakuten-live	魔法陣グルグル外伝舞勇伝キタキタ(2)	衛藤ヒロユキ	スクウェア・エニックス						9784757				4	9784757532007	2011-04	スクウェア・エニックス	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7997/9784757527997.jpg
EXISTS	mahoujin-guruguru-gaiden-mai-yuuden-kitakita	魔法陣グルグル外伝舞勇伝キタキタ	seed4	0	standard	通常版	ガンガンコミックスonline	3	LEAD	9784757530294	2010-10	rakuten-live	魔法陣グルグル外伝舞勇伝キタキタ(3)	衛藤ヒロユキ	スクウェア・エニックス						9784757				4	9784757532007	2011-04	スクウェア・エニックス	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7575/75753029.jpg
EXISTS	marii-to-ellie-no-atelier-zaaruburugu-no-renkinjutsushi-sekando-season	マリーとエリーのアトリエザールブルグの錬金術士 Second Season	seed4	0	standard	通常版	マジキューコミックス	1	LEAD	9784757737099	2007-07-25	rakuten-live	マリーとエリーのアトリエ ザールブルグの錬金術士 Second Season	越智 善彦	KADOKAWA						9784047				4	9784047271616	2011-04	KADOKAWA	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7577/75773709.jpg
EXISTS	marii-to-ellie-no-atelier-zaaruburugu-no-renkinjutsushi-sekando-season	マリーとエリーのアトリエザールブルグの錬金術士 Second Season	seed4	0	standard	通常版	マジキューコミックス	2	LEAD	9784757745476	2008-10-25	rakuten-live	マリーとエリーのアトリエ ザールブルグの錬金術士 Second Season(2)	越智 善彦	KADOKAWA						9784047				4	9784047271616	2011-04	KADOKAWA	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5476/9784757745476.jpg
EXISTS	marii-to-ellie-no-atelier-zaaruburugu-no-renkinjutsushi-sekando-season	マリーとエリーのアトリエザールブルグの錬金術士 Second Season	seed4	0	standard	通常版	マジキューコミックス	3	LEAD	9784047261204	2009-11-26	rakuten-live	マリーとエリーのアトリエ ザールブルグの錬金術士 Second Season(3)	越智 善彦	KADOKAWA						9784047				4	9784047271616	2011-04	KADOKAWA	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0472/04726120.jpg
EXISTS	miyazawa-kenji-mangakan-1985	宮沢賢治・漫画館	seed4	0	standard	通常版		1	LEAD	9784267014246	1985-08	rakuten-live	宮澤賢治・漫画館(1)	宮沢賢治/あすなひろし	潮出版社						9784267				2	9784267010408	1985-08	潮出版社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	nanda-kanda-de-onna-no-hashori-michi	なんだかんだで!女のはしょり道	seed4	0	standard	通常版		1	LEAD	9784065357255	2024-05-15	rakuten-live	なんだかんだで! 女のはしょり道	伊藤 理佐	講談社						9784065				6	9784065357255	2024-05-15	講談社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7255/9784065357255_1_14.jpg
EXISTS	ore-to-mou-ichido-hatsukoi	俺ともう一度、初恋。	seed4	0	standard	通常版	KCデラックス	1	LEAD	9784065314067	2023-05-12	rakuten-live	俺ともう一度、初恋。(1)	長谷垣 なるみ	講談社						9784065				3	9784065349687	2024-03-13	講談社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4067/9784065314067_1_16.jpg
EXISTS	ore-to-mou-ichido-hatsukoi	俺ともう一度、初恋。	seed4	0	standard	通常版	KCデラックス	2	LEAD	9784065329269	2023-09-13	rakuten-live	俺ともう一度、初恋。(2)	長谷垣 なるみ	講談社						9784065				3	9784065349687	2024-03-13	講談社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9269/9784065329269_1_4.jpg
EXISTS	palm	パーム	seed4	0	standard	通常版	Wings comics	39	LEAD	9784403622366	2017-03	ndl	パーム = PALM. 39	獸木, 野生	新書館						9784403				40	9784403622571	2018-03	新書館	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	2	LEAD	9784901926300	2003-03	ndl	Peace maker鐡. 2	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	3	LEAD	9784901926720	2003-08	ndl	Peace maker鐡. 3	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	4	LEAD	9784861270130	2004-03	ndl	Peace maker鐡. 4	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	5	LEAD	9784861271250	2005-04	ndl	Peace maker鐡. 5	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	6	LEAD	9784861277870	2010-11	ndl	Peace maker鐡. 6	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	7	LEAD	9784800003096	2014-05	ndl	Peace maker鐡. 7	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	8	LEAD	9784800004444	2015-04	ndl	Peace maker鐡. 8	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	9	LEAD	9784800005069	2015-10	ndl	Peace maker鐡. 9	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	10	LEAD	9784800005571	2016-04	ndl	Peace maker鐡. 10	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	piisu-maker-kurogane	PEACE MAKER鐡	seed4	0	standard	通常版	MGC	11	LEAD	9784800006165	2016-09	ndl	Peace maker鐡. 11	黒乃, 奈々絵	マッグガーデン						9784800				12	9784800006769	2017-04-14	マッグガーデン	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	rinjin-o-maiseyo	隣人を妹 (まい) せよ!	seed4	0	standard	通常版	4コマkingsぱれっとcomics	3	LEAD	9784758082402	2015-07	ndl	隣人を妹 (まい) せよ! 3	森乃, 葉りふ	一迅社						9784758				4	9784758082624	2016-06	一迅社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	shin-nippon-jinbutsushi	新日本人物史	overrides	0	standard	通常版	朝日小学生新聞の学習まんが	1	LEAD	9784907150679	2015-10	ndl	新日本人物史 : ヒカリとあかり. 1	つぼい, こう, 1951-	朝日学生新聞社						9784909				3	9784909064004	2017-01-30	朝日学生新聞社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	shin-nippon-jinbutsushi	新日本人物史	overrides	0	standard	通常版	朝日小学生新聞の学習まんが	2	LEAD	9784907150686	2015-10	ndl	新日本人物史 : ヒカリとあかり. 2	つぼい, こう, 1951-	朝日学生新聞社						9784909				3	9784909064004	2017-01-30	朝日学生新聞社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	star-ocean-second-story	スターオーシャン セカンドストーリー	seed4	0	standard	通常版	エニックススーパーコミック劇場 v.25	1	LEAD	9784757500297	1999-05-22	rakuten-live	スターオーシャンセカンドストーリー(1)	東まゆみ	スクウェア・エニックス						9784757				4	9784757502406	2000-05	エニックス	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	star-ocean-second-story	スターオーシャン セカンドストーリー	seed4	0	standard	通常版	エニックススーパーコミック劇場 v.25	2	LEAD	9784757501300	1999-11-22	rakuten-live	スターオーシャンセカンドストーリー(2)	東まゆみ	スクウェア・エニックス						9784757				4	9784757502406	2000-05	エニックス	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	star-ocean-second-story	スターオーシャン セカンドストーリー	seed4	0	standard	通常版	エニックススーパーコミック劇場 v.25	3	LEAD	9784757501966	2000-03-22	rakuten-live	スターオーシャンセカンドストーリー(3)	東まゆみ	スクウェア・エニックス						9784757				4	9784757502406	2000-05	エニックス	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	star-ocean-sekando-story	スターオーシャン セカンドストーリー	seed4	0	standard	通常版	エニックススーパーコミック劇場 v.30	1	LEAD	9784757500297	1999-05-22	rakuten-live	スターオーシャンセカンドストーリー(1)	東まゆみ	スクウェア・エニックス						9784757				5	9784757503175	2000-10	エニックス	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	star-ocean-sekando-story	スターオーシャン セカンドストーリー	seed4	0	standard	通常版	エニックススーパーコミック劇場 v.30	2	LEAD	9784757501300	1999-11-22	rakuten-live	スターオーシャンセカンドストーリー(2)	東まゆみ	スクウェア・エニックス						9784757				5	9784757503175	2000-10	エニックス	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	star-ocean-sekando-story	スターオーシャン セカンドストーリー	seed4	0	standard	通常版	エニックススーパーコミック劇場 v.30	3	LEAD	9784757501966	2000-03-22	rakuten-live	スターオーシャンセカンドストーリー(3)	東まゆみ	スクウェア・エニックス						9784757				5	9784757503175	2000-10	エニックス	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	star-ocean-sekando-story	スターオーシャン セカンドストーリー	seed4	0	standard	通常版	エニックススーパーコミック劇場 v.30	4	LEAD	9784757503113	2000-09-22	rakuten-live	スターオーシャンセカンドストーリー(4)	東まゆみ	スクウェア・エニックス						9784757				5	9784757503175	2000-10	エニックス	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	toaru-majutsu-no-baacharon	とある魔術の電脳戦機(バーチャロン)	seed4	0	standard	通常版	電撃コミックスNEXT	1	LEAD	9784048937740	2018-03	ndl	とある魔術の電脳戦機(バーチャロン) : とある魔術の禁書目録×電脳戦機バーチャロン. 1	鎌池, 和馬/ひびぽん/灰村, キヨタカ/竹/カトキ, ハジメ	KADOKAWA						9784049				2	9784049121308	2018-10-26	KADOKAWA	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	touhou-tetsuwan-komachi-dokidoki-locomotion	東方鉄腕小町ドキドキ♡ロコモーション	seed4	0	standard	通常版	YKコミックス	1	LEAD	9784785920074	2000-08	ndl	東方鉄腕小町ドキドキ♡ロコモーション. 1	幸田, 朋弘	少年画報社						9784785				2	9784785920951	2001-07	少年画報社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
