heisha-no-joushi-wa-motoyuusha	manga.v2	isekai	isekai<tag+text:異世界/召喚;romcom<text:ラブコメ
henkyou-mobu-kizoku-no-uchi-ni-yomeidekita-akuyaku-reijou-ga-mechakucha-dekiru-yoi-yome-nandaga	manga.v2	isekai	isekai<tag+text:異世界/転生/ゲームの世界
higaeri-quest-special	manga.v2	isekai	isekai<tag+text:異世界/召喚
hiiroomeshi	manga.v2	gourmet	gourmet<tag+text:料理
hime-kishi-ga-classmate	manga.v2	isekai	isekai<tag+text:異世界/転生
himitsu-no-recipe	manga.v2	gourmet	gourmet<tag+text:料理/レシピ
hiroyuki-isekai-demo-ronpa-de-musou-shimasu	manga.v2	isekai	isekai<tag+text:異世界/転移
hisshou-dungeon-unei-houhou	manga.v2	isekai	isekai<tag+text:異世界
hiten-no-asuka	manga.v2	isekai	isekai<tag+text:異世界
hitokuchi-futakuchi	manga.v2	gourmet	gourmet<tag+text:料理/弁当
hitori-camp-shitara-isekai-ni-teni-shita-hanashi	manga.v2	isekai	isekai<tag+text:異世界/転移
hitorigoto	manga.v2	gourmet	gourmet<tag+text:料理/レシピ
hokuriku-triangle	manga.v2	gourmet	gourmet<tag+text:グルメ
hokusai-to-meshi-sae-areba	manga.v2	gourmet	gourmet<tag+text:料理/飯
hokusai-to-meshi	manga.v2	gourmet	gourmet<tag+text:料理/飯
hoomuresu-tensei	manga.v2	isekai	isekai<tag+text:異世界/転生
horegusuri-event-ga-watashi-ni-okite-shimaimashita	manga.v2	isekai	isekai<tag+text:転生
horobi-no-kuni-no-seifukusha	manga.v2	isekai	isekai<tag+text:異世界/転生
host-to-shachiku	manga.v2	gourmet	gourmet<tag+text:定食
hottoite-kudasai	manga.v2	isekai	isekai<tag+text:異世界/転生
houchou-mushuku	manga.v2	gourmet	gourmet<tag+text:料理/板前
houkago-isekai-futari-tabi	manga.v2	isekai	isekai<tag+text:異世界/転移
houkago-no-meikyuu-boukensha-dungeon-diver	manga.v2	isekai	isekai<tag+text:異世界
houshin-shinai-engi	manga.v2	isekai	isekai<tag+text:異世界
hyakkakyuu-no-osouji-gakari	manga.v2	isekai	isekai<tag+text:異世界/転生/前世
hyakuren-no-haou-to-seiyaku-no-valkyria	manga.v2	isekai	war<tag:War;war<tag:Military;isekai<tag+text:異世界
idaten-show	manga.v2	isekai	isekai<tag+text:異世界
ihoujin-dungeon-ni-moguru	manga.v2	isekai	isekai<tag+text:異世界
ii-gomibun-dana-ore-ni-kureyo	manga.v2	isekai	isekai<tag+text:異世界/転生
iinari-gohan	manga.v2	gourmet	gourmet<tag+text:グルメ/食べ歩き
ijin-tensei	manga.v2	isekai	war<tag:War;war<tag:Military;isekai<tag+text:異世界/転生
ikai-hanjouki-hiyokoya-shouten	manga.v2	isekai	isekai<tag+text:異世界
ikitsuku-saki-wa-yuusha-ka-maou-ka	manga.v2	isekai	isekai<tag+text:異世界/転移
ikoku-memoir	manga.v2	isekai	isekai<tag+text:異世界
inaka-no-home-center-otoko-no-jiyuu-na-isekai-seikatsu	manga.v2	isekai	isekai<tag+text:異世界/転生
inden-san-to-enmusubi	manga.v2	gourmet	gourmet<tag+text:料理/お菓子
inu-to-yuusha-wa-kazaranai	manga.v2	isekai	isekai<tag+text:異世界
iranai-skill-kaitorimasu	manga.v2	isekai	isekai<tag+text:異世界
isegure	manga.v2	isekai	isekai<tag+text:異世界/転生
isekai-cheat-survival-meshi	manga.v2	gourmet	isekai<tag+text:異世界/転生;gourmet<tag+text:飯
isekai-chef-to-saikyou-boushokuhi	manga.v2	gourmet	gourmet<tag+text:料理/グルメ/シェフ
isekai-craft-gurashi	manga.v2	isekai	isekai<tag+text:異世界/転移
isekai-de-nonbiri-iyashite-hajimemasu	manga.v2	isekai	isekai<tag+text:異世界/転生
isekai-de-shippai-shinai-100-no-houhou	manga.v2	isekai	isekai<tag+text:異世界/転生/別世界
isekai-de-te-ni-ireta-sei-san-skill-wa-saikyou-datta-you-desu-souzou-kiyounowchiitodemusousuru	manga.v2	isekai	isekai<tag+text:異世界
isekai-de-toshishita-kishi-ni-sewa-o-yakarete-imasu	manga.v2	isekai	isekai<tag+text:異世界/転移
isekai-deno-ore-eno-hyouka-ga-okashiindaga	manga.v2	isekai	isekai<tag+text:異世界/ゲームの世界
isekai-desu-mamono-saibai-shite-imasu	manga.v2	isekai	isekai<tag+text:異世界/転移
isekai-ekisha-no-kissaten	manga.v2	gourmet	isekai<tag+text:異世界/転移;gourmet<tag+text:コーヒー/喫茶
isekai-furin	manga.v2	isekai	isekai<tag+text:異世界
isekai-gohan-musou	manga.v2	gourmet	gourmet<tag+text:グルメ/ごはん
isekai-gourmet-de-nariagari-musou	manga.v2	isekai	isekai<tag+text:異世界
isekai-henkyou-meshi	manga.v2	gourmet	gourmet<tag+text:料理/グルメ/食堂
isekai-houtei	manga.v2	isekai	isekai<tag+text:異世界/転生
isekai-izakaya-gen	manga.v2	gourmet	gourmet<tag+text:料理/グルメ/居酒屋
isekai-izakaya-nobu-shinobu-to-taishou-no-koto-gohan	manga.v2	gourmet	gourmet<tag+text:ごはん/居酒屋
isekai-izakaya-nobu	manga.v2	isekai	isekai<tag+text:異世界;gourmet<tag+text:料理/グルメ/居酒屋
isekai-joshi-kangoku	manga.v2	isekai	isekai<tag+text:異世界
isekai-kaeri-no-daikenja-sama-wa-sore-demo-kossori-kurashite-iru-tsumori-desu	manga.v2	isekai	isekai<tag+text:異世界
isekai-kitchen	manga.v2	gourmet,isekai	isekai<tag+text:異世界;gourmet<tag+text:グルメ/食堂
isekai-kuimetsu-no-same	manga.v2	isekai	isekai<tag+text:異世界/召喚
isekai-neko-to-fukigen-na-majo	manga.v2	isekai	isekai<tag+text:異世界/召喚
isekai-ni-kita-mitai-dakedo-dou-sureba-yoi-no-darou	manga.v2	isekai	isekai<tag+text:異世界/転移
isekai-ni-kita-mitai-dakedo-dousureba-yoinodarou	manga.v2	isekai	isekai<tag+text:異世界/転移
isekai-ni-tensei-shitara-zenra-ni-sareta	manga.v2	isekai	isekai<tag+text:異世界/転生
isekai-ni-tobasareta-otsu-san-wa-doko-e-iku	manga.v2	isekai	isekai<tag+text:異世界
isekai-nippon	manga.v2	isekai	isekai<tag+text:異世界
isekai-no-toire-de-dai-o-suru	manga.v2	isekai	isekai<tag+text:異世界/転生
isekai-nonbiri-kaitakuki	manga.v2	isekai	isekai<tag+text:異世界/転移
