tier	file	slug	title	kana	rakuten_kana	madb_kana	flags
1	avian-wander	avian-wander	エビアンワンダー	エビアンワンダー	エビアン ワンダー	エビアン ワンダー	SLUG_TOKEN_MISMATCH:avian
1	avjou-to-mousou-ol	avjou-to-mousou-ol	AV嬢と妄想OL	AVジョウトモウソウOL		AVジョウ ト モウソウ OL	SLUG_TOKEN_MISMATCH:avjou
1	avnai-yatsura	avnai-yatsura	AVない奴ら	AVナイヤツラ	アブナイ ヤツラ	AVナイ ヤツラ	SLUG_TOKEN_MISMATCH:avnai
1	awadorugurashi	awadorugurashi	あわドルぐらし	アワドルグラシ	アワドル グラシ	アワドルグラシ	NOHYPHEN
1	awahime-lullaby	awahime-lullaby	泡姫ららばい	アワヒメララバイ		アワヒメ ララバイ	SLUG_TOKEN_MISMATCH:lullaby
1	awatsue-goryou	awatsue-goryou	淡つ江御寮	アワツミゴリョウ	アワツミ ゴリョウ		SLUG_TOKEN_MISMATCH:awatsue
1	axel-rex	axel-rex	アクセルレックス	アクセルレックス	アクセル レックス	アクセル レックス	SLUG_TOKEN_MISMATCH:axel
1	ayakashi-koukyuu-no-keiyakuhi	ayakashi-koukyuu-no-keiyakuhi	あやかし後宮の契約妃	アヤカシコウキュウノケイヤクキサキ	アヤカシコウキュウノケイヤクキサキ　1		SLUG_TOKEN_MISMATCH:keiyakuhi
1	ayakashi-no-koku	ayakashi-no-koku	妖の刻	アヤカシノトキ	コウガ ト リユウガ アヤカシ ノ トキ		SLUG_TOKEN_MISMATCH:koku
1	ayakashi-no-tsuma	ayakashi-no-tsuma	あやかしの妻	あやかしの妻(おんな)|アヤカシノオンナ	アヤカシノオンナ		SLUG_TOKEN_MISMATCH:tsuma
1	ayamachi-hajimemashite	ayamachi-hajimemashite	過ち、はじめまして。	アヤマチ、ハジメマシテ	アヤマチ ハジメマシテ ゲンエキ ジョシダイセイ	アヤマチ 、 ハジメマシテ	LOWHYPHEN
1	ayanoshiki	ayanoshiki	彩の四季	アヤノシキ	アヤ ノ キセツ	アヤノシキ	NOHYPHEN
1	ayashii-hana	ayashii-hana	妖しい花	アヤシイカフン:タンキミステリ	アヤシイハナ		SLUG_TOKEN_MISMATCH:hana;KANA_DIFF_RAKUTEN
1	azumaotoko-kyouotoko	azumaotoko-kyouotoko	東オトコ京オトコ	アズマオトコキョウオトコ	アズマ オトコ キョウ オトコ	アズマオトコ キョウオトコ	LOWHYPHEN
1	azur-lane-smile-dish	azur-lane-smile-dish	アズールレーンスマイルディッシュ!	アズールレーンスマイルディッシュ	アズールレーン スマイルディッシュ！ 1		SLUG_TOKEN_MISMATCH:lane,smile,dish
1	baa-raimu-light	baa-raimu-light	BAR来夢来人	バーライムライト	バー ライム ライト	バー ライム ライト	SLUG_TOKEN_MISMATCH:light
1	baacha-fighter-akira-no-kobushi	baacha-fighter-akira-no-kobushi	バーチャファイター晶の拳	バーチャファイターアキラノケン	バーチヤフアイター		SLUG_TOKEN_MISMATCH:baacha,kobushi
1	baacha-fighter-kage	baacha-fighter-kage	バーチャファイター影	バーチャファイターカゲ		バーチャ ファイター カゲ	SLUG_TOKEN_MISMATCH:baacha
1	baadosutoraiku	baadosutoraiku	ばーどすとらいく!	バードストライク	バード ストライク	バードストライク	NOHYPHEN
1	baafubari	baafubari	バーフバリ	バーフバリ	バーフバリ オウ ノ ガイセン	バーフバリ	NOHYPHEN
1	baaverian-quartet	baaverian-quartet	バーヴェリアン四重奏	バーヴェリアンカルテット	バ-ヴェリアン カルテット	バーヴェリアン カルテット	SLUG_TOKEN_MISMATCH:baaverian,quartet
1	baba-ikuko-ga-koyonaku-bike-o-ice-wake	baba-ikuko-ga-koyonaku-bike-o-ice-wake	馬場郁子がこよなくバイクを愛す理由	ババイクコガコヨナクバイクオアイスリユウ		ババ イクコ ガ コヨナク バイク オ アイス 	SLUG_TOKEN_MISMATCH:bike,ice,wake
1	babatchisensei	babatchisensei	ババッチ先生	ババッチセンセイ		ババッチセンセイ	SLUG_TOKEN_MISMATCH:babatchisensei;NOHYPHEN_UNVERIFIED
1	babibui-chuubaa-papii	babibui-chuubaa-papii	バビブイチューバー!!パピィ	バビブイチューバーパピィ	バビブイチューバー!! パピィ1		SLUG_TOKEN_MISMATCH:chuubaa
1	baby-smurf	baby-smurf	ベビースマーフ	ベビースマーフ	ベビー スマーフ	ベビー スマーフ	SLUG_TOKEN_MISMATCH:baby,smurf
1	babylon-de-aishite	babylon-de-aishite	空中庭園で愛して	バビロンデアイシテ	バビロン デ アイシテ	バビロン デ アイシテ	SLUG_TOKEN_MISMATCH:babylon
1	bachihebi	bachihebi	バチヘビ	バチヘビ	バチヘビ マタギ ノ イノチ	バチヘビ	NOHYPHEN
1	bachikaburi	bachikaburi	罰かぶり	バチカブリ	バチ カブリ マルヤマ ユウカク アイシ	バチカブリ	NOHYPHEN
1	bakegyamon	bakegyamon	妖逆門	バケギャモン	ウシオ ト トラ		NOHYPHEN;KANA_DIFF_RAKUTEN
1	bakemonogatari	bakemonogatari	化物語	バケモノガタリ	バケモノガタリ1 トクソウバン	バケモノガタリ	NOHYPHEN
1	bakishimi	bakishimi	バキしみ	バキシミ	バキシミ 〜バキドウトシミケンガイレカワッタケン		NOHYPHEN
1	bakkatsu-bakushu-kassai	bakkatsu-bakushu-kassai	ばっかつ!	バッカツ	バッカツ！バクシュカッサイ1	バッカツ	SLUG_TOKEN_MISMATCH:bakushu,kassai
1	bakuchigui	bakuchigui	バクチグイ	バクチグイ	バクチグイ イチ		NOHYPHEN
1	bakugyaku-famiiria	bakugyaku-famiiria	莫逆家族	バクギャクファミーリア	バクギャク ファミーリア	バクギャク ファミーリア	SLUG_TOKEN_MISMATCH:famiiria
1	bakuneyoung	bakuneyoung	BAKUNEYOUNG	バクネヤング	バクネ ヤング	バクネ ヤング	NOHYPHEN
1	bakuriki-bouken-megabaan	bakuriki-bouken-megabaan	爆力冒険メガバーン	バクリョクボウケンメガバーン	バクリョク ボウケン メガバーン		SLUG_TOKEN_MISMATCH:bakuriki
1	bakushou-toransufoomaa-gyagu-koroshiamu	bakushou-toransufoomaa-gyagu-koroshiamu	爆笑トランスフォーマーギャグコロシアム	バクショウトランスフォーマーギャグコロシアム	バクショウ トランスフォーマー ギャグ コロシア	バクショウ トランスフォーマー ギャグ コロシア	SLUG_TOKEN_MISMATCH:toransufoomaa
1	baldish-hotel	baldish-hotel	バルディッシュ・ホテル	バルディッシュホテル	バルディッシュ・ホテル		SLUG_TOKEN_MISMATCH:baldish
1	bandit-seven	bandit-seven	バンディセブン	バンディセブン	バンディセブン01	バンディ セブン	SLUG_TOKEN_MISMATCH:bandit
1	bandori-girls-band-party-event-diary	bandori-girls-band-party-event-diary	バンドリ!ガールズバンドパーティ!イベントダイア	バンドリガールズバンドパーティイベントダイアリー	バンドリ！ ガールズバンドパーティ！ イベントダ		SLUG_TOKEN_MISMATCH:girls,party
1	banguradeshu-nippon	banguradeshu-nippon	バングラデシュ日本	バングラデシュニホン	バングラデシュ ニホン	バングラデシュ ニホン	SLUG_TOKEN_MISMATCH:nippon
1	banjou-no-polaris	banjou-no-polaris	盤上のポラリス	バンジョウノポラリス		バンジョウ ノ ポラリス	SLUG_TOKEN_MISMATCH:polaris
1	bannou-yakushi-wa-zamaa-o-kuwadatenai	bannou-yakushi-wa-zamaa-o-kuwadatenai	万能薬師はざまぁを企てない	チートクスシワザマァオクワダテナイ	チートクスシハザマァヲクワダテナイ　ヘンキョウノ		SLUG_TOKEN_MISMATCH:bannou,yakushi;KANA_DIFF_RAKUTEN
1	banzoku-tensei-makeikusa-kara-hajimaru-isekai-seifuku	banzoku-tensei-makeikusa-kara-hajimaru-isekai-seifuku	蛮族転生!	バンゾクテンセイ			SLUG_TOKEN_MISMATCH:makeikusa,kara,hajimaru
1	bara-no-jozefiinu	bara-no-jozefiinu	薔薇のジョゼフィーヌ	バラノジョゼフィーヌ	バラノジョゼフィーヌ	バラ ノ ジョゼフィーヌ	SLUG_TOKEN_MISMATCH:jozefiinu
1	bara-shishaku	bara-shishaku	薔薇子爵	バラシシヤク	バラシシヤク	バラ シシヤク	SLUG_TOKEN_MISMATCH:shishaku
1	barairo-no-jinsei	barairo-no-jinsei	ばら色の人生	アイソシテ	バライロ ノ ジンセイ		SLUG_TOKEN_MISMATCH:barairo,jinsei;KANA_DIFF_RAKUTEN
1	baratokenjuu	baratokenjuu	薔薇と拳銃	バラトケンジュウ	バラ ト ケンジユウ	バラトケンジュウ	NOHYPHEN
1	bareteruyo-janboriinu	bareteruyo-janboriinu	バレてるよ!ジャンボリーヌ	バレテルヨジャンボリーヌ	バレテルヨ ジャンボリーヌ	バレテルヨ ジャンボリーヌ	SLUG_TOKEN_MISMATCH:janboriinu
1	baroque-knights	baroque-knights	バロック騎士団	バロックナイツ	バロック ナイツ	バロック ナイツ	SLUG_TOKEN_MISMATCH:knights
1	bashing-love	bashing-love	バッシング恋愛	バッシングレンアイ		バッシング レンアイ	SLUG_TOKEN_MISMATCH:love
1	basugaido-monogatari	basugaido-monogatari	バスガイド物語	バスガイドモノガタリ	バス ガイド モノガタリ	バスガイド モノガタリ	LOWHYPHEN
1	batchiri-scratch	batchiri-scratch	ばっちりスクラッチ	バッチリスクラッチ			SLUG_TOKEN_MISMATCH:batchiri
1	battle-healer-wa-shugyouchuu	battle-healer-wa-shugyouchuu	異世界看護師は修行中!!	バトルヒーラーワシュギョウチュウ!!	バトルヒーラーハシュギョウチュウジョシリツキュウ	バトル ヒーラー ワ シュギョウチュウ!!	SLUG_TOKEN_MISMATCH:battle,healer;KANA_DIFF_RAKUTEN
1	battle-story-rockman-exe	battle-story-rockman-exe	バトルストーリーロックマンエグゼ	バトルストーリーロックマンエグゼ	バトル ストーリー ロックマン エグゼ	バトル ストーリー ロックマン エグゼ	SLUG_TOKEN_MISMATCH:rockman,exe
1	bb-paradise	bb-paradise	B.B.天国	ビービーパラダイス	ビービーテンゴク	BB パラダイス	SLUG_TOKEN_MISMATCH:paradise;KANA_DIFF_RAKUTEN
1	beautician	beautician	バステティシャン	バステティシャン	バステティシャン	バステティシャン	SLUG_TOKEN_MISMATCH:beautician
1	becky-san-to-watashi	becky-san-to-watashi	ベッキーさんと私	ベッキーサントワタクシ	ベッキーサントワタシ		SLUG_TOKEN_MISMATCH:watashi
1	beddo-kodou	beddo-kodou	Bed・鼓動	Bedコドウ	ベッド		SLUG_TOKEN_MISMATCH:beddo;KANA_DIFF_RAKUTEN
1	bejitaberu	bejitaberu	ベジたべる	ベジタベル	ベジタベル イチ	ベジタベル	NOHYPHEN
1	bell-epoque	bell-epoque	ベル・エポック	ベルエポック	ベル エポック	ベル エポック	SLUG_TOKEN_MISMATCH:epoque
1	beni-ikkon	beni-ikkon	紅一献!	クレナイイッコン			SLUG_TOKEN_MISMATCH:beni
1	beni-oan	beni-oan	紅お杏	クレナイオキョウ	クレナイオキョウ		SLUG_TOKEN_MISMATCH:beni,oan
1	beni-oan-youen-gari	beni-oan-youen-gari	紅お杏妖艶狩り!	クレナイオキョウヨウエンガリ!	クレナイオキョウヨウエンガリ		SLUG_TOKEN_MISMATCH:beni,oan
1	benihi-no-ulti	benihi-no-ulti	紅緋のアルティ	ベニヒノアルティ	ベニヒノアルティ	ベニヒ ノ アルティ	SLUG_TOKEN_MISMATCH:ulti
1	benitsubaki	benitsubaki	紅椿妃(べにつばき)	ベニツバキ	ベニツバキ　イチ		NOHYPHEN
1	benkei-hiromotosh	benkei-hiromotosh	弁慶	ベンケイ	ベンケイ	ベンケイ	SLUG_TOKEN_MISMATCH:hiromotosh
1	berry-good-manten	berry-good-manten	Very good満天!!	ベリーグッドマンテン	ベリ- グッド マンテン		SLUG_TOKEN_MISMATCH:berry
1	besharigurashi	besharigurashi	べしゃり暮らし	ベシャリグラシ	ベシャリ グラシ	ベシャリグラシ	NOHYPHEN
1	bessekai-no-kirakira-douki-ga-etchi-na-illustration-o-kaite-iru	bessekai-no-kirakira-douki-ga-etchi-na-illustration-o-kaite-iru	別世界のキラキラ同期がエッチなイラストを描いてい	ベツセカイノキラキラドウキガエッチナイラストオエ	ベツセカイノキラキラドウキガエッチナイラストヲカ		SLUG_TOKEN_MISMATCH:bessekai,etchi,kaite
1	bessekai-yuurei-o-yobu-shoujo	bessekai-yuurei-o-yobu-shoujo	別世界 幽霊を呼ぶ少女	ベッセカイ	カンゼンフッコクバンベッセカイユウレイヲヨブショ		SLUG_TOKEN_MISMATCH:yuurei,yobu,shoujo
1	best-of-naka-tomoko	best-of-naka-tomoko	閑古鳥の巣	カッコウノス	ベスト オブ ナカ トモコ	Best of ナカ トモコ	SLUG_TOKEN_MISMATCH:best,naka,tomoko;KANA_DIFF_RAKUTEN;KANA_DIFF_MADB
1	betchin-to-mandala	betchin-to-mandala	べっちんとまんだら	ベッチントマンダラ	ベッチン ト マンダラ	ベッチン ト マンダラ	SLUG_TOKEN_MISMATCH:betchin
1	bfuratto-de-mf	bfuratto-de-mf	B〔フラット〕でmf	Bフラットデmf	ビーフラット デ メゾフォルテ	Bフラット デ mf	SLUG_TOKEN_MISMATCH:bfuratto;KANA_DIFF_RAKUTEN
1	bgata-hkei	bgata-hkei	B型H系	BガタHケイ	ビーガタ エッチケイ	Bガタ Hケイ	SLUG_TOKEN_MISMATCH:bgata,hkei
1	bgatazuma-to-agata-otto	bgatazuma-to-agata-otto	B型妻とA型夫	BガタズマトAガタオット		Bガタズマ ト Aガタ オット	SLUG_TOKEN_MISMATCH:bgatazuma,agata
1	bibbidi-babbidi-love	bibbidi-babbidi-love	ビビデ・バビデ・ラブ	ビビデバビデラブ	ビビデバビデラブ		SLUG_TOKEN_MISMATCH:bibbidi,babbidi
1	bibitte-muucho	bibitte-muucho	ビビってむーちょ	ビビッテムーチョ	ビビ ッテ ムーチョ	ビビッテ ムーチョ	SLUG_TOKEN_MISMATCH:muucho
1	bibliotheque-riv	bibliotheque-riv	ビブリオテークリヴ	ビブリオテークリヴ	ビブリオテーク リヴ	ビブリオテーク リヴ	SLUG_TOKEN_MISMATCH:bibliotheque
1	bibou-no-series	bibou-no-series	美貌のディテイル	ビボウノディテイル	タクミクンシリーズ ジューン　プライド 6ガツノ	ジューン プライド	SLUG_TOKEN_MISMATCH:series;KANA_DIFF_RAKUTEN;KANA_DIFF_MADB
1	bidan-to-kaneko	bidan-to-kaneko	美男と金子	ビナントカネコ	ビナントカネコ　1		SLUG_TOKEN_MISMATCH:bidan
1	big-nyuus-desu	big-nyuus-desu	Big乳sです!	Bigニュウsデス	ビッグ ニュース デス	Big ニュウs デス	SLUG_TOKEN_MISMATCH:nyuus;KANA_DIFF_RAKUTEN
1	biibappu-kaizokuban	biibappu-kaizokuban	Be-bop 海賊版	BE-BOPカイゾクバン	ビー バップ カイゾクバン	Be-bop カイゾクバン	SLUG_TOKEN_MISMATCH:biibappu;LOWHYPHEN
1	bijin-na-imouto-to-watashi	bijin-na-imouto-to-watashi	美人な妹と、私	ビジンナイモウトトワタクシ	ビジンナイモウトトワタシイチ		SLUG_TOKEN_MISMATCH:watashi
1	bikei-shisho-san-wa-zetsurin-nikutaiha-nurunuru-nanowa-mukimuki-no-sei-de-dekiai-saremashita	bikei-shisho-san-wa-zetsurin-nikutaiha-nurunuru-nanowa-mukimuki-no-sei-de-dekiai-saremashita	美形司書さんは絶倫肉体派	ビケイシショサンワゼツリンニクタイハ	ビケイシショサンハゼツリンニクタイハ　1 ヌルヌ		SLUG_TOKEN_MISMATCH:nurunuru,nanowa,mukimuki
1	biki	biki	美姫	アコガレノハワイラバーズ	ミキ		SLUG_TOKEN_MISMATCH:biki
1	bikids	bikids	バイキッズ!	バイキッズ	バイキツズ	バイキッズ	SLUG_TOKEN_MISMATCH:bikids
1	bikings	bikings	バイキングス	バイキングス	バイキングス	バイキングス	SLUG_TOKEN_MISMATCH:bikings
1	bikkuriman-battle-royale	bikkuriman-battle-royale	ビックリメンバトルロイヤル	ビックリメンバトルロイヤル	ビックリメン バトルロイヤル		SLUG_TOKEN_MISMATCH:bikkuriman
1	bikou-root	bikou-root	微香ルート	ビコウルート	ビコウ ルート	ビコウ ルート	SLUG_TOKEN_MISMATCH:root
1	billy-note	billy-note	美里ノート	ビリーノート	ビリーノート	ビリー ノート	SLUG_TOKEN_MISMATCH:billy
1	binangirai	binangirai	美男嫌い	ビナンギライ	ビナン ギライ	ビナンギライ	NOHYPHEN
1	biohazard-heavenly-island	biohazard-heavenly-island	バイオハザード ヘヴンリーアイランド	バイオハザードヘヴンリーアイランド	バイオハザード ヘヴンリー アイランド	バイオハザード ヘヴンリー アイランド	SLUG_TOKEN_MISMATCH:biohazard
1	biohazard-marhawa-desire	biohazard-marhawa-desire	バイオハザード～マルハワデザイア～	バイオハザードマルハワデザイア	バイオハザード マルハワデザイア	バイオハザード マルハワデザイア	SLUG_TOKEN_MISMATCH:biohazard
1	bird-black-maaketto	bird-black-maaketto	バード	バード	バード		SLUG_TOKEN_MISMATCH:maaketto
1	birdy-body-go	birdy-body-go	バーディバディGO!!	バーディバディGO	バーディ バディ ゴー	バーディ バディ GO	SLUG_TOKEN_MISMATCH:birdy,body
1	biriketsu	biriketsu	ビリケツ	ビリケツ	ビリケツ　イチ		NOHYPHEN
1	bishoku-club	bishoku-club	美食倶楽部	ビショククラブ	ビシヨククラブ	ビショク クラブ	SLUG_TOKEN_MISMATCH:club
1	bisque-doll-de-chuu	bisque-doll-de-chuu	着せ替え人形でchu♡	キセカエニンギョウデチュッ♡	ビスクドールデチュ		SLUG_TOKEN_MISMATCH:bisque,doll,chuu;KANA_DIFF_RAKUTEN
1	bisque-gokko	bisque-gokko	きせかえごっこ	キセカエゴッコ	キセカエ ゴッコ	キセカエ ゴッコ	SLUG_TOKEN_MISMATCH:bisque
1	bisque-yuka-chan	bisque-yuka-chan	きせかえユカちゃん	キセカエユカチャン	キセカエ ユカチャン	キセカエ ユカチャン	SLUG_TOKEN_MISMATCH:bisque
1	bittersweet	bittersweet	ビタースウィート	ビタースウィート	ビター スウィート	ビター スウィート	NOHYPHEN
1	bkyuu-doriimingu	bkyuu-doriimingu	B級どりいみんぐ	ビーキュウドリイミング		Bキュウ ドリイミング	SLUG_TOKEN_MISMATCH:bkyuu
1	bkyuu-gourmet-club	bkyuu-gourmet-club	B級グルメ倶楽部	Bキュウグルメクラブ	ビーキユウグルメクラブ	Bキュウ グルメ クラブ	SLUG_TOKEN_MISMATCH:bkyuu
1	bkyuu-tantei	bkyuu-tantei	B級探偵	ビーキュウタンテイ	ビーキュウ タンテイ	Bキュウ タンテイ	SLUG_TOKEN_MISMATCH:bkyuu
1	bkyuu-tengoku	bkyuu-tengoku	B級天国	Bキュウテンゴク	ビーキュウ テンゴク	Bキュウ テンゴク	SLUG_TOKEN_MISMATCH:bkyuu
1	black-jack-oavban	black-jack-oavban	BLACK JACK OAV版	BLACKJACKOAVバン	ブラック ジャック	BLACK JACK OAVバン	SLUG_TOKEN_MISMATCH:oavban;KANA_DIFF_RAKUTEN
1	blade-play	blade-play	ぶれいど♥ぷれい	ブレイドプレイ	ブレイドプレイ	ブレイド プレイ	SLUG_TOKEN_MISMATCH:play
