vols	base	brand	pub	first_date	last_date	isbns
1	ギルティギアゼクスコミックアンソロジー	DNAメディアコミックス	スタジオDNA	2001-10	2001-10	9784758000116
1	ギルティギアゼクスアンソロジーコミック	ブロスコミックス	エンターブレイン	2001-05	2001-05	9784757703971
1	手塚治虫漫画40年		秋田書店	1984-06	1984-06	9784253007764
1	手塚治虫のブッダ		講談社	1994-12	1994-12	9784062073660
1	カノンビジュアル・コミック・アンソロジー	Magical cute	エンターブレイン	2000-10	2000-10	9784757701977
1	カクメイF	Oak comix	オークラ出版	1997-12	1997-12	9784872781878
1	カカイルラブマニュアル	MARoコミックス	MARo編集部	2006-11	2006-11	9784861170850
1	お兄ちゃん、しよ?	OKS comix	オークス	2005-04	2005-04	9784861052323
1	オウガバトルサーガ		エニックス出版局	1999-04	1999-04	9784757500167
1	オウガバトル64・アンソロジィコミック	G-collection	ムービック	1999-12	1999-12	9784896014655
1	オウガバトル64 person of lordly caliber	DNAメディアコミックス	スタジオDNA	1999-11	1999-11	9784921066253
1	エヴァンゲリオン・アンソロジィコミック	A-collection	ムービック	1996-10	1996-10	9784896012552
1	エヴァシー		ムービック	1996-06	1996-06	9784896012361
1	宮崎駿の世界	バンブームック	竹書房	2005-01	2005-01	9784812419434
1	女と男の問題提起	KPC	講談社	2004-12	2004-12	9784063534337
1	幻夢戦記レダ		東宝出版事業室	1985-05	1985-05	9784924609099
1	少年タケシ		扶桑社	2006-02	2006-02	9784594051129
1	小説アイス		オークラ出版	1995-04	1995-04	9784900780156
1	悪戯	エロスcomics	オークラ出版	2000-01	2000-01	9784872785388
1	うたわれるものコミックアンソロジー	DNAメディアコミックス	スタジオDNA	2002-09	2002-09	9784758000659
1	うぐぅな気持ち	ラポートコミックス	ラポート	2001-04	2001-04	9784897994017
1	ウイング・プロジェクト		星雲社	1996-09	1996-09	9784795218369
1	イギリス・キス・アンド・テル	トラベル コミック ガイド	ムービック	1998-07	1998-07	9784896013757
1	イースオールスターズふたたび		宙出版	2004-03	2004-03	9784776790198
1	いつか王子様が	Hanaoto comic anthology max series	芳文社	2004-03	2004-03	9784832282872
1	アルトネリコ世界の終わりで詩い続ける少女アンソロジーコミック	Bros.comics EX	エンターブレイン	2008-01	2008-01	9784757739352
1	アルトネリコ2世界に響く少女たちの創造詩アンソロジーコミック	Bros.comics EX	エンターブレイン	2008-02	2008-02	9784757740259
1	アリスソフトアンソロジーコミック	マジキューコミックス	エンターブレイン	2004-04	2004-04	9784757716803
1	アニマルナインお色気モード3	OKS comix	オークス	2004-04	2004-04	9784861050909
1	アニマルナインお色気モード2	OKS comix	オークス	2003-11	2003-11	9784861050671
1	アニマルナインラブラブモ～ド	OKS comix	オークス	2003-09	2003-09	9784861050442
1	アニマルナインお色気モード	OKS comix	オークス	2003-05	2003-05	9784861050220
1	Motto!たけし		東京漫画社	2009-04	2009-04	9784904101438
1	Moon☆gang	Game ＆ anime comics	桜桃書房	1995-06	1995-06	9784756702074
1	M「^」onica 35 anos.		Globo			9788525037466
1	Lots more Lat		Berita Publishing	1977	1977	9789679694055
1	シャンゼリゼエトランゼ	OKS comix	オークス	2005-12	2005-12	9784861052798
1	アドヴァンテージジェネレーションSP		ノアール出版	2005-04	2005-04	9784860021511
1	アトリエヒロインコミック	Bros.comics EX	角川グループパブリッシング	2010-01	2010-01	9784047262980
1	アスカ来襲!	ラポートコミックス	ラポート	1997-01	1997-01	9784897992389
1	Kandrakars hjerte		Egmont Serieforlaget			9789172694576
1	XS!!	北辰コミックス同人アンソロジー	北辰堂出版	2009-11	2009-11	9784904086612
1	Troopers'Character		勁文社	1989-10	1989-10	9784766910674
1	Top boys	星矢つばさ同人誌傑作アンソロジー	ふゅーじょんぷろだくと	1988-08	1988-08	9784893930262
1	To heartアンソロジーマックス	Visual works series	ティーツー出版	2000-02	2000-02	9784887490468
1	To heart 2アンソロジーコミック	ホビージャパン・コミックス	ホビージャパン	2005-07	2005-07	9784894253834
1	To heart 2	BCアンソロジーコレクション	マッグガーデン	2005-06	2005-06	9784861271502
1	Tales of Destiny	BC anthology collection	マッグガーデン	2007-05	2007-05	9784861273803
1	Syrup!<sweet>		東京漫画社	2010-12	2010-12	9784904101926
1	Syrup!<bitter>		東京漫画社	2010-12	2010-12	9784904101933
1	Suparobo comic Z	G-collection	ムービック	1998-06	1998-06	9784896013665
1	Suparobo comic x	G-collection	ムービック	1998-09	1998-09	9784896013641
1	Summer children	ラポートコミックス	ラポート	1996-08	1996-08	9784897992204
1	Star ocean first departureコミックアンソロジーEX.	ガンガンコミックスアンソロジー	スクウェア・エニックス	2008-03	2008-03	9784757522350
1	Snowアンソロジーコミック	マジキューコミックス	エンターブレイン	2003-06	2003-06	9784757714649
1	Red typhoon	Oak comix	オークラ出版	1999-05	1999-05	9784872784060
1	Pia・キャロットへようこそ!!2	Magical cute	エンターブレイン	2001-07	2001-07	9784757704732
1	Pia・キャロットへようこそ!!1-2-3	マジキューコミックス	エンターブレイン	2003-04	2003-04	9784757713901
1	もし無機物が人間になって恋をしたら	シトロンアンソロジー	リブレ出版			9784862638458
1	MJ少年漫画大賞傑作集	ジャンプ・コミックス デラックス	集英社	1995-10-09	1995-10-09	9784088582597
1	MJ少年漫画大賞傑作集	ジャンプ・コミックスデラックス	集英社	1994-10	1994-10	9784088582580
1	MJ少年漫画大賞傑作集	ジャンプコミックスデラックス	集英社			9784088582542
1	Meteor light		ブロッコリー	1996-04	1996-04	9784938867096
1	Love＆peace	ラポートコミックス	ラポート	1999-08	1999-08	9784897993393
1	[i:z]books		ムービック	1988-03	1988-03	9784943966265
1	Hunt a go go !		ふゅーじょんぷろだくと	2000-04	2000-04	9784893932525
1	メロメロクライマックス	メロメロコミックス	宙出版			9784776793861
1	Fac-tor		桜桃書房	1991-01	1991-01	9784871833561
1	Ehrgeiz max		アクセラ	1998-11	1998-11	9784873000060
1	鬼畜眼鏡公認コミックアンソロジー	F'packs	リブレ出版	2009-02	2009-02	9784862635457
1	サクラ大戦コミックアンソロジー	HOBBY JAPAN COMICS	ホビージャパン	1997-08	1997-08	9784894251540
1	Dolce		大洋図書	1998-03	1998-03	9784886725790
1	闘神伝アンソロジーコミック	Softbank comics	ソフトバンク出版事業部	1995-12	1995-12	9784890528097
1	サガ2秘宝伝説 GODDESS OF DESTINYアンソロジーコミック	Bros.comics EX	角川グループパブリッシング	2010-02	2010-02	9784047263307
1	Disney's The hunchback of Notre Dame.	Disney's studio album	Ravette Pub.			9781853048869
1	DC vsマーヴル	Jive American comicsシリーズ	ジャイブ	2003-12	2003-12	9784902314076
1	Comitia 50thプレミアムブック		COMITIA実行委員会	2000-03	2000-03	9784568502114
1	Caricatures-presse satirique, 1830-1918		Bibliotheque Forney			9782701205632
1	コミック戦艦大和		光栄	2007-04	2007-04	9784775805725
1	新選組近藤くん	ピチコミックス	学習研究社	2004-06	2004-06	9784056035155
1	WAVE 5号		WAVE出版			9784893420435
1	高機動幻想ガンパレード・マーチ	エニックススーパーコミック劇場 v.58	エニックス	2003-03	2003-03	9784757508897
1	高機動幻想ガンパレード・マーチ	エニックススーパーコミック劇場 v.57	エニックス	2002-12	2002-12	9784757508354
1	高機動幻想ガンパレード・マーチ	エニックススーパーコミック劇場 v.54	エニックス	2002-09	2002-09	9784757507692
1	高機動幻想ガンパレード・マーチ	エニックススーパーコミック劇場 v.47	エニックス	2002-03	2002-03	9784757506374
1	高機動幻想ガンパレード・マーチ	エニックススーパーコミック劇場 v.43	エニックス	2001-11	2001-11	9784757505483
1	新・ぴーひょろ一家	ミッシィコミックス	宙出版			9784872871470
1	WALL FLOWER	BIRZ COMICS DELUXE	幻冬舎	2002-02	2002-02	9784344800328
1	水にまつわる怖い話	単行本コミックス	角川書店	2005-11	2005-11	9784048539104
1	ライバル男子	B's-LOG COMICS	角川グループパブリッシング	2009-11	2009-11	9784047260825
1	あやかし男子	B's-LOG COMICS	角川グループパブリッシング	2009-11	2009-11	9784047260818
1	TOGETHER	Poe backs	ふゅーじょんぷろだくと	1995-06	1995-06	9784893931634
1	王朝錯乱	ダイヤモンドコミックス	松文館	2001-11	2001-11	9784790107743
1	超者ライディーン	ピチコミックスPockeシリーズ	学習研究社			9784056016321
1	画集ラーゼフォン		メディアファクトリー	2003-04	2003-04	9784840107440
1	ピュセル	SPコミックス	リイド社			9784845806461
1	ピュアボーイズ	ダイヤモンドコミックス	松文館	2002-11	2002-11	9784790109471
1	だめいじわるH	Sho-comi pink label	小学館	2005-01	2005-01	9784091354624
1	タイム＆チャンス	花音コミックス	芳文社			9784832280144
1	ステキに恋して	ミッシイコミックス	宙出版	1998-10	1998-10	9784872872583
1	してわがままH	Sho-comi pink label	小学館	2005-01	2005-01	9784091354631
1	クドわふたー	EARTH STAR Books	泰文堂	2010-12	2010-12	9784803002201
1	爆走パワー大乱戦!!	ラポートコミックス	ラポート	1993-05-10	1993-05-10	9784897990897
1	忍ノ掟	Primoコミックス	文苑堂東京店	2000-11	2000-11	9784939111105
1	Winter leaves	文葉社コミックス	文葉社	2001-06	2001-06	9784998090724
1	Shampoo	セブンティーンコミックス	集英社			9784088543611
1	Stinger	光彩コミックス	光彩書房	2001-09	2001-09	9784877751135
1	GUST GEM	ガストコミックス	桜桃書房			9784756731517
1	忍ノ掟外伝	Primoコミックス	文苑堂東京店	2001-12	2001-12	9784939111174
1	Mr.フルナビ	光彩コミックス	光彩書房	2003-08	2003-08	9784860930417
1	Mr.猿野球!		ふゅーじょんぷろだくと	2003-10	2003-10	9784893933829
1	Lovers～恋に落ちたら・・・～アンソロジーコミック	マジキューコミックス	エンターブレイン	2004-03	2004-03	9784757717688
1	KOIしてナッポー!!	北辰コミックス同人アンソロジー	北辰堂出版	2009-12	2009-12	9784904086636
1	KA2×IRU	エーピーセレクション	ハイランド	2004-10	2004-10	9784894863750
1	JF・AT版Naruto-ナルト-滝隠れの死闘オレが英雄だってばよ!	ジャンプ・コミックス	集英社	2005-05	2005-05	9784088737355
1	Jack	光彩Comics	光彩書房	1988-09	1988-09	9784905965732
1	Iro-koi	光彩コミックス	光彩書房	2003-03	2003-03	9784877752460
1	HUNTER注意報		ノアール出版	1999-12	1999-12	9784931396630
1	Gu-guガンモ	少年サンデーグラフィック	小学館	1984-08	1984-08	9784091011312
1	シークレットオリエント	Pink delight	桜桃書房	1996-08	1996-08	9784756706065
1	Secret horror	Pink delight	桜桃書房	1996-03	1996-03	9784756702944
1	Risky game	Vario comics	桜桃書房	1999-02	1999-02	9784756712318
1	突発パッツィ		青磁ビブロス	1990-08	1990-08	9784882710493
1	God hand	ヒカルアンソロジー	クイン出版	2003-01	2003-01	9784901701143
1	Girl's parade		CAプランニング	1997-11	1997-11	9784916200181
1	Gyu!	光彩コミックス	光彩書房	1997-08	1997-08	9784905965145
1	GUNDAM ZZ＆Z保存版設定資料集	MJ material	バンダイ	1986	1986	9784891893736
1	Great ghost	エーピーセレクション	ハイランド	2000-03	2000-03	9784894860575
1	濃縮・山獄300％		東京漫画社	2009-10	2009-10	9784904101551
1	Girls museum		角川書店	2006-03	2006-03	9784840233811
1	GIANT KILLING extra	講談社mook	講談社	2010-04	2010-04	9784063794472
1	Gag-mission	北辰コミックス同人アンソロジー	風林館	2006-03	2006-03	9784861235146
1	From the moon	Jigenコミックス	Jigen	1994-03	1994-03	9784938343231
1	Fire rescue 119		サニー出版	1998-08	1998-08	9784882190677
1	Final fusion	ラポートコミックス	ラポート	1997-07	1997-07	9784897992556
1	FFラグマニアX online	OKS comix	オークス	2004-10	2004-10	9784861051494
1	銀星倶楽部	夜想別冊	ペヨトル工房	1984-06	1984-06	9784893420237
1	遥かなる時空の中で		光栄	2003-08	2003-08	9784775800935
1	魔法の天使クリィミーマミ	ディズニーランド・デラックス	講談社	1984-04	1984-04	9784061009523
1	魔法戦隊マジレンジャー	パーフェクト・アーカイブ・シリーズ	竹書房	2006-02	2006-02	9784812426142
1	Fate騎士		ノアール出版	2004-12	2004-12	9784860021214
1	Fate/stay nightハイパーコミックアンソロジー	Colorful comics kids	ビブロス	2004-05	2004-05	9784835215976
1	Fate/hollow ataraxia	BCアンソロジーコレクション	マッグガーデン	2006-04	2006-04	9784861272592
1	Ever17アンソロジーコミック	マジキューコミックス	エンターブレイン	2003-03	2003-03	9784757713260
1	Ever 17	ジャイブアンソロジーコレクション	ジャイブ	2003-12	2003-12	9784902314045
1	eve		角川書店少年エース編集部	1996-11	1996-11	9784048526616
1	Evangelion anthology best reissue	新世紀エヴァンゲリオンアンソロジーコミック	ムービック	2006-11	2006-11	9784896017359
1	Do kasu-n	K-Book Selection	ブライト出版	2008-07	2008-07	9784900227224
1	Digital devil sagaアバタール・チューナーアンソロジーコミック	CR comics DX	ジャイブ	2004-10	2004-10	9784861760181
1	Digital devil saga	BCアンソロジーコレクション	マッグガーデン	2004-12	2004-12	9784861270932
1	Custom trigun	A-collection	ムービック	1999-06	1999-06	9784896014327
1	COMICスーパーファミコンセレクション	ネオコミックス	辰巳出版	1993-02	1993-02	9784886410689
1	COMICスーパーファミコンセレクション	Tatsumi comics	辰巳出版	1992-11	1992-11	9784886410658
1	Comic street fighter Ⅱ		バンダイ	1992-09	1992-09	9784891892661
1	CLANNAD		ジャイブ	2005-02	2005-02	9784861760785
1	CLANNAD	Colorful comics kids	ビブロス	2004-09	2004-09	9784835216522
1	CF4	Animate collection	ムービック	1993-03	1993-03	9784896010534
1	CF3	Animate collection	ムービック	1992-12	1992-12	9784896010442
1	CF2	Animate collection	ムービック	1992-09	1992-09	9784896010305
1	CF	Animate collection	ムービック	1992-05	1992-05	9784896010152
1	CAPCOM vs.SNK millennium fight 2000コミックアンソロジー	DNAメディアコミックス	スタジオDNA	2001-01	2001-01	9784921066666
1	CAPCOM4大格闘ゲームギャグバトル	少年王コミックス	光文社	1995-09-10	1995-09-10	9784334802868
1	Canvas「セピア色のモチーフ」ビジュアル・コミック・アンソロジー	Magical cute	エンターブレイン	2001-10	2001-10	9784757705784
1	Bronx comix	G-collection	ムービック	1997-11	1997-11	9784896013139
1	Angel heart	ラポートコミックス	ラポート	1997-04	1997-04	9784897992457
1	Angel.D-ream	MARoコミックス	MARo編集部	2006-06	2006-06	9784861170843
1	AM2:00猫と月夜のブランコアンソロジーコミック	ビーズログコミックス	エンターブレイン	2006-03	2006-03	9784757726765
1	Alice trooper	ミリタリーコミック vol.1	桜桃書房	1990-04	1990-04	9784871832755
1	Airビジュアル・コミック・アンソロジー	Magical cute	エンターブレイン	2001-05	2001-05	9784757704015
1	Airコミックアンソロジーきみのいる場所		ジャイブ	2005-04	2005-04	9784861761430
1	鉄拳野望の錯綜	少年王コミックス	光文社	1995-09-10	1995-09-10	9784334802851
1	AIDSこれだけは知っておきたい	まんがホームドクター	小学館	1993-06	1993-06	9784093043045
1	1冊丸ごとCR新世紀エヴァンゲリオン最新攻略	ワンダーランドコミックス	宝島社	2005-11	2005-11	9784796649131
1	秘密少年	光彩コミックス	光彩書房	1997-12	1997-12	9784905965329
1	新FEワールドツアー	G-collection	ムービック	2000-04	2000-04	9784896014815
1	日出処の天子	山岸凉子作品集6	白泉社	1985-01	1985-01	9784592830061
1	日出処の天子	山岸凉子作品集5	白泉社	1984-11	1984-11	9784592830054
1	籠の中の鳥	山岸凉子作品集11	白泉社	1984-11	1984-11	9784592830115
1	001 a.n.g.e.l		ムービック	1997-03	1997-03	9784896012859
1	夏の寓話	山岸凉子作品集10	白泉社	1984-10	1984-10	9784592830108
1	To heart 2		ジャイブ	2005-08	2005-08	9784861762147
1	スピンクス	山岸凉子作品集7	白泉社	1984-07	1984-07	9784592830078
1	日出処の天子	山岸凉子作品集4	白泉社	1984-10	1984-10	9784592830047
1	フィールドパーティー	FRESH PACKS	青磁ビブロス	1988-07-07	1988-07-07	9784882710028
1	スターオーシャン ブルースフィア プレミアムストーリーズ	GANGAN WING COMICS SPECIAL	エニックス	2002-05	2002-05	9784757506725
1	Kanonプレミアムストーリーズ	GANGAN WING COMICS SPECIAL	エニックス	2001-04	2001-04	9784757504240
1	同人誌コレクション for girls		Jigen	1990-05	1990-05	9784938343118
1	サイバーコミックス	Hyper comic weapon 1991.May.	バンダイ	1991-06	1991-06	9784891894955
1	サイバーコミックス	Hyper comic weapon 1991.April.	バンダイ	1991-04	1991-04	9784891894948
1	ルナティック・パーティ		ふゅーじょんぷろだくと			9784893931610
1	グリム童話コンプレックス		竹書房	1999-08	1999-08	9784812405192
1	バーニンジャック	FRESH-PACKS	青磁ビブロス	1992-10	1992-10	9784882711407
1	ほんとにあった! 呪いのビデオ COMIC	古川コミックス	古川書房	2005-11	2005-11	9784892363481
1	ルナティック・パーティ	Poe backs	ふゅーじょんぷろだくと	1994-10	1994-10	9784893931559
1	新・美少女症候群	Poe comic	ふゅーじょんぷろだくと	1995-04	1995-04	9784893931627
1	コミック恋愛少年	別冊エースファイブコミックス	松文館	1998-03	1998-03	9784790102977
1	Ice-cream boy	シュベールコミックス	シュベール出版	1995-10	1995-10	9784883320554
1	園田健一初期作品集		白夜書房	1990-10	1990-10	9784893671974
1	中山星香イラスト集		宙出版	1991-05	1991-05	9784391113471
1	いくえみ綾自選イラスト集		集英社	1994-11	1994-11	9784088550909
1	ぐるぐる革命		ノアール出版	2004-07	2004-07	9784860021078
1	ほそかわ春選集	少年ビッグコミックス	小学館	1984-03	1984-03	9784091504210
1	庭球プリンス ラブゲーム編	OKS comix	オークス	2004-06	2004-06	9784861051173
1	庭球プリンス 部長編	OKS comix	オークス	2003-09	2003-09	9784861050435
1	庭球プリンス 他校編	OKS comix	オークス	2004-08	2004-08	9784861051371
1	W7	A-collection	ムービック	1996-05	1996-05	9784896012293
1	W6	A-collection	ムービック	1996-04	1996-04	9784896012224
1	W5	A-collection	ムービック	1996-03	1996-03	9784896012132
1	W4	A-collection	ムービック	1996-01	1996-01	9784896012026
1	W3	A-collection	ムービック	1995-12	1995-12	9784896011937
1	W2	A-collection	ムービック	1995-11	1995-11	9784896011913
1	W	A-collection	ムービック	1995-10	1995-10	9784896011739
1	月姫Fantasy同人誌ベストセレクション	ツインハートコミックスセレクション	宙出版	2002-06	2002-06	9784872878400
1	月姫FANTASY同人誌ベストセレクション	ツインハートコミックスDX	宙出版	2002-06	2002-06	9784872876741
1	Comic新現実	単行本コミックス	角川書店	2005-08	2005-08	9784048538886
1	爆れつせくしいハンター	Dセレクション	主婦の友社	1996-04-30	1996-04-30	9784073046684
1	ファイアーエムブレム		エニックス	1995-08	1995-08	9784870258235
1	天空の城ラピュタ	ジブリ・ロマンアルバム	徳間書店	2002-10	2002-10	9784197201563
1	ファイアーエムブレムⅢ	エニックススーパーコミック劇場	エニックス	1998-02-27	1998-02-27	9784870256965
1	けいおん!超（スーパー）イラストレーションズ!	Kirara menu	芳文社	2010-02	2010-02	9784832278813
1	ウルティマオンライン公式マスターガイド		角川グループパブリッシング	2007-05	2007-05	9784840236201
1	B×B panic		桜桃書房	1994-07	1994-07	9784756700117
1	テイルズオブエターニア プレミアムストーリーズ	GANGAN WING COMICS SPECIAL	エニックス	2001-11	2001-11	9784757505667
1	無限のリヴァイアスフィルムブック	ニュータイプフィルムブック	角川書店	2000-03	2000-03	9784048531917
1	映画版ビーストウォーズスペシャルフィルムブック	コミックボンボンスペシャル	講談社	1999-03	1999-03	9784061033252
1	日本アニメーション世界名作劇場全作品集	傑作アニメコミックス	エニックス	1994-10	1994-10	9784870257771
1	新世紀エヴァンゲリオン劇場版「Air」	Newtype film book	角川書店ニュータイプ	1997-10-30	1997-10-30	9784048528818
1	太陽の牙ダグラム	アニメ文庫	朝日ソノラマ	1983-06	1983-06	9784257600251
1	超時空要塞マクロス	小学館テレビ名作アニメ版	小学館	1983-05-01	1983-05-01	9784091017116
1	映画ドラえもんのび太の宇宙漂流記film story book	This is animation	小学館	1999-05	1999-05	9784091015488
1	超時空要塞マクロス	テレビ名作アニメ版	小学館	1983-09-15	1983-09-15	9784091017161
1	Kazu ＆ Yasu	てんとう虫コミックス・アニメ版	小学館	1995-07	1995-07	9784091491718
1	修羅	アニメイト・コレクション	ムービック	1990-02	1990-02	9784943966531
1	侍	アニメイト・コレクション	ムービック	1989-07	1989-07	9784943966364
1	ホーホケキョとなりの山田くん	ジス・イズ・アニメーション	小学館	1999-10	1999-10	9784091015549
1	ビーストウォーズ	アニメコレクション	ソニー・マガジンズ	1997-11-01	1997-11-01	9784789791007
1	ビックリマン第一次聖魔大戦	てんとう虫コミックス・アニメ版	小学館	1988-05	1988-05	9784091490315
1	バブルガムクライシス	B-CLUB FILM COMIC	バンダイ	1988-03	1988-03	9784891893408
1	ドナルドダックおもしろ事典	講談社ポケット百科シリーズ	講談社	1985-12	1985-12	9784061077980
1	ディズニー長編アニメおもしろ事典	講談社ポケット百科シリーズ	講談社	1984-12	1984-12	9784061077898
1	ダーティペア・ムック	アニメイト・コレクション	ムービック	1986-01	1986-01	9784943966012
1	ザ・ヒューマノイド	フィルム・コミックス	日本文芸社	1986-06	1986-06	9784537030303
1	ゴジラVSデストロイア	フィルムコミック	東宝出版・商品事業室	1995-12	1995-12	9784924609594
1	オシャレ魔女・ラブandベリーしあわせのまほう・フィルムストーリーブック	小学館のカラーワイド	小学館	2007-04	2007-04	9784091123084
1	VS騎士ラムネ＆40炎・フィルムブック	ニュータイプフィルムブック	角川書店 ニュータイプ	1996-07	1996-07	9784048526982
1	Escape		ムービック	1997-05	1997-05	9784896012972
1	D-CUP Girls		ビデオ出版			9784892120237
1	Double		三和出版	2000-06	2000-06	9784883560554
1	Avvenire		マッグガーデン	2009-01	2009-01	9784861275739
1	Adam		角川書店少年エース編集部	1997-04	1997-04	9784048526814
1	戦闘メカザブングル	アニメ文庫	朝日ソノラマ	1983-06	1983-06	9784257600244
1	天地無用!魎皇鬼	フィルムコミック	キネマ旬報社	1995-06	1995-06	9784873761305
1	Dragon Ball Z	Manga	Bonnier Carlsen Bokf「E」orlag			9789163848056
1	装甲騎兵ボトムズ	講談社ポケット百科シリーズ	講談社	1984-05	1984-05	9784061077843
1	銀河漂流バイファム	講談社ポケット百科シリーズ	講談社	1984-10	1984-10	9784061077874
1	甲虫王者ムシキング	小学館のカラーワイド	小学館	2007-04	2007-04	9784091123091
1	無敵超人ザンボット3	アニメ文庫	朝日ソノラマ	1982-09	1982-09	9784257600176
1	伊賀野カバ丸	集英社アニメシリーズ	集英社	1984-02-29	1984-02-29	9784083010293
1	パーフェクト・マフィアガイド	リボーンアンソロジー	クイン出版	2009-10	2009-10	9784862840691
1	ラブリーグツナ争〔×奪〕脱戦		クイン出版	2010-03	2010-03	9784862840813
1	死神の招待状	HIBARI HIT COMICS	ひばり書房	1987-08-16	1987-08-16	9784828011677
1	H3		東京漫画社	2007-04	2007-04	9784902671889
1	ツっ君ツっ君ツっ君	K-Book Selection	ブライト出版	2008-07	2008-07	9784900227231
1	獄ツナSweet Honey	Clapコミックスanthology	メディアックス	2009-08	2009-08	9784862017017
1	Comic GAGUDA		東京漫画社	2005-12	2005-12	9784902671438
1	BLUE & SILVER	MARoコミックス	MARo編集部	2006-01	2006-01	9784861170737
1	Dragon Shadow Spell	BCアンソロジーコレクション	マッグガーデン	2007-07	2007-07	9784861273919
1	ブラックマトリクス アドヴァンスト コミックアンソロジー	DNAメディアコミックス	スタジオDNA	2000-01	2000-01	9784921066307
1	BLACK/MATRIX アンソロジーコミック	SB comics	ソフトバンク出版事業部	1999-07	1999-07	9784797310184
1	ブラックマトリクス 2 コミックアンソロジー	DNAメディアコミックス	スタジオDNA	2002-07	2002-07	9784758000505
1	天空戦記シュラト		勁文社	1990-03	1990-03	9784766911510
1	D指令発動!!		ヒカリコーポレーション	1996-07	1996-07	9784906500963
1	これが青春だ!!	ラポートコミックス	ラポート	1996-12	1996-12	9784897992358
1	四の五の言わせて!	ラポートコミックス	ラポート	1996-11	1996-11	9784897992297
1	ダグ・ボーイズ	Game ＆ anime comics	桜桃書房	1997-03	1997-03	9784756706942
1	Bis Cielアンソロジー	ASUKA COMICS CL-DX	角川書店	1998-12	1998-12	9784048529716
1	10代の女の子のセックス	講談社コミックスデザート	講談社	2004-03	2004-03	9784063652635
1	10代の妊娠・結婚	講談社コミックスデザート	講談社	2004-04	2004-04	9784063652680
1	10代のお水ワールド	講談社コミックスデザート	講談社	2003-10	2003-10	9784063652413
1	10代の女の子の事件簿	講談社コミックスデザート	講談社	2003-10	2003-10	9784063652406
1	ドラゴンクエスト 4コママンガ劇場 ギャグ王編	ギャグ王コミックス	エニックス	1999-04	1999-04	9784870254985
1	文学はなぜマンガに負けたか!?	木野評論 臨時増刊	青幻舎	1998-10	1998-10	9784916094247
1	ドラゴンクエストモンスターズ キャラバンハート 4コママンガ劇場		スクウェア・エニックス	2003-07	2003-07	9784757509771
1	ドラゴンクエスト1Pコミック劇場	ギャク王コミックス	エニックス	1995-06-11	1995-06-11	9784870258105
1	トルネコの大冒険 不思議のダンジョン 4コママンガ劇場		エニックス	1994-09	1994-09	9784870257603
1	トルネコの大冒険 不思議のダンジョン 4コママンガ劇場	ゲーム4コママンガシリーズ	エニックス	1995-10-14	1995-10-14	9784870258433
1	機動戦士ガンダムギレンの野望 4コマKINGS	DNAメディアコミックス	スタジオDNA	1999-02	1999-02	9784921066062
1	SDガンダムGジェネレーション 4コマKINGSパーフェクト	DNAメディアコミックス	スタジオDNA	1999-09	1999-09	9784921066208
1	SDガンダムGジェネレーション 4コマKINGS	DNAメディアコミックス	スタジオDNA	1998-12	1998-12	9784921066000
1	浪漫チック	氣刊何の雑誌臨時増刊	幻堂出版	2004-06	2004-06	9784944236565
1	京vs庵炎の対決 4コマ決定版	ゲーメストコミックス	新声社	1998-08	1998-08	9784881994986
1	美少女ゲーム4コマまんが館	PARADIGM COMICS	パラダイム	1996-11	1996-11	9784795230675
1	特盛り天地丼		キネマ旬報社	1996-07	1996-07	9784873761725
1	鉄拳 4コマギャグバトル	少年王コミックス	光文社	1995-08-10	1995-08-10	9784334802783
1	鉄拳3 四コマ世代闘争	ムービックコミックス	ムービック	1997-09	1997-09	9784896013115
1	極上生徒会 4コマ教育実習	KONAMI comics	コナミ	2006-02	2006-02	9784861550898
1	新約聖剣伝説 4コママンガ劇場		スクウェア・エニックス	2004-02	2004-02	9784757511231
1	戦場のヴァルキュリア 4コマアンソロジー	Bros.comics EX	角川グループパブリッシング	2010-03	2010-03	9784047264076
1	戦国戯画	Nora comics DX	学研マーケティング	2010-02	2010-02	9784056070606
1	戦国BASARA2 オフィシャル4コマアンソロジーコミック～四季の陣	カプコンオフィシャルブックス	カプコン	2007-09	2007-09	9784862331540
1	戦国BASARA 4コマアンソロジーコミック	Bros.comics EX	エンターブレイン	2006-03	2006-03	9784757726314
1	戦国BASARA2 4コマアンソロジーコミック	Bros.comics EX	エンターブレイン	2007-03	2007-03	9784757733725
1	ワンダープロジェクトJ 4コママンガ劇場		エニックス	1995-04	1995-04	9784870258013
1	ワンダープロジェクトJ2 4コママンガ劇場		エニックス	1997-04	1997-04	9784870259508
1	ワイルドアームズアルターコード:F 4コママンガ劇場		スクウェア・エニックス	2004-03	2004-03	9784757511491
1	ワイルドアームズthe 4th detonator 4コママンガ劇場		スクウェア・エニックス	2005-07	2005-07	9784757514539
1	ローグギャラクシー 4コママンガ劇場		スクウェア・エニックス	2006-04	2006-04	9784757516601
1	リネージュ2 4コマinアデン	Koei game comics	光栄	2004-09	2004-09	9784775802199
1	ランブルローズ 4コマバトルロイヤル	KONAMI official books	コナミ	2005-08	2005-08	9784861550645
1	モンスターファーム 4コマKINGS	DNAメディアコミックス	スタジオDNA	2001-07	2001-07	9784921066888
1	モンスターハンター 4コマアンソロジーコミック	Bros.comics EX	エンターブレイン	2004-08	2004-08	9784757719651
