n	type	imprint	series_key	excluded	isbns
21	standard	講談社プラチナコミックス	qid:Q11513149|name:哲也	除外レーベル	9784063748895,9784063749083,9784063749281,9784063749533,9784063749724,9784063749908,9784063750041,9784063750188,9784063750331,9784063856699,9784063856736,9784063856781,9784063857016,9784063857245,9784063857559,9784063857771,9784063858150,9784063858327,9784063858457,9784063858563
21	standard	My first big	qid:Q11615162|name:美味しんぼ	除外レーベル	9784091091253,9784098045228,9784098046133,9784098046348,9784098046577,9784098046799,9784098046898,9784098047123,9784098047345,9784098047550,9784098047772,9784098047994,9784098048205,9784098048397,9784098048731,9784098048816,9784098048984,9784098053094,9784098053131,9784098053186
21	standard	講談社プラチナコミックス	qid:Q463346|name:湘南純愛組!	除外レーベル	9784063776751,9784063776782,9784063776843,9784063777048,9784063777109,9784063777246,9784063777307,9784063777413,9784063777475,9784063777598,9784063777635,9784063777697,9784063777741,9784063777840,9784063777895,9784063778052,9784063778106,9784065110256,9784065110362,9784065110379
21	standard	Gコミックス	qid:Q7046116|name:天牌		9784537151817,9784537151923,9784537152081,9784537152210,9784537152340,9784537152654,9784537152807,9784537152982,9784537153156,9784537153279,9784537153507,9784537153682,9784537154078,9784537154320,9784537154498,9784537154627,9784537154818,9784537154955,9784537155129,9784537155327
21	standard		qid:Q958269|name:キャプテン翼		9784087828016,9784087828023,9784087828030,9784087828047,9784087828054,9784087828061,9784087828078,9784087828085,9784087828092,9784087828108,9784087828115,9784087828122,9784087828139,9784087828146,9784087828153,9784087828160,9784087828177,9784087828283,9784087828290,9784087828306
20	standard	Gコミックス	qid:Q11523388|name:ころがし涼太		9784537150032,9784537150070,9784537150117,9784537150223,9784537150308,9784537150391,9784537150506,9784537150599,9784537150698,9784537151282,9784537151831,9784537152104,9784537152395,9784537152616,9784537152869,9784537153101,9784537153286,9784537153637,9784537154030,9784537154283
20	standard	SHONEN SUNDAY COMICS SPECIAL	qid:Q219948|name:らんま1/2		9784091272706,9784091272751,9784091272768,9784091272775,9784091272782,9784091272799,9784091272805,9784091272843,9784091272850,9784091272867,9784091272874,9784091272881,9784091272898,9784091272904,9784091272942,9784091272959,9784091272966,9784091272973,9784091272980,9784091272997
20	standard	KCスペシャル	qid:Q2280124|name:バリバリ伝説		9784063056358,9784063056365,9784063056372,9784063056389,9784063056396,9784063056402,9784063056419,9784063056426,9784063056433,9784063056440,9784063056457,9784063056464,9784063056471,9784063056488,9784063056495,9784063056501,9784063056518,9784063056525,9784063056532,9784063056549
20	standard	集英社ガールズコミックス	qid:Q292772|name:花より男子		9784088551135,9784088551142,9784088551159,9784088551166,9784088551173,9784088551180,9784088551197,9784088551203,9784088551210,9784088551227,9784088551234,9784088551241,9784088551258,9784088551265,9784088551272,9784088551289,9784088551296,9784088551302,9784088551319,9784088551326
20	standard	BIG COMICS SPECIAL	qid:Q348436|name:YAWARA!		9784091591715,9784091591791,9784091591845,9784091857774,9784091857798,9784091857842,9784091857859,9784091857897,9784091857903,9784091858009,9784091858078,9784091858085,9784091858092,9784091858108,9784091858139,9784091858146,9784091858153,9784091858177,9784091858184,9784091858191
20	standard	My first big special	qid:Q351742|name:H2	除外レーベル	9784098032938,9784098033089,9784098033300,9784098033485,9784098033782,9784098033966,9784098034185,9784098034413,9784098034574,9784098034833,9784098035083,9784098035311,9784098035557,9784098035830,9784098036110,9784098036394,9784098036691,9784098036899,9784098037162,9784098037520
20	standard	KPC	qid:Q618883|name:将太の寿司 全国大会編	除外レーベル	9784063534603,9784063534689,9784063534788,9784063534870,9784063534993,9784063715101,9784063715224,9784063715361,9784063715477,9784063715576,9784063715651,9784063742626,9784063742794,9784063743043,9784063743203,9784063743371,9784063743531,9784063743685,9784063743838,9784063744019
20	standard	少年サンデーコミックススペシャル	qid:Q958449|name:うしおととら		9784091260772,9784091260789,9784091260796,9784091260802,9784091260994,9784091263575,9784091263582,9784091263599,9784091263605,9784091263780,9784091263797,9784091263803,9784091263865,9784091263872,9784091263889,9784091263896,9784091263902,9784091264046,9784091264053,9784091264060
19	standard	My first big special	name:久部緑郎|name:ラーメン発見伝	除外レーベル	9784098033799,9784098033973,9784098034192,9784098034468,9784098034581,9784098034840,9784098035137,9784098035328,9784098035618,9784098035861,9784098036141,9784098036417,9784098036714,9784098036912,9784098037230,9784098037599,9784098037773,9784098038039,9784098038251
19	standard	My first big	qid:Q1048873|name:がんばれ元気	除外レーベル	9784098033140,9784098033324,9784098033508,9784098033805,9784098033980,9784098034208,9784098034420,9784098034598,9784098034857,9784098035090,9784098035335,9784098035571,9784098035878,9784098036158,9784098036424,9784098036721,9784098036929,9784098037186,9784098037537
19	standard		qid:Q11242326|name:魁!!男塾		9784087826319,9784087826326,9784087826333,9784087826340,9784087826357,9784087826364,9784087826371,9784087826388,9784087826395,9784087826401,9784087826418,9784087826425,9784087826432,9784087826449,9784087826463,9784087826470,9784087826487,9784087826494,9784087826500
19	standard	SJR	qid:Q11411575|name:ハイキュー!!	除外レーベル	9784081151189,9784081151196,9784081151202,9784081151219,9784081151226,9784081151233,9784081151240,9784081151257,9784081151264,9784081151271,9784081151288,9784081151295,9784081151301,9784081151318,9784081151325,9784081151332,9784081151349,9784081151356,9784081151363
19	standard	KPC	qid:Q11523388|name:工業哀歌バレーボーイズ	除外レーベル	9784063531527,9784063531534,9784063531541,9784063531558,9784063717167,9784063717389,9784063717488,9784063719345,9784063719420,9784063719475,9784063719581,9784063750324,9784063750393,9784063750546,9784063750607,9784063750713,9784063750799,9784063750911,9784063750966
19	standard	KPC	qid:Q193300|name:三つ目がとおる	除外レーベル	9784063530612,9784063530629,9784063530636,9784063530667,9784063530742,9784063530827,9784063530926,9784063530964,9784063531046,9784063531091,9784063531169,9784063531213,9784063531268,9784063531312,9784063741391,9784063741568,9784063741698,9784063741988,9784063742121
19	standard	SHŌNEN CHAMPION COMICS EXTRA	qid:Q2279877|name:WORST		9784253254519,9784253254526,9784253254533,9784253254540,9784253254557,9784253254564,9784253254571,9784253254588,9784253254595,9784253254601,9784253254618,9784253254625,9784253254632,9784253254649,9784253254656,9784253254663,9784253254670,9784253254687,9784253254694
19	standard		qid:Q2738694|name:あさきゆめみし		9784062204002,9784062204019,9784062204026,9784062204033,9784062204040,9784062204057,9784062204064,9784062204071,9784062204088,9784062204095,9784063194012,9784063194029,9784063194036,9784063194043,9784063194050,9784063194067,9784063194074,9784770040398,9784770040404
19	standard	KPC	qid:Q302859|name:ゴリラーマン	除外レーベル	9784063746747,9784063746808,9784063746853,9784063747102,9784063747119,9784063747157,9784063747225,9784063747379,9784063747447,9784063861372,9784063861389,9784063861396,9784063861402,9784063861419,9784063861549,9784063861570,9784065100042,9784065100059,9784065100769
19	standard	My first wide	qid:Q351742|name:タッチ		9784091621344,9784091621351,9784091621368,9784091621559,9784091621566,9784091621573,9784091621580,9784091621597,9784091621603,9784091633279,9784091633354,9784091633422,9784091633507,9784091633583,9784091633651,9784091633729,9784091633781,9784091633842,9784091633866
19	standard	SJR	qid:Q6455129|name:僕のヒーローアカデミア	除外レーベル	9784081152667,9784081152674,9784081152681,9784081152698,9784081152704,9784081152711,9784081152728,9784081152735,9784081152742,9784081152759,9784081152766,9784081152773,9784081152780,9784081152797,9784081152803,9784081152810,9784081152827,9784081152834,9784081152841
19	standard	Akita top comics wide	qid:Q7497596|name:ドカベン プロ野球編		9784253245951,9784253245968,9784253245975,9784253245999,9784253246309,9784253246323,9784253246330,9784253246347,9784253246354,9784253246361,9784253246378,9784253246385,9784253246392,9784253246408,9784253246422,9784253246477,9784253246484,9784253246491,9784253246507
18	standard	My first big	qid:Q11423339|name:喧嘩ラーメン	除外レーベル	9784091181190,9784091181565,9784091181794,9784091182043,9784091182319,9784091182593,9784091182937,9784091183217,9784091183453,9784091183668,9784091183972,9784091184207,9784091184436,9784091184641,9784091198099,9784091198303,9784091198600,9784091198969
18	standard	ヤングジャンプ・コミックス・スペシャル	qid:Q11672794|name:いとしのエリー		9784088750675,9784088751245,9784088751252,9784088751269,9784088751276,9784088751283,9784088751290,9784088751306,9784088752518,9784088752525,9784088752532,9784088752549,9784088752556,9784088752563,9784088752570,9784088752587,9784088752594,9784088752600
18	standard	ジャンプ・コミックス	qid:Q1191493|name:封神演義		9784088737362,9784088737379,9784088737386,9784088737393,9784088737416,9784088737423,9784088737430,9784088737447,9784088737454,9784088737478,9784088737485,9784088737492,9784088737508,9784088737515,9784088737522,9784088737546,9784088737553,9784088737560
18	standard	KPC	qid:Q1319237|name:あしたのジョー	除外レーベル	9784063717976,9784063718096,9784063718201,9784063718317,9784063718423,9784063718492,9784063718621,9784063718713,9784063718812,9784063718904,9784063719048,9784063719116,9784063719192,9784063747805,9784063747812,9784063747829,9784063747836,9784063747843
18	standard	ぴっかぴかコミックス	qid:Q17572|name:ドラえもん		9784091480019,9784091480026,9784091480033,9784091480040,9784091480057,9784091480064,9784091480071,9784091480088,9784091480095,9784091480101,9784091480439,9784091480491,9784091480569,9784091480606,9784091480705,9784091480774,9784091480897,9784091481818
18	standard	SHŌNEN CHAMPION COMICS EXTRA	qid:Q3045424|name:バキ		9784253253215,9784253253222,9784253253239,9784253253246,9784253253253,9784253253260,9784253253277,9784253253284,9784253253291,9784253253307,9784253253314,9784253253321,9784253253338,9784253253345,9784253253352,9784253253369,9784253253376,9784253253383
18	standard	講談社コミックス別冊フレンド	qid:Q446051|name:ピーチガール		9784063920604,9784063920611,9784063920628,9784063920635,9784063920642,9784063920659,9784063920666,9784063920673,9784063920680,9784063920697,9784063920703,9784063920710,9784063920727,9784063920734,9784063920741,9784063920758,9784063920765,9784063920772
18	standard	少年サンデーコミックス	qid:Q47465101|name:アオアシ		9784098514281,9784098515189,9784098515196,9784098515486,9784098515493,9784098515509,9784098515516,9784098520381,9784098520398,9784098520404,9784098520411,9784098520428,9784098520435,9784098526628,9784098534098,9784098534104,9784098541898,9784098541928
18	standard	講談社プラチナコミックス	qid:Q618883|name:将太の寿司 全国大会編	除外レーベル	9784063749694,9784063749885,9784063750010,9784063750164,9784063750294,9784063750515,9784063750683,9784063750874,9784063776058,9784063857757,9784063857818,9784063857948,9784063858013,9784063858129,9784063858198,9784063858297,9784063858358,9784063858426
18	standard	My first big special	qid:Q958449|name:うしおととら	除外レーベル	9784098034796,9784098035045,9784098035250,9784098035502,9784098035779,9784098036059,9784098036349,9784098036639,9784098036837,9784098037094,9784098037469,9784098037698,9784098037902,9784098038183,9784098038350,9784098038565,9784098038817,9784098043033
18	standard	KPC	qid:Q966701|name:サイコメトラーEiji	除外レーベル	9784063530735,9784063530902,9784063530919,9784063530971,9784063531039,9784063531107,9784063532388,9784063532531,9784063532616,9784063532753,9784063532937,9784063533088,9784063533224,9784063533408,9784063533552,9784063533668,9784063533958,9784063533965
17	standard	KPC	name:七三太朗|name:Dreams	除外レーベル	9784063719895,9784063719963,9784063740066,9784063740141,9784063740233,9784063742084,9784063742152,9784063742220,9784063742398,9784063742473,9784063742589,9784063742756,9784063742824,9784063746303,9784063746402,9784063746471,9784063746556
17	standard	少年サンデーコミックス	name:上野直彦|name:アオアシ		9784098510894,9784098510900,9784098510948,9784098510955,9784098510962,9784098510979,9784098511792,9784098511808,9784098512492,9784098512508,9784098512676,9784098512683,9784098513079,9784098513086,9784098513697,9784098513703,9784098514274
17	standard	SP pocket wide	name:池波正太郎|name:剣客商売		9784845841363,9784845841370,9784845841387,9784845841394,9784845841400,9784845841417,9784845841424,9784845841431,9784845841448,9784845841455,9784845841479,9784845841486,9784845855346,9784845856343,9784845858767,9784845859849,9784845861897
