sid	series_key	title	kana	n_isbn	isbn1
7123	qid:Q11316376|name:ロボットポンコッツ2	ロボットポンコッツ2	ロボット ポンコッツ 2	3	9784063239492
7289	qid:Q11324309|name:ニコ・ニコルソンのマンガ道場破り 破	ニコ・ニコルソンのマンガ道場破り 破	ニコ ニコルソン ノ マンガ ドウジョウヤブリ	1	9784592140276
7328	qid:Q11328345|name:TOKUMA古典コミックシリーズ（3） 宮本武蔵 五輪書	TOKUMA古典コミックシリーズ（3） 宮本武蔵 五輪書		1	9784194452180
7375	qid:Q11329961|name:しろくまカフェbis	しろくまカフェbis	シロクマ カフェ ビス	4	9784087828238
7390	qid:Q11330346|name:ハイスクールD×Dアーシア＆小猫ヒミツのけいやく!?	ハイスクールD×Dアーシア＆小猫ヒミツのけいやく!?	ハイスクール ディー ディー アーシアアンドコネ	1	9784047127852
7421	qid:Q11330816|name:一本包丁満太郎セレクション	一本包丁満太郎セレクション	イッポン ボウチョウ マンタロウ セレクション	8	9784086186216
7474	qid:Q11338739|name:も～っと!蒸し暑いからぬぐー	も～っと!蒸し暑いからぬぐー	モーット ムシアツイ カラ ヌグー	1	9784047296275
7538	qid:Q11342349|name:徳永健吾 (31) のカラダは私だけのものではない	徳永健吾 (31) のカラダは私だけのものではない	トクナガ ケンゴ 31ノ カラダ ワ ワタクシ 	1	9784821135356
7545	qid:Q11342349|name:紳士極道 (ジェントルヤクザ)|sub:冷徹ヤクザはベッドで溺愛ケダモノに豹変する	紳士極道 (ジェントルヤクザ)	ジェントル ヤクザ	1	9784776751267
7556	qid:Q11343189|name:魔法少女おりこ☆マギカ 別編	魔法少女おりこ☆マギカ 別編	マホウ ショウジョ オリコ マギカ	1	9784832243484
7601	qid:Q11345139|name:Love,hate,love.	Love,hate,love.		1	9784396764708
7613	qid:Q11345139|name:スニップ, スネイル＆ドッグテイル	スニップ, スネイル＆ドッグテイル	スニップ スネイル アンド ドッグ テイル	1	9784396783396
7681	qid:Q11347037|name:かすみたなびくスペシャル	かすみたなびくスペシャル	カスミ タナビク スペシャル	1	9784537162608
7715	qid:Q11347037|name:酒のほそ道 + 課長レシピセレクション|sub:酒と肴の歳時記	酒のほそ道 + 課長レシピセレクション	サケ ノ ホソミチ + カチョウ レシピ セレク	1	9784537162066
7716	qid:Q11347037|name:酒のほそ道 スーパーセレクト	酒のほそ道 スーパーセレクト	サケ ノ ホソミチ スーパー セレクト	1	9784537163001
7717	qid:Q11347037|name:酒のほそ道DX	酒のほそ道DX	サケ ノ ホソミチ ディーエックス	1	9784537137088
7718	qid:Q11347037|name:酒のほそ道ひと月スペシャル|sub:酒と肴の歳時記	酒のほそ道ひと月スペシャル	サケ ノ ホソミチ ヒトツキ スペシャル	12	9784537163902
7719	qid:Q11347037|name:酒のほそ道アラカルト	酒のほそ道アラカルト	サケ ノ ホソミチ アラカルト	1	9784537108293
7720	qid:Q11347037|name:酒のほそ道スペシャル	酒のほそ道スペシャル	サケ ノ ホソミチ スペシャル	16	9784537163636
7721	qid:Q11347037|name:酒のほそ道レシピ	酒のほそ道レシピ	サケ ノ ホソミチ レシピ	14	9784537105261
7815	qid:Q11352771|name:FⅢバンディット	FⅢバンディット	エフ サン バンディット	1	9784051061432
7893	qid:Q11354962|name:海辺へ行く道そしてまた、夏	海辺へ行く道そしてまた、夏	ウミベ エ ユク ミチ ソシテ マタ ナツ	1	9784047278028
7966	qid:Q11356487|name:寛太　マイ・ボディーガード	寛太　マイ・ボディーガード	マイ ボディー ガード	1	9784391914757
8014	qid:Q11356907|name:うめぼしの謎	うめぼしの謎	ウメボシ ノ ナゾ	2	9784870256323
8227	qid:Q11361825|name:Hell ＆ heaven	Hell ＆ heaven	Hell アンド heaven	1	9784862639110
8328	qid:Q11363492|name:新カラテ地獄変 孤狼放浪編	新カラテ地獄変 孤狼放浪編	シン カラテ ジゴクヘン	2	9784063766585
8341	qid:Q11363888|name:スイートスポット・スペシャル	スイートスポット・スペシャル	スイート スポット スペシャル	1	9784594025212
8522	qid:Q11364649|name:ひつこいんだから30S	ひつこいんだから30S	ヒツコインダカラ サーティーズ	1	9784893672216
8534	qid:Q11364662|name:アリスの100℃C	アリスの100℃C	アリス ノ 100 C	1	9784253230193
8607	qid:Q11365186|name:初恋＆片思い	初恋＆片思い	first love アンド unrequite	1	9784048914420
8614	qid:Q11365437|name:Fellows!（Q）	Fellows!（Q）	フェローズ キュー	1	9784047279179
8616	qid:Q11365437|name:キツネと熊の王冠(クローネ)	キツネと熊の王冠(クローネ)	キツネ ト クマ ノ クローネ	1	9784047351288
8674	qid:Q11365858|name:ギャルボーイ!plus	ギャルボーイ!plus	ギャルボーイ plus 2	1	9784063191400
8675	qid:Q11365858|name:ギャルボーイ!ファミリー	ギャルボーイ!ファミリー	ギャルボーイ ファミリー	1	9784063192698
8676	qid:Q11365858|name:ギャルボーイ!再恋宣言	ギャルボーイ!再恋宣言	ギャルボーイ サイレン センゲン	1	9784063803549
8683	qid:Q11365858|name:小津安二郎の謎	小津安二郎の謎	オズ ヤスジロウ ノ ナゾ	1	9784091793218
8842	qid:Q11368934|name:ラーメン大好き!	ラーメン大好き!	ラーメン ダイスキ	1	9784800245557
8865	qid:Q11369327|name:甲冑武闘(アーマード・バトル)	甲冑武闘(アーマード・バトル)	アーマード バトル	1	9784047353473
8872	qid:Q11369360|name:金星人調教娘なる²	金星人調教娘なる²	キンセイジン チョウキョウムスメ ナルナル	1	9784882714521
8961	qid:Q11370397|name:ゾーンゼロゼロ	ゾーンゼロゼロ	ゾーン ゼロ ゼロ	2	9784835218571
8962	qid:Q11370397|name:トリニティ・ブラッド～ルボル～	トリニティ・ブラッド～ルボル～	トリニティ ブラッド ルボル	1	9784048543897
8997	qid:Q11371047|name:SPEC～結～	SPEC～結～	スペック クローズ	2	9784041208885
8999	qid:Q11371047|name:ＳＰＥＣ ~零~	ＳＰＥＣ ~零~	スペック ゼロ	1	9784041202388
9024	qid:Q11371891|name:極楽町一丁目界隈	極楽町一丁目界隈	ゴクラクチョウ イッチョウメ カイワイ	1	9784257904922
9258	qid:Q11373855|name:伊賀野カバ丸+	伊賀野カバ丸+	イガノ カバマル + プラス	1	9784086182386
9260	qid:Q11373855|name:伊賀野カバ丸外伝	伊賀野カバ丸外伝	イガノ カバマル ガイデン	2	9784086173957
9380	qid:Q11377235|name:神様はサウスポーdiamond	神様はサウスポーdiamond	カミサマ ワ サウスポー diamond	3	9784537126297
9381	qid:Q11377235|name:神様はサウスポーdiamondスペシャル	神様はサウスポーdiamondスペシャル	カミサマ ワ サウスポー ダイアモンド スペシャ	2	9784537158649
9483	qid:Q11379815|name:視えるんです。 ミミカのとおの物語	視えるんです。 ミミカのとおの物語	ミエルンデス ミミカ ノ トオノ モノガタリ	1	9784041024249
9509	qid:Q11380324|name:スーパーストリートファイターⅡX外伝	スーパーストリートファイターⅡX外伝	スーパー ストリート ファイター ニ エックス 	1	9784881992357
9510	qid:Q11380324|name:マレフィカールムOps Villa	マレフィカールムOps Villa	マレフィカールム オプス ヴィラ	1	9784847039645
9523	qid:Q11380501|name:常世幽世|sub:GHOST EATER	常世幽世	トコヨ カクリヨ	1	9784785966690
9557	qid:Q1138133|name:うつうつひでお日記DX	うつうつひでお日記DX	ウツウツ ヒデオ ニッキ DX	1	9784041600566
9663	qid:Q11382028|name:大図書館の羊飼い	大図書館の羊飼い	ダイ トショカン ノ ヒツジカイ	4	9784048917742
9685	qid:Q11382039|name:吉原情炎～堕ちた華族令嬢～	吉原情炎～堕ちた華族令嬢～		1	9784821179770
9712	qid:Q11382039|name:眠れる森の美女～姫君たちの淫夢～	眠れる森の美女～姫君たちの淫夢～	ネムレル モリ ノ ビジョ ヒメギミ タチ ノ 	1	9784821174409
9735	qid:Q11382072|name:こゝろ	こゝろ	ココロ	1	9784088751887
9763	qid:Q11382324|name:Only if…	Only if…	オンリー イフ	1	9784063259889
9796	qid:Q11382713|name:天使×密造EX	天使×密造EX	テンシ ミツゾウ EX	4	9784047274495
9813	qid:Q11382767|name:ある夏の日の…	ある夏の日の…	アル ナツ ノ ヒ ノ	1	9784840107990
9825	qid:Q11382767|name:佐伯かよの	佐伯かよの	サエキ カヨノ	1	9784575288513
9827	qid:Q11382767|name:午後5時1分前…!	午後5時1分前…!	コゴ ゴジ イップンマエ	1	9784063194456
9832	qid:Q11382767|name:幸せな結婚	幸せな結婚	シアワセナ ケッコン	2	9784872877816
9928	qid:Q11383295|name:無敵看板娘N	無敵看板娘N	ムテキ カンバンムスメ N	5	9784253211659
10022	qid:Q11383574|name:バチバチBURST	バチバチBURST	バチバチ バースト	12	9784253218061
10028	qid:Q11383576|name:サトラレneo	サトラレneo	サトラレ neo	2	9784063521726
10094	qid:Q11384930|name:プリティ・タフ	プリティ・タフ	プリティ タフ	1	9784886536419
10177	qid:Q11385132|name:（新）マリエにお手!	（新）マリエにお手!	シン マリエ ニ オテ	2	9784925187817
10181	qid:Q11385285|name:悪滅	悪滅	アクメツ	2	9784253244510
10257	qid:Q11386899|name:だめんず・うぉーかー	だめんず・うぉーかー	ダメンズ ウォーカー	2	9784594608095
10261	qid:Q11386899|name:もんぺ町ヨメトメうぉ～ず	もんぺ町ヨメトメうぉ～ず	モンペチョウ ヨメ トメ ウォーズ	1	9784093965316
10361	qid:Q11388688|name:おとめ地獄～ヴァージニア・インフェルノ	おとめ地獄～ヴァージニア・インフェルノ	オトメ ジゴク ヴァージニア インフェルノ	1	9784921181406
10568	qid:Q11394041|name:羽毛100％	羽毛100％	ウモウ 100パーセント	1	9784781603964
10624	qid:Q11394188|name:だまって泣いているのです	だまって泣いているのです	ダマッテ ナイテ イルノデス	1	9784812461914
10720	qid:Q11395646|name:メトロイド	メトロイド	メトロイド	3	9784063320022
10733	qid:Q11395926|name:嫁姑の拳Z	嫁姑の拳Z	ヨメ シュウトメ ノ ケン ゼット	2	9784253158732
10745	qid:Q11396374|name:ハツコイ～Only Love～	ハツコイ～Only Love～	ハツコイ オンリー ラヴ	1	9784091377883
10755	qid:Q11396374|name:欲望と恋のめぐり-螺旋-	欲望と恋のめぐり-螺旋-	ヨクボウ ト コイ ノ メグリ	1	9784091383129
10800	qid:Q11397069|name:結＆旅人	結＆旅人	ユイ アンド タビト	1	9784061065321
10836	qid:Q11397150|name:大東京ビンボー生活マニュアルスペシャル	大東京ビンボー生活マニュアルスペシャル	ダイトウキョウ ビンボー セイカツ マニュアル 	2	9784537159479
10895	qid:Q11399093|name:グルメ探偵りょうじスペシャル	グルメ探偵りょうじスペシャル	グルメ タンテイ リョウジ スペシャル	1	9784537158687
10898	qid:Q11399093|name:ザ・シェフ ファイナル	ザ・シェフ ファイナル	ザ シェフ ファイナル	1	9784537131024
10899	qid:Q11399093|name:ザ・シェフ ファイナル スペシャル	ザ・シェフ ファイナル スペシャル	ザ ・ シェフ ファイナル スペシャル	1	9784537161496
10901	qid:Q11399093|name:ザ・シェフ～新章	ザ・シェフ～新章	ザシェフシンショウ	15	9784537103359
10960	qid:Q11400442|name:Daddy long legs	Daddy long legs	ダディ ロング レッグス	1	9784088653372
10978	qid:Q11401251|name:砂漠に花を…	砂漠に花を…	リー ノ ショウ	1	9784391914344
10991	qid:Q11402332|name:38℃	38℃	38ドC	1	9784088563619
11116	qid:Q11405623|name:GUSH maniaEX	GUSH maniaEX	ガッシュ マニアックス	5	9784796402576
11196	qid:Q11407530|name:ざ・ふぁぶる	ざ・ふぁぶる	ザ ファブル	1	9784065199855
11300	qid:Q11409058|name:人間仮免中 つづき	人間仮免中 つづき	ニンゲン カリメンチュウ	1	9784091892898
11322	qid:Q1140911|name:初期少女・幼年作品	初期少女・幼年作品	ショキ ショウジョ ヨウネン サクヒン	1	9784091434647
11352	qid:Q11409335|name:そうっと…初恋	そうっと…初恋	ソウット ハツコイ	1	9784061082830
11357	qid:Q11409335|name:もしかして不思議…!	もしかして不思議…!	モシカシテ フシギ	1	9784061785977
11377	qid:Q11409335|name:夢の途中で…	夢の途中で…	ユメ ノ トチュウ デ	1	9784063480191
11625	qid:Q11412214|name:GJスペシャル	GJスペシャル	GJ スペシャル	3	9784537154740
11627	qid:Q11412214|name:The Jr.	The Jr.		1	9784845848874
11633	qid:Q11412214|name:ゴッドジョブ	ゴッドジョブ	ゴッド ジョブ	3	9784862258786
11634	qid:Q11412214|name:ザ・スローター・コップ（誕生）	ザ・スローター・コップ（誕生）	ザ ・ スローター コップ タンジョウ	1	9784845848850
11640	qid:Q11412214|name:凶刃者 (ブレイダー)	凶刃者 (ブレイダー)	ブレイダー	1	9784845856695
11647	qid:Q11412214|name:堕悪スペシャル	堕悪スペシャル	Dark スペシャル	2	9784537156621
11654	qid:Q11412214|name:死星マリアスペシャル	死星マリアスペシャル	シスター マリア スペシャル	1	9784537153972
11672	qid:Q11412700|name:戦国BASARA4 梵天丸編	戦国BASARA4 梵天丸編	センゴク バサラ フォー	1	9784048653589
11675	qid:Q11412836|name:99％カカオ	99％カカオ	99パーセント カカオ	1	9784063415452
11684	qid:Q11412836|name:彼はトモダチplus	彼はトモダチplus	カレ ワ トモダチ plus	1	9784063417616
11744	qid:Q11413422|name:ど根性ガエル傑作セレクション	ど根性ガエル傑作セレクション	ドコンジョウ ガエル ケッサク セレクション	1	9784835457826
11774	qid:Q11413524|name:ぐり～ん❤かれんだあ	ぐり～ん❤かれんだあ	グリーン カレンダア	2	9784061012196
11776	qid:Q11413524|name:はいすく～る	はいすく～る	ハイスクール	1	9784061089129
11803	qid:Q11413524|name:真理＆朗	真理＆朗	マリ アンド アキラ	1	9784061089426
11806	qid:Q11413524|name:緑の風を走りぬけ…	緑の風を走りぬけ…	ミドリ ノ カゼ オ ハシリヌケ	1	9784061097285
11863	qid:Q11414072|name:荒くれKNIGHT高校爆走編	荒くれKNIGHT高校爆走編		3	9784785926380
11868	qid:Q11414072|name:（吉）商店特盛劇場	（吉）商店特盛劇場	マルヨシ ショウテン トクモリ ゲキジョウ	1	9784091251015
