slug	title	seed_max	page_max	missing	status	title_id	next_cid
nando-toki-o-kurikaeshitemo-honnouji-ga-moerunjaga	何度、時をくりかえしても本能寺が燃えるんじゃが!?	15	16	1	completed	916117	916117_016
shoujo-wa-isekai-de-satsuriku-no-sainou-ni-mezameru	少女は異世界で『殺戮の才能』に目覚める	3	4	1	ongoing	1966681	1966681_004
tokyo-hinkon-joshi	東京貧困女子。	17	18	1	ongoing	899330	899330_018
zense-watashi-ni-kyoumi-ga-nakatta-otto-kyarahen-shite-dekiai-shitekitemo-taiou-ni-komarimasu	前世私に興味がなかった夫、キャラ変して溺愛してきても対応に困りますっ!	2	3	1	completed	1405909	1405909_003
tensei-madouou-wa-teihenshoku-no-kuromajutsushi-ga-jitsu-wa-saikyoushoku-da-to-shitteiru	転生魔導王は、底辺職の黒魔術士が、実は最強職だと知っている	5	6	1	ongoing	869323	869323_006
megane-otoko-na-kare	メガネ男子な彼。	1	2	1	completed	22560	22560_002
shiroi-kekkon-kara-sannen-danna-sama-watashi-to-rien-shite-kudasai	白い結婚から三年。旦那様、私と離縁してください	2	3	1	ongoing	1804660	1804660_003
gishi-no-kawari-ni-yomei-ichinen-to-iwareru-koushaku-shisoku-sama-to-konyaku-suru-koto-ni	義姉の代わりに、余命一年と言われる侯爵子息様と婚約することになりました	7	8	1	ongoing	1464452	1464452_008
tensei-shitemo-jikka-o-oidasareta-node-kondo-wa-jibun-no-ishi-de-ikite-ikimasu	転生しても実家を追い出されたので、今度は自分の意志で生きていきます	3	4	1	ongoing	1701364	1701364_004
nenrei-seigen-tsuki-otomege-no-akuyaku-reijou-desu-katabutsu-kishi-sama-ga-yuushuu-sugite-aaru	年齢制限付き乙女ゲーの悪役令嬢ですが、堅物騎士様が優秀過ぎてRイベントが一切おきない	4	5	1	completed	1433943	1433943_005
hoshino-hibana-wa-mitsugareru	星野ヒバナはみつがれる	2	3	1	ongoing	1950526	1950526_003
wake-ari-aki-kun-no-koi-ga-kikoeru	訳あり秋くんの恋が聴こえる	5	6	1	completed	1372608	1372608_006
shoujo-manga-no-hero-ni-naritai-noni-heroine-atsukai-dekiaisareru-ore	少女マンガのヒーローになりたいのにヒロイン扱いされる俺。	6	7	1	ongoing	20047519	20047519_007
denpa-no-todoku-jikuu-ni-imasu	電波のとどく時空にいます	2	3	1	ongoing	1878012	1878012_003
tsuihousareta-dekiaisareru-tabi-2-skill-o-te-ni-ireta-ore-ga-100-no-isekai-de-nishuume-musou	追放されるたびにスキルを手に入れた俺が、100の異世界で2周目無双	5	6	1	ongoing	1299579	1299579_006
majo-to-youhei	魔女と傭兵	8	9	1	ongoing	1565393	1565393_009
mizu-zokusei-no-mahoutsukai-comic	水属性の魔法使い@COMIC	8	9	1	ongoing	1069931	1069931_009
itoko-no-ko	いとこのこ	5	6	1	ongoing	20085587	20085587_006
yuri-no-hajimari-wa-dorei-kara	百合のはじまりは奴隷から	2	3	1	completed	20116369	20116369_003
kyou-mo-e-ni-kaita-mochi-ga-umai	今日も絵に描いた餅が美味い@COMIC	13	14	1	ongoing	1095258	1095258_014
maou-no-musume-tachi-to-maguwaeba-tsuyoku-nareru-tte-hontou-desuka	魔王の娘たちとまぐわえば強くなれるって本当ですか?	7	8	1	ongoing	1075902	1075902_008
doutei-yuusha-no-harem-maou-toubatsuki	童貞勇者のハーレム魔王討伐記	3	4	1	completed	1715470	1715470_004
shitai-katsugi-no-nemu	死体担ぎのネム	2	3	1	ongoing	1927768	1927768_003
tetsusabi-to-1000-karatto	鉄錆と1000カラット	2	3	1	ongoing	20107560	20107560_003
hajimeteno	はじめての	2	3	1	completed	429465	429465_003
sekai-o-sukutta-saikyou-yuusha-ni-stalker-dekiaisareru-mura-musume-no-hanashi	世界を救った最強勇者にストーカーされる村娘の話	3	4	1	ongoing	20127736	20127736_004
ooi-tonbo	オーイ!とんぼ	63	64	1	ongoing	50002791	50002791_064
momogumi-plus-senki	桃組プラス戦記	23	24	1	ongoing	141221	141221_024
outaishihi-ni-nante-naritakunai-konyakusha-hen	王太子妃になんてなりたくない!!婚約者編	4	5	1	ongoing	20057368	20057368_005
mob-douzen-no-akuyaku-reijou-wa-dansou-shite-kouryaku-taishou-no-za-o-comic	モブ同然の悪役令嬢は男装して攻略対象の座を狙う@COMIC	3	4	1	ongoing	20062699	20062699_004
heroine-nanoni-ikemen-idol-ni-narimashita	ヒロインなのに、イケメンアイドル♂になりました!?	6	7	1	ongoing	20095126	20095126_007
hinata-to-onii-chan	ひなたとお兄ちゃん	2	3	1	ongoing	20117478	20117478_003
ponkotsu-outaishi-no-mobu-ane-joou-rashiikedo-akuyaku-reijou-ga-kawaisou-nanode-tasukeyou-to	ポンコツ王太子のモブ姉王女らしいけど、悪役令嬢が可哀想なので助けようと思います～王女ルートがない!?なら作ればいいのよ!～@COMIC	4	5	1	ongoing	1274657	1274657_005
omae-o-tsuihousareta-suru-tsuihousareta-sareta-no-wa-ore-dewa-naku-mukuchi-na-mahou-shoujo-deshita	「お前を追放する」追放されたのは俺ではなく無口な魔法少女でした	5	6	1	ongoing	20079824	20079824_006
shokuryou-seisei-skill-o-te-ni-ireta-node-isekai-de-shoukai-o-tachiageyou-to-omoimasu	食料生成スキルを手に入れたので、異世界で商会を立ち上げようと思います	5	6	1	ongoing	20043134	20043134_006
unmei-no-tsugai-naraba-sono-akai-ito-toyara-kirisutete-sashiagemashou-attomaaku-comic	運命の番?ならばその赤い糸とやら切り捨てて差し上げましょう@COMIC	6	7	1	completed	881587	881587_007
usotsuki-heika-ga-watashi-ni-shuuchaku-suru-wake	嘘つき陛下が私に執着する理由	5	6	1	ongoing	20125430	20125430_006
kyuujitsu-gentei-kanojo	休日限定彼女	2	3	1	completed	20053797	20053797_003
kogitsune-warawara-inarigami-no-makanai-meshi-itadakimasu	こぎつね、わらわら稲荷神のまかない飯いただきますっ!	5	6	1	completed	1004034	1004034_006
koori-no-koushaku-sama-ni-amayakasaretai	氷の侯爵様に甘やかされたいっ!～シリアス展開しかない幼女に転生してしまった私の奮闘記～@COMIC	6	7	1	ongoing	1069930	1069930_007
kujira-no-ryourinin	くじらの料理人	2	3	1	ongoing	1916428	1916428_003
majime-megane-kun-o-otoshitai	真面目メガネくんをオトしたい	4	5	1	ongoing	20068155	20068155_005
levius	Levius	2	3	1	completed	609685	609685_003
isekai-kenja-no-tensei-musou	異世界賢者の転生無双	13	14	1	ongoing	713057	713057_014
ore-dake-fuguu-skill-no-isekai-shoukan-hangyakuki	俺だけ不遇スキルの異世界召喚叛逆記	16	17	1	ongoing	1266549	1266549_017
isekai-craft-gurashi	異世界クラフトぐらし	9	10	1	ongoing	20042683	20042683_010
shop-skill-sae-areba-danjonka-shita-sekai-demo-rakushou-da	『ショップ』スキルさえあれば、ダンジョン化した世界でも楽勝だ	4	5	1	ongoing	1209997	1209997_005
kamigami-no-kago-de-sei-san-kakumei	神々の加護で生産革命	7	8	1	ongoing	20040281	20040281_008
tsuihousareta-yuusha-no-yuugana-seikatsu	追放勇者の優雅な生活	5	6	1	ongoing	20118228	20118228_006
dareka-kono-joukyou-o-setsumei-shite-kudasai	誰かこの状況を説明してください!	11	12	1	ongoing	526525	526525_012
outaishi-sama-watashi-kondo-koso-anata-ni-korosaretakunaindesu	王太子様、私今度こそあなたに殺されたくないんです!	9	10	1	ongoing	1137408	1137408_010
kisu-kara-hajimaru-isekai-harem	キスからはじまる異世界ハーレム	4	5	1	ongoing	1661434	1661434_005
isekai-gourmet-de-nariagari-musou	異世界グルメで成り上がり無双	4	5	1	ongoing	1986681	1986681_005
guild-tsuihousareta-sareta-zatsuyougakari-no-gekokujou	ギルド追放された雑用係の下剋上	7	8	1	ongoing	1315104	1315104_008
saijakushoku-ga-zense-no-chishiki-de-sekai-saikyou	最弱職が前世の知識で世界最強	4	5	1	completed	1473133	1473133_005
tensai-renkinjutsushi-wa-kimama-ni-tabi-suru	天才錬金術師は気ままに旅する	4	5	1	completed	20093342	20093342_005
etchi-na-moretemasu	エッチな××漏れてます…っ!	2	3	1	completed	863215	863215_003
rettoumon-no-chouetsu-healer	劣等紋の超越ヒーラー	4	5	1	completed	1047846	1047846_005
kaeri-no-kai-o-hajimemasu	帰りの会をはじめます。	4	5	1	ongoing	20125401	20125401_005
hime-kishi-ga-classmate	姫騎士がクラスメート!	9	10	1	ongoing	382946	382946_010
eeranku-boukensha-no-slow-life	Aランク冒険者のスローライフ	12	13	1	ongoing	646490	646490_013
class-teni-de-ore-dake-haburareta-node-doukyuusei-harem-tsukuru-koto-ni-shita	クラス転移で俺だけハブられたので、同級生ハーレム作ることにした	12	13	1	completed	646491	646491_013
ataerareta-skill-o-tsukatte-kaseide-isekai-bijo-tachi-to-ichaicha-shitai	与えられたスキルを使って稼いで異世界美女達とイチャイチャしたい	7	8	1	ongoing	20044397	20044397_008
kijin-gentoushou	鬼人幻燈抄	10	11	1	ongoing	20036779	20036779_011
zatsuyou-fuyo-jutsushi-ga-jibun-no-saikyou-ni-kizuku-made	雑用付与術師が自分の最強に気付くまで	11	12	1	ongoing	20040279	20040279_012
biryuu-enshou-tan	美龍艶笑譚	9	10	1	ongoing	1077031	1077031_010
hazure-hantei-kara-hajimatta-cheat-majutsushi-seikatsu	ハズレ判定から始まったチート魔術士生活	12	13	1	ongoing	20027334	20027334_013
gorin-no-megami-sama	五輪の女神さま	13	14	1	ongoing	1082608	1082608_014
majutsu-guild-sousui	魔術ギルド総帥	13	14	1	ongoing	1472139	1472139_014
ikenie-ni-natta-ore-ga-naze-jashin-o-horoboshite-shimatta-ken	生贄になった俺が、なぜか邪神を滅ぼしてしまった件	4	5	1	ongoing	20043996	20043996_005
kagurai	カグライ	5	6	1	ongoing	20145647	20145647_006
dungeon-no-aru-sekai-de-kashikoku-sukoyaka-ni-ikiru-houhou	ダンジョンのある世界で賢く健やかに生きる方法	8	9	1	ongoing	20047644	20047644_009
ansatsu-koukyuu	暗殺後宮	10	11	1	ongoing	20041785	20041785_011
hakui-no-eiyuu	白衣の英雄	11	12	1	ongoing	20030704	20030704_012
acid-flower	アシッド・フラワー	2	3	1	completed	292560	292560_003
omae-ga-kawari-ni-shine-to-iwareta-watashi-imouto-no-migawari-ni-reikoku-na-henkyou-no-moto-e	「お前が代わりに死ね」と言われた私。妹の身代わりに冷酷な辺境伯のもとへ嫁ぎ、幸せを手に入れる	5	6	1	ongoing	20072592	20072592_006
aozora-shoujo-tai	青空少女隊	2	3	1	completed	60003110	60003110_003
kaisei-no-ketsumeisha	廻生の血盟者	7	8	1	completed	20125173	20125173_008
potion-koujou-ni-sasen-sareta-renkinjutsushi-bishoujo-ni-rachi-sare-ikoku-de-itsunomanika-eiyuu-ni	ポーション工場に左遷された錬金術師、美少女に拉致され異国でいつの間にか英雄になる	5	6	1	ongoing	20073012	20073012_006
hitori-camp-shitara-isekai-ni-teni-shita-hanashi	一人キャンプしたら異世界に転移した話	5	6	1	ongoing	20062844	20062844_006
jimihime-to-kuroneko-no-enman-na-konyaku-haki	地味姫と黒猫の、円満な婚約破棄	7	8	1	ongoing	20032542	20032542_008
tsuihousareta-sareta-akuyaku-reijou-wa-danzai-o-mankitsu-suru	追放された悪役令嬢は断罪を満喫する	7	8	1	completed	20045593	20045593_008
koukyuu-chahiden	後宮茶妃伝	9	10	1	ongoing	20061201	20061201_010
korosaretara-zombie-ni-natta-node-shinka-shimakutte-musou-shiyou-to-omoimasu	殺されたらゾンビになったので、進化しまくって無双しようと思います	3	4	1	ongoing	1629876	1629876_004
nisemono-ni-ubawareta-seijo-no-chii-nantoshitemo-torikaesa-nakute-ikka	偽者に奪われた聖女の地位、なんとしても取り返さ……なくていっか!	3	4	1	ongoing	20119392	20119392_004
genkai-koe-no-tenpu-wa-tenseisha-ni-shika-atsukaenai	限界超えの天賦は、転生者にしか扱えない	7	8	1	ongoing	20034383	20034383_008
makutsu-no-ou	魔窟の王	3	4	1	ongoing	20115336	20115336_004
hadakeru-kaibutsu	はだける怪物	1	2	1	completed	482894	482894_002
tsuihousareta-sareta-akuyaku-reijou-to-tensei-danshaku-no-slow-de-fushigi-na-kekkon-seikatsu	追放された悪役令嬢と転生男爵のスローで不思議な結婚生活	2	3	1	completed	1255566	1255566_003
manga-yuuenchi	漫画ゆうえんち	10	11	1	ongoing	1190192	1190192_011
baki-gaiden-gaia-to-shikorusukii	バキ外伝ガイアとシコルスキー	11	12	1	ongoing	1299568	1299568_012
sennen-kitsune	千年狐	13	14	1	ongoing	566671	566671_014
kamo-no-negi-niwa-doku-ga-aru	カモのネギには毒がある	14	15	1	ongoing	1098311	1098311_015
botsuraku-reijou-binbou-kishi-no-maid-ni-narimasu	没落令嬢、貧乏騎士のメイドになります	5	6	1	ongoing	1139944	1139944_006
yannatchau-cry-aishiteru	やんなっちゃうくらい愛してる	1	2	1	completed	181403	181403_002
hangure	半グレ	15	16	1	ongoing	958030	958030_016
suterareta-kisaki	捨てられた妃	3	4	1	ongoing	1571010	1571010_004
konjaku-monogatari	今昔物語	1	2	1	completed	719683	719683_002
ballad	BALLAD	1	2	1	completed	263722	263722_002
kamiasobi	かみあそび!	7	8	1	ongoing	1736141	1736141_008
karikura	カリクラ	2	3	1	completed	674947	674947_003
pso2-new-genesis-central	PSO2ニュージェネシスせんとらるっ!	4	5	1	ongoing	1291224	1291224_005
azayaka-na-hoshi-tachi	あざやかな星たち	1	2	1	completed	936766	936766_002
hitoribocchi-no-isekai-kouryaku	ひとりぼっちの異世界攻略	27	28	1	ongoing	650387	650387_028
tenseishitara-ken-deshita	転生したら剣でした	19	20	1	ongoing	438544	438544_020
hima-ten	ひまてん!	10	11	1	completed	20105408	20105408_011
yamada-to-kase-san	山田と加瀬さん。	4	5	1	ongoing	634532	634532_005
tougeoni	峠鬼	8	9	1	ongoing	641251	641251_009
mahou-shoujo-dandelion	魔法少女ダンデライオン	4	5	1	ongoing	20127789	20127789_005
ougon-no-keikenchi	黄金の経験値	4	5	1	ongoing	20082035	20082035_005
mahoutsukai-no-konyakusha	魔法使いの婚約者	4	5	1	completed	503601	503601_005
sora-o-matotte	空をまとって	9	10	1	completed	1417140	1417140_010
konbini-goutou-kara-tasuketa-jimi-tenin-ga-onaji-class-no-ubu-de-kawaii-gal-datta	コンビニ強盗から助けた地味店員が、同じクラスのうぶで可愛いギャルだった	2	3	1	completed	20067438	20067438_003
helvetica-standard	Helvetica Standard	2	3	1	completed	141106	141106_003
hoshikawa-ginza-yonchoume	星川銀座四丁目	2	3	1	completed	429539	429539_003
kyokutou-kimerateika	極東キメラティカ	3	4	1	completed	1362555	1362555_004
kimi-ha-shuumatsu	きみは終末	1	2	1	ongoing	20169761	20169761_002
youkaku-no-majoromi	羊角のマジョロミ	2	3	1	completed	819152	819152_003
sakamoto-holidays	SAKAMOTO HOLIDAYS	3	4	1	ongoing	20113269	20113269_004
te-ni-ireta-saimin-app-de-yume-no-harem-seikatsu-o-okuritai	手に入れた催眠アプリで夢のハーレム生活を送りたい	3	4	1	ongoing	20118736	20118736_004
game-akuyaku-kizoku-ni-tensei-shita-ore-wa-cheat-kinniku-de-musou-suru	ゲーム悪役貴族に転生した俺は、チート筋肉で無双する	4	5	1	ongoing	20114347	20114347_005
nonnonbaa-to-ore	のんのんばあとオレ	1	2	1	completed	912340	912340_002
munekata-kyouju-denkikou	宗像教授伝奇考	7	8	1	completed	393090	393090_008
azur-lane-bisoku-zenshintsu	アズールレーンびそくぜんしんっ!	5	6	1	ongoing	627074	627074_006
shin-takarajima	新宝島	1	2	1	completed	142760	142760_002
inochi-no-tabekata	いのちの食べ方	3	4	1	ongoing	20079406	20079406_004
wakeari-senpai-no-kanojo-ni-narimashita	訳アリ先輩の彼女になりました	10	11	1	ongoing	20023960	20023960_011
akame	赤目	1	2	1	completed	496888	496888_002
miyori-no-mori-no-shiki	ミヨリの森の四季	1	2	1	completed	129797	129797_002
ura-dungeon-oku-san	裏ダンジョンおくさん	4	5	1	ongoing	20141839	20141839_005
grey	Grey	2	3	1	completed	5660	5660_003
sex-fantasy	セックス・ファンタジー	4	5	1	completed	20036656	20036656_005
jinzou-ningen-kikaider	人造人間キカイダー	5	6	1	completed	256965	256965_006
sankyuu-pitch	サンキューピッチ	6	7	1	ongoing	20113231	20113231_007
tenshi	天使	1	2	1	completed	131638	131638_002
arion	アリオン	4	5	1	completed	1640783	1640783_005
oshiete-shitsuji-kun	おしえて執事くん	2	3	1	ongoing	1988903	1988903_003
takane-no-hanao-kun	高嶺の花男くん	7	8	1	ongoing	566678	566678_008
daishinyuu	大親友	7	8	1	ongoing	748407	748407_008
satellite-coin-laundry	サテライト・コインランドリー	2	3	1	completed	20053905	20053905_003
futago-no-kishi	双子の騎士	1	2	1	completed	140329	140329_002
sayonara-diamond	さよならダイヤモンド	4	5	1	completed	20108437	20108437_005
himitsu-sentai-gorenger	秘密戦隊ゴレンジャー	4	5	1	completed	256971	256971_005
kuuzoku-huck-to-jouki-no-hime	空賊ハックと蒸気の姫	5	6	1	ongoing	20098547	20098547_006
amefuri-harete-hana-hikaru	雨降り晴れて花ひかる	1	2	1	completed	20051035	20051035_002
gilgamesh	ギルガメッシュ	5	6	1	completed	264720	264720_006
hibi-wa-sugiredo-meshi-umashi	日々は過ぎれど飯うまし	2	3	1	ongoing	20131301	20131301_003
shikou-shounen	思考少年	2	3	1	completed	754798	754798_003
aruite-ippo	あるいて一歩!!	2	3	1	completed	214125	214125_003
yamato-gensouki	邪馬台幻想記	1	2	1	completed	188064	188064_002
serial-killer-isekai-ni-oritatsu-isekai-battle-royal	シリアルキラー異世界に降り立つ 異世界バトルロイヤル	3	4	1	ongoing	20112687	20112687_004
outaishi-ni-konyaku-haki-sareta-node-mou-baka-no-furi-wa-yameyou-to-omoimasu	王太子に婚約破棄されたので、もうバカのふりはやめようと思います	8	9	1	ongoing	20048696	20048696_009
karaoke-de-utau-onee-san-to-isshokenmei	カラオケで歌うおねえさんといっしょ	2	3	1	completed	20131219	20131219_003
minami-the-super-evolution	ミナミザスーパーエボリューション	3	4	1	ongoing	20146154	20146154_004
gas-nora-inu-tanteidan	ガス灯野良犬探偵団	11	12	1	ongoing	1457744	1457744_012
ultraman-along-came-a-spider-man	ウルトラマン:アロング・ケイム・ア・スパイダーマン	3	4	1	ongoing	20105082	20105082_004
hotel-helheim	ホテルヘルヘイム	2	3	1	completed	683938	683938_003
heroine-voice	ヒロインボイス	1	2	1	completed	499293	499293_002
kyoujinkankei	狂人関係	3	4	1	completed	310318	310318_004
kyouhaku-dog-s-another-secret	キョウハクDOG's Another Secret	6	7	1	completed	204547	204547_007
orurerian-no-kishihime	オルレリアンの騎士姫	1	2	1	completed	20138590	20138590_002
