重症度	位置	証拠	slug	題	版type	版imprint	版publisher	版の巻数	多数派帯	多数派社名	浮巻番号	浮ISBN	浮帯	浮帯の社名	浮巻発売日	前後の多数派	ズレ月	連番からの想定ISBN	楽天題	楽天叢書	楽天出版社
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON19(46%)+RAKPUB	moudoku-no-kuchizuke	猛毒のくちづけ	standard	SDC YLシリーズ	青泉社	5	978-4-910429x4	青泉社	5	9784867780435	978-4-86778	青泉社	2023-09	4巻2022-12→-	9		猛毒のくちづけ（5）	秋水デジタルコミックス　YLシリーズ	秋水社
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	nabakari-bitch-to-inkya-basu	名ばかりビッチと陰キャバス	standard	ガンガンコミックスonline	スクウェア・エニックス	3	978-4-7575x2	スクウェア・エニックス	3	9784301001690	978-4-301	スクウェア・エニックス	2025-11-15	2巻2025-02→-	9		名ばかりビッチと陰キャバス（3）(完)	ガンガンコミックスONLINE	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON56(76%)	neko-no-massaajiya-san	ねこのマッサージ屋さん	standard	クリエコミックス	オーバーラップ	3	978-4-86554x2	オーバーラップ	3	9784824000378	978-4-8240	オーバーラップ	2021-11-15	2巻2021-02→-	9		ねこのマッサージ屋さん 3	クリエコミックス	オーバーラップ
F参考(先頭/末尾=移籍濃厚)	末尾	PUBDIFF+PAIRCOMMON21(17%)+RAKPUB	oda-cinnamon-nobunaga	織田シナモン信長	standard	ゼノンコミックス	徳間書店	10	978-4-19x8	徳間書店	9	9784867202036	978-4-86720	コアミックス	2021-01	8巻2020-04→-	9		織田シナモン信長（9）	ゼノンコミックス	コアミックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	ore-no-genjitsu-wa-love-game-ka-to-omottara-inochigake-no-game-datta	俺の現実は恋愛ゲーム??-かと思ったら命がけのゲームだった	standard	ガンガンコミックスup!	スクウェア・エニックス	23	978-4-7575x21	スクウェア・エニックス	22	9784301003984	978-4-301	スクウェア・エニックス	2026-03-27	21巻2025-06→-	9		俺の現実は恋愛ゲーム？？　〜かと思ったら命がけのゲームだった〜(22)	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON16(39%)	osouzaiya-to-ol	お惣菜屋とOL	standard	Hugピクシブシリーズ	フロンティアワークス	4	978-4-86657x3	フロンティアワークス	1	9784861349577	978-4-86134	フロンティアワークス	2017-01-14	-→2巻2017-10	9		お惣菜屋とOL 1	リラクトコミックス Hugピクシブシリーズ	フロンティアワークス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON37(26%)	oukyuu-niwa-are-ga-iru	王宮には『アレ』が居る	standard	プティルFantasyコミックス	ハーパーコリンズ・ジャパン	3	978-4-302x2	ハーパーコリンズ・ジャパン	1	9784596726209	978-4-596	ハーパーコリンズ・ジャパン	2025-03-21	-→2巻2025-12	9		王宮には『アレ』が居る　1	プティルファンタジーコミックス　プティルファンタジーコミック	ハーパーコリンズ・ジャパン
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON7(64%)	pachisuro-de-atta-zenbu-umai-hanashi	パチスロであった全部旨い話	standard	白夜コミックス	白夜書房	10	978-4-86191x9	白夜書房	1	9784893679536	978-4-89367	白夜書房	2004-08	-→2巻2005-05	9		パチスロであった全部旨い話	白夜コミックス	白夜書房
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON60(72%)	ponkotsu-outaishi-no-mobu-ane-joou-rashiikedo-akuyaku-reijou-ga-kawaisou-nanode-tasukeyou-to	ポンコツ王太子のモブ姉王女らしいけど、悪役令嬢が可哀想なので助けようと思います～王女ルートがない!?なら作ればいいのよ!～@COMIC	standard	コロナ・コミックス	TOブックス	4	978-4-86699x2	TOブックス	3	9784867941935	978-4-86794	TOブックス	2024-06-01	2巻2023-09→-	9		ポンコツ王太子のモブ姉王女らしいけど、悪役令嬢が可哀想なので助けようと思います〜王女ルートがない！？なら作ればいいのよ！	コロナ・コミックス　コロナコミックス	TOブックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON12(48%)	ressuru-ji-andaaguraundo	レッする!ジ・アンダーグラウンド	standard	ヴァルキリーコミックス	キルタイムコミュニケーション	4	978-4-7992x3	キルタイムコミュニケーション	1	9784860329822	978-4-86032	キルタイムコミュニケーション	2010-10	-→2巻2011-07	9		レッする！ジ・アンダーグラウンド（1）	ヴァルキリーコミックス	キルタイムコミュニケーション
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON60(72%)+TITLEDIFF	saiai-no-onee-sama-ga-akuyaku-reijou-datta-no-de-shinario-ni-aragaimasu	最愛のお姉様が悪役令嬢だったので、神が定めた運命(シナリオ)に抗います@COMIC	standard	コロナ・コミックス	TOブックス	3	978-4-86699x2	TOブックス	3	9784867941782	978-4-86794	TOブックス	2024-06	2巻2023-09→-	9		最愛のお姉様が悪役令嬢だったので、神が定めた運命（シナリオ）に抗います 第3巻	コロナ・コミックス	TOブックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	saibai-cheat-de-saikyou-saien	栽培チートで最強菜園	standard	ガンガンコミックスup!	スクウェア・エニックス	8	978-4-7575x6	スクウェア・エニックス	7	9784301001539	978-4-301	スクウェア・エニックス	2025-11-15	6巻2025-02→-	9		栽培チートで最強菜園〜え、ただの家庭菜園ですけど？〜（7）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON35(55%)+RAKPUB	saihate-ni-madou	最果てに惑う	standard	ヒーローズコミックスふらっと	小学館クリエイティブ	3	978-4-86468x2	小学館クリエイティブ	3	9784868050179	978-4-86805	小学館クリエイティブ	2024-11-03	2巻2024-02→-	9		最果てに惑う（3）	ヒーローズコミックス ふらっと	ヒーローズ
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	saikyou-tanku-no-meikyuu-kouryaku	最強タンクの迷宮攻略	standard	ガンガンコミックスup!	スクウェア・エニックス	14	978-4-7575x13	スクウェア・エニックス	14	9784301002611	978-4-301	スクウェア・エニックス	2026-01-09	13巻2025-04→-	9		最強タンクの迷宮攻略　〜体力9999のレアスキル持ちタンク、勇者パーティーを追放される〜（14）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	senmetsu-madou-no-saikyou-kenja	殲滅魔導の最強賢者	standard	ガンガンコミックスup!	スクウェア・エニックス	10	978-4-7575x9	スクウェア・エニックス	10	9784301002314	978-4-301	スクウェア・エニックス	2025-12-26	9巻2025-03→-	9		殲滅魔導の最強賢者　無才の賢者、魔導を極め最強へ至る（10）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON56(24%)	shiina-kun-no-torikemo-hyakka	椎名くんの鳥獣百科	standard	Avarus series	マッグガーデン	10	978-4-8000x8	マッグガーデン	2	9784861279096	978-4-86127	マッグガーデン	2011-10	-→3巻2012-07	9		椎名くんの鳥獣百科（2）	マッグガーデンコミックス・アヴァルスシリーズ	マッグガーデン
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	shikkokutsukai-no-saikyou-yuusha	漆黒使いの最強勇者	standard	ガンガンコミックスup!	スクウェア・エニックス	16	978-4-7575x15	スクウェア・エニックス	16	9784301002055	978-4-301	スクウェア・エニックス	2025-12-26	15巻2025-03→-	9		漆黒使いの最強勇者　仲間全員に裏切られたので最強の魔物と組みます（16）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	PUBDIFF+PAIRCOMMON41(23%)	shina-dark	シャイナ・ダルク	standard	MFコミックス→カドカワコミックスA		4	978-4-8402x2	メディアワークス	3	9784048671545	978-4-04	KADOKAWA	2008-05-27	2巻2007-08→-	9		シャイナ・ダルク　〜黒き月の王と蒼碧の月の姫君（3）	電撃コミックス	KADOKAWA
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	slime-taoshite-300-nen-shiranai-uchi-ni-level-max-ni-nattemashita	スライム倒して300年、知らないうちにレベルmaxになってました	standard	ガンガンコミックスonline	スクウェア・エニックス	18	978-4-7575x16	スクウェア・エニックス	17	9784301001683	978-4-301	スクウェア・エニックス	2025-12-26	16巻2025-03→-	9		スライム倒して300年、知らないうちにレベルMAXになってました（17）	ガンガンコミックスONLINE	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON56(24%)	soukou-akki-muramasa-makaihen	装甲悪鬼村正 魔界編	standard	Blade comics	マッグガーデン	5	978-4-8000x3	マッグガーデン	2	9784861278914	978-4-86127	マッグガーデン	2011-09-10	-→3巻2012-06	9		装甲悪鬼村正魔界編（2）	ブレイドコミックス	マッグガーデン
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON56(24%)	suashi-no-meteoraito	素足のメテオライト	standard	Blade comics	マッグガーデン	5	978-4-86127x3	マッグガーデン	5	9784800000675	978-4-8000	マッグガーデン	2012-11-09	3巻2012-02→-	9		素足のメテオライト（5）	ブレイドコミックス	マッグガーデン
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON58(56%)	suterareta-oujo-no-himitsu-no-shinshitsu	捨てられた王女の秘密の寝室	standard	カラフルハピネス	一迅社	4	978-4-7580x3	一迅社	4	9784825101258	978-4-8251	一迅社	2026-09-17	3巻2025-12→-	9				
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON18(29%)	tanaka-no-atelier	田中のアトリエ	standard	Ride Comics	マイクロマガジン社	5	978-4-86716x3	マイクロマガジン社	1	9784896379488	978-4-89637	マイクロマガジン社	2019-12	-→3巻2020-09	9		田中のアトリエ〜年齢＝彼女いない歴の魔法使い〜　1	ライドコミックス	マイクロマガジン社
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON60(72%)	tensei-shitara-koutei-deshita-umarenagara-no-koutei-wa-konosaki-ikinokoreru-ka-comic	転生したら皇帝でした～生まれながらの皇帝はこの先生き残れるか～@COMIC	standard	コロナ・コミックス	TOブックス	7	978-4-86794x5	TOブックス	2	9784866998862	978-4-86699	TOブックス	2023-07-01	-→3巻2024-04	9		転生したら皇帝でした〜生まれながらの皇帝はこの先生き残れるか〜＠COMIC 第2巻		
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	tensei-yuusha-no-kimama-tabi	転生勇者の気まま旅	standard	ガンガンコミックスup!	スクウェア・エニックス	6	978-4-7575x4	スクウェア・エニックス	5	9784301004257	978-4-301	スクウェア・エニックス	2026-04-25	4巻2025-07→-	9		転生勇者の気まま旅（5）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON30(25%)	tokyo-mafia	東京魔悲夜	standard	バンブーコミックス	竹書房	5	978-4-88475x3	竹書房	4	9784812450734	978-4-8124	竹書房	1996-07	3巻1995-10→-	9		東京魔悲夜（4）	バンブーコミックス	竹書房
F参考(先頭/末尾=移籍濃厚)	末尾	PUBDIFF+PAIRCOMMON21(21%)+RAKPUB	tori-no-isoji-san	とりの、いそじさん。	standard	POLARIS COMICS	ほるぷ出版	4	978-4-593x3	ほるぷ出版	4	9784866750286	978-4-86675	フレックスコミックス	2018-09-15	3巻2017-12→-	9		とりの、いそじさん。（4）	ポラリスCOMICS	フレックスコミックス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON16(39%)	usagi-wa-seigi	うさぎは正義	standard	Hugピクシブシリーズ	フロンティアワークス	13	978-4-86657x12	フロンティアワークス	1	9784861349157	978-4-86134	フロンティアワークス	2016-09-15	-→2巻2017-06	9		うさぎは正義	リラクトコミックス Hugピクシブシリーズ	フロンティアワークス
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON12(48%)	yuureiou	幽霊王	standard	ヴァルキリーコミックス	キルタイムコミュニケーション	7	978-4-7992x5	キルタイムコミュニケーション	2	9784860329808	978-4-86032	キルタイムコミュニケーション	2010-10	-→3巻2011-07	9		幽霊王（2）	ヴァルキリーコミックス	キルタイムコミュニケーション
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON60(72%)	akutou-ikka-no-manamusume-tenseisaki-mo-otome-game-no-gokudou-reijou-deshita-saijoukyuu-rank-no	悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。～最上級ランクの悪役さま、その溺愛は不要です!～@COMIC	standard	コロナ・コミックス	TOブックス	6	978-4-86794x4	TOブックス	1	9784866998459	978-4-86699	TOブックス	2023-06	-→2巻2024-02	8		悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。〜最上級ランクの悪役さま、その溺愛は不要です！〜 @COMIC第1巻	コロナ・コミックス	TOブックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON41(73%)	akutou-ikka-no-manamusume-tenseisaki-mo-otome-game-no-gokudou-reijou-deshita-saijoukyuu-rank-no	悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。～最上級ランクの悪役さま、その溺愛は不要です!～@COMIC	standard	コロナ・コミックス	TOブックス	6	978-4-86794x4	TOブックス	6	9784868540755	978-4-86854	TOブックス	2026-08-10	5巻2025-12→-	8		悪党一家の愛娘、転生先も乙女ゲームの極道令嬢でした。〜最上級ランクの悪役さま、その溺愛は不要です！〜@COMIC 第6巻	Celicaコミックス	TOブックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	akuyaku-reijou-ni-tensei-shita-inaka-musume-ga-baddoendo-kaihi-ni-idomu-hanashi	悪役令嬢に転生した田舎娘がバッドエンド回避に挑む話	standard	ガンガンコミックスup!	スクウェア・エニックス	4	978-4-7575x3	スクウェア・エニックス	4	9784301003502	978-4-301	スクウェア・エニックス	2026-03-27	3巻2025-07→-	8		悪役令嬢に転生した田舎娘がバッドエンド回避に挑む話 〜死にたくないのでラスボスより強くなってみた〜（4）(完)	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	先頭	PUBDIFF+PAIRCOMMON27(8%)+RAKPUB	ame-nochi-hare	あめのちはれ	standard	ビーズログコミックス	エンターブレイン	8	978-4-04x7	KADOKAWA	1	9784757748125	978-4-7577	エンターブレイン	2009-04-01	-→2巻2009-12	8		あめのちはれ　1	B's-LOG COMICS	KADOKAWA
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON240(70%)	ansatsu-skill-de-isekai-saikyou	暗殺スキルで異世界最強	standard	ガンガンコミックスup!	スクウェア・エニックス	7	978-4-7575x6	スクウェア・エニックス	7	9784301001522	978-4-301	スクウェア・エニックス	2025-11-15	6巻2025-03→-	8		暗殺スキルで異世界最強　〜錬金術と暗殺術を極めた俺は、世界を陰から支配する〜（7）	ガンガンコミックスUP！	スクウェア・エニックス
F参考(先頭/末尾=移籍濃厚)	末尾	SAME_PUB+PAIRCOMMON56(76%)	arifureta-shokugyou-de-sekai-saikyou-zero	ありふれた職業で世界最強 零	standard	ガルドコミックス	オーバーラップ	8	978-4-86554x6	オーバーラップ	7	9784824000705	978-4-8240	オーバーラップ	2021-12-25	6巻2021-04→-	8		ありふれた職業で世界最強　零 7	ガルドコミックス	オーバーラップ
F参考(先頭/末尾=移籍濃厚)	先頭	SAME_PUB+PAIRCOMMON13(19%)+RAKPUB	atagoul-wa-neko-no-mori	アタゴオルは猫の森	standard		メディアファクトリー	9	978-4-8401x7	メディアファクトリー	2	9784889917796	978-4-88991	メディアファクトリー	2001-04-01	-→3巻2001-12	8		アタゴオルは猫の森2	MFコミックス フラッパーシリーズ	KADOKAWA
