severity	kind	slug	title	ed_idx	ed_type	ed_imprint	ed_publisher	date	gran	n	ed_vols	frac	ed_batch	vols	cadence_mo	cad_src	span_months	serial_years	year_started	year_ended	event_slugs	isbn_block	nbr_n	nbr_same	nbr_inside	nbr_titles	nbr_titles_flat	nbr_span_mo	serial_width	isbn_proof_ok	local_rate	implied_months	rakuten	rk_distinct	rk_spread_mo	rk_offset_mo	rk_mono	rakuten_dates	legit_hint
MED	PARTIAL_BULK	sazae-san	サザエさん	0	standard		朝日新聞社	1995-05	month	4	68	0.06	3	12-34(飛)	4.9	observed	14.6	28	1994	2021	1	4/23	13	0	0	2	1	132	23	0	0.73	29.9	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	12:1995年05月 13:1995年05月 33:1995年05月 34:1995年05月	楽天も実質同日
MED	PARTIAL_BULK	sazae-san	サザエさん	0	standard		朝日新聞社	1995-06	month	4	68	0.06	3	14-32(飛)	4.9	observed	14.6	28	1994	2021	1	4/19	11	0	0	2	1	107	19	0	0.89	20.3	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	14:1995年06月 15:1995年06月 31:1995年06月 32:1995年06月	楽天も実質同日
MED	PARTIAL_BULK	nukarumi-no-shokutaku	泥濘の食卓	0	standard	Bunch comics	新潮社	2023-10-06	day	4	9	0.44	1	2-5	4.6	observed	13.9	4	2022	2025	1	4/4	109	7	0	36	2	13	4	0	9.5	0.3	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	2:2023年10月06日頃 3:2023年10月06日頃 4:2023年10月06日頃 5:2023年10月06日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PLACEHOLDER_DATE	ninja-senpuu	忍者旋風	0	standard	コンパクト・コミックス	集英社	1967-12-31	day	4	4	1.0	4	1-4		assumed	7.5	9	1959	1967	1		0	0	0	0	0	0	0	0				0	0	0	0		
MED	PLACEHOLDER_DATE	otoko-ippiki-gaki-daishou	男一匹ガキ大将	1	bunkobon	集英社漫画文庫	集英社	1976-12-31	day	4	20	0.2	1	6-9	0.5	observed	1.6	5	1969	1973	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
MED	PARTIAL_BULK	norakuro-souchou	のらくろ曹長	0	standard			1935-12	month	3	5	0.6	1	1-3	101.5	observed	203.0	35	1935	1969	1		0	0	0	0	0	0	0	0				0	0	0	0		
MED	PARTIAL_BULK	shin-dabide-no-hoshi	新・堕靡泥の星	0	standard	Play comic series	秋田書店	2002-06-01	day	3	10	0.3	1	8-10	20.3	observed	40.7	16	1987	2002	1		0	0	0	0	0	0	0	0				0	0	0	0		
MED	PARTIAL_BULK	kamigami-no-itadaki	神々の山嶺	2	standard	ヤングジャンプコミックスGJ	集英社	2016-02-02	day	3	5	0.6	1	1-3	19.8	observed	39.5	23	2000	2022	1	3/3	52	0	0	11	0	100	3	0	0.77	2.6	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2016年02月02日頃 2:2016年02月02日頃 3:2016年02月02日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	akaki-chi-no-eleven	赤き血のイレブン	0	standard	ヒット・コミックス	広済堂	1987-04-20	day	3	6	0.5	2	3-5	17.4	observed	34.8	8	1987	1994	1	3/3	24	0	0	2	0	18	3	0	2.39	0.8		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
MED	PARTIAL_BULK	kutabare-namida-kun	くたばれ!!涙くん	0	standard	サンデーコミックス	秋田書店	1978-12	month	3	8	0.38	1	6-8	14.4	observed	28.9	9	1970	1978	1		0	0	0	0	0	0	0	0				0	0	0	0		
MED	PARTIAL_BULK	kachou-fuugetsu	花鳥風月	0	standard	ディアプラスコミックス	新書館	2017-04	month	3	12	0.25	1	3-6(飛)	13.8	observed	27.6	14	2013		1	3/10	43	1	1	10	2	27	10	0	4.69	1.9		0	0	0	0		
MED	PARTIAL_BULK	perman	パーマン	0	standard	中公コミックス	小学館	2003-04	month	3	8	0.38	1	1-3	12.3	observed	24.6	14	1997	2010	1	3/3	103	3	0	19	0	217	3	0	0.22	9.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2003年03月 2:2003年03月 3:2003年03月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	the-morgue	ザ・モルグ	1	bunkobon	ぶんか社コミック文庫	ぶんか社	2005-09	month	3	5	0.6	1	1-3	12.2	observed	24.5	1	2003	2003	1	3/3	59	5	0	9	2	15	3	0	8.62	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2005年09月 2:2005年09月 3:2005年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
MED	PARTIAL_BULK	hitman-2013	ヒットマン	0	standard		KADOKAWA	2017-05-18	day	3	5	0.6	1	3-5	11.0	observed	22.0	5	2013	2017	1	3/3	22	0	0	0	0	6	3	0	10.67	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	3:2017年05月18日頃 4:2017年05月18日頃 5:2017年05月18日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	hatenkou-yuugi	破天荒遊戯	0	standard	GFC	一迅社	2002-09	month	3	24	0.12	1	1-3	10.5	observed	21.0	21	2002	2022	1	3/3	31	0	0	8	0	19	3	0	3.21	0.6	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2002年08月 2:2002年08月 3:2002年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	glass-no-kamen	ガラスの仮面	1	bunkobon	白泉社文庫	白泉社	1994-03	month	3	27	0.11	2	3-5	10.4	observed	20.8	51	1976		2	3/3	15	7	0	3	2	174	3	0	0.08	24.9	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	3:1994年03月 4:1994年03月 5:1994年03月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
MED	PARTIAL_BULK	osaka-mamegohan	大阪豆ゴハン	1	bunkobon	講談社漫画文庫	講談社	2007-04	month	3	6	0.5	1	4-6	10.4	observed	20.8	6	1993	1998	1	3/3	114	10	0	25	3	12	3	0	10.36	0.2		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別
MED	PARTIAL_BULK	bell-epoque	ベル・エポック	1	bunkobon	Young you特別企画文庫	集英社	1998-04	month	3	7	0.43	1	2-4	10.0	observed	20.0	11	1992	2002	1	3/3	79	0	0	15	7	91	3	0	0.98	2.0	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	2:1998年04月 3:1998年04月 4:1998年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
MED	PARTIAL_BULK	marou-ou-reppuu-den	魔狼王烈風伝	0	standard	Dengeki Comics EX	メディアワークス	1994-04	month	3	9	0.33	1	1-3	10.0	observed	20.0	7	1994	2000	1	3/24	3	0	0	0	0	0	24	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1994年04月 2:1994年04月 3:1994年04月	楽天も実質同日
MED	PARTIAL_BULK	silent-m-bius	サイレントメビウス	0	standard	Comp comics DX	角川書店	2001-01	month	3	15	0.2	1	13-15	9.9	observed	19.9	13	1989	2001	1	3/3	92	2	0	23	2	42	3	0	2.79	0.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	13:2000年12月26日 14:2000年12月26日 15:2000年12月26日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	zone-00	ZONE-00	0	standard	Zero comics	KADOKAWA	2007-05-23	day	3	20	0.15	1	1-3	9.7	observed	19.4	16	2007	2022	1	3/21	44	3	8	8	1	31	21	1	5.56	3.6	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2007年05月23日頃 2:2007年05月23日頃 3:2007年05月23日頃	楽天も実質同日
MED	PARTIAL_BULK	e-s	E'S	0	standard	Gファンタジーコミックス	エニックス	2003-03	month	3	16	0.19	1	1-3	8.5	observed	16.9	12	1999	2010	1	3/3	80	35	0	10	0	5	3	0	22.4	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2003年03月 2:2003年03月 3:2003年03月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	shiawase-no-katachi	しあわせのかたち	0	standard	Famitsu comix	アスキー	1992-02	month	3	5	0.6	1	1-3	8.0	observed	16.0	3	1992	1994	1	3/4	15	0	0	3	2	12	4	0	4.25	0.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:1992年01月22日頃 2:1992年01月22日頃 3:1992年01月22日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	usagiotoko-toraotoko	兎オトコ虎オトコ	0	standard	CHOCOLAT COMICS	白泉社	2020-02-27	day	3	5	0.6	1	1-3	8.0	observed	16.0	3	2020	2022	1	3/3	63	0	0	14	1	173	3	0	0.7	2.9	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2020年02月27日頃 2:2020年02月27日頃 3:2020年02月27日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	watashi-wa-shadow	私はシャドウ	0	bunkobon	集英社文庫コミック版	集英社	2011-09	month	3	6	0.5	1	4-6	7.8	observed	15.6	4	2008	2011	1	3/3	103	6	0	16	1	18	3	0	7.2	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:2011年09月 5:2011年09月 6:2011年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
MED	PARTIAL_BULK	sore-ga-seiyuu	それが声優!	0	standard	IDコミックス	一迅社	2015-07-08	day	3	5	0.6	1	1-3	7.2	observed	14.5	3	2015	2017	1	3/3	51	5	0	13	2	20	3	0	6.16	0.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2015年07月08日頃 2:2015年07月08日頃 3:2015年07月08日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	shin-karate-jigokuhen	新カラテ地獄変	0	standard	サンケイコミックス	不明	1979-12	month	3	13	0.23	1	1-3	7.2	observed	14.3	9	1979	1987	1		0	0	0	0	0	0	0	0				0	0	0	0		
MED	PARTIAL_BULK	shin-karate-jigokuhen	新カラテ地獄変	0	standard	サンケイコミックス	不明	1980-08	month	3	13	0.23	1	4-6	7.2	observed	14.3	9	1979	1987	1		0	0	0	0	0	0	0	0				0	0	0	0		
MED	PARTIAL_BULK	onmyouji	陰陽師	1	standard	SC DELUX バーガー	白泉社	1999-07-17	day	3	13	0.23	1	1-3	6.2	observed	12.5	12	1994	2005	1	3/3	93	1	0	19	0	184	3	0	0.63	3.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1999年07月 2:1999年07月 3:1999年07月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	PARTIAL_BULK	onmyouji	陰陽師	1	standard	SC DELUX バーガー	白泉社	1999-09-01	day	3	13	0.23	1	4-6	6.2	observed	12.5	12	1994	2005	1	3/3	94	0	0	20	0	174	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	4:1999年08月 5:1999年08月 6:1999年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	RAKUTEN_WIDE	kamuigaiden	カムイ外伝	0	standard	ビッグコミックス	小学館	1983-07	month	3	20	0.15	1	3-7(飛)	2.6	observed	5.2	5	1983	1987	1	3/5	23	0	0	5	0	51	5	0	1.88	2.1	3種/3件/散4ヶ月/本番との中央ズレ134ヶ月 ※楽天が重版・新装の日付を返している疑い(証拠として弱い)	3	4	134	1	3:1994年06月30日頃 6:1994年09月30日頃 7:1994年10月28日頃	
MED	PLACEHOLDER_DATE	arion	アリオン	2	deluxe	アニメージュコミックスデラックス	不明	1986-01-01	day	3	3	1.0	3	1-3		assumed	5.0	6	1980	1985	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
MED	PLACEHOLDER_DATE	manga-project-ekkusu-chousenshatachi	まんがプロジェクトX挑戦者たち	0	standard		宙出版	2004-12-31	day	3	13	0.23	5	6-8	0.8	observed	1.7	2	2004	2005	1	3/3	8	3	0	0	0	8	3	0	12.62	0.2		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
MED	RAKUTEN_WIDE	tetsuwan-atom	鉄腕アトム	0	standard	SUNDAY COMICS	秋田書店	1999-07	month	3	20	0.15	2	1-3	0.5	observed	0.9	45	1956	2000	1	3/3	27	0	0	8	0	132	3	0	0.24	8.2	1種/3件/散0ヶ月/本番との中央ズレ122ヶ月 ※楽天が重版・新装の日付を返している疑い(証拠として弱い)	1	0	122	1	1:2009年09月30日頃 2:2009年09月30日頃 3:2009年09月30日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	RAKUTEN_WIDE	gegege-no-kitarou	ゲゲゲの鬼太郎	0	standard	講談社コミックス	講談社	1985-09-18	day	3	17	0.18	3	1-3	0.3	observed	0.6	2	1985	1986	1		0	0	0	0	0	0	0	0			3種/3件/散393ヶ月/本番との中央ズレ191ヶ月 ※楽天が重版・新装の日付を返している疑い(証拠として弱い)	3	393	191	0	1:2001年08月09日頃 2:1985年09月18日頃 3:2018年06月14日頃	
MED	RAKUTEN_WIDE	gegege-no-kitarou	ゲゲゲの鬼太郎	0	standard	講談社コミックス	講談社	1985-10-18	day	3	17	0.18	3	4-6	0.3	observed	0.6	2	1985	1986	1	3/339004	45593	29	29651	6919	195	683	339004	0	939.34	360.9	3種/3件/散394ヶ月/本番との中央ズレ393ヶ月 ※楽天が重版・新装の日付を返している疑い(証拠として弱い)	3	394	393	1	4:1985年10月18日頃 5:2018年07月17日 6:2018年08月17日	
MED	RAKUTEN_WIDE	gegege-no-kitarou	ゲゲゲの鬼太郎	0	standard	講談社コミックス	講談社	1985-11-18	day	3	17	0.18	3	7-9	0.3	observed	0.6	2	1985	1986	1	3/3	40	0	0	1	0	47	3	0			3種/3件/散2ヶ月/本番との中央ズレ395ヶ月 ※楽天が重版・新装の日付を返している疑い(証拠として弱い)	3	2	395	1	7:2018年09月14日頃 8:2018年10月17日頃 9:2018年11月15日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
MED	RAKUTEN_WIDE	gegege-no-kitarou	ゲゲゲの鬼太郎	0	standard	講談社コミックス	講談社	1985-12-17	day	3	17	0.18	3	10-12	0.3	observed	0.6	2	1985	1986	1	3/5	49	0	1	1	0	6	5	0			3種/3件/散2ヶ月/本番との中央ズレ397ヶ月 ※楽天が重版・新装の日付を返している疑い(証拠として弱い)	3	2	397	1	10:2018年12月17日頃 11:2019年01月17日 12:2019年02月15日	楽天も実質同日
MED	RAKUTEN_WIDE	gegege-no-kitarou	ゲゲゲの鬼太郎	0	standard	講談社コミックス	講談社	1986-01-18	day	3	17	0.18	3	13-15	0.3	observed	0.6	2	1985	1986	1	3/338969	45593	25	29631	6919	195	683	338969	0	939.34	360.9	2種/3件/散398ヶ月/本番との中央ズレ0ヶ月 ※楽天が重版・新装の日付を返している疑い(証拠として弱い)	2	398	0	0	13:2019年03月15日 14:1986年01月18日頃 15:1986年01月18日頃	
LOW	ED_REGULAR_BATCH	netsuai-prince-oniichan-wa-kimi-ga-suki	熱愛プリンス お兄ちゃんはキミが好き	2	kanzenban	アニメージュコミックスコイハル	カルチュア・エンタテインメント	2026-10-13	day	25	25	1.0	25	1-25		assumed	60.0	12	2015		1	25/25	13	0	0	4	1	124	25	0	0.32	74.4		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別
LOW	ED_REGULAR_BATCH	shoichi	伝説の雀鬼 ショーイチ	1	kanzenban	マンガの金字塔		2021-06	month	24	24	1.0	24	1-24		assumed	57.5	6	1989	1994	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	PUBLISHER_BATCH	tensai-bakabon	天才バカボン	4	shinsoban	赤塚不二夫漫画大全集	小学館	2005-09	month	21	21	1.0	21	1-21		assumed	50.0	8	1969	1976	4	21/21	58	58	0	12	12	0	21	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語 / 再版種別 / 近傍58件中58件が同日=レーベル一斉出荷 / 近傍の複数巻作品12件中12件が全巻同日=レーベル体質
LOW	ED_REGULAR_BATCH	nihonnorekishi	日本の歴史	0	standard	集英社版・学習まんが	集英社	2016-10	month	20	20	1.0	20	1-20		assumed	47.5	42	1982	2023	1	20/20	0	0	0	0	0	0	20	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語
LOW	ED_REGULAR_BATCH	netsuai-prince-oniichan-wa-kimi-ga-suki	熱愛プリンス お兄ちゃんはキミが好き	1	shinsoban	ASTRO COMICS	宙出版	2023-09-08	day	19	19	1.0	19	1-19		assumed	45.0	12	2015		1	19/19	84	8	6	27	5	29	19	0	4.88	3.7	1種/19件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2023年09月08日 2:2023年09月08日 3:2023年09月08日 4:2023年09月08日 5:2023年09月08日 6:2023年09月08日 7:2023年09月08日 8:2023年09月08日 9:2023年09月08日 10:2023年09月08日 11:2023年09月08日 12:2023年09月08日 13:2023年09月08日 14:2023年09月08日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	hyakki-yagyou-show	百鬼夜行抄	1	standard	眠れぬ夜の奇妙な話コミックス	朝日新聞社	2007-10	month	15	32	0.47	1	1-15	7.2	observed	100.3	20	2007		5	15/15	55	49	0	10	6	3	15	0	52.5	0.3	1種/15件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2007年10月 2:2007年10月 3:2007年10月 4:2007年10月 5:2007年10月 6:2007年10月 7:2007年10月 8:2007年10月 9:2007年10月 10:2007年10月 11:2007年10月 12:2007年10月 13:2007年10月 14:2007年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍55件中49件が同日=レーベル一斉出荷 / 近傍の複数巻作品10件中6件が全巻同日=レーベル体質
LOW	ED_REGULAR_BATCH	nippon-no-rekishi-2015-9	日本の歴史	0	standard	角川まんが学習シリーズ	KADOKAWA	2015-06-30	day	15	15	1.0	15	1-15		assumed	35.0	1	2015	2015	1	15/15	6	0	0	2	0	6	15	0	1.17	12.0		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語
LOW	SMALL_BATCH	ippei-zenshuu	一平全集	1	shinsoban	大空社復刻版	大空社	1990-10	month	15	20	0.75	15	1-15	0.7	observed	10.3	2	1929	1930	1		0	0	0	0	0	0	0	0				0	0	0	0		学習/全集/BOX語 / 再版種別
LOW	ED_REGULAR_BATCH	umezu-kazuo-kowai-hon	楳図かずおこわい本	2	bunkobon	楳図かずお恐怖文庫	朝日新聞社	2007-10	month	14	14	1.0	14	1-14		assumed	32.5	2	1981	1982	1	14/14	43	16	0	10	1	60	14	0	1.88	6.9	2種/14件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	0	0	1	1:2007年10月01日頃 2:2007年10月01日頃 3:2007年10月01日頃 4:2007年10月01日頃 5:2007年10月01日頃 6:2007年10月01日頃 7:2007年10月01日頃 8:2007年10月01日頃 9:2007年10月01日頃 10:2007年10月 11:2007年10月01日頃 12:2007年10月01日頃 13:2007年10月01日頃 14:2007年10月01日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	ED_REGULAR_BATCH	hinotori	火の鳥	2	bunkobon	角川文庫	角川書店	1992-12-10	day	13	14	0.93	13	1-13	24.0	observed	288.0	43	1976	2018	1	13/13	17	0	0	1	1	49	13	0	0.43	28.0	1種/13件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1992年12月08日頃 2:1992年12月08日頃 3:1992年12月08日頃 4:1992年12月08日頃 5:1992年12月08日頃 6:1992年12月08日頃 7:1992年12月08日頃 8:1992年12月08日頃 9:1992年12月08日頃 10:1992年12月08日頃 11:1992年12月08日頃 12:1992年12月08日頃 13:1992年12月08日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	gakken-manga-nippon-no-rekishi	学研まんが 日本の歴史	0	standard		学研	1982	year	13	16	0.81	2	2-16(飛)	0.3	observed	4.0	12	1982	1993	1	13/15	0	0	0	0	0	0	15	0				0	0	0	0		学習/全集/BOX語
LOW	PUBLISHER_BATCH	black-jack	ブラック・ジャック	3	bunkobon	秋田文庫	秋田書店	1993-08	month	12	17	0.71	1	1-12	7.6	observed	83.2	22	1974	1995	1	12/12	56	0	0	8	6	169	12	0	0.11	96.1	3種/12件/散15ヶ月 ★楽天はバラける=本番の同一日が偽	3	15	26	0	1:1995年10月 2:1995年08月 3:1995年08月 4:1994年07月 5:1995年08月 6:1995年10月 7:1995年10月 8:1995年10月 9:1995年10月 10:1995年10月 11:1995年10月 12:1995年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 近傍の複数巻作品8件中6件が全巻同日=レーベル体質
LOW	ED_REGULAR_BATCH	gakken-manga-new-sekai-no-rekishi	学研まんがNEW世界の歴史	0	standard		学研プラス	2016-02-23	day	12	12	1.0	12	1-12		assumed	27.5	1	2016	2016	2	12/12	0	0	0	0	0	0	12	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語
LOW	ED_REGULAR_BATCH	shiki	史記	1	bunkobon	小学館文庫	小学館	2001-08	month	11	11	1.0	11	1-11		assumed	25.0	6	1994	1999	1	11/11	90	5	0	6	1	76	11	0	1.0	10.0	1種/11件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:2001年07月17日頃 2:2001年07月17日頃 3:2001年07月17日頃 4:2001年07月17日頃 5:2001年07月17日頃 6:2001年07月17日頃 7:2001年07月17日頃 8:2001年07月17日頃 9:2001年07月17日頃 10:2001年07月17日頃 11:2001年07月17日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PARTIAL_BULK(年のみ)	shounen-shoujo-nippon-no-rekishi	少年少女日本の歴史	1	standard	少年少女日本の歴史 1982年版	小学館	1982	year	11	20	0.55	1	5-15	1.5	observed	14.7	38	1981	2018	1	11/11	0	0	0	0	0	0	11	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語
LOW	PUBLISHER_BATCH	hakatakko-junjou	博多っ子純情	1	bunkobon	双葉文庫	双葉社	1996-02	month	10	10	1.0	10	1-10		assumed	22.5	8	1977	1984	1	10/10	72	0	0	19	18	41	10	0	2.22	4.1	1種/10件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1996年02月 2:1996年02月 3:1996年02月 4:1996年02月 5:1996年02月 6:1996年02月 7:1996年02月 8:1996年02月 9:1996年02月 10:1996年02月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品19件中18件が全巻同日=レーベル体質
LOW	ED_REGULAR_BATCH	kamuidendainibu	カムイ伝 第二部	1	bunkobon	小学館文庫	小学館	1999-06-26	day	10	10	1.0	10	1-10		assumed	22.5	12	1989	2000	1	10/10	34	0	0	0	0	179	10	0	0.27	33.6	1種/10件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1999年06月26日頃 2:1999年06月26日頃 3:1999年06月26日頃 4:1999年06月26日頃 5:1999年06月26日頃 6:1999年06月26日頃 7:1999年06月26日頃 8:1999年06月26日頃 9:1999年06月26日頃 10:1999年06月26日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
