key	base	role	new_slug	title	vols	year	surname	sur_src	flag
name:古鉢るか|name:はなにあらし	hana-ni-arashi	main	hana-ni-arashi	はなにあらし	13	2018	kobachi	anilist	
qid:Q11669977|name:花にアラシ	hana-ni-arashi	sub	hana-ni-arashi-ogawa-2008	花にアラシ	2	2008	ogawa	anilist	
qid:Q60627555|name:花に嵐	hana-ni-arashi	sub	hana-ni-arashi-1986	花に嵐	1	1986		none	
qid:Q9130239|name:花に嵐	hana-ni-arashi	sub	hana-ni-arashi-2011	花に嵐	1	2011		none	
qid:Q6838451|name:花に嵐!	hana-ni-arashi	sub	hana-ni-arashi-2014	花に嵐!	1	2014		pykakasi	
qid:Q11496375|name:Moegi・せんせーしょん!	moegi-sensation	main	moegi-sensation	Moegi・せんせーしょん!	10	1990	togawa	anilist	
name:戸川?友|name:MOEGI・せんせーしょん!	moegi-sensation	sub	moegi-sensation-2009	MOEGI・せんせーしょん!	2	2009		pykakasi	
name:御影夏|name:ゴーストライター	ghost-writer	main	ghost-writer	ゴーストライター	3	2015	otsuka	anilist	
name:椿カヲリ|name:ゴーストライター	ghost-writer	sub	ghost-writer-tsubaki-2012	ゴーストライター	2	2012	tsubaki	anilist	
qid:Q11460076|name:となりの801ちゃん	tonari-no-801chan	main	tonari-no-801chan	となりの801ちゃん+	6	2012	kojima	anilist	
qid:Q79017980|name:となりの801ちゃん	tonari-no-801chan	sub	tonari-no-801chan-kojima-2008	となりの801ちゃん	3	2008	kojima	anilist	
name:御祇島千明|name:真・女神転生	shin-megami-tensei	main	shin-megami-tensei	真・女神転生	4	1993	ogishima	anilist	
qid:Q11534451|name:真・女神転生	shin-megami-tensei	sub	shin-megami-tensei-atlus	真・女神転生	1		atlus	anilist	DEFER_YEAR_MISSING
name:矢沢永吉|name:成りあがり	nariagari	main	nariagari	成りあがり	3	2008		pykakasi	
name:江原良道|name:成りあがり	nariagari	sub	nariagari-1993	成りあがり	2	1993		pykakasi	
name:江田二三夫|name:モーツァルト	mozart	main	mozart	モーツァルト	2	1991		pykakasi	
qid:Q21019094|name:モーツァルト	mozart	sub	mozart-2	モーツァルト	1			none	DEFER_YEAR_MISSING
name:香日ゆら|name:先生と僕|sub:夏目漱石を囲む人々	sensei-to-boku	main	sensei-to-boku	先生と僕	2	2018	kohi	anilist	
qid:Q11482442|name:センセイと僕	sensei-to-boku	sub	sensei-to-boku-hirao-2013	センセイと僕	1	2013	hirao	anilist	
name:高橋ツトム|name:Blue Heaven	blue-heaven	main	blue-heaven	Blue Heaven	3	2002	takahashi	anilist	
qid:Q3423740|name:ブルー・ヘヴン	blue-heaven	sub	blue-heaven-1997	ブルー・ヘヴン	1	1997		none	
qid:Q11280639|name:ブルーヘヴン	blue-heaven	sub	blue-heaven-2000	ブルーヘヴン	1	2000		none	
qid:Q1051001|name:JUMBO MAX	jumbo-max	main	jumbo-max	JUMBO MAX	11	2020	takahashi	anilist	
name:高橋ツトム|name:JUMBO MAX	jumbo-max	sub	jumbo-max-takahashi-2025	JUMBO MAX	3	2025	takahashi	anilist	
name:高橋ツトム|name:爆音列島	bakuon-rettou	main	bakuon-rettou	爆音列島	15	2003	takahashi	anilist	
qid:Q1051001|name:爆音列島	bakuon-rettou	sub	bakuon-rettou-2012	爆音列島	11	2012		none	
name:高橋はるまさ|name:夜の戦士	yoru-no-suit	main	yoru-no-suit	夜の戦士	3	1993		pykakasi	
qid:Q11473338|name:夜の戦士	yoru-no-suit	sub	yoru-no-suit-okamura-2015	夜の戦士	3	2015	okamura	anilist	
name:高橋ユキ|name:リセット|sub:囚われの全身整形	reset	main	reset	リセット	2	2019		pykakasi	
qid:Q3519220|name:RESET	reset	sub	reset-2005	RESET	1	2005		pykakasi	
qid:Q11045602|name:リセット	reset	sub	reset-2009	Reset	1	2009		none	
qid:Q471103|name:仮面ライダー	kamen-rider	main	kamen-rider	仮面ライダー	30	1971	ishinomori	anilist	
qid:Q11470103|name:仮面ライダー	kamen-rider	sub	kamen-rider-2011	仮面ライダー	3	2011		none	
qid:Q2661273|name:傀儡（くぐつ）	kugutsu	main	kugutsu	傀儡（くぐつ）	5	1991		pykakasi	
name:高橋明|name:傀儡	kugutsu	sub	kugutsu-takahashi-1999	傀儡	4	1999	takahashi	anilist	
name:高橋良輔|name:装甲騎兵ボトムズ	soukou-kihei-votoms	main	soukou-kihei-votoms	装甲騎兵ボトムズ	6	1999	takahashi	anilist	
qid:Q11376989|name:装甲騎兵ボトムズ	soukou-kihei-votoms	sub	soukou-kihei-votoms-1995	装甲騎兵ボトムズ	1	1995		none	
name:高江洲弥|name:ひつじがいっぴき	hitsuji-ga-ippiki	main	hitsuji-ga-ippiki	ひつじがいっぴき	2	2017	takaesu	anilist	
qid:Q11617045|name:羊がいっぴき	hitsuji-ga-ippiki	sub	hitsuji-ga-ippiki-moro-2009	羊がいっぴき	1	2009	moro	anilist	
name:高城玲|name:アナトミア	anatomia	main	anatomia	アナトミア	3	2023	takagi	anilist	
qid:Q11622621|name:アナトミア	anatomia	sub	anatomia-fuji-2011	アナトミア	1	2011	fuji	anilist	
name:高千穂遥|name:クラッシャージョウ	crusher-joe	main	crusher-joe	クラッシャージョウ	3	1983		pykakasi	
qid:Q841020|name:クラッシャージョウ	crusher-joe	sub	crusher-joe-hosono-1993	クラッシャージョウ	2	1993	hosono	anilist	
qid:Q860271|name:インヘルノ	inferno	main	inferno	インヘルノ	5	2014	matsumoto	anilist	
name:高殿円|name:インフェルノ	inferno	sub	inferno-takadono-2016	インフェルノ	5	2016	takadono	anilist	
qid:Q11409203|name:Inferno	inferno	sub	inferno-rinno-2010	Inferno	1	2010	rinno	anilist	
name:高梨みどり|name:Order-Made	order-made	main	order-made	Order-Made	7	1999	takanashi	anilist	
name:髙橋一仁|name:オーダーメイド	order-made	sub	order-made-2014	オーダーメイド	4	2014		pykakasi	
qid:Q11571900|name:ほんとにあった怖い話	honto-ni-atta-kowai-hanashi	main	honto-ni-atta-kowai-hanashi	ほんとにあった怖い話	3	1994		none	
name:黒田祐乎|name:ほんとにあった怖い話	honto-ni-atta-kowai-hanashi	sub	honto-ni-atta-kowai-hanashi-1991	ほんとにあった怖い話	2	1991		pykakasi	
qid:Q11225662|name:ほんとにあった怖い話	honto-ni-atta-kowai-hanashi	sub	honto-ni-atta-kowai-hanashi-2009	ほんとにあった怖い話	1	2009		none	
qid:Q11301333|name:七人の侍	shichinin-no-samurai	main	shichinin-no-samurai	七人の侍	2	2012	ken	anilist	
name:黒澤プロダクション|name:七人の侍	shichinin-no-samurai	sub	shichinin-no-samurai-2	七人の侍	0			pykakasi	DEFER_V0_STUB
name:今泉吉晴|name:シートン|sub:旅するナチュラリスト	seton	main	seton	シートン	4	2023	imaizumi	anilist	
qid:Q16265166|name:シートン	seton	sub	seton-2009	シートン	1	2009		none	
qid:Q7862713|name:火喰鳥	hikuidori	main	hikuidori	火喰鳥	4	1974		none	
name:今村翔吾|name:火喰鳥	hikuidori	sub	hikuidori-imamura-2025	火喰鳥	4	2025	imamura	anilist	
qid:Q1358489|name:サスケ	sasuke	main	sasuke	サスケ	70	1964	kojima	anilist	
name:佐々木崇|name:サスケ	sasuke	sub	sasuke-sasaki-2002	サスケ	2	2002	sasaki	anilist	
qid:Q11477301|name:スーパーマリオくん	super-mario-kun	main	super-mario-kun	スーパーマリオくん	9	1993		none	
qid:Q4023214|name:スーパーマリオくん	super-mario-kun	sub	super-mario-kun-sawada-2012	スーパーマリオくん	4	2012	sawada	anilist	
name:佐久間力|name:MAGiCO	magico	main	magico	MAGiCO	10	2011	sakuma	anilist	
qid:Q11475127|name:magico	magico	sub	magico-yoshida-2011	magico	8	2011	yoshida	anilist	
qid:Q11548936|name:むすんでひらいて	musunde-hiraite	main	musunde-hiraite	むすんでひらいて	10	2010	minase	anilist	
name:佐藤丸美|name:結んで開いて	musunde-hiraite	sub	musunde-hiraite-1998	結んで開いて	2	1998		pykakasi	
name:佐藤真理乃|name:Red dragon	red-dragon	main	red-dragon	Red dragon	5	1997		pykakasi	
qid:Q11552301|name:レッドドラゴン	red-dragon	sub	red-dragon-ikeno-2016	レッドドラゴン	5	2016	ikeno	anilist	
qid:Q3785783|name:がじぇっと	gadget	main	gadget	がじぇっと	3	2003	hiroyuki	anilist	
name:佐野真砂輝|name:Gadget	gadget	sub	gadget-sano-1998	Gadget	2	1998	sano	anilist	
name:佐野真砂輝|name:プラチナ	platinum	main	platinum	プラチナ	2	1992	sano	anilist	
qid:Q11264469|name:プラチナ	platinum	sub	platinum-2007	プラチナ	2	2007		none	
qid:Q3782468|name:進撃の巨人	shingeki-no-kyojin	main	shingeki-no-kyojin	進撃の巨人	54	2010	nomura	anilist	
name:砂阿久雁|name:進撃の巨人 悔いなき選択	shingeki-no-kyojin	sub	shingeki-no-kyojin-shiki-2014	進撃の巨人 悔いなき選択	5	2014	shiki	anilist	
qid:Q11559340|name:後宮	koukyuu	main	koukyuu	後宮	5	2006		none	
name:犀夏|name:煌宮|sub:偽りの煌妃、後宮に入っても大人しくはしません	koukyuu	sub	koukyuu-alice-2023	煌宮	3	2023	alice	anilist	
qid:Q11488393|name:はたらくおねえさん	hataraku-onee-san	main	hataraku-onee-san	はたらくおねえさん	3	1998		none	
name:細井玲子|name:はたらくおねえさん	hataraku-onee-san	sub	hataraku-onee-san-2000	はたらくおねえさん	3	2000		pykakasi	
qid:Q11624957|name:働くおねえさん	hataraku-onee-san	sub	hataraku-onee-san-1995	働くおねえさん	2	1995		none	
name:柳川創造|name:伊勢物語	ise-monogatari	main	ise-monogatari	伊勢物語	2	1991	yanagawa	anilist	
name:細村誠|name:伊勢物語	ise-monogatari	sub	ise-monogatari-1993	伊勢物語	2	1993		pykakasi	
qid:Q11678876|name:伊勢物語	ise-monogatari	sub	ise-monogatari-2013	伊勢物語	2	2013		none	
qid:Q7827649|name:伊勢物語	ise-monogatari	sub	ise-monogatari-kihara-2011	伊勢物語	1	2011	kihara	anilist	
name:坂木原レム|name:リスタート!	restart	main	restart	リスタート!	3	2021	sakakibara	anilist	
qid:Q11510778|name:リスタート	restart	sub	restart-hidaka-2006	リスタート	2	2006	hidaka	anilist	
qid:Q471133|name:秀吉	hideyoshi	main	hideyoshi	秀吉	5	2004		none	
name:堺屋太一|name:秀吉	hideyoshi	sub	hideyoshi-1996	秀吉	2	1996		pykakasi	
name:榊一郎|name:まじしゃんず・あかでみい	majishanzu-akademii	main	majishanzu-akademii	まじしゃんず・あかでみい	3	2006	sakaki	anilist	
qid:Q11378504|name:まじしゃんず・あかでみい	majishanzu-akademii	sub	majishanzu-akademii-2009	まじしゃんず・あかでみい	1	2009		pykakasi	
name:桜木紫乃|name:ブルース	blues	main	blues	ブルース	2	2020	monden	anilist	
qid:Q276378|name:Blues	blues	sub	blues-2005	Blues	1	2005		none	
name:皿池篤志|name:フールズ	fools	main	fools	フールズ	4	2020	saraike	anilist	
qid:Q11367700|name:Fools′	fools	sub	fools-1992	Fools′	2	1992		none	
qid:Q11420594|name:ダブル	double	main	double	ダブル	9	2015		none	
qid:Q111113774|name:ダブル	double	sub	double-noda-2019	ダブル	5	2019	noda	anilist	
name:三浦実子|name:DOUBLE	double	sub	double-yuki-2008	DOUBLE	3	2008	yuki	anilist	
qid:Q11466592|name:ダブル	double	sub	double-2001	ダブル	2	2001		none	
qid:Q11276104|name:ダブル	double	sub	double-hiura-2004	ダブル	1	2004	hiura	anilist	
qid:Q11595817|name:放課後	houkago	main	houkago	放課後	2	1996		none	
name:三浦実子|name:放課後	houkago	sub	houkago-miura-2005	放課後	2	2005	miura	anilist	
qid:Q88724271|name:ほうかご!	houkago	sub	houkago-2014	ほうかご!	1	2014		pykakasi	
qid:Q3776935|name:スポットライト	spotlight	main	spotlight	スポットライト	7	1975	satonaka	anilist	
name:鳴海涼|name:スポットライト	spotlight	sub	spotlight-narumi-2009	スポットライト	3	2009	narumi	anilist	
name:三浦風|name:スポットライト	spotlight	sub	spotlight-miura-2021	スポットライト	2	2021	miura	anilist	
name:草中|name:北の砦にて	kita-no-toride-nite	main	kita-no-toride-nite	北の砦にて	7	2021	mikuni	anilist	
name:三国司|name:北の砦にて	kita-no-toride-nite	sub	kita-no-toride-nite-mikuni-2025	北の砦にて	2	2025	mikuni	anilist	
name:弥生真由|name:いじめられっ子の悪役令嬢転生記|sub:第2の人生も不幸だなんて冗談じゃないです!	ijimerarekko-no-akuyaku-reijou-tenseiki	main	ijimerarekko-no-akuyaku-reijou-tenseiki	いじめられっ子の悪役令嬢転生記	4	2023	yayoi	anilist	
name:三嶋しょう子|name:いじめられっ子の悪役令嬢転生記	ijimerarekko-no-akuyaku-reijou-tenseiki	sub	ijimerarekko-no-akuyaku-reijou-tenseiki-2025	いじめられっ子の悪役令嬢転生記	2	2025		pykakasi	
qid:Q11463739|name:ウイニング・ショット	winning-shot	main	winning-shot	ウイニング・ショット	3	1983		none	
name:三木伸一|name:ウイニング・ショット	winning-shot	sub	winning-shot-1996	ウイニング・ショット	2	1996		pykakasi	
name:山岡荘八|name:伊達政宗	date-masamune	main	date-masamune	伊達政宗	12	1986	yamaoka	anilist	
qid:Q551359|name:伊達政宗	date-masamune	sub	date-masamune-2010	伊達政宗	1	2010		none	
name:山岡荘八|name:坂本龍馬	sakamoto-ryouma	main	sakamoto-ryouma	坂本竜馬	2	1996	yamaoka	anilist	
qid:Q11678876|name:坂本龍馬	sakamoto-ryouma	sub	sakamoto-ryouma-sugita-1997	坂本龍馬	2	1997	sugita	anilist	
name:山岡荘八|name:徳川家康	tokugawa-ieyasu	main	tokugawa-ieyasu	徳川家康	39	1982	yamaoka	anilist	
qid:Q967455|name:徳川家康	tokugawa-ieyasu	sub	tokugawa-ieyasu-2012	徳川家康	2	2012		none	
qid:Q11280045|name:徳川家康	tokugawa-ieyasu	sub	tokugawa-ieyasu-2014	徳川家康	1	2014		none	
name:山田ゴメス|name:麗羅	layla	main	layla	麗羅	7	2001	miyama	anilist	
qid:Q11513144|name:レイラ	layla	sub	layla-1993	レイラ	1	1993		none	
qid:Q549755|name:麗裸	layla	sub	layla-2009	麗裸	1	2009		none	
name:山田パン|name:すうぃーとダーリン|sub:Hの続きはデザートの後で	sweet-darling	main	sweet-darling	すうぃーとダーリン	2	2019	yamada	anilist	
qid:Q3566599|name:スウィート・ダーリン	sweet-darling	sub	sweet-darling-watanabe-2002	スウィート・ダーリン	1	2002	watanabe	anilist	
name:山本晃司|name:So young	so-young	main	so-young	So young	3	2024	yamamoto	anilist	
qid:Q11269546|name:SO YOUNG	so-young	sub	so-young-1994	SO YOUNG	1	1994		none	
name:山本松季|name:異法人	ihoujin	main	ihoujin	異法人	3	2013	yamamoto	anilist	
qid:Q468761|name:異邦人	ihoujin	sub	ihoujin-kodaka-2003	異邦人	1	2003	kodaka	anilist	
qid:Q11664780|name:異邦人	ihoujin	sub	ihoujin-2019	異邦人	1	2019		pykakasi	
qid:Q52717668|name:異邦人	ihoujin	sub	ihoujin-2	異邦人	1			none	DEFER_YEAR_MISSING
name:蚕堂j1|name:難攻不落の魔王城へようこそ|sub:デバフは不要と勇者パーティーを追い出された黒魔導士、魔王軍の最高幹部に迎えられる	nankou-furaku-no-maoujou-e-youkoso	main	nankou-furaku-no-maoujou-e-youkoso	難攻不落の魔王城へようこそ	8	2021	kaido	anilist	
name:平石六|name:難攻不落の魔王城へようこそ	nankou-furaku-no-maoujou-e-youkoso	sub	nankou-furaku-no-maoujou-e-youkoso-hiraishi-2024	難攻不落の魔王城へようこそ	3	2024	hiraishi	anilist	
name:司馬遼太郎|name:燃えよ剣	moeyo-ken	main	moeyo-ken	燃えよ剣	5	2022	shiba	anilist	
name:風間健|name:燃えよ!拳	moeyo-ken	sub	moeyo-ken-1987	燃えよ!拳	2	1987		pykakasi	
name:四方津朱里|name:ゴースト!	ghost	main	ghost	ゴースト!	4	1999	shiozu	anilist	
qid:Q11393941|name:ゴースト	ghost	sub	ghost-aya	ゴースト	2		aya	anilist	DEFER_YEAR_MISSING
name:大澄剛|name:このゆびとまれ	kono-yubi-tomare	main	kono-yubi-tomare	このゆびとまれ	3	2013	osumi	anilist	
name:志賀伯|name:この指とまれ!	kono-yubi-tomare	sub	kono-yubi-tomare-shiga-2018	この指とまれ!	2	2018	shiga	anilist	
qid:Q266996|name:だって好きなんだもん	datte-sukinandamon	main	datte-sukinandamon	だって好きなんだもん	2	2005	yoshizumi	anilist	
name:志連ユキ枝|name:だって好きなんだもん!	datte-sukinandamon	sub	datte-sukinandamon-2013	だって好きなんだもん!	2	2013		pykakasi	
qid:Q9008046|name:結婚しようよ	kekkon-shiyou-yo	main	kekkon-shiyou-yo	結婚しようよ	4	2003	mizukami	anilist	
name:七月みりん|name:結婚しようよ❤	kekkon-shiyou-yo	sub	kekkon-shiyou-yo-2	結婚しようよ❤	3			pykakasi	DEFER_YEAR_MISSING
name:七月みりん|name:素顔のままで	sugao-no-mamade	main	sugao-no-mamade	素顔のままで	2	1992		pykakasi	
qid:Q108776995|name:素顔のままで	sugao-no-mamade	sub	sugao-no-mamade-1985	素顔のままで	1	1985		none	
name:七三太朗|name:Dreams	dreams	main	dreams	Dreams	94	1996	nami	anilist	
qid:Q8979654|name:Dreams	dreams	sub	dreams-kurashina-2004	Dreams	5	2004	kurashina	anilist	
name:七三太朗|name:短編集	tanpenshuu	main	tanpenshuu	短編集	2	1995	nami	anilist	
qid:Q271632|name:短編集	tanpenshuu	sub	tanpenshuu-nananan-2003	短編集	2	2003	nananan	anilist	
qid:Q11620623|name:タンペンシュウ	tanpenshuu	sub	tanpenshuu-2023	タンペンシュウ	2	2023		none	
qid:Q2339941|name:短編集	tanpenshuu	sub	tanpenshuu-1998	短編集	1	1998		none	
name:七三太朗|name:風光る	kaze-hikaru	main	kaze-hikaru	風光る	78	1991	nami	anilist	
qid:Q618978|name:風光る	kaze-hikaru	sub	kaze-hikaru-1997	風光る	68	1997		pykakasi	
name:七緒リヲン|name:今日からオマエは俺の嫁	kyou-kara-omae-wa-ore-no-yome	main	kyou-kara-omae-wa-ore-no-yome	今日からオマエは俺の嫁	2	2018	nanao	anilist	
qid:Q11590539|name:今日からオマエは俺の嫁	kyou-kara-omae-wa-ore-no-yome	sub	kyou-kara-omae-wa-ore-no-yome-2013	今日からオマエは俺の嫁	1	2013		none	
name:室山まゆみ|name:どろろんぱっ!	dororon-patsu	main	dororon-patsu	どろろんぱっ!	8	1989	muroyama	anilist	
qid:Q11383556|name:どろろん パッ!	dororon-patsu	sub	dororon-patsu-1982	どろろん パッ!	1	1982		none	
name:実弥島巧|name:テイルズオブジアビス	tales-of-the-abyss	main	tales-of-the-abyss	テイルズオブジアビス	2	2009	miyajima	anilist	
qid:Q11397016|name:テイルズオブジアビス	tales-of-the-abyss	sub	tales-of-the-abyss-2006	テイルズオブジアビス	1	2006		none	
name:畠中恵|name:しゃばけ漫画	shabake-manga	main	shabake-manga	しゃばけ漫画	2	2014	hatakenaka	anilist	
name:柴田ゆう|name:しゃばけ漫画	shabake-manga	sub	shabake-manga-2016	しゃばけ漫画	2	2016		pykakasi	
name:柴田錬三郎|name:真田十勇士	sanada-juuyuushi	main	sanada-juuyuushi	真田十勇士	12	1975	shibata	anilist	
qid:Q11473338|name:真田十勇士	sanada-juuyuushi	sub	sanada-juuyuushi-2016	真田十勇士	3	2016		none	
name:若木未生|name:十戒	jikkai	main	jikkai	十戒	2	1993	mori	anilist	
qid:Q193300|name:十戒	jikkai	sub	jikkai-1999	十戒	1	1999		none	
name:周良貨|name:KUROFUNE	kurofune	main	kurofune	KUROFUNE	3	2004	shu	anilist	
qid:Q1188657|name:黒船	kurofune	sub	kurofune-ohara-2001	黒船	1	2001	ohara	anilist	
qid:Q208582|name:ドラゴンボールGT|sub:アニメコミックス	dragon-ball-gt	main	dragon-ball-gt	ドラゴンボールGT	3	2019		none	
name:週刊少年ジャンプ編集部|name:ドラゴンボールGT	dragon-ball-gt	sub	dragon-ball-gt-1997	ドラゴンボールGT	2	1997		none	
name:週刊少年ジャンプ編集部|name:ドラゴンボールZ	dragon-ball-z	main	dragon-ball-z	ドラゴンボールZ	15	1992		none	
qid:Q208582|name:ドラゴンボールZ	dragon-ball-z	sub	dragon-ball-z-2004	Dragon ball Z	2	2004		none	
qid:Q1016880|name:北斗の拳	hokuto-no-ken	main	hokuto-no-ken	北斗の拳	111	1984	hara	anilist	
qid:Q16770279|name:北斗の拳|sub:イチゴ味	hokuto-no-ken	sub	hokuto-no-ken-2016	北斗の拳	4	2016		pykakasi	
