slug	title	edition	publishers	majority	minority_vols
ryuu-to-himitsu-no-kisu-o	龍と秘密の接吻を	standard	アイプロダクション:1 | 祥伝社:1	アイプロダクション	[2]
ryuusei-inisharaizu	流星イニシャライズ	standard	LINE:2 | LINE Digital Frontier:1	LINE	[3]
s-no-kagi-m-no-kagiana	Sの鍵Mの鍵穴	standard	秋水社:1 | 大都社:1	秋水社	[2]
s	S	standard	小学館:18 | 白夜書房:1	小学館	[1]
sabaku-ni-fuku-kaze	砂漠に吹く風	standard	白泉社:1 | エンターブレイン:1	白泉社	[2]
sachiko-to-kamineko-sama	サチコと神ねこ様	standard	祥伝社:6 | KADOKAWA:1	祥伝社	[1]
sai	菜	standard	講談社:9 | 玄光社:2	講談社	[4, 6]
saibaa-buruuushinawareta-kodomotachi	サイバーブルー失われた子供たち	standard	ノース・スターズ・ピクチャーズ:3 | 徳間書店:1	ノース・スターズ・ピクチャーズ	[1]
saiga-rokuji-no-shiro	雑賀六字の城	standard	リイド社:2 | PHP研究所:1	リイド社	[1]
saihate-no-diasuta	最果てのディアスタ	standard	角川書店:2 | KADOKAWA:1	角川書店	[3]
saikoubi	さいこうび	standard	LINE Digital Frontier:4 | LINE　Digital　Frontier:1	LINE Digital Frontier	[3]
saikyou-mahoushi-no-inton-keikaku	最強魔法師の隠遁計画	standard	スクウェア・エニックス:8 | ホビージャパン:2	スクウェア・エニックス	[1, 2]
saikyou-no-maou-ni-kitaerareta-yuusha-isekai-kikansha-tachi-no-gakuen-de-musou-suru	最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する	standard	秋田書店:4 | ホビージャパン:1	秋田書店	[3]
saikyou-no-tenshi-nishite-saiai-no-akuma	最強の天使ニシテ最愛の悪魔	standard	朝日新聞出版:7 | 朝日ソノラマ:1 | 朝日新聞社:1	朝日新聞出版	[1, 3]
sainome-hanjouki-r	賽の目繁盛記R	standard	Fox出版:3 | 文苑堂:1	Fox出版	[4]
saiunkoku-monogatari	彩雲国物語	standard	角川書店:8 | KADOKAWA:1	角川書店	[1]
saiyuu-youenden	西遊妖猿伝	standard	潮出版社:7 | 双葉社:5	潮出版社	[2, 5, 7, 8, 9]
saiyuuki-1998	西遊記	standard	日本放送出版協会:2 | NHK出版:1	日本放送出版協会	[3]
saketa-pasupooto	裂けた旅券	bunkobon	リクル-ト:4 | メディアファクトリー:1	リクル-ト	[5]
sakeyo-hana-sake	咲けよ花咲け!	standard	ノース・スターズ・ピクチャーズ:1 | 竹書房:1	ノース・スターズ・ピクチャーズ	[2]
saku-wa-edo-nimo-sono-soshitsu	咲くは江戸にもその素質	standard	双葉社:2 | KADOKAWA:1	双葉社	[1]
sakurada-reset	サクラダリセット	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
sakurako-sumireko	さくら子すみれ子	standard	ホーム社（千代田区）:1 | 集英社:1	ホーム社（千代田区）	[2]
samurai-7	SAMURAI 7	standard	メディレクト:2 | 講談社:1	メディレクト	[3]
sangokuhime	三極姫	standard	フレックスコミックス:2 | ほるぷ出版:1	フレックスコミックス	[1]
sangokushi-1993	三国志	bunkobon	メディアファクトリー:8 | スコラ:6	メディアファクトリー	[1, 2, 3, 4, 5, 6]
sanren-aruchizan	三連アルチザン	standard	ブライト出版:1 | 発行：道玄坂書房　発売：サイゾー:1	ブライト出版	[2]
sasameki-koto	ささめきこと	standard	KADOKAWA:8 | メディアファクトリー:1	KADOKAWA	[1]
sasami-street	ささみストリート	standard	徳間書店:2 | チャンネルゼロ:1	徳間書店	[3]
satori-show	サトリ抄	standard	Gakken:2 | 光文社:1	Gakken	[3]
satsujin-purgatorium	殺人プルガトリウム	standard	ノース・スターズ・ピクチャーズ:2 | 竹書房:1	ノース・スターズ・ピクチャーズ	[3]
sayonara-itoshi-no-my-friend	さよなら、愛しのマイフレンド	standard	ホーム社（千代田区）:1 | 集英社:1	ホーム社（千代田区）	[2]
sayonara-sankaku-obiya-2017	サヨナラさんかく	standard	LINE:2 | LINE Digital Frontier:2	LINE	[3, 4]
sazae-san	サザエさん	standard	朝日新聞出版:27 | 姉妹社:7	朝日新聞出版	[55, 58, 60, 61, 64, 65, 66]
scatter	SCATTER	standard	KADOKAWA:6 | エンターブレイン:2	KADOKAWA	[2, 4]
sd-gundam-musha-maruden-3	SD頑駄無 武者○伝3	standard	講談社コミッククリエイト:2 | 講談社:1	講談社コミッククリエイト	[2]
season	SEASON	standard	小学館:2 | 実業之日本社:1	小学館	[1]
sebangou-0-yakyuu-shounenban-zenpen	背番号0 野球少年版 前編	standard	パンローリング:2 | マンガショップ:1	パンローリング	[1]
secret-flight	シークレットフライト	standard	リブレ:1 | リブレ出版:1	リブレ	[2]
seiden-rg-veeda	聖伝 RG VEDA	standard	新書館:5 | KADOKAWA:3	新書館	[1, 2, 5]
seifuku-nuidara	制服ぬいだら♪	standard	秋田書店:5 | 講談社:1	秋田書店	[6]
seifuku-play	制服プレイ	standard	秋水社:8 | 大都社:4	秋水社	[9, 10, 11, 12]
seifuku	せいふく!	standard	KADOKAWA:3 | エンターブレイン:1	KADOKAWA	[1]
seigitai	正義隊	standard	青林工芸舎:3 | 青林工藝舎:1	青林工芸舎	[4]
seikai-no-monshou	星界の紋章	standard	フレックスコミックス:7 | KADOKAWA:1	フレックスコミックス	[1]
seikimatsu-darling	世紀末・ダーリン	standard	ビブロス:4 | 秋田書店:3	ビブロス	[5, 6, 7]
seinaru-hanayome-no-hanran	聖なる花嫁の反乱	standard	講談社:5 | フレックスコミックス:5	講談社	[6, 7, 8, 9, 10]
seisen-tales	聖戦テイルズ	standard	メディアファクトリー:1 | KADOKAWA:1	メディアファクトリー	[2]
seishuku-ni-tensai-tadaima-benkyouchuu	静粛に、天才只今勉強中!	standard	潮出版社:4 | 復刊ドットコム:2	潮出版社	[7, 8]
sekai-no-owari-no-mahoutsukai	世界の終わりの魔法使い完全版	standard	駒草出版:5 | 河出書房新社:1	駒草出版	[1]
sekigan-no-ryuu	隻眼の竜	standard	リイド社:4 | 秋田書店:2	リイド社	[1, 3]
senbonzakura	千本桜	standard	KADOKAWA:1 | 角川アスキー総合研究所:1	KADOKAWA	[2]
sengoku-jieitai-2014	戦国自衛隊	standard	リイド社:2 | 秋田書店:1 | 世界文化社:1	リイド社	[1, 3]
sengoku-jieitai	戦国自衛隊	standard	リイド社:2 | 秋田書店:1 | 世界文化社:1	リイド社	[1, 3]
sengoku-komachi-kurou-tan	戦国小町苦労譚	standard	アース・スターエンターテイメント:18 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[19]
senkou-ride	閃光ライド	standard	LINE Digital Frontier:5 | LINE　Digital　Frontier:2	LINE Digital Frontier	[6, 7]
senri-no-michi-mo	千里の道も	standard	集英社:32 | ホーム社（千代田区）:12	集英社	[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]
sex-pistols	SEX PISTOLS	standard	リブレ:7 | ビブロス:4	リブレ	[1, 2, 3, 4]
shakugan-no-shana	灼眼のシャナ	standard	KADOKAWA:9 | アスキー・メディアワークス:1	KADOKAWA	[2]
shamo	軍鶏	standard	双葉社:19 | 講談社:15	双葉社	[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]
shantora	シャントラ	standard	KADOKAWA:2 | メディアファクトリー:1	KADOKAWA	[1]
sheerlore	シアロア	standard	LINE Digital Frontier:2 | 集英社:1	LINE Digital Frontier	[1]
sherlock-holmes-no-bouken	シャーロック・ホームズの冒険	standard	朝日ソノラマ:2 | 朝日新聞社:1	朝日ソノラマ	[3]
shibito-no-ken	しびとの剣	standard	ソニー・ミュージックソリューションズ:5 | スコラ:1	ソニー・ミュージックソリューションズ	[1]
shibusugi-gijutsu-ni-otokonaki	シブすぎ技術に男泣き!	standard	KADOKAWA:2 | 中経出版:1	KADOKAWA	[3]
shieadan	シェア男!!	standard	LINE Digital Frontier:3 | LINE:1	LINE Digital Frontier	[1]
shiitagerare-reijou-to-kegare-koushaku	虐げられ令嬢とケガレ公爵	standard	BookLive:11 | フレックスコミックス:1	BookLive	[1]
shijuushichi-taisen	四十七大戦	standard	アース・スターエンターテイメント:8 | 講談社:6	アース・スターエンターテイメント	[9, 10, 11, 12, 13, 14]
shikei-game	私刑ゲーム	standard	秋水社:1 | 大都社:1	秋水社	[2]
shikei-shikkounin-mine-1984	私刑執行人	standard	日本文芸社:2 | 秋田書店:1	日本文芸社	[3]
shikii-no-juunin	敷居の住人	standard	エンターブレイン:5 | アスキー・メディアワークス:2	エンターブレイン	[1, 2]
shikou-shounen	思考少年	standard	ソニー・ミュージックソリューションズ:2 | 太田出版:1	ソニー・ミュージックソリューションズ	[3]
shimaizaka	姉妹坂	bunkobon	講談社コミッククリエイト:6 | コミックス:2	講談社コミッククリエイト	[1, 2]
shimaman	しままん	standard	角川書店:1 | KADOKAWA:1	角川書店	[2]
shin-chuugakusei-nikki	新・中学生日記	standard	青林工藝舎:5 | 青林工芸舎:3	青林工藝舎	[1, 4, 6]
shin-gekai-toumori-akira-no-shoken	新外科医東盛玲の所見	standard	朝日新聞出版:6 | 朝日ソノラマ:3 | 朝日新聞社:1	朝日新聞出版	[1, 2, 3, 5]
shin-gekai-toumori-akira-no-shoken	新外科医東盛玲の所見	bunkobon	朝日新聞出版:3 | 朝日新聞社:2 | 朝日ソノラマ:1	朝日新聞出版	[1, 3, 4]
shin-juuishi-no-file	新獣医師の事件簿	standard	青泉社（千代田区）:2 | Bbmfマガジン:1	青泉社（千代田区）	[1]
shin-megami-tensei-ifu	真・女神転生if…	standard	アスキー・メディアワークス:5 | エンターブレイン:4	アスキー・メディアワークス	[6, 7, 8, 9]
shin-megami-tensei-kaan	真・女神転生〔カーン〕	standard	アスキー・メディアワークス:5 | エンターブレイン:4	アスキー・メディアワークス	[6, 7, 8, 9]
shin-mobile-senki-gundam-daburyuu	新機動戦記ガンダムW	deluxe	講談社:1 | Gakken:1	講談社	[5]
shin-mobile-senki-gundam-daburyuu	新機動戦記ガンダムW	standard	講談社:2 | Gakken:1	講談社	[3]
shin-mobile-senki-gundam-wing-1996-2	新機動戦記ガンダムW	deluxe	講談社:1 | Gakken:1	講談社	[6]
shin-mobile-senki-gundam-wing-1996-3	新機動戦記ガンダムW	standard	講談社:3 | Gakken:1	講談社	[4]
shin-mobile-senki-gundam-wing-1996	新機動戦記ガンダムW	standard	講談社:2 | Gakken:1	講談社	[2]
shin-naniwa-kinyuudou	新ナニワ金融道	standard	扶桑社:14 | 青泉社（千代田区）:6	扶桑社	[1, 2, 3, 4, 5, 6]
shin-obake-no-qtarou	新オバケのQ太郎	standard	小学館:4 | 中央公論新社:3	小学館	[5, 6, 7]
shin-petshop-of-horrors	新Petshop of Horrors	standard	朝日新聞出版:7 | 朝日ソノラマ:4 | 朝日新聞社:1	朝日新聞出版	[1, 2, 3, 4, 6]
shin-petshop-of-horrors	新Petshop of Horrors	bunkobon	朝日新聞出版:5 | 朝日新聞社:2 | 朝日ソノラマ:1	朝日新聞出版	[1, 3, 4]
shin-piihyoro-ikka	新・ぴーひょろ一家	standard	宙出版:4 | 主婦と生活社:1	宙出版	[1]
shingeki-no-bahamut-misutarushia-saga	神撃のバハムート ミスタルシアサーガ	standard	アース・スターエンターテイメント:3 | 講談社:3	アース・スターエンターテイメント	[4, 5, 6]
shinkuu-yuusetsu	真空融接	standard	ビブロス:1 | エンターブレイン:1	ビブロス	[3]
shinkyuu-chie-no-nekobitashi	新久千映のねこびたし	standard	ホーム社:3 | ホーム社（千代田区）:2	ホーム社	[1, 2]
shinmai-renkinjutsushi-no-tenpo-keiei	新米錬金術師の店舗経営	standard	キルタイムコミュニケーション:7 | KADOKAWA:1	キルタイムコミュニケーション	[7]
shinpan-himitsu-tantei-jieiei	秘密探偵JA	bunkobon	ぶんか社:7 | 秋田書店:5	ぶんか社	[11, 12, 13, 14, 15]
shinseiki-evangerion-gakuen-datenroku	新世紀エヴァンゲリオン 学園堕天録	standard	KADOKAWA:3 | 角川書店:1	KADOKAWA	[4]
shinseiki-evangerion-koutetsu-no-girlfriend-2nd	新世紀エヴァンゲリオン 鋼鉄のガールフレンド2nd	standard	KADOKAWA:5 | 角川書店:1	KADOKAWA	[1]
shinsengumi	新選組	standard	スコラ:3 | KADOKAWA:2	スコラ	[4, 5]
shinsetsu-sakamotsu-chan	新説!さかもっちゃん	standard	少年画報社:1 | 集英社:1	少年画報社	[2]
shinsetsu-za-world-izu-mine	真説ザ・ワールド・イズ・マイン	standard	エンターブレイン:4 | KADOKAWA:1	エンターブレイン	[5]
shinshi-kyoutei-o-musubou	紳士協定を結ぼう!	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[2]
shinshuu-kouketsujou	神州纐纈城	standard	講談社:2 | 講談社コミッククリエイト:2	講談社	[2, 3]
shinyatai	深夜隊	standard	KADOKAWA:4 | アスキー・メディアワークス:1	KADOKAWA	[1]
shiori-to-shimiko	栞と紙魚子	standard	朝日新聞出版:3 | 朝日ソノラマ:1	朝日新聞出版	[1]
shiori-to-shimiko	栞と紙魚子	bunkobon	朝日ソノラマ:3 | 朝日新聞出版:1	朝日ソノラマ	[4]
shippo-no-oisha-san	しっぽのお医者さん	standard	日刊現代:3 | 朝日新聞出版:1	日刊現代	[1]
shiritsu-araisokoutougakkou-seitokai-shikkoubu	私立荒磯高等学校生徒会執行部	standard	一迅社:2 | 徳間書店:1	一迅社	[2]
shiritsu-sairyou-koukou-chounouryokubu	私立彩陵高校超能力部	standard	一迅社:4 | ぺんぎん書房:3	一迅社	[1, 2, 3]
shirobako	SHIROBAKO	standard	KADOKAWA:2 | ブシロードワークス:2	KADOKAWA	[3, 4]
shishi-no-musume	獅子の娘	standard	芳文社:5 | ぶんか社:1	芳文社	[2]
shitomeya-kagyou-asami	仕留屋稼業あさみ	standard	ぶんか社:5 | 楽楽出版:1	ぶんか社	[2]
shitsuji-no-kuni-no-kuroarisu	執事の国の黒アリス	standard	エンターブレイン:1 | KADOKAWA:1	エンターブレイン	[2]
shiyoko-to-isshokenmei	しよ子といっしょ	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
shizukanaru-don	静かなるドン	bunkobon	小学館:38 | 実業之日本社:16	小学館	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
shoubu-ha-toki-no-un-daro	勝負は時の…運だろ?	standard	KADOKAWA:4 | 角川書店:1	KADOKAWA	[1]
shougakusei-dansui-no-torisetsu	小学生男子のトリセツ	standard	扶桑社:1 | マガジンハウス:1	扶桑社	[2]
shounan-graffiti	湘南グラフィティ	standard	少年画報社:1 | 大都社:1	少年画報社	[2]
shounen-jet	少年ジェット	standard	アース出版局:3 | 小学館クリエイティブ:1	アース出版局	[4]
shounen-maid	少年メイド	standard	KADOKAWA:9 | エンターブレイン:1	KADOKAWA	[6]
shounen-ninja-butai-gekkou	少年忍者部隊月光	standard	パンローリング:3 | 朝日ソノラマ:1	パンローリング	[1]
shounen-shinkaron	少年進化論	standard	集英社:6 | Gakken:1	集英社	[1]
shouwashi	昭和史	standard	講談社:6 | コミックス:2	講談社	[6, 8]
shukoku-no-jin	朱黒の仁	standard	朝日新聞出版:2 | 角川書店:1	朝日新聞出版	[1]
shuudoushi-falco	修道士ファルコ	standard	秋田書店:3 | 白泉社:2	秋田書店	[1, 2]
shuumatsu-no-valkyrie	終末のワルキューレ	standard	コアミックス:22 | ノース・スターズ・ピクチャーズ:5	コアミックス	[1, 2, 3, 4, 5]
silent-m-bius	サイレントメビウス	standard	角川書店:12 | KADOKAWA:3	角川書店	[13, 14, 15]
slayers	スレイヤーズ	standard	KADOKAWA:5 | 角川書店:1	KADOKAWA	[1]
sleeping-beauty	Sleeping beauty	standard	オークラ出版:2 | 小学館クリエイティブ:1	オークラ出版	[2]
snow	スノウ	standard	集英社:1 | 講談社:1	集英社	[2]
sodomu	そどむ	standard	宝島社:2 | 講談社:1	宝島社	[3]
sokkou-seitokai	速攻生徒会	standard	新声社:2 | 講談社:1	新声社	[3]
sokushi-cheat-ga-saikyou-sugite-isekai-no-yatsura-ga-marude-aite-ni-naranaindesuga-alpha-omega	即死チートが最強すぎて、異世界のやつらがまるで相手にならないんですが。-ΑΩ-	standard	アース・スターエンターテイメント:12 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[13]
sono-egao-suki-ja-nai	その笑顔好きじゃない	standard	アイエムエー:7 | 宝島社:1	アイエムエー	[1]
sono-keisatsukan-tokidoki-yajuu	その警察官、ときどき野獣!	standard	一迅社:9 | オークラ出版:1	一迅社	[2]
sono-oshi-batsubatsu-ni-tsuki	その推し、××につき!	standard	CLAPコミックス:2 | 三交社（台東区）:1 | 三交社:1	CLAPコミックス	[1, 4]
sora-no-otoshimono	そらのおとしもの	standard	KADOKAWA:18 | 角川書店:2	KADOKAWA	[4, 10]
sora-yori-takaku	天より高く	standard	集英社:26 | 潮出版社:1	集英社	[1]
sore-ike-tenanmon	それ行け!天安悶	standard	産經新聞出版:1 | 産経新聞出版:1	産經新聞出版	[2]
sore-wa-kimi-ga-mita-ao-datta	それは、君が見た青だった	standard	LINE　Digital　Frontier:2 | LINE Digital Frontier:1	LINE　Digital　Frontier	[3]
soredewa-mina-san	それではみなさん。	standard	ビブロス:1 | リブレ:1	ビブロス	[2]
soubou-no-daichi-horobu	蒼茫の大地、滅ぶ	standard	秋田書店:2 | 世界文化社:1	秋田書店	[3]
sougihime	葬儀姫	standard	フレックスコミックス:2 | ハーパーコリンズ・ジャパン:1	フレックスコミックス	[3]
soukon-no-shoujo-to-sourei-no-tabi	送魂の少女と葬礼の旅	standard	コアミックス:4 | ノース・スターズ・ピクチャーズ:3	コアミックス	[1, 2, 3]
sousei-no-taiga	創世のタイガ	standard	講談社:11 | 白泉社:3	講談社	[12, 13, 14]
souten-no-ken-regenesis	蒼天の拳リジェネシス	standard	ノース・スターズ・ピクチャーズ:4 | コアミックス:2	ノース・スターズ・ピクチャーズ	[5, 6]
spectreman	スペクトルマン	standard	KADOKAWA:4 | 秋田書店:1	KADOKAWA	[5]
ssb	SSB	standard	フレックスコミックス:9 | ほるぷ出版:1	フレックスコミックス	[8]
sss	SSS!	standard	KADOKAWA:2 | メディアファクトリー:1	KADOKAWA	[1]
stand-up-yamakawa-2013	Stand Up!	standard	集英社:3 | Gakken:1	集英社	[2]
stand-up	STAND UP!	standard	小学館:2 | Gakken:1	小学館	[2]
star-wars-hanranshatachi	STAR WARS反乱者たち	standard	LINE Digital Frontier:2 | LINE　Digital　Frontier:1	LINE Digital Frontier	[2]
starting-gate	STARTING GATE!	standard	講談社:4 | 小学館:2	講談社	[5, 6]
staygold	STAYGOLD	standard	祥伝社:5 | 一迅社:1	祥伝社	[1]
step-mother	Stepマザー	standard	集英社:1 | スコラ:1	集英社	[2]
street-guerrilla	ストリートゲリラ	standard	ビブロス:3 | 地方・小出版流通センター:1	ビブロス	[1]
suikoden-2000	水滸伝	bunkobon	メディアファクトリー:5 | 中央公論新社:3	メディアファクトリー	[1, 2, 3]
suikoden-sentaro-1980	水滸伝	standard	講談社:1 | 世界文化社:1	講談社	[2]
suisei-no-gargantia	翠星のガルガンティア	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[1]
sumaho-o-otoshita-dake-nanoni	スマホを落としただけなのに	standard	LINE Digital Frontier:5 | 宝島社:1 | LINE　Digital　Frontier:1	LINE Digital Frontier	[1, 5]
sumeba-miyako-no-cosmos-sou	住めば都のコスモス荘	standard	KADOKAWA:2 | アスキー・メディアワークス:1	KADOKAWA	[2]
summer-wars	サマーウォーズ	bunkobon	角川書店:1 | KADOKAWA:1	角川書店	[2]
sunabouzu	砂ぼうず	standard	KADOKAWA:14 | エンターブレイン:8	KADOKAWA	[7, 8, 9, 10, 11, 12, 13, 14]
supasu-pa	すぱすぱ	standard	角川書店:5 | 富士見書房:1	角川書店	[6]
super-giants	スーパージャイアンツ	standard	マンガショップ:2 | パンローリング:2	マンガショップ	[3, 4]
super-nova-wa-kisu-no-mae-ni	スーパーノヴァはキスの前に	standard	LINE　Digital　Frontier:2 | LINE Digital Frontier:1	LINE　Digital　Frontier	[3]
supootsuman-kintarou-daiisshou	スポーツマン金太郎 第1章	standard	パンローリング:2 | マンガショップ:1	パンローリング	[1]
suzumiya-haruhi-chan-no-yuuutsu	涼宮ハルヒちゃんの憂鬱	standard	KADOKAWA:8 | 角川書店:4	KADOKAWA	[1, 2, 3, 4]
suzumiya-haruhi-no-yuuutsu	涼宮ハルヒの憂鬱	standard	角川書店:11 | KADOKAWA:9	角川書店	[5, 13, 14, 15, 16, 17, 18, 19, 20]
sweet-wheels	SWEET WHEELS	standard	講談社:1 | ネコ・パブリッシング:1	講談社	[3]
tableau-gate	タブロウ・ゲート	standard	秋田書店:24 | 角川書店:2	秋田書店	[1, 2]
taboo-tattoo	タブー・タトゥー	standard	KADOKAWA:8 | メディアファクトリー:1	KADOKAWA	[5]
taekwondoer-park	テコンダー朴	standard	コアマガジン:7 | 青林堂:2	コアマガジン	[2, 3]
taimashin	退魔針	standard	スコラ:7 | ソニー・ミュージックソリューションズ:4	スコラ	[8, 9, 10, 11]
taira-hisashi-no-bakushou-world	平ひさしの爆笑ワールド	standard	壱番館書房:1 | 廣済堂出版:1	壱番館書房	[2]
taishou-romantica	大正ロマンチカ	standard	宙出版:21 | ネクストF:1	宙出版	[22]
taishuu-sakaba-wakao	大衆酒場ワカオ	standard	コアミックス:5 | ノース・スターズ・ピクチャーズ:2	コアミックス	[1, 2]
takako-san	タカコさん	standard	ノース・スターズ・ピクチャーズ:5 | コアミックス:1	ノース・スターズ・ピクチャーズ	[6]
takane-no-hanao-kun	高嶺の花男くん	standard	アイエムエー:4 | アイエムエー株式会社:1	アイエムエー	[5]
takasugi-san-chi-no-obentou	高杉さん家のおべんとう	standard	KADOKAWA:9 | メディアファクトリー:1	KADOKAWA	[3]
takeda-shingen	武田信玄	bunkobon	文藝春秋:3 | 講談社コミッククリエイト:1	文藝春秋	[5]
takopon	タコポン	standard	エンターブレイン:2 | 双葉社:1	エンターブレイン	[2]
tales-obu-xillia-2	テイルズオブエクシリア2	standard	アスキー・メディアワークス:1 | KADOKAWA:1	アスキー・メディアワークス	[2]
tales-of-destiny-director-cut-cut-toki-no-rion	テイルズオブデスティニーディレクターズカット 儚き刻のリオン	standard	KADOKAWA:2 | 角川書店:1	KADOKAWA	[5]
tales-of-destiny	テイルズオブデスティニー	standard	エンターブレイン:2 | アスキー・メディアワークス:1	エンターブレイン	[1]
tamago-no-hi	卵の日	standard	ビブロス:2 | リブレ:1	ビブロス	[3]
tamahime-uruteima	魂☆姫ULTIMA	standard	エンターブレイン:4 | KADOKAWA:1	エンターブレイン	[5]
tantei-opera-milky-holmes-2	探偵オペラミルキィホームズ2	standard	KADOKAWA:1 | 角川書店:1	KADOKAWA	[2]
teal-blue-no-hairo	#ティールブルーの羽色	standard	LINE Digital Frontier:2 | LINE　Digital　Frontier:1	LINE Digital Frontier	[1]
teens-blues	ティーンズブルース	standard	小学館:6 | 集英社:1	小学館	[1]
teizokureigari	低俗霊狩り	standard	白泉社:3 | ワニブックス:2	白泉社	[4, 5]
tekipaki-waakin-rabu	てきぱきワーキン・ラブ	standard	アスキー・メディアワークス:4 | エンターブレイン:2	アスキー・メディアワークス	[5, 6]
ten-carat-torute	天からトルテ!	standard	アスキー・メディアワークス:7 | エンターブレイン:5	アスキー・メディアワークス	[10, 11, 12, 13, 14]
ten-no-hate-made	天の涯まで	bunkobon	朝日新聞出版:2 | 中央公論新社:1	朝日新聞出版	[2]
tenka	てんか!	standard	KADOKAWA:1 | メディアファクトリー:1	KADOKAWA	[2]
tensei-reijou-vioretta-no-nougyou-kakumei	転生令嬢ヴィオレッタの農業革命	standard	アース・スターエンターテイメント:1 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[2]
tensei-shita-dai-seijo-wa-seijo-de-aru-koto-o-hitakakusu-zero	転生した大聖女は、聖女であることをひた隠すZERO	standard	アース・スターエンターテイメント:3 | 株式会社アース・スター エンターテイメント:2	アース・スターエンターテイメント	[4, 5]
tensei-shita-daiseijo-wa-seijo-de-aru-koto-o-hitakakusu	転生した大聖女は、聖女であることをひた隠す	standard	アース・スターエンターテイメント:12 | 株式会社アース・スター エンターテイメント:2	アース・スターエンターテイメント	[13, 14]
tensei-shitara-dragon-no-tamago-datta	転生したらドラゴンの卵だった	standard	アース・スターエンターテイメント:8 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[9]
tensei-shitara-saiai-no-kazoku-ni-mouichido-deaemashita	転生したら最愛の家族にもう一度出会えました	standard	アース・スターエンターテイメント:2 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[3]
tensei-shite-hai-elf-ni-narimashita-ga-surooraifu-wa-120-nen-de-akimashita	転生してハイエルフになりましたが、スローライフは120年で飽きました	standard	アース・スターエンターテイメント:8 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[9]
tensei-shite-kara-40-nen-sorosoro-san-mo-koi-ga-shitai	転生してから40年。そろそろ、おじさんも恋がしたい。	standard	アース・スターエンターテイメント:6 | 株式会社アース・スター エンターテイメント:1	アース・スターエンターテイメント	[8]
tenshi-no-drop	天使のどろっぷ	standard	フレックスコミックス:3 | ほるぷ出版:1	フレックスコミックス	[1]
tenshi-no-tamago	天使のたまご	standard	Gakken:2 | いそっぷ社:1	Gakken	[3]
tetsujin-28-gou	鉄人28号	bunkobon	潮出版社:6 | 光文社:1	潮出版社	[12]
tezuka-osamu-monogatari	手塚治虫物語	standard	朝日新聞出版:2 | 金の星社:1	朝日新聞出版	[3]
tezuka-osamu-space-adventure-short-stories	手塚治虫SPACE ADVENTURE SHORT STORIES	standard	講談社:1 | 講談社コミッククリエイト:1	講談社	[2]
the-bokusaa	ザ・ボクサー	standard	ぶんか社:2 | 集英社:1	ぶんか社	[3]
the-skull-man	スカルマン	standard	KADOKAWA:3 | 講談社:1 | 小学館クリエイティブ:1	KADOKAWA	[2, 3]
the-walking-dead	ウォーキング・デッド	standard	飛鳥新社:7 | ウィーヴ:3	飛鳥新社	[8, 9, 10]
tiger-ando-banii-chan	タイガー＆バニーちゃん	standard	角川書店:1 | KADOKAWA:1	角川書店	[2]
tiger-bunny	TIGER＆BUNNY	standard	KADOKAWA:7 | 角川書店:2	KADOKAWA	[2, 5]
to-heart-2-2005	To heart 2	standard	スクウェア・エニックス:3 | KADOKAWA:2	スクウェア・エニックス	[1, 3]
to-heart-2	To heart 2	standard	KADOKAWA:3 | スクウェア・エニックス:2	KADOKAWA	[4, 5]
toaru-hi-no-kuru	とある日のクル	standard	秋水社:2 | Gakken:1 | 大都社:1	秋水社	[1, 4]
toaru-kagaku-no-chou-denjihou-fiicharingu-toaru-majutsu-no-index	とある科学の超電磁砲featuringとある魔術の禁書目録	standard	アスキー・メディアワークス:1 | KADOKAWA:1	アスキー・メディアワークス	[2]
togainu-no-chi	咎狗の血	standard	KADOKAWA:9 | エンターブレイン（角川GP）:1	KADOKAWA	[7]
tokumei-kachou-tadano-hitoshi-otonaaji	特命課長只野仁	standard	ぶんか社:2 | 楽楽出版:1	ぶんか社	[1]
tokumei-kakarichou-tadano-hitoshi-final	特命係長只野仁ファイナル	standard	楽楽出版:3 | ぶんか社:1	楽楽出版	[1]
tokyo-akazukin	東京赤ずきん	standard	幻冬舎コミックス:2 | 幻冬舎:1	幻冬舎コミックス	[2]
tokyo-babylon	東京BABYLON	standard	KADOKAWA:1 | 新書館:1	KADOKAWA	[4]
tokyo-bakuhatsu-musume	東京爆発娘	standard	富士見書房:1 | KADOKAWA:1	富士見書房	[2]
