slug	title	英化候補run
idol-sousei-densetsu-princess	美少女創世伝説プリンセス	プリンセス→princess
ie-ga-moete-jinsei-doudemo-yoku-natta-kara-nokotta-nakenashi-no-kane-de-dark-elf-no-dorei-o-katta	家が燃えて人生どうでも良くなったから、残ったなけなしの金でダークエルフの奴隷を買った。	ダークエルフ→dark-elf
igi-girl	異議ガール!	ガール→girl
iinari-princess	言いなり★プリンセス	プリンセス→princess
ijin-game	偉人ゲーム!!	ゲーム→game
ijiwaru-love-devil	いじわるらぶ❤デビル	デビル→devil
ikebukuro-reinboo-gekijou	池袋レインボー劇場	レインボー→rainbow
ikemen-kanojo-to-heroine-na-ore	イケメン彼女とヒロインな俺!?	ヒロイン→heroine
ikenai-dokutaa	いけない❤ドクター	ドクター→doctor
ikusei-game-ni-tensei-shita-noni-naze-kishitachi-ni-dekiai-dekiaisaretemasu	育成ゲームに転生したのに、なぜか騎士達に溺愛されてます	ゲーム→game
ima-ga-chance-yo	今がチャンスよ!	チャンス→chance
imouto-android	妹!アンドロイド	アンドロイド→android
inazuma-office	稲妻オフィス	オフィス→office
inazuma-to-romance	稲妻とロマンス	ロマンス→romance
inkya-no-boku-ni-batsugeemu-de-kokuhaku-shitekita-hazu-no-gal-ga-doumitemo-boku-ni-betabore-desu	陰キャの僕に罰ゲームで告白してきたはずのギャルが、どう見ても僕にベタ惚れです	ゲーム→game
inou-battle-wa-nichijoukei-no-naka-de	異能バトルは日常系のなかで	バトル→battle
invincible-iron-man-ironheart	インビンシブル・アイアンマン:アイアンハート	アイアンハート→iron-heart
iron-ghost-no-shoujo	アイアン・ゴーストの少女	アイアン・ゴースト→iron-ghost
isekai-class-shoukan-saretara-r1-no-skill-o-kakutoku-shita-node-yaritai-houdai-sasete-moraimasu	異世界クラス召喚されたらR1〇のスキルを獲得したので、〇りたい放題させてもらいます!	クラス→class
isekai-de-cafe-o-kaiten-shimashita	異世界でカフェを開店しました。	カフェ→cafe
isekai-de-elf-ni-narimashita-ga-koutei-heika-no-amayakashi-etchi-ga-tomarimasen	異世界でエルフになりましたが皇帝陛下の甘やかしえっちが止まりません!	エルフ→elf
isekai-de-nanchatte-oukyuu-nurse-ni-narimashita	異世界で、なんちゃって王宮ナースになりました。	ナース→nurse
isekai-elf-no-dorei-chan	異世界エルフの奴隷ちゃん	エルフ→elf
isekai-hotel-he-youkoso	異世界ホテルへようこそ	ホテル→hotel
isekai-kara-elf-san-ga-ochitekita-nodesuga	異世界からエルフさんが落ちてきたのですが!?	エルフ→elf
isekai-magic-mirror-gou	異世界マジックミラー号	マジックミラー→magic-mirror
isekai-mofumofu-cafe	異世界もふもふカフェ	カフェ→cafe
isekai-ni-tensei-shitakedo-trouble-taishitsu-nanode-shinpai-desu	異世界に転生したけどトラブル体質なので心配です	トラブル→trouble
isekai-ni-tondara-rival-ni-hameraretemashita	異世界に飛んだらライバルにハメられてました!?	ライバル→rival
isekai-rabu-hotel	異世界ラブホテル	ラブホテル→love-hotel
isekai-shoukan-oji-san-no-juu-musou-life	異世界召喚おじさんの銃無双ライフ	ライフ→life
ishimi-san-no-g-life	石見さんのGライフ	ライフ→life
island	アイランド	アイランド→island
isshokenmei-ni-super	いっしょにスーパー	スーパー→super
isshou-ni-ichido-no-koi-kandou-rabu-story	一生に一度の恋、感動ラブストーリー	ラブストーリー→love-story
isshuukan-friends	一週間フレンズ。	フレンズ→friends
itetsuita-heart	凍てついたハート	ハート→heart
itsuka-green-paradise	いつかグリーンパラダイス	グリーンパラダイス→green-paradise
itsuka-hero-ni-naru-hi	いつかヒーローになる日	ヒーロー→hero
itsumo-pocket-ni-chopin	いつもポケットにショパン	ポケット→pocket
itsutsuboshi-prince	五ツ星プリンス	プリンス→prince
itsuwari-no-lion	偽りのライオン	ライオン→lion
ittewa-ikenai-office-de-zecchou-kanri-24ji	イッてはいけない!オフィスで絶頂管理24時	オフィス→office
izumi-kun-no-kangaeta-love-game-ga-murisugiru	泉くんの考えた恋愛ゲームが無理すぎる	ゲーム→game
izumo-no-ayakashi-hotel-ni-shuushoku-shimasu	出雲のあやかしホテルに就職します	ホテル→hotel
j-dream	Jドリーム	ドリーム→dream
jam-paradise	邪夢パラダイス	パラダイス→paradise
janjutsushi-shiruru-to-bisa-ghost	雀術師シルルと微差ゴースト	ゴースト→ghost
jashinou-beast-black	邪神王ビーストブラック	ビーストブラック→beast-black
jidori-girl	自撮りガール!	ガール→girl
jigoku-no-angel	地獄のエンジェル	エンジェル→angel
jigoku-no-girl-friend	地獄のガールフレンド	ガールフレンド→girl-friend
jigoku-no-sougiya-demon-housaku	地獄の葬儀屋 デーモン豊作	デーモン→demon
jigoku-shoujo-enma-ai-selection-geki-kowa-story	地獄少女閻魔あいセレクション激こわストーリー	ストーリー→story
jiki-hotel-ou-no-kyuuai-ga-amakute-zurukute-sakaraemasen	次期ホテル王の求愛が甘くて、ずるくて、逆らえません	ホテル→hotel
jiko-chu-rauaazu	自己chuラヴァーズ	ラヴァーズ→lovers
jinrou-game	人狼ゲーム	ゲーム→game
jinrou-otome-game-ni-tensei-shita-node-ikinokori-end-o-mezashimasu	人狼乙女ゲームに転生したので生き残りエンドを目指します	ゲーム→game
jinsei-game	人生ゲーム	ゲーム→game
jireama-office	焦れ甘オフィス	オフィス→office
jishou-f-rank-no-onii-sama-ga-game-de-hyouka-dekiaisareru-gakuen-no-chouten-ni-kunrin-suru-soudesu	自称Fランクのお兄さまがゲームで評価される学園の頂点に君臨するそうですよ?	ゲーム→game
jishou-heibon-mazoku-no-eiyuu-life	自称!平凡魔族の英雄ライフ	ライフ→life
jojo-no-kimyou-na-bouken-crazy-diamond-no-akuryouteki-shitsuren	ジョジョの奇妙な冒険クレイジー・D(ダイヤモンド)の悪霊的失恋	クレイジー・→crazy; ダイヤモンド→diamond
jolly-roger-fantasy	ジョリーロジャー☆ファンタジー	ファンタジー→fantasy
joou-sama-wars	女王様ウォーズ	ウォーズ→wars
joukyuu-kokumin-slayer	上級国民スレイヤー	スレイヤー→slayer
jounetsu-club	情熱クラブ	クラブ→club
jounetsu-wa-prince-no-youni	情熱はプリンスのように	プリンス→prince
jump-up-angel	Jump upエンジェル	エンジェル→angel
junai-game	純愛❤ゲーム	ゲーム→game
junai-orange	純愛オレンジ	オレンジ→orange
junai-station	純愛ステーション	ステーション→station
junai-to-coffee-wa-black-de	純愛と珈琲はブラックで!	ブラック→black
junior-kun-hotel-monogatari	ジュニア君!!ホテル物語	ホテル→hotel
junjou-robot-2gou	純情ロボット2号	ロボット→robot
junketsu-romance	純潔ロマンス	ロマンス→romance
junshinmirakuru100paasento	純真ミラクル100％	ミラクル→miracle
kabutochou-wars	兜町ウォーズ	ウォーズ→wars
kadobeni-project	角紅プロジェクト	プロジェクト→project
kaerenai-yoru-kiken-na-joushi-to-love-hotel	帰れない夜…キケンな上司とラブホテル!?	ラブホテル→love-hotel
kafemen	カフェ男!	カフェ→cafe
kagami-yo-kagami	ミステリー劇場	ミステリー→mystery
kageki-na-lady	過激なレディ	レディ→lady
kaibutsu-joou-nightmare	怪物王女ナイトメア	ナイトメア→nightmare
kaijou-no-lion	階上のライオン	ライオン→lion
kaiketsu-raionmaru	快傑ライオン丸	ライオン→lion
kaitou-game	怪盗★ゲーム	ゲーム→game
kaizoku-game	海賊★ゲーム	ゲーム→game
kakeochi-girl	かけおちガール	ガール→girl
kakutou-family	格闘ファミリー	ファミリー→family
kamen-rider-11-senki	仮面ライダー11戦記	ライダー→rider
kamen-rider-2011	仮面ライダー	ライダー→rider
kamen-rider-black	仮面ライダーBlack	ライダー→rider
kamen-rider-ekkusu	仮面ライダーX	ライダー→rider
kamen-rider-esudii-shippuu-densetsu	仮面ライダーSD疾風伝説	ライダー→rider
kamen-rider-kaiza	仮面ライダー913(カイザ)	ライダー→rider
kamen-rider-kesshisen-7nin-rider	仮面ライダー決死戦7人ライダー	ライダー→rider
kamen-rider-sd-mighty-riders	仮面ライダーSDマイティライダーズ	ライダー→rider
kamen-rider-spirits	仮面ライダーSPIRITS	ライダー→rider
kamen-rider-v3-x-1973-74	仮面ライダーV3/X 1973-74	ライダー→rider
kamen-rider-zx	仮面ライダーZX	ライダー→rider
kamen-rider	仮面ライダー	ライダー→rider
kamenraidaa-rider-sd-bakusou-show-gakkou	仮面ライダーSD爆走笑学校	ライダー→rider
kamenraidaa-zettooo	仮面ライダーZO	ライダー→rider
kami-sama-game	神様ゲーム	ゲーム→game
kami-sama-to-gisou-couple-hajimemashita	神さまと偽装カップルはじめました	カップル→couple
kami-wa-game-ni-uete-iru	神は遊戯(ゲーム)に飢えている。	ゲーム→game
kamome-chance	かもめ☆チャンス	チャンス→chance
kanagawa-nanpakei-rabu-story	神奈川ナンパ系ラブストーリー	ラブストーリー→love-story
kanagawa-ni-sunderu-elf	#神奈川に住んでるエルフ	エルフ→elf
kanashimi-no-heroine	哀しみのヒロイン	ヒロイン→heroine
kandou-love-story-100p-chouhen-best-5	感動ラブストーリー100p長編ベスト5	ラブストーリー→love-story
kanojo-ga-cafe-ni-iru	彼女がカフェにいる	カフェ→cafe
kanojo-ga-hero	彼女がヒーロー	ヒーロー→hero
kanojo-no-pink	彼女のピンク	ピンク→pink
kanzen-nousatsu-romance	完全悩殺ロマンス	ロマンス→romance
kaori-paradise	Kaoriパラダイス	パラダイス→paradise
karatto-mugendai-genseki-girl	カラット∞原石ガール	ガール→girl
karunazaru-senki-guardian	カルナザル戦記ガーディアン	ガーディアン→guardian
kashimashi-house	かしましハウス	ハウス→house
katakoi-paradise	片恋パラダイス	パラダイス→paradise
katte-ni-hero-yattemasu	勝手にヒーローやってます。	ヒーロー→hero
katte-ni-paradise	勝手にパラダイス	パラダイス→paradise
kattobi-heart	かっとびハート	ハート→heart
kazan-no-crisis	火山のクライシス	クライシス→crisis
kaze-no-runner	彩風のランナー	ランナー→runner
kazeno-angel	風のエンジェル	エンジェル→angel
kazoku-game	家族ゲーム	ゲーム→game
keekibatake-no-princess	ケーキ畑のプリンセス	プリンセス→princess
kekkon-game	結婚ゲーム	ゲーム→game
kekkon-wa-hakaba-ka-gooru-ka-romance-ka	結婚は墓場かゴールかロマンスか	ゴール→goal; ロマンス→romance
kekkyoku-nankyoku-trouble-boy	結局、難極トラブルボーイ	トラブルボーイ→trouble-boy
kemono-friends-2	けものフレンズ2	フレンズ→friends
kemono-friends-youkoso-japari-park-e	けものフレンズ ようこそジャパリパークへ!	フレンズ→friends
kemonojoushi-to-mitsuai-office	獣上司と蜜愛オフィス	オフィス→office
kengai-princess	圏外プリンセス	プリンセス→princess
kenzen-love-life	健全恋愛ライフ	ライフ→life
keseran-pasaran-romance-no-izumi	ケセランパサラン/ロマンスの泉	ロマンス→romance
kessen-ultra-kyoudai	決戦!ウルトラ兄弟	ウルトラ→ultra
kesshisen-7nin-rider	決死戦7人ライダー	ライダー→rider
kichijouji-paradise	吉祥寺★パラダイス	パラダイス→paradise
kigurumi-planet	きぐるみプラネット	プラネット→planet
kikuzaka-hotel	菊坂ホテル	ホテル→hotel
killer-boy	キラーBOY	キラー→killer
killer-doori-no-sommelier-tantei	キラー通りのソムリエ探偵	キラー→killer
killer-ghost	キラー・ゴースト	キラー・ゴースト→killer-ghost
killer-honeymoon	キラーハネムーン	キラーハネムーン→killer-honeymoon
killer-killer	キラーキラー	キラーキラー→killer-killer
killer-street	キラー・ストリート	キラー・ストリート→killer-street
kimagure-angel	きまぐれエンジェル	エンジェル→angel
kimagure-orange-road	きまぐれオレンジ☆ロード	オレンジ→orange; ロード→road
kimama-ni-wolf	気ままにウルフ	ウルフ→wolf
kimi-dake-no-devil	君だけのデビル	デビル→devil
kimi-ga-blue-bird	君がブルーバード	ブルーバード→blue-bird
kimi-ga-diamond	君がダイヤモンド	ダイヤモンド→diamond
kimi-to-mitai-race-ga-aru	きみと観たいレースがある	レース→race
kimi-wa-boku-no-hero-sa	君はぼくのヒーローさ	ヒーロー→hero
kimi-wa-ghost	君はゴースト	ゴースト→ghost
kimi-wa-girl-friend	キミはガールフレンド	ガールフレンド→girl-friend
king-prince-kaiser	キング&プリンス + カイザー	キング→king; プリンス→prince
king-sama-no-ichiban-boshi	キング様のいちばん星	キング→king
king-z	キングZ	キング→king
kinjirareta-rabu-story	禁じられたラブストーリー	ラブストーリー→love-story
kinoko-hotel-nikki	きのこホテル日記	ホテル→hotel
kinu-no-hero	絹のヒーロー	ヒーロー→hero
kirai-na-otoko-rankingu	嫌いな男ランキング	ランキング→ranking
kirakira-ouji-sama-magic	キラキラ王子さま☆マジック	マジック→magic
kirameki-no-lion-boy	きらめきのライオンボーイ	ライオンボーイ→lion-boy
kirara-no-shigoto-world-battle	きららの仕事ワールドバトル	ワールドバトル→world-battle
kiri-no-mori-hotel	霧の森ホテル	ホテル→hotel
kirifuda-katsumai-wa-magic-za-gyazaringu-o-tsukai-tsuzukeru	切札勝舞はマジック:ザ・ギャザリングを使いつづける	マジック→magic
kishidanchou-no-elf-san-datte-otome-ga-shitai	騎士団長のエルフさんだって乙女がしたい。	エルフ→elf
kishoku-hunter	奇食ハンター	ハンター→hunter
kisou-tengai-sf-hero	奇想天外!!SFヒーロー	ヒーロー→hero
