slug	title	版type	label	最大ギャップ年	pattern	飛び位置	年範囲	vol1状態	巻数
blue	BLUE	standard	通常版	19	MID_GAP	v2(1991)→v3(2010)	1991-2011	ISBN無	8
boxer	BOXER	standard	通常版	19	MID_GAP	v2(1978)→v3(1997)	1978-1997	ISBN無	3
chinchin-densha-no-uta	チンチン電車の詩	standard	通常版	19	OLD_FIRST	v1(1975)→v3(1994)	1975-1994	ISBN無	2
fuuunjitachi	風雲児たち	standard	通常版	19	MID_GAP	v30(1999)→v31(2018)	1982-2020		34
giatrus	ギャートルズ	bunkobon	文庫版	19	MID_GAP	v2(1976)→v3(1995)	1976-1995	ISBN無	3
hammer-kit	ハンマーキット	standard	通常版	19	MID_GAP	v2(1991)→v3(2010)	1990-2010	ISBN無	3
i-sengokushi	異戦国志	standard	通常版	19	OLD_FIRST	v1(2000)→v2(2019)	2000-2019		3
ie-naki-ko	家なき子	standard	通常版	19	OLD_FIRST	v1(1976)→v3(1995)	1976-1995	ISBN無	2
jingi	仁義	standard	通常版	19	OLD_FIRST	v1(1970)→v2(1989)	1970-2002	ISBN無	33
kaze-yo-kumo-yo-ken-yo	風よ雲よ剣よ	standard	通常版	19	MID_GAP	v5(1993)→v6(2012)	1993-2012		9
kurenai-1999	紅	standard	通常版	19	OLD_FIRST	v1(1980)→v2(1999)	1980-2000	ISBN無	5
kuroda-sanjuurokkei	黒田・三十六計	standard	通常版	19	MID_GAP	v3(1985)→v4(2004)	1984-2011		8
loan-knight	ローンナイト	standard	通常版	19	MID_GAP	v3(1992)→v4(2011)	1991-2012		5
onna-no-machi	おんなの街	standard	通常版	19	OLD_FIRST	v1(1981)→v2(2000)	1981-2000	ISBN無	2
pandora-yoshinaga-1995	パンドラ	standard	通常版	19	OLD_FIRST	v1(1995)→v2(2014)	1995-2014		2
sasurainogyanburaa	さすらいのギャンブラー	standard	通常版	19	OLD_FIRST	v1(1976)→v2(1995)	1976-1995	ISBN無	3
seibonjinden	聖凡人伝	bunkobon	文庫版	19	MID_GAP	v2(1977)→v3(1996)	1977-1977	ISBN無	8
shinigami-hakase	死神博士	standard	通常版	19	OLD_FIRST	v1(1967)→v2(1986)	1967-1986		2
spectreman	スペクトルマン	standard	通常版	19	MID_GAP	v4(1999)→v5(2018)	1999-2018		7
stand-up-yamakawa-2013	Stand Up!	standard	通常版	19	MID_GAP	v2(1996)→v3(2015)	2013-2018		4
tempest-1993	テンペスト	standard	通常版	19	MID_GAP	v2(1993)→v3(2012)	1993-2017		9
ultra-kyoudai-monogatari	ウルトラ兄弟物語	standard	通常版	19	MID_GAP	v3(1980)→v4(1999)	1979-1999	ISBN無	5
yaminodoki	闇の土鬼	standard	通常版	19	MID_GAP	v3(1974)→v4(1993)	1984-1993		5
akera-to-magozou	明楽と孫蔵	standard	通常版	18	MID_GAP	v2(1995)→v3(2013)	1995-1997		8
animal-x	ANIMAL X	standard	通常版	18	MID_GAP	v4(1993)→v5(2011)	1992-2011		8
chikyuuzeronen	地球0年	standard	通常版	18	OLD_FIRST	v1(1985)→v3(2003)	1985-2003		2
countdown-7-days	カウントダウン7 days	standard	通常版	18	OLD_FIRST	v1(1992)→v2(2010)	1992-2011	ISBN無	4
elf-17	エルフ・17	standard	通常版	18	MID_GAP	v5(1987)→v6(2005)	1985-1988		8
gekkou-kamen	月光仮面	standard	通常版	18	OLD_FIRST	v1(1958)→v2(1976)	1958-1959	ISBN無	7
ginga-eiyuu-densetsu	銀河英雄伝説	standard	通常版	18	MID_GAP	v11(2000)→v12(2018)	1989-2026		34
ginga-tetsudou-999	銀河鉄道999	standard	通常版	18	MID_GAP	v18(1981)→v19(1999)	1977-2005	ISBN無	21
gorilla-man	ゴリラーマン	standard	通常版	18	MID_GAP	v15(1993)→v16(2011)	1989-2011		19
happyaku-yachou-hyouri-no-kewaishi	八百八町表裏化粧師	standard	通常版	18	MID_GAP	v3(1984)→v4(2002)	1984-2002		4
hone-made-aishite-takaguchi-2011	骨まで愛して	standard	通常版	18	OLD_FIRST	v1(1995)→v2(2013)	1995-2013		2
horobi-no-utage	滅びの宴	standard	通常版	18	MID_GAP	v2(1986)→v3(2004)	1986-2004		3
judo-itchokusen	柔道一直線	standard	通常版	18	MID_GAP	v2(1968)→v3(1986)	1968-1986	ISBN無	11
jun-ishinomori-2003	ジュン	standard	通常版	18	OLD_FIRST	v1(1993)→v2(2011)	1993-2011		4
kaze-yo-banri-o-kakeyo	風よ、万里を翔けよ	standard	通常版	18	OLD_FIRST	v1(1999)→v2(2017)	1999-2018		4
kg	KG	standard	通常版	18	OLD_FIRST	v1(1988)→v2(2006)	1988-2006		2
kodokunogurume	孤独のグルメ	standard	通常版	18	OLD_FIRST	v1(1997)→v2(2015)	1997-2015		2
kubikiri-asa	首斬り朝	bunkobon	文庫版	18	MID_GAP	v8(1977)→v9(1995)	1976-1995	ISBN無	10
minami-no-teiou	ミナミの帝王	standard	通常版	18	MID_GAP	v19(1995)→v20(2013)	1992-2026		186
narumi	ナルミ	standard	通常版	18	OLD_FIRST	v1(1991)→v2(2009)	1991-2009	ISBN無	4
notari-matsutarou	のたり松太郎	bunkobon	文庫版	18	MID_GAP	v16(1986)→v17(2004)	1980-2004	ISBN無	22
oedo-yami-hikyaku	大江戸闇飛脚	standard	通常版	18	OLD_FIRST	v1(2004)→v2(2022)	2004-2022		2
omae-no-kaa-chan-bitch	お前の母ちゃんBitch!	standard	通常版	18	OLD_FIRST	v1(1994)→v2(2012)	1994-2012		2
oshigoto	おしごと	standard	通常版	18	OLD_FIRST	v1(1992)→v3(2010)	1992-2010		2
shin-manga-bungaku-zenshuu	新漫画文学全集	bunkobon	文庫版	18	OLD_FIRST	v1(1976)→v2(1994)	1976-1994	ISBN無	8
shiori-to-shimiko	栞と紙魚子	standard	通常版	18	OLD_FIRST	v1(1996)→v2(2014)	1996-2015		4
shounen-jet	少年ジェット	standard	通常版	18	MID_GAP	v3(1991)→v4(2009)	1991-2009		4
tensai-bakabon	天才バカボン	bunkobon	文庫版	18	MID_GAP	v16(1978)→v17(1996)	1977-1996	ISBN無	21
ultra-seven-productions-1998	ウルトラセブン	standard	通常版	18	OLD_FIRST	v1(1998)→v3(2016)	1998-2016		2
ultraman-tsuburaya-1997	ウルトラマン	standard	通常版	18	OLD_FIRST	v1(1979)→v2(1997)	1979-1997	ISBN無	2
versailles-no-bara	ベルサイユのばら	bunkobon	文庫版	18	MID_GAP	v10(1978)→v11(1996)	1977-1996	ISBN無	12
yuuyake-banchiyou	夕やけ番長	standard	通常版	18	OLD_FIRST	v1(1968)→v2(1986)	1968-1971	ISBN無	17
9-banme-no-musashi	9番目のムサシ	standard	通常版	17	MID_GAP	v14(2003)→v15(2020)	1996-2007		21
akaki-chi-no-eleven	赤き血のイレブン	standard	通常版	17	MID_GAP	v2(1970)→v3(1987)	1970-1994	ISBN無	6
akuma-kun	悪魔くん	standard	通常版	17	OLD_FIRST	v1(1968)→v2(1985)	1968-1987	ISBN無	3
ao-no-jidai	青青の時代	standard	通常版	17	OLD_FIRST	v1(1999)→v2(2016)	1999-2016		2
araburu-shishi	荒らぶる獅子	standard	通常版	17	OLD_FIRST	v1(2001)→v2(2018)	2001-2018		5
biriken	ビリ犬	standard	通常版	17	OLD_FIRST	v1(1988)→v2(2005)	1988-2005		2
eden-no-tohoku	エデンの東北	standard	通常版	17	MID_GAP	v10(2000)→v11(2017)	1991-2021		22
gekiga-kachikujin-yapuu	劇画家畜人ヤプー	standard	通常版	17	OLD_FIRST	v1(1993)→v2(2010)	1993-2012		4
hatarakiman	働きマン	standard	通常版	17	MID_GAP	v4(2007)→v5(2024)	2004-2024		5
houchounin-ajihei	包丁人味平	bunkobon	文庫版	17	MID_GAP	v5(1979)→v6(1996)	1979-1996	ISBN無	12
kiri-no-mori-hotel	霧の森ホテル	standard	通常版	17	MID_GAP	v2(2008)→v3(2025)	2007-2025		3
kishibe-no-uta	岸辺の唄	standard	通常版	17	OLD_FIRST	v1(2002)→v4(2019)	2002-2019		2
kyattsuai	キャッツ❤アイ	standard	通常版	17	MID_GAP	v18(1985)→v21(2002)	1982-2002	ISBN無	19
ninku-kazu-2006	Ninku	standard	通常版	17	MID_GAP	v2(2004)→v3(2021)	2007-2021		5
nono-chan	ののちゃん	standard	通常版	17	MID_GAP	v12(2005)→v13(2022)	1997-2024		14
reset	リセット	standard	通常版	17	OLD_FIRST	v1(2003)→v2(2020)	2003-2020	ISBN無	2
rockman-8	ロックマン8	standard	通常版	17	MID_GAP	v2(1998)→v3(2015)	1997-2015		3
soubou-no-daichi-horobu	蒼茫の大地、滅ぶ	standard	通常版	17	MID_GAP	v2(1986)→v3(2003)	1985-2003		3
tantei-monogatari-kabu	探偵物語カブ	standard	通常版	17	MID_GAP	v2(1985)→v3(2002)	1985-2002	ISBN無	3
tezuka-osamu-monogatari	手塚治虫物語	standard	通常版	17	MID_GAP	v2(1992)→v3(2009)	1992-2009		3
akira	AKIRA	standard	通常版	16	MID_GAP	v5(1988)→v6(2004)	1988-2004		27
andromeda-stories	アンドロメダ・ストーリーズ	standard	通常版	16	MID_GAP	v2(1983)→v3(1999)	1983-1999		3
apuroozukassai	アプローズ	standard	通常版	16	MID_GAP	v3(1982)→v4(1998)	1982-1999	ISBN無	6
birth	バース	standard	通常版	16	OLD_FIRST	v1(1983)→v2(1999)	1983-2001	ISBN無	6
boogiepop-wa-warawanai	ブギーポップは笑わない	standard	通常版	16	MID_GAP	v2(2002)→v3(2018)	2001-2018		3
eien-no-kodou	永遠の鼓動	standard	通常版	16	OLD_FIRST	v1(1996)→v2(2012)	1996-2012		2
fukufuku-funyaan	ふくふくふにゃーん	standard	通常版	16	MID_GAP	v2(1991)→v3(2007)	1990-2004		12
genjuu-bunsho	原獣文書	standard	通常版	16	MID_GAP	v8(2005)→v9(2021)	1996-2021		10
ginga-tetsudou-no-yoru-2023	銀河鉄道の夜	standard	通常版	16	OLD_FIRST	v1(2007)→v2(2023)	2007-2023		2
haou-taikei-ryuunaito-collectors-edition	覇王大系リューナイトcollecto	standard	通常版	16	OLD_FIRST	v1(1994)→v3(2010)	1994-2010		2
itadakiyasubee	いただきヤスベエ	standard	通常版	16	MID_GAP	v2(1986)→v3(2002)	1986-2002		3
joker-1998-2	JOKER	standard	通常版	16	OLD_FIRST	v1(1982)→v2(1998)	1982-1998		2
kaijin-nijuumensou	怪人二十面相	standard	通常版	16	MID_GAP	v2(2002)→v3(2018)	2002-2018		3
kani-kousen	蟹工船	standard	通常版	16	OLD_FIRST	v1(2007)→v2(2023)	2007-2023		2
kappa-no-sanpei	河童の三平	standard	通常版	16	MID_GAP	v4(1970)→v5(1986)	1970-1993	ISBN無	8
kapsel-jodtinktur	カプセル ヨードチンキ	standard	通常版	16	OLD_FIRST	v1(1995)→v2(2011)	1995-2011		2
kozure-ookami	子連れ狼	bunkobon	文庫版	16	MID_GAP	v9(1979)→v10(1995)	1976-1996	ISBN無	28
kurenai-1996	紅	standard	通常版	16	OLD_FIRST	v1(1980)→v2(1996)	1980-1997	ISBN無	4
kuro-1999	黒	standard	通常版	16	OLD_FIRST	v1(1999)→v2(2015)	1999-2016		3
kuro-no-tenshi	黒の天使	standard	通常版	16	OLD_FIRST	v1(1982)→v2(1998)	1982-1998	ISBN無	2
lucky-strike	LUCKY STRIKE	standard	通常版	16	MID_GAP	v2(1996)→v3(2012)	1995-2012		4
nariagari	成りあがり	standard	通常版	16	MID_GAP	v2(1993)→v3(2009)	1993-2009		3
obake	オバケ	standard	通常版	16	MID_GAP	v2(1992)→v3(2008)	1992-2008		3
ramen-hakkenden	ラーメン発見伝	standard	通常版	16	OLD_FIRST	v1(2000)→v2(2016)	2000-2009		26
satoshi	聖	standard	通常版	16	MID_GAP	v2(2000)→v3(2016)	2000-2002		9
sekai-no-owari-no-mahoutsukai	世界の終わりの魔法使い完全版	standard	通常版	16	OLD_FIRST	v1(2005)→v2(2021)	2005-2022		6
shadow-skill	Shadow skill	standard	通常版	16	MID_GAP	v4(1996)→v8(2012)	1993-2014	ISBN無	8
shaman-king	シャーマンキング	standard	通常版	16	MID_GAP	v32(2005)→v33(2021)	1998-2021		35
shin-salaryman-kintarou	新サラリーマン金太郎	standard	通常版	16	MID_GAP	v5(2010)→v6(2026)	2009-2026		6
suikoden-sentaro-1980	水滸伝	standard	通常版	16	OLD_FIRST	v1(1988)→v2(2004)	1988-1985		10
tsumi-to-batsu	罪と罰	standard	通常版	16	OLD_FIRST	v1(1996)→v2(2012)	1996-2013		4
vampire	バンパイヤ	standard	通常版	16	MID_GAP	v3(1972)→v4(1988)	1968-1988	ISBN無	4
warau-kyuuketsuki	笑う吸血鬼	standard	通常版	16	OLD_FIRST	v1(2000)→v2(2016)	2000-2016		2
bigguwan	ビッグ・1	standard	通常版	15	OLD_FIRST	v1(1969)→v2(1984)	1969-1984	ISBN無	2
canaan	CANAAN	standard	通常版	15	OLD_FIRST	v1(1995)→v2(2010)	1995-2011		3
eden-2021	エデン	standard	通常版	15	OLD_FIRST	v1(2007)→v2(2022)	2007-2022		2
epuron-oba-san	エプロンおばさん	standard	通常版	15	OLD_FIRST	v4(1972)→v5(2001)	1957-2001	ISBN無	11
gag-guerrilla	ギャグゲリラ	standard	通常版	15	OLD_FIRST	v1(1984)→v2(1999)	1984-2001	ISBN無	12
getsurei-15	月齢・15	standard	通常版	15	OLD_FIRST	v1(1993)→v2(2008)	1993-2008		3
gift-ichinose-2015	gift	standard	通常版	15	MID_GAP	v2(2003)→v3(2018)	2003-2018		3
hakkenden	八犬伝	standard	通常版	15	MID_GAP	v15(2002)→v16(2017)	1991-2024		24
hayou-no-ken	破妖の剣	standard	通常版	15	OLD_FIRST	v1(1996)→v2(2011)	1996-2013		4
hoshi-no-kirby-manpukupupupufantajii	星のカービィ	standard	通常版	15	MID_GAP	v12(2010)→v13(2025)	1996-2026		14
hoshi-o-tsugu-mono	星を継ぐもの	standard	通常版	15	OLD_FIRST	v1(1996)→v2(2011)	1996-2012		4
ichigeki-satchuu-hoihoi-san	一撃殺虫!!ホイホイさん	standard	通常版	15	OLD_FIRST	v1(2004)→v2(2019)	2004-2019		2
inugamike-no-ichizoku	犬神家の一族	standard	通常版	15	OLD_FIRST	v1(1984)→v3(1999)	1984-1999		2
jaiantotaifuu	ジャイアント台風	standard	通常版	15	MID_GAP	v2(1969)→v3(1984)	1969-1985	ISBN無	12
jikenya-kagyou	事件屋稼業	standard	通常版	15	OLD_FIRST	v1(1981)→v2(1996)	1981-1996	ISBN無	2
kanon-takemiya-1986	カノン	standard	通常版	15	OLD_FIRST	v1(1986)→v8(2001)	1986-2001		2
kizuna	KIZUNA	deluxe	デラックス版	15	OLD_FIRST	v1(1993)→v2(2008)	1993-2008		3
kochira-bonjingumi	こちら凡人組	standard	通常版	15	MID_GAP	v8(1987)→v9(2002)	1987-2004		17
kuooto-ando-half	1/4×1/2	standard	通常版	15	MID_GAP	v2(1997)→v5(2012)	1993-2016		7
lina	リナ	standard	通常版	15	OLD_FIRST	v1(1961)→v2(1976)	1961-1976	ISBN無	3
lovely-sick-ohmine-2004	ラブリーシック	standard	通常版	15	MID_GAP	v2(2004)→v3(2019)	2004-2019		3
manga-grimm-douwa-2003	まんがグリム童話	standard	通常版	15	OLD_FIRST	v1(2003)→v39(2018)	2003-2018		2
manga-grimm-douwa	まんがグリム童話	standard	通常版	15	OLD_FIRST	v1(2003)→v39(2018)	2003-2026		24
mazin-garon	魔神ガロン	standard	通常版	15	OLD_FIRST	v1(1968)→v2(1983)	1968-1997		5
mud-men	マッドメン	standard	通常版	15	OLD_FIRST	v1(1985)→v2(2000)	1985-2000		2
mud-men	マッドメン	bunkobon	文庫版	15	OLD_FIRST	v1(1991)→v2(2006)	1991-2006		2
samurider	サムライダー	standard	通常版	15	MID_GAP	v3(1989)→v4(2004)	2003-2004		5
shin-dabide-no-hoshi	新・堕靡泥の星	standard	通常版	15	OLD_FIRST	v1(1987)→v2(2002)	1987-2002		10
sora-ga-suki	空がすき!	standard	通常版	15	MID_GAP	v2(1974)→v18(1989)	1974-1989	ISBN無	3
tanma-kun	タンマ君	bunkobon	文庫版	15	MID_GAP	v4(1981)→v5(1996)	1977-2000	ISBN無	7
uchuueesu	宇宙エース	standard	通常版	15	MID_GAP	v2(1995)→v3(2010)	1995-2010	ISBN無	4
watari	ワタリ	standard	通常版	15	MID_GAP	v3(1973)→v4(1988)	1972-1972	ISBN無	7
yamigarishi	闇狩り師	standard	通常版	15	MID_GAP	v2(1987)→v3(2002)	1987-2003	ISBN無	4
avnai-yatsura	AVない奴ら	standard	通常版	14	MID_GAP	v2(2001)→v3(2015)	2001-2015		3
cyborg-009	サイボーグ009	standard	通常版	14	MID_GAP	v15(1981)→v16(1995)	1966-2003		36
cyborg-009	サイボーグ009	bunkobon	文庫版	14	MID_GAP	v15(1981)→v16(1995)	1976-2004	ISBN無	22
flower	Flower	standard	通常版	14	OLD_FIRST	v1(1987)→v2(2001)	1987-2006	ISBN無	10
fuan-no-tane-asterisk	不安の種*	standard	通常版	14	MID_GAP	v4(2008)→v5(2022)	2004-2026		10
ginga-tetsudou-999	銀河鉄道999	bunkobon	文庫版	14	MID_GAP	v12(1994)→v13(2008)	1994-2008		18
h2o-image	H2O Image	standard	通常版	14	MID_GAP	v2(1986)→v3(2000)	1984-2000	ISBN無	3
hanazakari-no-niwa	花盛りの庭	standard	通常版	14	OLD_FIRST	v1(1994)→v2(2008)	1994-2008		2
horobi-no-fue	滅びの笛	standard	通常版	14	MID_GAP	v2(1984)→v3(1998)	1984-1998		3
joker-yamane-1997	JOKER	standard	通常版	14	OLD_FIRST	v2(1998)→v3(2012)	1998-2012		2
kageo	影男	standard	通常版	14	OLD_FIRST	v1(1987)→v2(2001)	1987-2001		3
kami-no-inu	神の犬	standard	通常版	14	OLD_FIRST	v1(2009)→v2(2023)	2009-2023		2
kyoufu	恐怖	standard	通常版	14	OLD_FIRST	v1(1971)→v2(1985)	1971-1969	ISBN無	3
machiko-no-senya-ichiya	まちこの千夜一夜	standard	通常版	14	MID_GAP	v4(1989)→v5(2003)	1984-2003		5
macross-7-trash-2009	マクロス7trash	standard	通常版	14	OLD_FIRST	v1(1995)→v2(2009)	1995-2001		6
manyuuki	まんゆうき	standard	通常版	14	MID_GAP	v2(1995)→v3(2009)	1995-2009		3
mr-clice	Mr.Clice	standard	通常版	14	MID_GAP	v5(2003)→v6(2017)	1989-2025		14
nanairo-inko	七色いんこ	bunkobon	文庫版	14	MID_GAP	v2(1997)→v3(2011)	2011-2011		3
ninja-hattori-kun	忍者ハットリくん	standard	通常版	14	MID_GAP	v3(1968)→v4(1982)	1968-1988	ISBN無	16
ninjahattori-kun	忍者ハットリくん	standard	通常版	14	MID_GAP	v3(1968)→v4(1982)	1968-1988	ISBN無	16
nobunaga	信長	standard	通常版	14	MID_GAP	v7(1990)→v8(2004)	1987-2004		8
omukae-desu	お迎えです。	standard	通常版	14	MID_GAP	v5(2002)→v6(2016)	1999-2016		6
ookami-jingisukan	狼ジンギス汗	bunkobon	文庫版	14	OLD_FIRST	v1(1989)→v2(2003)	1989-2003		3
ore-no-shinsengumi	俺の新選組	standard	通常版	14	OLD_FIRST	v1(1989)→v2(2003)	1989-2003		5
rokusuke-kun	六助くん	standard	通常版	14	OLD_FIRST	v1(1973)→v2(1987)	1973-1995	ISBN無	8
sd-gundam-musha-maruden-3	SD頑駄無 武者○伝3	standard	通常版	14	MID_GAP	v2(2002)→v3(2016)	2016-2016		3
seikai-no-monshou	星界の紋章	standard	通常版	14	OLD_FIRST	v1(2000)→v2(2014)	2000-2021		8
shiawasenojikan	幸せの時間	standard	通常版	14	MID_GAP	v2(1998)→v3(2012)	1997-2012		9
shounen-keniya	少年ケニヤ	standard	通常版	14	MID_GAP	v3(1962)→v4(1976)	1976-1976	ISBN無	14
stand-up	STAND UP!	standard	通常版	14	MID_GAP	v2(1996)→v3(2010)	2009-2010		3
tokyo-monogatari	東京物語	standard	通常版	14	MID_GAP	v5(1991)→v6(2005)	1989-1993		8
tomie	富江	standard	通常版	14	MID_GAP	v2(1997)→v3(2011)	1997-2011		3
watashi-no-heya-no-neko-houdai	私の部屋の猫放題	standard	通常版	14	OLD_FIRST	v1(2009)→v3(2023)	2009-2023		3
what-s-michael	What's Michael?	standard	通常版	14	MID_GAP	v8(1989)→v9(2003)	1985-2003		9
akadou-suzunosuke	赤胴鈴之助	standard	通常版	13	OLD_FIRST	v6(1957)→v7(1971)	1957-1959	ISBN無	20
akage-no-an	赤毛のアン	standard	通常版	13	OLD_FIRST	v1(1979)→v2(1992)	1979-1992	ISBN無	5
arukasaru-oujou	アルカサル-王城-	standard	通常版	13	MID_GAP	v12(1994)→v13(2007)	1985-2007		13
asatte-kun	アサッテ君	bunkobon	文庫版	13	MID_GAP	v4(1982)→v5(1995)	1978-1995	ISBN無	5
blade	BLADE	standard	通常版	13	OLD_FIRST	v1(1994)→v3(2007)	1994-2007		3
cinderella-no-mori	シンデレラの森	standard	通常版	13	MID_GAP	v2(1987)→v3(2000)	2000-2000		3
copernicus-no-kokyuu	コペルニクスの呼吸	standard	通常版	13	OLD_FIRST	v1(2002)→v2(2015)	2002-2015		2
danchi-kaidan-kaidan	団地階段会談	standard	通常版	13	OLD_FIRST	v1(1990)→v2(2003)	1990-2003		2
doll-1996	DOLL	standard	通常版	13	OLD_FIRST	v1(1996)→v2(2009)	1996-2009		2
emerging	エマージング	standard	通常版	13	MID_GAP	v2(2004)→v3(2017)	2004-2017		3
es	ES	standard	通常版	13	OLD_FIRST	v1(1989)→v2(2002)	1989-2004		8
friends	Friends	standard	通常版	13	OLD_FIRST	v1(1980)→v2(1993)	1980-1993	ISBN無	3
glamorous-gossip	GLAMOROUS GOSSIP	standard	通常版	13	MID_GAP	v4(1997)→v5(2010)	1995-2010		5
gun-frontier	ガンフロンティア	standard	通常版	13	OLD_FIRST	v1(1975)→v2(1988)	1975-1988	ISBN無	2
hakuchuumu	白昼夢	standard	通常版	13	OLD_FIRST	v1(1987)→v2(2000)	1987-2000		2
hamster-no-kenkyuu-report	ハムスターの研究レポート	bunkobon	文庫版	13	MID_GAP	v3(2004)→v4(2017)	1999-2017		4
heike-monogatari	平家物語	standard	通常版	13	OLD_FIRST	v1(1982)→v2(1995)	1982-1996	ISBN無	3
hitokui-yashiki	人喰い屋敷	standard	通常版	13	OLD_FIRST	v1(1975)→v2(1988)	1975-1988	ISBN無	3
hospital	ホスピタル	standard	通常版	13	OLD_FIRST	v1(1990)→v2(2003)	1990-2003		2
hotel-hibiscus	ホテル・ハイビスカス	standard	通常版	13	MID_GAP	v2(1989)→v3(2002)	1997-2003		4
joker-1998-3	Joker	standard	通常版	13	OLD_FIRST	v2(1999)→v3(2012)	1999-2012		2
kaettekita-kita-dora-neko	帰って来たどらン猫(こ)	bunkobon	文庫版	13	OLD_FIRST	v1(2009)→v2(2022)	2009-2009		3
kakkoii-sukiyaki	かっこいいスキヤキ	standard	通常版	13	OLD_FIRST	v1(1983)→v2(1996)	1983-1996	ISBN無	3
kasumi-den-zen	カスミ伝 〔○全〕	standard	通常版	13	OLD_FIRST	v1(1989)→v2(2002)	1989-2002		2
kiiroi-tebukuro-ekkusu	黄色い手袋X	standard	通常版	13	MID_GAP	v2(1991)→v3(2004)	1991-2004	ISBN無	3
kochira-katsushikaku-kameari-kouen-mae-hashutsujo	こちら葛飾区亀有公園前派出所	standard	通常版	13	MID_GAP	v20(1982)→v92(1995)	1995-2001		16
konjaku-monogatari	今昔物語	standard	通常版	13	OLD_FIRST	v1(1983)→v3(1996)	1983-1996	ISBN無	2
magic-kaito	まじっく快斗	standard	通常版	13	MID_GAP	v3(1994)→v4(2007)	1988-2017		5
majuugari	魔獣狩り	standard	通常版	13	OLD_FIRST	v1(1992)→v2(2005)	1992-2005		3
mousou-suit-yamamoto	妄想戦士ヤマモト	standard	通常版	13	MID_GAP	v2(2002)→v3(2015)	2001-2006		4
musunde-hiraite	むすんでひらいて	standard	通常版	13	OLD_FIRST	v1(1997)→v2(2010)	1997-2013		8
nanako-sos	ななこSOS	standard	通常版	13	MID_GAP	v2(1983)→v3(1996)	1996-1986		5
nippon-no-don	日本の首領	standard	通常版	13	OLD_FIRST	v1(1980)→v2(1993)	1980-1983	ISBN無	6
ouji-to-kojiki	王子と乞食	deluxe	デラックス版	13	OLD_FIRST	v1(2010)→v2(2023)	2010-2023		3
oz-itsuki-2004	OZ	standard	通常版	13	MID_GAP	v4(1992)→v5(2005)	1990-2011		6
sanada-juuyuushi	真田十勇士	standard	通常版	13	MID_GAP	v3(1975)→v4(1988)	1975-1976	ISBN無	5
shichikai-karano-tegami	七階からの手紙	standard	通常版	13	OLD_FIRST	v1(1976)→v19(1989)	1976-1989	ISBN無	2
shin-obake-no-qtarou	新オバケのQ太郎	standard	通常版	13	MID_GAP	v4(1976)→v5(1989)	1975-1989		7
shiritsu-araisokoutougakkou-seitokai-shikkoubu	私立荒磯高等学校生徒会執行部	standard	通常版	13	MID_GAP	v2(2000)→v3(2013)	2013-2013		3
shounen-onmyouji	少年陰陽師	standard	通常版	13	OLD_FIRST	v1(2010)→v2(2023)	2010-2025		6
shura-ga-yuku	修羅がゆく	standard	通常版	13	MID_GAP	v17(1993)→v18(2006)	1991-1998		41
tenjounoniji	天上の虹	bunkobon	文庫版	13	MID_GAP	v6(2000)→v7(2013)	2000-2015		11
tensai-bakabon	天才バカボン	standard	通常版	13	OLD_FIRST	v16(1974)→v17(2005)	1972-1976	ISBN無	31
the-rapeman	THE レイプマン	standard	通常版	13	OLD_FIRST	v1(1986)→v2(1999)	1986-1987	ISBN無	13
tsuri-baka-tachi	釣りバカたち	bunkobon	文庫版	13	MID_GAP	v3(1996)→v4(2009)	1996-2009		5
w3	W3	standard	通常版	13	MID_GAP	v2(1968)→v3(1981)	1968-1981		3
wilderness	Wilderness	standard	通常版	13	MID_GAP	v7(2009)→v8(2022)	2001-2025		9
yuka-o-yobu-umi	ユカをよぶ海	standard	通常版	13	MID_GAP	v2(1963)→v3(1976)	1976-1963	ISBN無	6
abare-tendou	あばれ天童	standard	通常版	12	MID_GAP	v2(1974)→v3(1986)	1986-1976		7
akira	AKIRA	deluxe	デラックス版	12	MID_GAP	v4(1987)→v5(1999)	1984-1993		6
aku-no-hana	悪の華	standard	通常版	12	MID_GAP	v5(2005)→v6(2017)	1996-2017		6
alfheim-no-kishi-ballad	妖精国(アルフヘイム)の騎士Ball	standard	通常版	12	OLD_FIRST	v1(2007)→v2(2019)	2007-2025		9
black-shoukai-henkirou	ブラック商会変奇郎	standard	通常版	12	MID_GAP	v5(1977)→v6(1989)	1976-1989	ISBN無	6
bonobono	ぼのぼの	bunkobon	文庫版	12	MID_GAP	v10(2003)→v11(2015)	2002-2016		15
canon-1989	カノン	standard	通常版	12	OLD_FIRST	v1(1989)→v8(2001)	1989-2001		2
corseltel-no-ryuujitsushi	コーセルテルの竜術士	standard	通常版	12	MID_GAP	v4(2004)→v8(2016)	2001-2020		11
cronos-haze	クロノスヘイズ	standard	通常版	12	MID_GAP	v2(2003)→v3(2015)	2001-2015		3
cue-2004	CUE	standard	通常版	12	MID_GAP	v3(2005)→v4(2017)	2004-2017		4
cue	Cue	standard	通常版	12	MID_GAP	v3(2005)→v4(2017)	2004-2017		4
dark-whisper	ダークウィスパー	standard	通常版	12	MID_GAP	v2(1992)→v3(2004)	2000-2004		3
freesia	フリージア	standard	通常版	12	OLD_FIRST	v1(1991)→v2(2003)	1991-2009		12
genma-taisen	幻魔大戦	standard	通常版	12	MID_GAP	v2(1968)→v3(1980)	1968-1981		4
giant-robo	ジャイアントロボ	standard	通常版	12	MID_GAP	v2(1993)→v3(2005)	1992-2011		9
