slug	title	db	ndl	s2	fill_isbns	class
ore-o-tatasete-miroyo	俺を、たたせてみろよ	[2, 3, 4, 5, 6]	[]	[0, 2, 3, 4, 5, 6]		NDL_NONE
orfina	Orfina	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[]	[1, 2, 3, 4, 5, 6, 7, 9, 10, 11]		S2_HAS
osaka-geijutsu-daigaku-daigaku-manga	大阪芸術大学 大学漫画	[3, 5, 6]	[4, 5, 6, 7]	[3, 5, 6]	4:4862250149	FILL
osananajimi-no-koukousei-no-aida-ni-nikutai-kankei-wa-seiritsu-suruka	幼なじみの高校生のあいだに肉体関係は成立するか。	[2, 3]	[]	[2, 3]		NDL_NONE
osusume-furiten-kun	おすすめフリテンくん	[2, 3]	[1, 2, 3, 6, 7, 8]	[2, 3]	1:4884751175	FILL
otoko-do-ahou-koshien	男どアホウ甲子園	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]	[1, 2, 3, 4, 5, 6, 7, 10, 11, 12]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
otokoun-ga-ii-rank-nanode-isekai-no-yamiochi-kami-sama-ni-metoraremashita	男運がEランクなので異世界の闇落ち神様に娶られました	[2, 4, 5]	[]	[0, 2, 4, 5]		NDL_NONE
oukuu-kishidan-to-kyuukoku-no-shoujo	王空騎士団と救国の少女	[2, 3]	[1, 2, 3]	[2, 3]	1:9784803018370	FILL
outer-q	アウターQ	[2, 3]	[1, 2, 3]	[2, 3]	1:9784396635978	FILL
overlord-shin-sekaihen	オーバーロード〈新〉世界編	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784041152218	FILL
oyasumi-matane-mashiro-kun	おやすみ、またね。ましろくん。	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784867871829	FILL
oz-itsuki-2004	OZ	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[]	[1, 2, 3, 4]		NDL_NONE
pachisuro-de-atta-zenbu-umai-hanashi-zetto	パチスロであった全部旨い話Z	[9, 10]	[9, 10]	[9, 10]		CONT
pairon	白龍	[2, 3]	[]	[2, 3]		NDL_NONE
pakupaku-desuwa-tsuihousareta-sareta-ojousama	〈パクパクですわ〉追放されたお嬢様の『モンスターを食	[2, 3, 5, 6]	[2, 3, 4, 5, 6, 7]	[5, 6]	4:9784065374047	FILL
palm	パーム	[40, 41, 42, 43, 44, 45]	[]	[41, 42, 43, 44, 45]		NDL_NONE
papa-papa	パパ×パパ	[2, 3]	[1, 2, 3]	[0, 2]	1:9784041124055	FILL
paradise	パラダイス	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		S2_HAS
peace-mashuko	PEACE	[2, 3]	[]	[2, 3]		NDL_NONE
penguin-kissa-wa-kyou-mo-seiten	ペンギン喫茶は今日も青天	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784046835161	FILL
perfect-addiction	パーフェクトアディクション	[2, 3, 4]	[1, 2, 3, 4]	[0, 2, 3, 4]	1:9784796415743	FILL
perfect-angel-lip	Perfectエンジェルリップ	[2, 4]	[2, 4]	[2, 4]		CONT
pet	ペット	[2, 3, 4, 5]	[]	[1, 2, 3, 4, 5]		S2_HAS
piece	Piece	[2, 3, 4, 5, 6, 7, 8, 9, 10]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		S2_HAS
piisu-maker-kurogane	PEACE MAKER鐡	[12, 13, 14, 15, 16, 17]	[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]	[12, 13, 14]		CONT
pittosporum	ピットスポルム	[4, 5]	[4, 5]	[0, 5]		CONT
pokettomonsutaa-diamond-pearl-ohanashi-series	ポケットモンスターダイヤモンド・パール　おはなしシリ	[4, 5]	[]	[4, 5]		NDL_NONE
premium	Premium	[3, 4]	[]	[3, 4]		NDL_NONE
pumpkin	パンプキン	[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]	[]	[18, 19, 20, 22, 23]		NDL_NONE
q-e-d	Q.E.D.	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
raika	雷火	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		NDL_NONE
rakushou-hyper-doll-1996	楽勝!ハイパー★ドール	[4, 5]	[4, 5]	[4, 5]		CONT
rance-quest	ランス・クエスト	[2, 3]	[1, 2, 3]	[2, 3]	1:9784048869720	FILL
re-birth	RE-BIRTH	[2, 3]	[1, 2, 3]	[1, 2, 3]	1:405600661X	FILL
re-virgin	リヴァージン	[2, 3]	[1, 2, 3]	[2, 3]		CONT
real-fuuzokujou-nikki	リアル風俗嬢日記	[3, 4, 5, 6]	[1, 2, 3, 4, 5, 6]	[3, 4, 5, 6]	1:9784801912526;2:9784801914629	FILL
rekitan	レキタン!	[6, 7, 8]	[]	[6, 7, 8]		NDL_NONE
ren-soushi-ni-shojo-o-sasagu	漣蒼士に処女を捧ぐ	[2, 3, 4, 5, 6, 7]	[1, 2, 3, 4, 5, 6, 7]	[0, 2, 3, 5]	1:9784434296659	FILL
renkashou	恋華抄	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784866535647	FILL
rifrein	Rifrein	[2, 3, 4]	[1, 2, 3, 4]	[1, 2, 3, 4]		S2_HAS
riot-tsukada-2025	RIOT	[2, 3]	[]	[2, 3]		NDL_NONE
riutagao	りうたがお	[2, 3]	[2, 3]	[2, 3]		CONT
road59-shinjidai-ninkyou-tokku-shoujo-to-chi-no-sakazuki	ROAD59-新時代任侠特区-少女と血のサカズキ	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]	1:9784065371886	FILL
romeo	Romeo	[2, 3, 4, 5]	[]	[2, 3, 4, 5]		NDL_NONE
rouran-mappou-emaki	狼蘭末法絵巻	[2, 3]	[1, 2, 3]	[2, 3]	1:4253077420	FILL
ruby-onza-cake	ルビー・オンザ・ケーキ	[2, 3]	[1, 2, 3]	[2, 3]	1:9784757594890	FILL
ruten-no-teruma	流転のテルマ	[1, 2, 3]	[1, 2, 3]	[1, 2, 3]		CONT
sagesumareta-reijou-wa-daini-no-jinsei-de-akogare-no-renkinjutsushi-no-michi-o-erabu	蔑まれた令嬢は、第二の人生で憧れの錬金術師の道を選ぶ	[2, 3]	[1, 2, 3]	[2, 3]		CONT
sai	菜	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		S2_HAS
saibaa-comics	サイバーコミックス	[5, 11]	[]	[]		NDL_NONE
saigo-no-natsu-o-hitozuma-to	最後の夏を人妻と	[2, 3]	[]	[2, 3]		NDL_NONE
saijaku-na-boku-wa-kabenuke-bagu-de-nariagaru	最弱な僕は〈壁抜けバグ〉で成り上がる	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7]		CONT
saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[6, 7, 8, 9, 10, 11]	5:9784065372999	FILL
saikyou-no-shokugyou-wa-yuusha-demo-kenja-demo-naku-kanteishi-kari-rashii-desu-yo	最強の職業は勇者でも賢者でもなく鑑定士〈仮〉らしいで	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[2, 3, 4, 5, 6, 7, 8, 9]	1:9784434241895	FILL
saishinban-heisei-tensai-bakabon	最新版平成天才バカボン	[2, 3, 4]	[2, 3, 4]	[2, 3, 4]		CONT
saishoukan-sareta-yuusha-wa-ippanjin-to-shite-ikite-iku	再召喚された勇者は一般人として生きていく?	[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[0, 2, 3, 4, 5, 6, 7, 8, 9]	1:9784299079978	FILL
saiteihen-de-agaku-boku-wa-isekai-de-kibou-ni-deau	最底辺であがく僕は、異世界で希望に出会う	[2, 3, 4]	[]	[2, 3, 4]		NDL_NONE
sakura-taisen	サクラ大戦	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[]	[1, 2, 3, 4, 5, 6, 7, 8, 9]		NDL_NONE
same-wa-sakura-ni-koi-o-suru	鮫は桜に恋をする	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784861239762	FILL
samenyan	サメにゃん	[2, 3]	[1, 2, 3]	[0, 2, 3]		CONT
samurai-musou	サムライ無双	[2, 3, 4]	[]	[2, 3, 4]		NDL_NONE
school-zone-2021	School zone	[4, 5]	[]	[4, 5]		NDL_NONE
sefure-yappanashi-de	セフレ、やっぱなしで!	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784799758052	FILL
seijo-ni-uso-wa-tsuujinai	聖女に嘘は通じない	[1, 2, 3, 4, 5]	[1, 2, 3, 4, 5]	[1, 2, 3]		CONT
seiken-ga-saikyou-no-sekai-de-shounen-wa-yumi-ni-aisareru	聖剣が最強の世界で、少年は弓に愛される	[2, 3]	[1, 2, 3]	[2, 3]	1:9784041155967	FILL
seishun-porunogurafutei	青春ぽるのぐらふてい	[3, 4]	[1, 3, 4]	[3, 4]	1:4829180099	FILL
sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	[1, 2, 3, 4, 5, 7, 8, 9, 10, 11]	[]	[7, 8, 9, 10, 11]		NDL_NONE
sengoku-jieitai-2014	戦国自衛隊	[1, 2, 3, 4]	[1]	[1, 2, 3, 4]		CONT
senmonogatari	千物語	[7, 8]	[]	[7, 8]		NDL_NONE
sensei-ga-suki	先生が好き	[1, 2, 3, 4, 5, 6]	[1, 2, 3, 4, 5, 6]	[3, 4, 5, 6]		CONT
series-atarimae-no-zeitaku	シリーズあたりまえのぜひたく。	[4, 5, 6, 7, 8, 9, 10]	[1, 3, 4, 5, 6, 7, 8, 9, 10]	[4, 5, 6, 7, 8, 9, 10]	1:9784344029613;3:9784344840232	FILL
sesesese	せせせせ!	[2, 3]	[1, 2, 3]	[2, 3]	1:9784253291095	FILL
shakaikamanganihonnonbiriryokou	社会科まんが日本のんびり旅行	[4, 6]	[1]	[4, 6]		CONT
shanai-bitch-chan-wa-kyou-mo-tokimeki-ga-tomerarenai	社内ビッチちゃんは今日もときめきが止められない	[3, 4, 5]	[]	[3, 4, 5]		NDL_NONE
shiharu-genesis	しはるじぇねしす	[3, 4, 5, 6]	[3, 4, 5, 6]	[3, 4, 5, 6]		CONT
shima-kousaku-zenshuu	島耕作全集	[2, 5, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[2, 5, 9]	1:9784063647181;3:9784063647181;4:9784063647181;6:9784063647181;7:9784063647181;8:9784063647181	COLLECTION
shimogari-hanjirou	下苅り半次郎	[1, 2, 3, 4, 5, 6, 7]	[1, 2, 3, 4, 5, 6, 7]	[1]		CONT
shin-bikkuriman-omoshiro-land	新・ビックリマンおもしろランド	[2, 3, 5, 6]	[]	[2, 3, 5, 6]		NDL_NONE
shin-mimibukuro-kaidan-hyakumonogatari	新耳袋 怪談百物語	[2, 3, 4]	[2, 3, 4]	[2, 3]		CONT
shinanonchi-no-ikuru	しなのんちのいくる	[2, 3, 4, 5, 6, 7]	[1, 2, 3, 4, 5, 6, 7]	[0, 2, 3, 4, 5, 6, 7]	1:9784046815019	FILL
shinichirou-san-ttara-kekkou-yarashii	真一郎さんったら結構ヤラシイ!	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784821139231	FILL
shiniki-no-mahoutsukai	神域の魔法使い	[2, 3]	[1, 2, 3]	[2, 3]	1:9784800015327	FILL
shinohara-udou-senshuu	篠原烏童選集	[6, 7]	[]	[6, 7]		NDL_NONE
shinseiki-evangelion-koutetsu-no-girlfriend-2nd-4-koma-manga-gekijou	新世紀エヴァンゲリオン鋼鉄のガールフレンド2nd4コ	[2, 3]	[]	[2, 3]		CONT
shinyaku-meruhen	新約Märchen	[2, 3, 5]	[1, 2, 3, 4, 5]	[2, 3, 5]	1:9784063910070;4:9784065144206	FILL
shio-taiou-na-watashi-no-danna-sama-wa-haisupekku-na-osananajimi	塩対応な私の旦那様はハイスペックな幼馴染!?	[2, 3]	[]	[0, 2]		NDL_NONE
shiori-experience-2021	Shiori experience	[16, 17, 18, 19, 20, 21, 22]	[1, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[16, 17, 18, 19, 20, 21]	1:9784301007227	FILL
shisaku-nansensu-senshuu	思索ナンセンス選集	[2, 4, 5, 7, 8]	[1, 4]	[4]		CONT
shitou-sensen-iiekkusu	死島戦線EX	[1, 2, 3]	[1, 2, 3]	[1, 2, 3]		CONT
shitsuji-emu	執事M	[3, 4]	[]	[3, 4]		NDL_NONE
shokei-sareta-saikyou-no-gunyou-majutsushi-haisenkoku-no-elf-hime-to-kokka-saikensu	処刑された最強の軍用魔術師、敗戦国のエルフ姫と国家再	[2, 3]	[1, 2, 3]	[2, 3]	1:9784866753959	FILL
shounen-shoujo-jinbutsu-nippon-no-rekishi	少年少女人物日本の歴史	[4, 5, 7, 8, 15, 18, 20, 25]	[9, 10, 11, 12, 14, 15, 16, 17, 18, 19]	[15, 18, 20, 25]	9:409299009X;11:4092990111;12:409299012X;14:4092990146;16:4092990162;17:4092990170;22:4092990227;23:4092990235;24:4092990243	FILL
shousetsu-fajji	小説FUDGE	[4, 8, 11]	[1, 5, 8, 11]	[8, 11]	5:4756709435	FILL
shouta-no-sushi-2	将太の寿司2	[3, 4]	[1, 2, 3, 4]	[3, 4]	1:9784063545043;2:9784063545272	FILL
shuuen-no-majo-to-sekai-no-tabi	終焉の魔女と世界の旅	[2, 3, 4]	[]	[2, 3, 4]		NDL_NONE
sidekick-fighting-rule	サイドキック☆ファイティングルール	[2, 3]	[]	[2, 3]		NDL_NONE
silent-m-bius	サイレントメビウス	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]	[1, 2, 3, 4, 5]	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]		COLLECTION
sora-made-itchau	空までイっちゃう	[2, 3, 4, 5, 6, 7]	[]	[0, 2, 3, 4, 5, 6, 7]		NDL_NONE
sora-no-kairou	天の回廊	[1, 2, 3, 4]	[1, 2, 3, 4]	[1, 2, 3, 4]		CONT
sora-no-ue-no-aren	空の上のアレン	[2, 4]	[1, 2, 3, 4]	[2, 4]	1:4885705991;3:488570636X	FILL
sorosoro-no-dankai-desu	そろそろ×××の段階です!	[2, 3]	[1, 2, 3]	[0, 2]	1:9784776754114	FILL
souta-no-houchou-special	蒼太の包丁 special	[7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[9, 10, 11, 12, 13, 14, 15, 16, 17, 19]	1:9784408171364;2:9784408171586;3:9784408171845;4:9784408172088;5:9784408172224;6:9784408172385;8:9784408172828	FILL
star-ocean-second-story	スターオーシャン セカンドストーリー	[2, 4, 6]	[]	[4]		NDL_NONE
star-ocean-sekando-story	スターオーシャン セカンドストーリー	[3, 5, 6, 7]	[]	[5]		NDL_NONE
sugomori-hontou-ni-atta-koko-dake-no-hanashi-kiwami	スゴ盛!本当にあった〔○生〕ここだけの話極	[2, 3, 11, 13, 14, 16, 19, 22, 23, 24]	[1, 2, 3, 5, 6, 7, 8, 9, 10, 11]	[2, 16, 23]	1:9784832252929;5:9784832253551;6:9784832253704;7:9784832253872;8:9784832254046;9:9784832254206;10:9784832254374;12:9784832254671;15:9784832255197;17:9784832255562;18:9784832255722;20:9784832256095;21:9784832256279	FILL
sugomori-hontou-ni-atta-nama-koko-dake-no-hanashi-kiwami-ultra	スゴ盛!本当にあった(生)ここだけの話極 (ウルトラ	[25, 26, 27]	[1, 2, 3, 5, 6, 7, 8, 9, 10, 11]	[25, 26, 27]	1:9784832252929;2:9784832253070;3:9784832253230;5:9784832253551;6:9784832253704;7:9784832253872;8:9784832254046;9:9784832254206;10:9784832254374;11:9784832254534;12:9784832254671;13:9784832254862;14:9784832255029;15:9784832255197;16:9784832255371;17:9784832255562;18:9784832255722;19:9784832255920;20:9784832256095;21:9784832256279;22:9784832256460;23:9784832256606;24:9784832256750	FILL
suikoden-2000	水滸伝	[1, 2, 3, 4, 5]	[]	[0, 1, 2, 3]		NDL_NONE
suimeikyuu	水迷宮	[1, 2, 3, 4, 5, 6, 7]	[1, 2, 3, 4, 5, 6, 7]	[1, 2, 3, 4, 5, 6, 7]		CONT
sukaruman	スカルマン	[2, 3, 4, 5]	[1, 2, 3, 4, 5, 7]	[2, 3, 4, 5]	1:9784778038731	FILL
suki-dayo-good-boy	好きだよグッドボーイ	[2, 3]	[]	[0, 2, 3]		NDL_NONE
suna-to-iris	砂とアイリス	[1, 2, 3, 4, 5]	[1, 2, 3, 4, 5]	[1, 2, 3, 4, 5]		CONT
super-mario-land	スーパーマリオランド	[2, 3, 4]	[1, 2, 3, 4]	[0, 2, 3, 4]		CONT
suteki-na-kekkon	すてきな結婚	[3, 4]	[3]	[3]		CONT
suterareta-kisaki	捨てられた妃	[2, 3]	[1, 2, 3]	[2, 3]	1:9784813791690	FILL
syd-lid	Syd ＆ Lid	[1, 2, 3, 4, 5]	[1, 2, 3, 4, 5]	[1, 2, 3, 4, 5]		CONT
taishou-gakusei-aisaika	大正學生愛妻家	[3, 4]	[1, 2, 3, 4]	[3, 4]	2:9784065390344	FILL
taishou-migawari-kon	大正身代わり婚	[2, 3, 4]	[1, 2, 3, 4, 5]	[2, 3, 4]	1:9784865182392	FILL
tajuu-jinkaku-tantei-psycho	多重人格探偵サイコ	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 6, 11, 12, 13, 14, 15, 16, 17, 18]		CONT
takeru-1997-2	タケル	[5, 6, 7, 8, 9, 10]	[]	[7]		NDL_NONE
tako-no-manga	TACOのまんが	[2, 3]	[1, 2, 3]	[2, 3]	1:9784434194634	FILL
tale-of-rose-knight	Tale of Rose Knight	[3, 4]	[1, 2, 3, 4]	[4]	1:9784499229579;2:9784499229807	FILL
tales-of-destiny-inomata-2000	Tales of Destiny	[3, 4]	[]	[1, 2, 3, 4, 5]		S2_HAS
tales-of-destiny2	Tales of Destiny2	[3, 4]	[]	[1, 2, 3, 4, 5]		S2_HAS
tales-of-symphonia-4-koma-kings	テイルズオブシンフォニア4コマkings	[3, 4, 5]	[3, 4, 5]	[3, 4]		CONT
teiaazu-tou-tiara	ティアーズ・トゥ・ティアラ	[2, 3]	[2, 3]	[2, 3]		CONT
tenkuu-no-isekai-bisutoro-ten	天空の異世界ビストロ店	[2, 3]	[1, 2, 3, 4]	[2, 3]	1:9784040747477	FILL
tenkuu-shinpan	天空侵犯	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
tenma-no-ketsuzoku	天馬の血族	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
tensei-idol-to-doruota-no-kishi	転生アイドルとドルオタの騎士	[2, 3]	[]	[0, 2, 3]		NDL_NONE
tensei-kenja-no-yarinaoshi	転生賢者のやり直し	[3, 4, 5]	[1, 2, 3, 4, 5]	[3, 4, 5]	1:9784813763697;2:9784813763703	FILL
tensei-ouji-wa-daraketai	転生王子はダラけたい	[2, 3]	[]	[2, 3]		NDL_NONE
tensei-shitara-koutei-deshita-umarenagara-no-koutei-wa-konosaki-ikinokoreru-ka-comic	転生したら皇帝でした～生まれながらの皇帝はこの先生き	[3, 5, 6]	[1, 2, 3, 4, 5, 6, 7]	[5, 6]	1:9784866996813;2:9784866998862;4:9784867943595	FILL
tetsusabi-to-1000-karatto	鉄錆と1000カラット	[2, 3]	[1, 2, 3]	[2, 3]		CONT
tezuka-osamu-manga-zenshuu-mishuuroku-sakuhinshuu	手塚治虫漫画全集未収録作品集	[2, 3]	[1, 2, 3]	[1, 2, 3]	1:9784063738940	COLLECTION
the-band	THE BAND	[2, 3]	[]	[2, 3]		NDL_NONE
toaru-kagaku-no-railgun-toarumajutsunokinshomokurokugaiden	とある科学の超電磁砲(レールガン)	[14, 15, 16, 17, 18]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[14, 15, 16, 17, 18]	1:9784840241076;2:9784048671460;3:9784048677196;4:9784048681698;5:9784048686860;6:9784048703505;7:9784048709767;8:9784048911016;9:9784048918442;10:9784048666985;11:9784048654319;12:9784048923651;13:9784048934251	FILL
toaru-majutsu-no-baacharon	とある魔術の電脳戦機(バーチャロン)	[2, 3]	[]	[2, 3]		NDL_NONE
tokubetsu-ja-nai-hi	特別じゃない日	[2, 3, 4, 5, 6]	[]	[0, 2, 3, 4, 5, 6]		NDL_NONE
tokugawa-kun-ga-komarasetekuru	十九川くんが困らせてくる!	[2, 3, 4, 5]	[1, 2, 3, 4, 5]	[2, 3, 4, 5]		CONT
tokumorikobo-chan	特盛!コボちゃん	[4, 5, 8, 9, 12, 13, 14, 15, 16]	[14, 15, 16]	[14, 15, 16]		CONT
tokusen-otoboke-kachou	特選おとぼけ課長	[4, 5, 6, 7, 8]	[5, 6, 8]	[5, 6, 8]		CONT
tomodachi-engage	トモダチ・エンゲージ	[2, 3, 4, 5]	[1, 2, 3, 4, 5]	[0, 3, 4, 5]	1:9784434318061	FILL
toren-romanesuku	賭恋ロマネスク	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784434341571	FILL
touhou-tetsuwan-komachi-dokidoki-locomotion	東方鉄腕小町ドキドキ♡ロコモーション	[2, 3]	[1, 2, 3]	[2, 3]	1:4785920076	FILL
toumei-otoko-to-ningen-onna	透明男と人間女	[2, 3, 4, 5, 7, 8, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[0, 2, 3, 4, 7, 8, 9]	1:9784575440102;6:9784575440690	FILL
tousei-gensou-hakubutsushi	当世幻想博物誌	[2, 3]	[2, 3]	[2, 3]		CONT
transformers-classics	トランスフォーマークラシックス	[7, 8, 9, 10, 11]	[5, 6, 7, 8, 9, 10, 11, 12]	[8, 9, 10]	5:9784801935860;6:9784801938076	FILL
trinity-seven	トリニティセブン	[15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]	[1, 2, 3, 15, 16, 17, 18, 19, 20, 21]	[19, 20, 21, 22, 23, 24, 25, 26, 27, 28]	2:9784040738390;3:9784040740560;16:9784040721781;17:9784040723907;18:9784040725987	FILL
tsugi-no-kuuhaku-o-umeyo	次の空白を埋めよ。	[2, 3]	[]	[0, 2]		NDL_NONE
tsuihousareta-majutsushi-no-sonogo	追放魔術師のその後	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5, 6, 7, 8, 9]	[1, 2, 3, 4, 5]		CONT
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	12:9784065378045	FILL
tsuihousareta-sareta-koushaku-reijou-viruherumiina-ga-shiawase-ni-naru-made	追放された公爵令嬢、ヴィルヘルミーナが幸せになるまで	[2, 3]	[1, 2, 3]	[2, 3]	1:9784803020274	FILL
tsukareta-hito-ni-yashoku-o-todokeru-demaeten	疲れた人に夜食を届ける出前店	[2, 3]	[1, 2, 3]	[0, 3]	1:9784046817570	FILL
tsumari-souiu-koto-karada-wa-ai-ni-hairimasuka	つまりそういうコト。	[2, 3]	[]	[0, 2]		NDL_NONE
tsumi-to-batsu-no-spica	罪と罰のスピカ	[2, 3, 4, 5, 6]	[1, 2, 3, 4, 5, 6]	[2, 3, 4, 5, 6]	1:9784065373002	FILL
tv-animation-major-characters-handbook-heroes	TV ANIMATION MAJOR キャラクターズ	[2, 3]	[3]	[2, 3]		CONT
tytus-romek-i-a-tomek	Tytus Romek i A′Tomek	[9, 17]	[8]	[9, 17]	8:9788382953343	FILL
uchira-wa-mabudachi	うちらはマブダチ	[2, 3]	[]	[0, 2, 3]		NDL_NONE
umi-no-ouji-2009	海の王子	[2, 3]	[1, 2, 3]	[1, 2, 3]		COLLECTION
under-ku	アンダーク	[2, 3]	[1, 2, 3, 4]	[2, 3]	1:9784091578464	FILL
usagi-1994	うさぎ	[2, 3]	[]	[2, 3]		NDL_NONE
usotsuki-na-tsugai	嘘つきな番	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784909699091	FILL
v8-kid	V8キッド	[1, 2, 3, 4, 5]	[1, 2, 3, 4, 5]	[1, 2]		CONT
wada-radio-no-jojo-ni-poiman	和田ラヂヲの徐々にポイマン	[2, 3]	[2, 3]	[2, 3]		CONT
watashi-no-janru-ni-kami-ga-imasu	私のジャンルに「神」がいます	[2, 3]	[1, 2, 3]	[0, 2, 3]	1:9784046800268	FILL
watashi-no-ojou-sama	わたしのお嬢様	[2, 3]	[2, 3]	[2, 3]		CONT
watashi-wa-akogare-no-koibito	わたしは憧れの恋人	[2, 3]	[1, 2, 3]	[0, 2, 3]		CONT
xxxholic	xxxHOLiC	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]		CONT
yabamori-hontou-ni-atta-nama-koko-dake-no-hanashi-kiwami-ultra	ヤバ盛!本当にあった(生)ここだけの話極 (ウルトラ	[26, 27]	[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]	[26, 27]	1:9784832252844;2:9784832252998;3:9784832253162;4:9784832253315;5:9784832253483;6:9784832253629;7:9784832253780;8:9784832253964;9:9784832254121;10:9784832254282;11:9784832254459;12:9784832254602;13:9784832254763;14:9784832254930;15:9784832255111;16:9784832255296;17:9784832255470;18:9784832255647;19:9784832255760;20:9784832256019;21:9784832256200;22:9784832256361;23:9784832256538;24:9784832256682;25:9784832256811	FILL
yakuza-ni-ofuro-de-hatarakasaretemasu	ヤクザにお風呂で働かされてます。	[2, 3]	[]	[2, 3]		NDL_NONE
yama-kaimashita	山、買いました	[2, 3, 4]	[1, 2, 3, 4]	[2, 3, 4]		CONT
