slug	title	tv	has_synopsis	genres	n_isbn	caption
tamashii-o-hanbun-kuwaretara-megami-sama-ni-doujou-sareta	魂を半分喰われたら女神様に同情された?	3	False	fantasy,isekai	3	"ちょっとした手違いで…36歳→15歳日本→異世界凡人→最強ぼっち→王へ転生!? 
しがない中年・飛賀春人(ひがはると)は、魔物に魂の半分を喰われ瀕死の状態となる。その危機を救ったのは、異世界の女神・ベリルベルだった!! 命は助かった春人だが、15歳のハルトに生まれ変わり、元の世界から存在が消失してしまう!? やむなく異世界で生きていくことになったハルトは、自由気ままに生きる道を選ぶが…。ぼっちから始める異世界建国ライフ!!"
makyou-seikatsu	魔境生活	3	False	action,adventure,fantasy	3	"何をやってもうだつが上がらない冒険者の青年は、人生を変えるべく一念発起し、自分だけの土地を購入する。だが、希望を胸に土地へ向かった青年が見たものは、常識の通用しない動植物がうごめく『魔境』であった！
気を抜けば命を落とす危険な土地で、青年は己の知恵と力で生活を整えていく。
そしてサバイバル生活が軌道に乗ってきたある日、魔境の海岸に謎の少女が流れ着いているのを発見してーー？"
kurobane-hakusho	黒羽白書	3	False	drama,mind-game,supernatural	3	「更生」をかけて轟に「強制執行」を仕掛けた黒羽。幻覚世界の中で轟が目にした黒い夢とは!?一方、鴉ヶ丘中学校には新たなる不穏な気配が。これまでの「悪」を超える最凶の暴威を前に黒羽たちは…!?
kowareta-chikyuu-no-arukikata-comic	#壊れた地球の歩き方@COMIC	3	False	fantasy	3	"人類vs.竜、古都平城京最終決戦!!!!!!

第9回ネット小説大賞受賞作コミカライズ作品、ついに最終巻！
文明崩壊後の地球を舞台に繰り広げられる、人類の存亡を賭けた英雄譚を見届けろ！"
100-nengo-ni-tensei-shita-watashi-zense-no-juukishi-ni-kyuukon-saremashita	100年後に転生した私、前世の従騎士に求婚されました	3	False	fantasy,romance	3	"伯爵令嬢シェイラの前世が、転生前の想い人であった女王・アレクシアだと知った国王・フェリクス。

フェリクスはシェイラに対して、前世のアレクシアとして接する。
しかしシェイラは今の自分を見てくれない
彼の態度に複雑な感情を抱く…。

そんな中隣国ゼベタとの和平交渉に
フェリクスと共に向かうことになって…"
18-ji-kara-boku-no-mono	18時から僕のもの	3	False	romance	3	"10億円を手にした少女に迫る怪しい影…！ 

 両親が離婚し、母親と2人で暮らしていた中学二年生の一季。その母親が亡くなり、10億円の遺産を手にした一季は、お金で寂しさを埋めていた。そんなある日、同い年の佐知にナンパされた一季は、佐知にある提案をする。それは「1回1万円の報酬で、一緒に晩ご飯を食べてくれること」。驚いた佐知だったがその提案を受け入れ、2人は毎日18時に待ち合わせをして一緒に食事をすることになる。ようやく孤独感から解放された一季だったが、そんな彼女をこっそりとつけ回す、1人の怪しい男の影が…！?"
1-nichi-ikkai-hateru-made	1日1回、果てるまで…	3	True	ecchi,romance	3	"※この作品はTLオトメチカから電子配信されている分冊版「1日1回、果てるまで…飢えた絶倫オジサマは私を貪り尽くす」の13〜18話を収録した単行本版第3巻です。重複購入にご注意ください。　
※単行本版限定の描き下ろし漫画（ページ数入力）を収録！"
29-ji-no-asagohan	29時の朝ごはん	3	False	drama,gourmet	3	"「女王」と呼ばれる太客が付き、あっという間にホストクラブでNo.1にのし上がった聖夜。しかし、女王に振り回されてアリスに会えない日々が続くうちに心がすり減り、ホストを続けることに希望を見出せなくなっていた。アリスも聖夜が「あさげ」を訪れないことに寂しさを感じながらも、彼のことを遠くから見守ろうと決意する。そんなある日、うららの父親が突然「あさげ」を訪ねてくる。5歳の時に離れたきりの久々の再会にうららは喜ぶが、彼女の父親は怪しい連中とつるんでよからぬことを企んでいる様子で…。一方、店の客に「行きたい店がある」と言われてアフターで向かった先が「あさげ」だった聖夜は、ついにアリスに想いを打ち明けるが、その直後に聖夜がアリスに想いを寄せていると知った女王が「あさげ」を訪れ、「私はヤクザの娘なの、ここにとびきりゲスなヤツを呼んであげる」とアリスに脅しをかける。切羽詰まったアリスが助けを求めた相手は、意外な人物だった…。
歌舞伎町の片隅にある小さな朝ごはん屋の大きな人間ドラマ、ついに完結。"
3-pungo-ni-marumaru-suru-hanashi	3分後に○○する話	3	True	slice-of-life	3	"待ち受けるのは 心がざわつく結末
彼氏の様子がなにかおかしくなったら
好きな人との初詣で熱が出てしまったら
ライバル女子のバレンタインチョコを食べたら
卒業式前に友達とケンカしたら
いなくなった飼い猫が帰ってきたら
──平凡な1日が変わる、11編の予測不可能で多彩なオムニバス・ストーリー"
4000-nenburi-ni-kikan-shita-dai-madoushi	4000年ぶりに帰還した大魔導士	3	False	action,fantasy	3	"お前のようなゴロツキを退治するために蘇った…
史上最強の魔導士だ！
4000年ぶりに体を手に入れ、フレイとなったルーカス・トロウマン。
軟弱なフレイの体に憑依したため、まずはイサベルを連れ、修行へと向かう。
しかし、目的地を目指す一行の前に、海賊船が現れてーー。
そしてそこには「死なざる者・リッチ」の存在が……！
4000年ぶりの力が燃え上がるルーカスの痛快復讐劇、第2巻!!"
5-byou-de-omae-o-ikasete-yaruyo	5秒でお前をイかせてやるよ	3	False	ecchi,romance	3	"「天国（ヘブン）見せてあげるよ」
触られたとこ全部キモチイイ…！男優の超絶テクにとろとろ〜☆ AV撮影の雑用として働いてる梨麻は、何をやってもドジばかり。ある日ミスで女優を呼び忘れてしまい、めちゃくちゃ叱られた勢いで「私、女優やりますっ！」と言い出しちゃって…！？　セックスなんてハジメテなのに、カメラの前で脚を広げて奥までぐちゅぐちゅにかき回されて、ダメ…みんなの前でイっちゃう…！！ プロの神テク、試してみる？"
blast	BLAST	3	False	drama	3	"ソロパートの担当を巡り、張り合い、自分と向き合うことで
お互いを認め合うことができた晴光、剛上たちトランペットパート。
......しかし、吹奏楽は一筋縄ではいかなかった。
「トランペットは1音で空気をブチ壊す」--。
圧倒的主役感をみせるアルトサックスの小波汰月は、
冷徹な音への追求、冷酷な音の支配で演奏をまとめ上げようとするが...。
才能と熱意で織りなす吹奏楽青春群像劇、完結!!
第14話 楽器屋に行こう!
第15話 木管の覇王
第16話 ボクの忠犬でいて
第17話 引き立てるべき存在
第18話 音楽を好きになれ
第19話 晴光の才能
第20話 2ndトランペッター
第21話 デビューコンサート開演!
第22話 積み重ねの成果
第23話 たった1音
第24話 掴んだ手応え
最終話 つないだ力"
blood-fire	BLOOD FIRE	3	False	action,supernatural	3	"化け物どもを燃やし尽くせ!!
人間vs.怪異の戦争勃発!!

「怪異件」--魑魅魍魎と恐れられる化け物どもが引き起こす異常事件。
そんな通常の警察には扱いきれない事件を扱う専門家・籠目境子は
ー自らの血を燃やし打ち出す異能ーを用いて各地の怪異件を解決していく。
型破りな捜査と行動で、相棒の春彦を振り回しながらも、
二人の目的「自分を呪った怪異を殺し、元の身体に戻ること」のため
今日も彼女は化け物を討つ!!

実力派作家が描く、異能vs.怪異の激烈ハードバトルアクションここに開幕!!"
d4dj-the-prologue-of-peaky-p-key	D4DJ-The Prologue of Peaky P-key-	3	True	music	3	"絶対王者と呼ばれる陽葉学園最強ユニット”Peaky P-key”の原点ーー。響子としのぶの出会い、そして由香と絵空が加わり”Peaky P-key”に至るまでをコミック化!!
&apos;第5話
第6話　前編
第6話　後編
第7話　前編
第7話　後編
第8話
第9話"
