slug	title	our_authors	source_authors(同題)	status
7tsu-no-7-nfonii	7つのシンフォニー	一条ユカリ		NOT_FOUND
8-2023	8!～エイト～	桜小路カノコ	カノコ;桜小路	AUTHOR_MISMATCH
8-ban-deguchi	8番出口	田村光久	ゲーム『8番出口』;光久;田村	AUTHOR_MISMATCH
8-dome-no-jinsei-kirawarete-ita-hazu-no-outaishi-denka-no-dekiai-route-ni-hamarimashita	8度目の人生、嫌われていたはずの王太子殿下の溺愛ルートにはまりました	ザネリ;永野明		NOT_FOUND
8-gatsu-31-nichi-no-long-summer	8月31日のロングサマー	伊藤一角	一角;伊藤	AUTHOR_MISMATCH
8-gatsu-autoroo	8月アウトロー	冬樹久生	大輔;宮田;宮田大輔	AUTHOR_MISMATCH
8-gatsu-no-nikki-wa-razuraito	8月の日記はラズライト	松月滉		NOT_FOUND
8-man-vs-cyborg-009	8マンvs(バーサス)サイボーグ009	七月鏡一;平井和正;早瀬マサト;桑田二郎;石ノ森章太郎		NOT_FOUND
8-miri-no-akuma-vs-tokumeihan	8ミリの悪魔vs特命班	笠原倫	脚本]笠原倫	AUTHOR_MISMATCH
8-nengo-no-tsuzuki-kun-ga-amasugiru	8年後の都筑くんが甘すぎる	西ナナヲ;赤羽チカ		NOT_FOUND
8-sai-kara-hajimeru-mahougaku	8歳から始める魔法学	上野夕陽;佐藤ショーキ		NOT_FOUND
82okushoku-no-kiseki	82億食の奇跡	加藤唯史	脚本]加藤唯史	AUTHOR_MISMATCH
86-furagumentaru-neotenii	86-エイティシックス-フラグメンタルネオテニー	シンジョウタクヤ;鈴木ミニラ		NOT_FOUND
86-operation-highschool	86-エイティシックス-オペレーション・ハイスクール	鈴木ミニラ		NOT_FOUND
89-nagano-rengou	'89-長野∞連合-	隈屑		NOT_FOUND
90nichi-kareshi	90日彼氏	小田三月		NOT_FOUND
99-kai-danzai-sareta-loop-reijou-desu-konsei-wa-chouzetsu-aisare-mode-desutte	99回断罪されたループ令嬢ですが今世は「超絶愛されモード」ですって!?	甲斐ロハル;裕時悠示		NOT_FOUND
99-paasento-succubus-chan	99%サキュバスちゃん	白石ユキ	ユキ;白石	AUTHOR_MISMATCH
a-abe-reiji-desu	あ、安部礼司です。	青木u平		NOT_FOUND
a-d	A・D	アキ		NOT_FOUND
a-i-c-o-incarnation	A.I.C.O. Incarnation	ニイサトル	bones;宏明;道明;道明宏明	AUTHOR_MISMATCH
a-life-of-the-beetle	A LIFE OF THE BEETLE	田中ムネヨシ		NOT_FOUND
a-yasei-no-ojou-sama-ga-tobidashitekita	あ!野生のお嬢様がとびだしてきた!!	永瀬ヨウスケ	ヨウスケ;永瀬	AUTHOR_MISMATCH
a3-autumn	A3! AUTUMN!	リベルエンタテインメント;井上佐藤	エンタテインメント;ムネヤマヨシミ;リベル	AUTHOR_MISMATCH
a3-spring	A3! SPRING	井上佐藤	エンタテインメント;ムネヤマヨシミ;リベル	AUTHOR_MISMATCH
a3-summer	A3! summer	井上佐藤	エンタテインメント;ムネヤマヨシミ;リベル	AUTHOR_MISMATCH
a3-winter	A3 ! winter	リベルエンタテインメント;井上佐藤	エンタテインメント;ムネヤマヨシミ;リベル;冨士原良	AUTHOR_MISMATCH
