isbn	month	title	author	publisher	type	integrate_to	method	holes	verified	status
9784868230236	2026-4	ご契約に先立ちまして	二区井 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784796418126	2026-4	午前0時の甘い罠. 3	鮭田ねね		型1_統合	sid149527:午前0時の甘い罠(2巻)	完全題一致	-	-	ship
9784832210226	2026-4	ごちそうさまは二丁目で. 2	町田マーチ 著		型1_統合	sid135434:ごちそうさまは二丁目で(1巻)	完全題一致	-	-	ship
9784408642086	2026-4	ごはんのおともをあと少し	たな 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784845870905	2026-4	ゴルゴ13. 220	さいとうたかを 著		型1_統合	sid38124:ゴルゴ13(706巻)	完全題一致	-	-	ship
9784047387232	2026-4	最強!かわいい!あきらギャル	苺盛どらごん 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784434377051	2026-4	宰相補佐と黒騎士の契約結婚と離婚とその後 : 辺境の	安城ひろ 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784799221488	2026-4	サキュバシスターズ : 聖職姉妹の背徳	寒天 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784065432228	2026-4	作田刑事の張り込み弁当. 3	コモンオム 著		型1_統合	sid147831:作田刑事の張り込み弁当(2巻)	完全題一致	-	-	ship
9784049521955	2026-4	左遷された無能王子は実力を隠したい : 二度転生した	茨木野 原作		型1_統合	sid152864:左遷された無能王子は実力を隠したい(3巻)	最長一致	-	-	ship
9784408642321	2026-4	サボり先輩	地球のお魚ぽんちゃん 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784758098625	2026-5	愛が重い騎士公爵は、追放令嬢のすべてを奪い尽くしたい	海原ゆた 著		型1_統合	sid154686:愛が重い騎士公爵は、追放令嬢のすべて(2巻)	完全題一致	-	-	ship
9784302118960	2026-5	愛されすぎの身代わり婚 : お見合い相手は初恋の彼で	高瀬綾 著		型1_統合	sid154695:愛されすぎの身代わり婚(1巻)	最長一致	-	-	ship
9784049521917	2026-5	愛人を囲う冷徹な伯爵との典型的な政略結婚、そして嫌わ	ぺぷ 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088942025	2026-5	愛だとか復讐だとか. 4	紘井ミチキ 著		型1_統合	sid154796:愛だとか復讐だとか(3巻)	完全題一致	-	-	ship
9784344857650	2026-5	愛とかいろいろあるところ	否田 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065424865	2026-5	相棒に毒がありまして! 3	(4) 著		型1_統合	sid160472:相棒に毒がありまして!(2巻)	最長一致	-	-	ship
9784785981730	2026-5	アウトドアごはん. No. 17			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013079	2026-5	OUT. VOL.29	井口達也 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065436325	2026-5	蒼く染めろ. 20	桜井ミヤト 著		型1_統合	sid162934:蒼く染めろ(17巻)	完全題一致	-	-	ship
9784088850054	2026-5	青の祓魔師. 34	加藤和恵 著		型1_統合	sid1467:青の祓魔師(19巻)	完全題一致	-	-	ship
9784088850726	2026-5	アオの解. 1	竹内良輔		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088850351	2026-5	アオのハコ. 25	三浦糀 著		型1_統合	sid18:アオのハコ(20巻)	完全題一致	-	-	ship
9784046601100	2026-5	あかつきのヒマリとくま : フルカラー漫画. 2	サカイタカヒロ 著		型1_統合	sid133312:あかつきのヒマリとくま(1巻)	最長一致	-	-	ship
9784098545896	2026-5	吾が君散るらむ. 2	詩石灯 原作		型1_統合	sid150107:吾が君散るらむ(1巻)	完全題一致	-	-	ship
9784041174685	2026-5	アガリビトの後始末. 1	たもつ葉子 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784081153039	2026-5	秋本治のナイス!なチョイスこち亀50周年!! : こ	秋本治 著		型1_統合	sid125385:秋本治のナイス!なチョイスこち亀50(5巻)	最長一致	-	-	ship
9784301005261	2026-5	悪の皇女はもう誰も殺さない. 2	やきいもほくほく 原作		型1_統合	sid154290:悪の皇女はもう誰も殺さない(1巻)	完全題一致	-	-	ship
9784041169599	2026-5	悪魔の剣で天使を喰らう. 2	大上誠人 漫画		型1_統合	sid154554:悪魔の剣で天使を喰らう(1巻)	完全題一致	-	-	ship
9784301004981	2026-5	"悪役貴族が開き直って破滅フラグを""実力&quo"	楓原こうた		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866579191	2026-5	悪役令嬢後宮物語～王国激動編～. 7	鳥屋 著		型1_統合	sid154486:悪役令嬢後宮物語～王国激動編～(1巻)	完全題一致	-	-	ship
9784785981921	2026-5	悪役令嬢転生おじさん. 10	上山道郎 著		型1_統合	sid8037:悪役令嬢転生おじさん(8巻)	完全題一致	-	-	ship
9784815634384	2026-5	悪役令嬢と悪役令息が、出逢って恋に落ちたなら : 名	迂回チル 漫画		型1_統合	sid121187:悪役令嬢と悪役令息が、出逢って恋に落(3巻)	最長一致	-	-	ship
9784800017574	2026-5	悪役令嬢の継母に転生したので娘を幸せにします、力尽く	牧野麻也 原作		型1_統合	sid154431:悪役令嬢の継母に転生したので娘を幸せ(1巻)	完全題一致	-	-	ship
9784824206718	2026-5	悪役令嬢の遺言状. 1	巻村螢 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784088850672	2026-5	悪霊家族. 1	にしこ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784592231288	2026-5	曙橋三叉路白鳳喫茶室にて. 5	高尾滋 著		型1_統合	sid129368:曙橋三叉路白鳳喫茶室にて(4巻)	完全題一致	-	-	ship
9784098545933	2026-5	アサギロ～浅葱狼～. 33	ヒラマツミノル 著		型1_統合	sid121745:アサギロ～浅葱狼～(14巻)	完全題一致	-	-	ship
9784253012621	2026-5	明日クビになりそう. 8	サレンダー橋本 著		型1_統合	sid47931:明日クビになりそう(6巻)	完全題一致	-	-	ship
9784434364655	2026-5	アズラエル家の次男は半魔. 2	伊達きよ 原作		型1_統合	sid138543:アズラエル家の次男は半魔(1巻)	完全題一致	-	-	ship
9784091541536	2026-5	あつまれどうぶつの森～無人島Diary～. 13	ココナス☆ルンバ 著		型1_統合	sid62618:あつまれどうぶつの森～無人島Diar(9巻)	完全題一致	-	-	ship
9784434374111	2026-5	当て馬キャラのくせして、スパダリ王子に寵愛されていま	結城アオ 著		型1_統合	sid153291:当て馬キャラのくせして、スパダリ王子(4巻)	完全題一致	-	-	ship
9784048119559	2026-5	あなたの恋心は間違いです! 2	やなぎりと 漫画		型1_統合	sid133483:あなたの恋心は間違いです!(1巻)	最長一致	-	-	ship
9784823610547	2026-5	あなたは俺の運命でしょ!!	下田エヌ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784824016317	2026-5	姉の犬から目が離せない	やまもと妹子 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013598	2026-5	あのまま、キスしときたかった. 2	山口ねね 著		型1_統合	sid133525:あのまま、キスしときたかった(1巻)	完全題一致	-	-	ship
9784796418195	2026-5	アフターピリオド. 1	嘉島ちあき 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866539676	2026-5	あまい言葉は恋に届く	八木羊次郎 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	hold_確証(成年→geo or drop)
9784799221631	2026-5	甘恋ぼなぺてぃーと	居待暦 著		型3_新規	新規ページ	一致なし	書影[調べる:楽天/Amazon] / kana[調べる:NDL題読み] / genre/tag[調べる:caption無→楽天再取得or手動] / synopsis[作る:caption無→保留] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065434826	2026-5	アメーリアの好奇的ロマンス. 3	琥珀よる 著		型1_統合	sid138692:アメーリアの好奇的ロマンス(2巻)	完全題一致	-	-	ship
9784800017611	2026-5	あめつちだれかれそこかしこ. 11	青桐ナツ		型1_統合	sid62951:あめつちだれかれそこかしこ(10巻)	完全題一致	-	-	ship
9784758098557	2026-5	あやかし華族の妖狐令嬢、陰陽師と政略結婚する. 2	芳川カズ 漫画		型1_統合	sid133635:あやかし華族の妖狐令嬢、陰陽師と政略(1巻)	完全題一致	-	-	ship
9784088848808	2026-5	あらばけ!荒吐グングンパーク. 2	うすた京介 著		型1_統合	sid127310:あらばけ!荒吐グングンパーク(1巻)	完全題一致	-	-	ship
9784866579443	2026-5	アラフォー賢者の異世界生活日記ZERO : ソード・	羽鳥ぴよこ 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784866755052	2026-5	アラフォー冒険者、伝説となる : SSランクの娘に強	タッ公 漫画		型1_統合	sid73076:アラフォー冒険者、伝説となる(7巻)	最長一致	-	-	ship
9784022759054	2026-5	ある設計士の忌録. 9	鯛夢 著		型1_統合	sid63032:ある設計士の忌録(8巻)	完全題一致	-	-	ship
9784045000881	2026-5	アルバート家の令嬢は没落をご所望です. 8	彩月つかさ 著		型1_統合	sid138773:アルバート家の令嬢は没落をご所望です(6巻)	完全題一致	-	-	ship
9784253013536	2026-5	妖精国の騎士Ballad～継ぐ視の守護者～. 11	中山星香 著		型1_統合	sid129590:妖精国の騎士Ballad～継ぐ視の守(3巻)	完全題一致	-	-	ship
9784344857636	2026-5	あわれな零落貴族の恋行く果ては	有木映子		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784065435977	2026-5	アンセスターズ. 2	島田雅彦 原作		型1_統合	sid138811:アンセスターズ(1巻)	完全題一致	-	-	ship
9784301005414	2026-5	アンタと幼なじみってだけでもイヤなのに! : 絶交か	裕時悠示 原作		型1_統合	sid138813:アンタと幼なじみってだけでもイヤなの(1巻)	最長一致	-	-	ship
9784301005179	2026-5	アンダーアイドル. 1	せつなゆうこ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784049211443	2026-5	言いなりになると思ったら大間違いですわ! : 令嬢た			型2/3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784045000874	2026-5	家を追い出されましたが、元気に暮らしています : チ	つむぎはる 著		型3_新規	新規ページ	題一致だが別社ガード	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784301005001	2026-5	家を追われた令嬢は黒猫王子のお気に入り : 呪われた	結生まひろ 原作		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784253013529	2026-5	イカサマなしのkissがしたい	文日野ユミ 著		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784575424119	2026-5	厳つい顔で凶悪騎士団長と恐れられる公爵様の最後の婚活	如月清華 漫画		型3_新規	新規ページ	一致なし	kana[調べる:NDL題読み] / genre/tag[作る:caption→AI] / synopsis[作る:caption→AI要約] / slug[作る:kana→規則]	-	要fill(埋めれば出せる)
9784785981754	2026-5	イケナイ菜々子さん. 12	あさぎ龍 著		型1_統合	sid73392:イケナイ菜々子さん(10巻)	完全題一致	-	-	ship
9784575862225	2026-5	石神戦記. 第7巻	古日向いろは 著		型1_統合	sid122312:石神戦記(5巻)	最長一致	-	-	ship
