class	n	slugs	authors	nvols	isbn_overlap
SAME_AUTHOR	2	2011-ritsu-kiwamemichi-koukou-2011,shiritsu-kiwamemichi-koukou	宮下あきら || 宮下あきら	3,2	no
SAME_AUTHOR	2	20seiki-20-younen,21-seiki-shounen	浦沢直樹 || 浦沢直樹	22,2	no
SAME_AUTHOR	2	3-jou-lovers-furu-count,kyuujou-lovers	石田敦子 || 石田敦子	1,6	no
SAME_AUTHOR	2	30nichikan-sekai-isshuu,35nichikan-sekai-isshuu	水谷さるころ || 水谷さるころ	3,5	no
SAME_AUTHOR	2	40-sai-kara-rajikon-dekiru-kana-type-s,40-sai-kara-rajikon-dekirukana	阿部秀司 || 阿部秀司	1,1	no
SAME_AUTHOR	2	7-nin-no-shakespeare-non-sanz-droict,7nin-no-7-eikusupia	ハロルド作石 || ハロルド作石	13,6	no
SAME_AUTHOR	2	9-banme-no-musashi,kyuubanme-no-musashi-silent-black	高橋美由紀 || 高橋美由紀	31,9	no
SAME_AUTHOR	2	adoribu-tenchou-aaru,adoribu-tenchou	あかつきけいいち/漫画パチスロパニック7編集部 || あかつきけいいち	5,5	no
SAME_AUTHOR	2	aho-jiru-666,ahojiru	ピョコタン || ピョコタン	1,1	no
SAME_AUTHOR	2	aiki-s,aiki	Isutoshi || Isutoshi	9,14	no
SAME_AUTHOR	2	aimu-dachikou,let-dachikou	木村知夫/立原あゆみ || 木村知夫	1,18	no
SAME_AUTHOR	2	air-gear-unlimited,air-gear	大暮維人 || 大暮維人	19,37	no
SAME_AUTHOR	2	akazukin-cha-cha,akazukin-chacha-enu	彩花みん || 彩花みん	22,5	no
SAME_AUTHOR	2	akimoto-osamu-no-naisu-na-choice-kochikame-live,akimoto-osamu-no-naisu-na-choice-kochikame	秋本治 || 秋本治	13,7	no
SAME_AUTHOR	2	amai-choubatsu-scarlet,amai-choubatsu	いづみ翔 || いづみ翔	5,10	no
SAME_AUTHOR	2	aoharu-tetsudou,seishun-tetsudou-hisutoriizu	青春 || 青春	4,8	no
SAME_AUTHOR	2	atashi-ni-yarasena-stj,atashi-ni-yarasena	酒井美羽 || 酒井美羽	2,2	yes
SAME_AUTHOR	2	atashinchi-super,atashinchi	けらえいこ || けらえいこ	3,21	no
SAME_AUTHOR	2	aya-hosutesu-18-sai,aya-hosutesu-22-sai	みづき水脈 || みづき水脈	7,2	no
SAME_AUTHOR	2	b-biidaman-bakushouden-v,b-biidaman-bakushouden	玉井たけし || 玉井たけし	2,1	no
SAME_AUTHOR	2	bakarei-dogs-loser,bakarei-dogs	青木優 || 青木優	5,3	no
SAME_AUTHOR	2	bambino-secondo,bambino	せきやてつじ || せきやてつじ	13,15	no
SAME_AUTHOR	2	bartender-6stp,bartender-a-tokyo	加治佐修 || 加治佐修	4,8	no
SAME_AUTHOR	2	beast-wars-2-2023,beast-wars-2	今木商事 || 今木商事	1,2	no
SAME_AUTHOR	2	biaku-no-hana-special,biaku-no-hana	檜垣憲朗 || 檜垣憲朗	1,18	no
SAME_AUTHOR	2	bii-no-gekijou,ee-no-gekijou	中村明日美子 || 中村明日美子	1,1	no
SAME_AUTHOR	2	bishoujo-suit-datta-hito-zero,bishoujo-suit-datta-hito	シタラマサコ || シタラマサコ	2,1	no
SAME_AUTHOR	2	blue-lock-full-color-selection,blue-rokku	ノ村優介/金城宗幸 || ノ村優介	3,38	no
SAME_AUTHOR	2	boku-no-ie-ni-oide-wedding,boku-no-ie-ni-oide	優木なち || 優木なち	14,10	no
SAME_AUTHOR	2	bonobono,bonobonozu	いがらしみきお || いがらしみきお	63,2	no
SAME_AUTHOR	2	buronzu-shinsu-zetsuai,zetsuai	尾崎南 || 尾崎南	1,8	no
SAME_AUTHOR	2	busamen-gachi-fighter-sss,busamen-gachi-fighter	ながやま由貴/上月ヲサム || ながやま由貴	2,6	no
SAME_AUTHOR	2	cafe-minamiaoyama-kottoudoori-since-1962,cafe-minamiaoyama-kottoudoori	琴川彩 || 琴川彩	3,5	no
SAME_AUTHOR	2	castella-shock-remix,castella-shock	おおひなたごう || おおひなたごう	1,1	no
SAME_AUTHOR	2	chihayafuru-plus,chihayafuru	末次由紀 || 末次由紀/とよざきようこ	6,50	no
SAME_AUTHOR	2	chiheikyuu-ex,chiheikyuu	二越としみ || 二越としみ	4,2	no
SAME_AUTHOR	2	chimamire-sukeban-chainsaw-reflesh,chimamire-sukeban-chainsaw	三家本礼 || 三家本礼	2,13	no
SAME_AUTHOR	2	chou-kyoushi-marie,choukyoushi-marie-nx	雨宮淳 || 雨宮淳	1,1	no
SAME_AUTHOR	2	choujin-locke,choujin-rokku-classic	聖悠紀 || 聖悠紀	66,2	no
SAME_AUTHOR	2	code-geass-soubou-no-oz,code-geass-soubou-no-ozu-o2	東條チカ/サンライズ (1987年) || 東條チカ	3,5	no
SAME_AUTHOR	2	coffee-ando-vanilla-black,coffee-ando-vanilla	朱神宝 || 朱神宝	4,25	no
SAME_AUTHOR	2	comic-angelique-carnival,comic-angelique-special-2-carnival	(unknown) || (unknown)	2,4	no
SAME_AUTHOR	2	comic-sherlock-holmes-the-best,comic-sherlock-holmes	Jet || Jet	1,1	no
SAME_AUTHOR	2	dai-chouhen-doraemon,daichouhen-doraemon	藤子不二雄 || 藤子・F・不二雄/藤子不二雄	1,41	no
SAME_AUTHOR	2	daikaizoku-doumei-extra-edition,taikaizoku-doumei	(unknown) || (unknown)	6,4	no
SAME_AUTHOR	2	daishimin,the-daishimin	柳沢きみお || 柳沢きみお	7,5	no
SAME_AUTHOR	2	daisuki-love-love-tamagotchi,daisuki-tamagotchi	河井リツ子 || 河井リツ子	1,2	no
SAME_AUTHOR	2	dame-na-watashi-ni-koi-shite-kudasai,dame-na-watashi-ni-koishite-kudasai-returns	中原アヤ || 中原アヤ	10,6	no
SAME_AUTHOR	2	dancing-generation-senior,dancing-generation	槇村さとる || 槇村さとる/渡辺えり子	1,6	no
SAME_AUTHOR	2	danna-sama-no-shitsukekata-next,danna-sama-no-shitsukekata	時山はじめ || 時山はじめ	1,1	no
SAME_AUTHOR	2	dark-crimson,vampire-master-dark-crimson	うるし原智志 || うるし原智志	4,3	no
SAME_AUTHOR	2	darwin-ga-kita,enueichikee-darwin-ga-kita	NHK「ダーウィンが来た!」 || NHK「ダーウィンが来た!」	6,5	no
SAME_AUTHOR	2	denmu-jikuu-2-runner,denmujikuu	高山和雅 || 高山和雅	1,1	no
SAME_AUTHOR	2	destro-016,destro-246	高橋慶太郎 || 高橋慶太郎	6,7	no
SAME_AUTHOR	2	dien-bien-phu-true-end,dien-bien-phu	西島大介 || 西島大介	3,12	no
SAME_AUTHOR	2	dogesen-r,dogesen	笠原倫 || 笠原倫/板垣恵介	2,3	no
SAME_AUTHOR	2	dokidoki-majo-2-npan-2,dokidoki-majo-shinpan	八神健 || 八神健	2,2	no
SAME_AUTHOR	2	doku-typhoon-jr,dr-typhoon	かざま鋭二 || かざま鋭二	11,25	no
SAME_AUTHOR	2	dokutaa-moroo-no-lich-na-seikatsu-jii,dokutaa-moroo-no-lich-na-seikatsu	Dr.モロー/スタジオ寿 || Dr.モロー	4,3	no
SAME_AUTHOR	2	dragon-ai-real-sing,dragon-ai	藤山海里 || 藤山海里	3,9	no
SAME_AUTHOR	2	dragonzakura-2,dragonzakura	三田紀房 || 三田紀房	17,21	no
SAME_AUTHOR	2	dust-18,dust-8	手塚治虫 || 手塚治虫	1,3	no
SAME_AUTHOR	2	edomae-no-shun-deluxe,edomae-no-shun	さとう輝 || さとう輝	3,130	no
SAME_AUTHOR	2	eguchi-hisashi-jump-works,eguchi-hisashi	江口寿史 || 江口寿史	3,1	no
SAME_AUTHOR	2	eiyuu-densetsu-sora-no-kiseki-esushii,eiyuu-densetsu-sora-no-kiseki	啄木鳥しんき || 啄木鳥しんき	7,6	no
SAME_AUTHOR	2	elf-o-karu-monotachi-2,elf-o-karu-monotachi	矢上裕 || 矢上裕	10,21	no
SAME_AUTHOR	2	engine-andaawaarudo,kajin	東山むつき || 東山むつき	7,11	no
SAME_AUTHOR	2	enueichikee-manga-kyoui-no-shouuchuu-jintai,manga-kyoui-no-shouuchuu-jintai	ひきの真二 || ひきの真二	3,3	no
SAME_AUTHOR	2	enueichikee-sono-toki-rekishi-ga-ugoita,nhk-sono-toki-rekishi-ga-ugoita	井上大助/帯ひろ志/本山一城/日本放送協会/狩那匠 || ながいのりあき/谷口敬/小川おさむ/狩那匠/西田真基	4,2	yes
SAME_AUTHOR	2	f1-guranpuri-tengoku,guranpuri-tengoku	村山文夫 || 村山文夫	2,4	no
SAME_AUTHOR	2	four-seam-next,four-seam	さだやす圭 || さだやす圭	9,19	no
SAME_AUTHOR	2	franken-fran-frantic,franken-fran	木々津克久 || 木々津克久	12,8	no
SAME_AUTHOR	2	fruits-basket-another,fruits-basket	高屋奈月 || 高屋奈月	4,23	no
SAME_AUTHOR	2	fukigen-na-meitantei,fukigenna-meitantei-division-0	渡辺瑞樹 || 渡辺瑞樹	2,5	no
SAME_AUTHOR	2	fukushuu-no-dokko-riwaindo,fukushuu-no-dokko	ときゎ || ときゎ	8,6	no
SAME_AUTHOR	2	funjaka-jan,funjakajan-miracle	天広直人 || 天広直人	1,2	no
SAME_AUTHOR	2	garouden-boy,garouden	板垣恵介 || 板垣恵介	3,27	no
SAME_AUTHOR	2	gekka-no-ichigun-part2,getsuka-no-ichigun	吉野朔実 || 吉野朔実	2,3	no
SAME_AUTHOR	2	getter-robo-g,getter-robo	石川賢 || 石川賢	4,7	no
SAME_AUTHOR	2	girls-ando-panzer-little-army-2,girls-und-panzer-little-army	ガールズ＆パンツァー製作委員会 || ガールズ＆パンツァー製作委員会	3,2	no
SAME_AUTHOR	2	girls-saurus-dx,girls-saurus	楠桂 || 楠桂	10,3	no
SAME_AUTHOR	2	gorilla-man,goriraaman-40	ハロルド作石 || ハロルド作石	31,5	no
SAME_AUTHOR	2	gougai-on-blue,gougai-on-blue-2nd-season	ためこう/丸木戸マキ/紗久楽さわ/松本ミーコハウス/井田さと子/小林嵩人/都陽子/ダヨオ/カシオ/梶ヶ谷ミチル/ハヤカワノジコ || 雁須磨子/松本ミーコハウス/春之/ざいん/アラタアキ/きはら記子/藤原旭/紫能了/西本ろう/京山あつき/小林嵩人/ダヨオ/くれの又秋/akabeko/夏野寛子/超涼閑筆報/阿仁谷ユイジ/鳥野しの/ハヤカワノジコ	4,7	no
SAME_AUTHOR	2	gundam-build-fighters-a-r,gundam-build-fighters-a	今ノ夜きよし || 今ノ夜きよし/しな	5,5	no
SAME_AUTHOR	2	gundam-exa-2013,gundam-exa-vs	ときた洸一 || ときた洸一/しな/鴇田洸一	2,7	no
SAME_AUTHOR	2	gyagu-manga-hiyori-jiibii,gyagu-manga-hiyori	増田こうすけ || 増田こうすけ	9,15	no
SAME_AUTHOR	2	hagane-no-renkinjutsushi-20th-anniversary-book,hagane-no-renkinjutsushi	荒川弘 || 荒川弘	1,45	no
SAME_AUTHOR	2	hammer-session-in-high-school,hammer-session	棚橋なもしろ || 棚橋なもしろ	3,11	no
SAME_AUTHOR	2	hanazakari-no-kimitachi-e-after-school,hanazakari-no-kimitachi-e	中条比紗也 || 中条比紗也	2,23	no
SAME_AUTHOR	2	hare-nochi-cinderella-magical,hare-nochi-cinderella	宮成樂 || 宮成樂	6,18	no
SAME_AUTHOR	2	harigane-service-ace,harigane-service	咲 || 咲	24,24	no
SAME_AUTHOR	2	haru-o-daiteita-afterward,haru-o-daiteita	新田祐克 || 新田祐克	1,14	no
SAME_AUTHOR	2	hatsu-taiken-plus,hatsutaiken-plus-derakkusu	内々けやき || きづきあきら/草野紅壱/内々けやき/北河トウタ	1,1	no
SAME_AUTHOR	2	hayami-rasenjin-no-bashauma-daisakusen-bisu,hayami-rasenjin-no-bashauma-daisakusen	速水螺旋人 || 速水螺旋人	1,1	no
SAME_AUTHOR	2	hayate-cross-blade-2-yaan,hayate-cross-blade	林家志弦 || 林家志弦	6,18	no
SAME_AUTHOR	2	heart-ni-tanburingu-derakkusu,heart-ni-tanburingu	望月玲子 || 望月玲子	1,1	no
SAME_AUTHOR	2	hello-mai-baby,hello-my-baby-s	かわだ志乃 || かわだ志乃	15,3	no
SAME_AUTHOR	2	hetalia-world-stars-gangsta,hetalia-world-stars	日丸屋秀和 || 日丸屋秀和	1,8	no
SAME_AUTHOR	2	hidarikiki-no-eren-nifuni-2020,hidarikiki-no-eren	かっぴー || nifuni/かっぴー	5,24	no
SAME_AUTHOR	2	higashi-kara-kita-otoko-junks,higashi-kara-kita-otoko	市東亮子 || 市東亮子	1,1	no
SAME_AUTHOR	2	hige-to-boin-fooevaa,hige-to-boin	小島功 || 小島功	1,1	no
SAME_AUTHOR	2	himitsu-season0,himitsu	清水玲子 || 清水玲子	10,12	no
SAME_AUTHOR	2	himitsu-sentai-gorenger,himitsu-sentai-gorenjaa-1975	石ノ森章太郎 || 石ノ森章太郎	5,1	no
SAME_AUTHOR	2	hirake-koma-return,hirake-koma	南Q太 || 南Q太	2,8	no
SAME_AUTHOR	2	hoero-pen-toripuru-aaru,hoero-pen	島本和彦 || 島本和彦	1,13	no
SAME_AUTHOR	2	honba-joshikou-manual-selection,honba-joshikou-manual	有間しのぶ || 有間しのぶ	1,2	no
SAME_AUTHOR	2	honey-lemon-soda-side-stories,honey-lemon-soda	村田真優 || 村田真優	1,29	no
SAME_AUTHOR	2	hosono-fujihiko-shoki-tanpenshuu-biimen,hosono-fujihiko-shoki-tanpenshuu-ee-men	細野不二彦 || 細野不二彦	1,1	no
SAME_AUTHOR	2	hospi-meshi-2nd-season,hospi-meshi	野崎ふみこ || 野崎ふみこ	3,3	no
SAME_AUTHOR	2	ie-naki-ko,ienakiko-2	沖倉利津子 || 沖倉利津子	3,3	no
SAME_AUTHOR	2	ikebukuro-west-gate-park-r,ikebukuro-west-gate-park	有藤せな || 有藤せな	2,6	no
SAME_AUTHOR	2	ikenai-seito-kaichou-sp,ikenai-seito-kaichou-teachers	成瀬悠利 || 成瀬悠利	6,5	no
SAME_AUTHOR	2	ikki-tousen-master-works,ikki-tousen	塩崎雄二 || 塩崎雄二	1,24	no
SAME_AUTHOR	2	imawa-no-kuni-no-alice-retry,imawa-no-kuni-no-alice	麻生羽呂 || 麻生羽呂	2,18	no
SAME_AUTHOR	2	inazuma-eleven-bakugaidenshuu,inazuma-eleven-goo-bakugaidenshuu	こしたてつひろ || こしたてつひろ	2,3	no
SAME_AUTHOR	2	inazuman-1973,inazuman	石ノ森章太郎 || 石ノ森章太郎	3,7	no
SAME_AUTHOR	2	innocent-rouge,innocent	坂本眞一 || 坂本眞一	12,9	no
SAME_AUTHOR	2	insects-r,insects	杉山敏 || 杉山敏	3,2	no
SAME_AUTHOR	2	inu-no-juusuya-san-z,inu-no-juusuya-san	おおひなたごう || おおひなたごう	6,1	no
SAME_AUTHOR	2	isekai-furin-2,isekai-furin	いのまる || いのまる	9,3	no
SAME_AUTHOR	2	ishakoi-h,ishakoi	林久美子 || 林久美子	7,6	no
SAME_AUTHOR	2	ishinomori-shoutarou-world,ishinomori-shoutarou	石ノ森章太郎 || 石ノ森章太郎	1,1	no
SAME_AUTHOR	2	jaba-uokkii-1914,jabberwocky	久正人 || 久正人	4,7	no
SAME_AUTHOR	2	jah-3-mei-sama,the-3-mei-sama	石原まこちん || 石原まこちん	1,2	no
SAME_AUTHOR	2	jigokuren-death-life,jigokuren-love-in-za-hell	鈴丸れいじ || 鈴丸れいじ	1,3	no
SAME_AUTHOR	2	joka-e,joker-he	大島弓子 || 大島弓子	1,1	no
SAME_AUTHOR	2	junketsu-no-maria-exhibition,junketsu-no-maria	石川雅之 || 石川雅之	1,3	no
SAME_AUTHOR	2	kamen-teacher-black,kamen-teacher	藤沢とおる || 藤沢とおる	5,4	no
SAME_AUTHOR	2	kami-app-za-rabu-game,kami-app	栗原正尚 || 栗原正尚	3,27	no
SAME_AUTHOR	2	kamichama-karin,kamichamakarinchu	こげどんぼ* || こげどんぼ*	7,7	no
SAME_AUTHOR	2	kanojo-ni-naru-hi-another,kanojo-ni-naru-hi	小椋アカネ || 小椋アカネ	4,4	no
SAME_AUTHOR	2	kanou-seisaku-best,the-kanou-seisaku	叶精作 || 叶精作	2,1	no
SAME_AUTHOR	2	karada-sagashi-za-last-night,karada-sagashi	ウェルザード/村瀬克俊/土城温美/原祐樹 || 村瀬克俊	3,17	no
SAME_AUTHOR	2	karappo-dance-r,karappo-dance	阿弥陀しずく || 阿弥陀しずく	2,4	no
SAME_AUTHOR	2	karori-no-tsuyagoto-season2,karori-no-tsuyagoto	小田ゆうあ || 小田ゆうあ	1,14	no
SAME_AUTHOR	2	katte-ni-shirokuma-special-edition,katte-ni-shirokuma	相原コージ || 相原コージ	3,9	no
SAME_AUTHOR	2	kau-ka-kawareru-ka,kauka-kawareruka-returns	桑田乃梨子 || 桑田乃梨子	1,1	no
SAME_AUTHOR	2	keion-shuffle,keion	かきふらい || かきふらい	3,4	no
SAME_AUTHOR	2	kekyaarusha-tenmatsuki,new-kekyaarusha-tenmatsuki	逆柱いみり || 逆柱いみり	1,1	no
SAME_AUTHOR	2	kenzen-robo-daimidaler-ogs,kenzen-robo-daimidaler	なかま亜咲 || なかま亜咲	4,4	no
SAME_AUTHOR	2	kichiku-megane-another,kichiku-megane	みささぎ楓李 || みささぎ楓李	1,1	no
SAME_AUTHOR	2	kiichi-vs,kiichi	新井英樹 || 新井英樹	11,9	no
SAME_AUTHOR	2	kimi-ga-kokoro-ni-sumitsuita-s,kimi-ga-kokoro-ni-sumitsuita	天堂きりん || 天堂きりん	9,3	no
SAME_AUTHOR	2	kimongai-karma,kimongai	永田晃一 || 永田晃一	11,15	no
SAME_AUTHOR	2	kiniromozaiku-best-wishes,konjiki-mosaic	原悠衣 || 原悠衣	1,11	no
SAME_AUTHOR	2	kinkyori-honey,kinkyori-lovers	山田こもも || 山田こもも	1,1	no
SAME_AUTHOR	2	kiss-yori-mo-hayaku-future,kiss-yori-mo-hayaku	田中メカ || 田中メカ	1,18	no
SAME_AUTHOR	2	kodaka-kazuma-illustrations,kodaka-kazuma	こだか和麻 || こだか和麻	1,1	no
SAME_AUTHOR	2	konjiki-no-gash-2,konjiki-no-gash	雷句誠 || 雷句誠	5,49	no
SAME_AUTHOR	2	konya-wa-tsuki-ga-kirei-desu-toriaezu-shine-last,konya-wa-tsuki-ga-kirei-desu-toriaezu-shine	月並甲介 || 月並甲介	5,10	no
SAME_AUTHOR	2	kootaroo-makaritooru-l,kootaroo-makaritooru	蛭田達也 || 蛭田達也	8,75	no
SAME_AUTHOR	2	kugutsu-hard-link,kugutsu-takahashi-1999	高橋明 || 高橋明	2,3	no
SAME_AUTHOR	2	kurosaki-kun-no-iinari-ni-nante-naranai-s,kurosaki-kun-no-iinari-ni-nante-naranai	よの・志郎 || よの・志郎	2,19	no
SAME_AUTHOR	2	kusare-joshi-in-deep,kusare-joshi	竹内佐千子 || 竹内佐千子	1,1	no
SAME_AUTHOR	2	kuubo-ibuki-great-game,kuubo-ibuki	かわぐちかいじ/恵谷治 || かわぐちかいじ	17,13	no
SAME_AUTHOR	2	kyoto-suspense-meitantei-kyasarin-no-file-and-mystery-best-comic-iiekkusu,kyoto-suspense-meitantei-kyasarin-no-file-and-mystery-best-comic	内村月子/北川玲子/杉尾尚子 || 浦川まさる/内村月子/森山玉枝/瀬畑純/桜井まり子/浦川佳弥/時友美如	2,6	no
SAME_AUTHOR	2	kyou-kara-hitman-rising,kyou-kara-hitman	むとうひろし || むとうひろし	2,31	no
SAME_AUTHOR	2	kyouhaku-dog-s-another-secret,kyouhaku-dogguzu	しゃあ || しゃあ	6,2	no
SAME_AUTHOR	2	let-goutokuji-sekando,let-goutokuji	庄司陽子 || 庄司陽子	10,12	no
SAME_AUTHOR	2	little-busters-ex-the-4-koma,little-busters-the-4-koma	笹桐ゆうや/KEY by Ylab || 笹桐ゆうや/KEY by Ylab	4,4	no
SAME_AUTHOR	2	love-aroma-body,sexy-aroma-night	みなみ遥 || みなみ遥	1,1	no
SAME_AUTHOR	2	love-live-sunshine-school-idol-diary,love-live-sunshine	公野櫻子 || 公野櫻子	2,3	no
SAME_AUTHOR	2	love-nest-2nd,love-nest	南月ゆう || 南月ゆう	2,2	no
SAME_AUTHOR	2	lupin-iii-vs-meitantei-conan-za-movie,lupin-iii-vs-meitantei-conan	阿部ゆたか || 阿部ゆたか	2,1	no
SAME_AUTHOR	2	mad-buru-2000,mad-buru-34	井上紀良 || 井上紀良	7,27	no
SAME_AUTHOR	2	magajin-1888,magajin	コミックス編集 || コミックス編集	2,2	yes
SAME_AUTHOR	2	magic-knight-rayearth,magic-naito-rayearth-2	CLAMP || CLAMP	10,9	no
SAME_AUTHOR	2	mahoujin-guruguru-2,mahoujin-guruguru	衛藤ヒロユキ || 衛藤ヒロユキ	21,16	no
SAME_AUTHOR	2	maia-2025,maia	有吉京子 || 有吉京子	4,7	no
SAME_AUTHOR	2	maken-x-another-jack,maken-x-another	林田球 || 林田球	2,3	no
SAME_AUTHOR	2	mame-sengoku-basara,mame-sengoku-basara4	スメラギ || スメラギ	5,3	no
SAME_AUTHOR	2	manmaru-potager,manmaru-potajie-2	あいざわ遥 || あいざわ遥	12,3	no
SAME_AUTHOR	2	maou-no-kodomotachi-za-next-mireniamu,maou-no-kodomotachi	舞井武依 || 舞井武依	1,1	no
SAME_AUTHOR	2	mari-to-isshokenmei-max,mari-to-isshokenmei-moa	たかの宗美 || たかの宗美	1,1	no
SAME_AUTHOR	2	marmalade-boy-little,marmalade-boy	吉住渉 || 吉住渉	7,13	no
SAME_AUTHOR	2	marshmallow-taimusu,wan-moa-marshmallow-taimusu	山本ルンルン || 山本ルンルン	9,1	no
SAME_AUTHOR	2	marugoshi-deka-special,marugoshi-deka	渡辺みちお || 渡辺みちお	34,75	no
SAME_AUTHOR	2	maruo-gahou-diiekkusu,maruo-gahou-ex	丸尾末広 || 丸尾末広	2,2	no
SAME_AUTHOR	2	matsumoto-izumi-dejitaru-short-kontentsu,matsumoto-izumi-gurafikku-anthology	まつもと泉 || まつもと泉	1,1	no
SAME_AUTHOR	2	mazinger-angel-z,mazinger-angel	新名昭彦 || 新名昭彦	2,3	no
SAME_AUTHOR	2	mechanical-buddy-universe-1-tenzero,mechanical-buddy-universe	加藤拓弐 || 加藤拓弐	6,1	no
SAME_AUTHOR	2	meepuru-heights-201,meepuru-heights-202	木村千歌 || 木村千歌	1,1	no
SAME_AUTHOR	2	mei-chan-no-shitsuji-dx,mei-chan-no-shitsuji	宮城理子 || 宮城理子	20,20	no
SAME_AUTHOR	2	meitei-kaijuu-sakaba-2nd,meitei-kaijuu-sakaba	青木U平 || 青木U平	4,4	no
SAME_AUTHOR	2	melodramatic-remix,melodramatic	安彦麻理絵 || 安彦麻理絵	1,1	no
SAME_AUTHOR	2	meruhen-kachou-to-nonke-kouhai-kun-season2,meruhen-kachou-to-nonke-kouhai-kun	ミナモトカズキ || ミナモトカズキ	1,4	no
SAME_AUTHOR	2	metal-fight-beyblade-zero-g,metal-fight-beyblade	足立たかふみ || 足立たかふみ	2,11	no
SAME_AUTHOR	2	microid-s,microid-z-s	手塚治虫 || 手塚治虫	6,2	no
SAME_AUTHOR	2	minna-no-tonio-chan-returns,minna-no-tonio-chan	SOTA || SOTA	1,1	no
SAME_AUTHOR	2	mirai-kyuujotai-asu-guard-7-1975-sugaya-mitsuruban,mirai-kyuujotai-asu-guard-7	すがやみつる || すがやみつる	1,1	no
SAME_AUTHOR	2	mister-ajikko,misutaa-ajikko-2	寺沢大介 || 寺沢大介	29,13	no
SAME_AUTHOR	2	mobile-suit-gundam-dei-after-tomorrow,mobile-suit-zeta-gundam-dei-after-tomorrow	ことぶきつかさ || ことぶきつかさ	2,2	no
SAME_AUTHOR	2	mobile-suit-gundam-uc-bandeshine-episode-0,mobile-suit-gundam-yuushii-bandeshine	大森倖三 || 大森倖三/な/富野由悠季	3,17	no
SAME_AUTHOR	2	mobile-suit-gundam-valpurgis,mobile-suit-gundam-varupurugisu-ivu	葛木ヒヨン || 葛木ヒヨン/海冬レイジ/倉持キョーリュー	10,3	no
SAME_AUTHOR	2	monkey-peak-the-rock-2020,monkey-peak	粂田晃宏 || 粂田晃宏	3,12	no
SAME_AUTHOR	2	morita-san-wa-mukuchi-s,morita-san-wa-mukuchi	佐野妙 || 佐野妙	1,22	no
SAME_AUTHOR	2	mozu-shoukanou-rekusu-tsuu,shoukanou-rekusu	公弥杏捺 || 公弥杏捺	3,5	no
SAME_AUTHOR	2	musume-monogatari-alive,musume-monogatari	神崎裕 || 神崎裕	2,6	no
SAME_AUTHOR	2	mutant-turtles-the-last-ronin-lost-years,mutant-turtles-the-last-ronin	彩月つかさ/EastmanKevin B/SmithTom/BishopBen/DelgadoLuis Antonio/GallantS. L. (Shannon Londin)/KeaneMaria || 彩月つかさ/CurnowBobby/EastmanKevin B/SmithTom/EscorzaEsau/BishopBen/DelgadoLuis Antonio/EscorzaIsaac	2,2	no
SAME_AUTHOR	2	nana-to-kaoru-last-iyaa,nana-to-kaoru	甘詰留太 || 甘詰留太	5,18	no
SAME_AUTHOR	2	new-onnanokotachi-club,onnanokotachi-club	くじらいいく子 || くじらいいく子	1,1	no
SAME_AUTHOR	2	nidaime-kumotori-zanpei-zero,nidaime-kumotori-zanpei	土光てつみ || よこみぞ邦彦/土光てつみ	1,2	no
SAME_AUTHOR	2	nigakute-amai-refrain,nigakute-amai	小林ユミヲ || 小林ユミヲ	7,13	no
SAME_AUTHOR	2	ninkuu-2nd-stage,ninkuu	桐山光侍 || 桐山光侍	7,11	yes
SAME_AUTHOR	2	nukitashi-aaru,nukitashi	まめおじたん/Qruppo || まめおじたん	2,6	no
SAME_AUTHOR	2	nurse-no-chikara-plus,nurse-no-chikara	広田奈都美 || 広田奈都美	6,11	no
SAME_AUTHOR	2	obake-michi-za-end,obake-michi	小野寺浩二 || 小野寺浩二/石黒正数	1,1	no
SAME_AUTHOR	2	okiraku-ninden-hanzoo-r,okiraku-ninden-hanzoo	山中あきら || 山中あきら	4,6	no
SAME_AUTHOR	2	omisore-tora-burikko-derakkusu,omisore-tora-burikko	あろひろし || あろひろし	1,1	no
SAME_AUTHOR	2	onegai-anna-sensei-pii,onegai-anna-sensei	松山せいじ || 松山せいじ	1,1	no
SAME_AUTHOR	2	onna-no-ko-no-shokutaku,onnanoko-no-shokutaku-serekushonzu	志村志保子 || 志村志保子	8,1	no
SAME_AUTHOR	2	ore-ni-chimanako-great-rimikkusu,ore-ni-chimanako-great	おおひなたごう || おおひなたごう	1,1	no
SAME_AUTHOR	2	ore-sama-kingdom-derakkusu,ore-sama-kingdom	八神千歳 || 八神千歳	2,12	no
SAME_AUTHOR	2	orichalcum-reycal-duo,orichalcum-reycal	綱島志朗 || 綱島志朗	2,3	no
SAME_AUTHOR	2	otome-hanayome-16-sai,otome-hanayome-17-sai	心あゆみ || 心あゆみ	1,1	no
SAME_AUTHOR	2	otome-no-omocha-asami-2009,otome-no-omocha-sweet	麻見雅 || 麻見雅	1,1	no
SAME_AUTHOR	2	pachisuro-de-atta-zenbu-umai-hanashi-zetto,pachisuro-de-atta-zenbu-umai-hanashi	村上真裕 || 村上真裕	2,10	no
SAME_AUTHOR	2	pachisuro-hitoritabi-gold,pachisuro-hitoritabi	奥田渓竜 || 奥田渓竜	1,8	no
SAME_AUTHOR	2	pasotora-sp,pasotora	瑠沢るか || 瑠沢るか	1,1	no
SAME_AUTHOR	2	pazudora-z-2014,pazudora-z	井上桃太 || 井上桃太	4,5	no
SAME_AUTHOR	2	pazurugeemuhaisukuuru,puzzle-game-highschool-x	野間美由紀 || 野間美由紀	52,8	no
