title	kana_slug	v2_slug	new_slug	type	changed	flag
3回まわって恋をして	3kai-mawatte-koi-o-shite	3kai-mawatte-koi-o-shite	3kai-mawatte-koi-o-shite	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
新宿69ヘヴン	shinjuku-shikkusuteinain-hevun	shinjuku-shikkusuteinain-hevun	shinjuku-69-hevun	英語読み付随→数字	CHANGED	
ジョジョの奇妙な冒険 第2部戦闘潮流総集編	jojo-no-kimyona-boken-dai-nibu-sento-choryu-soshuhen	jojo-no-kimyona-boken-dai-nibu-sento-choryu-soshuhen	jojo-no-kimyona-boken-dai-2-bu-sento-choryu-soshuhen	音読み→数字(先頭分割)	CHANGED	
ジョジョの奇妙な冒険 第3部スターダストクルセイダース総集編	jojo-no-kimyona-boken-dai-sanbu-sutaadasuto-kuruseidaasu-soshuhen	jojo-no-kimyona-boken-dai-sanbu-sutaadasuto-kuruseidaasu-soshuhen	jojo-no-kimyona-boken-dai-3-bu-sutaadasuto-kuruseidaasu-soshuhen	音読み→数字(先頭分割)	CHANGED	
ジョジョの奇妙な冒険第4部ダイヤモンドは砕けない総集編	jojo-no-kimyona-boken-dai-yonbu-daiyamondo-wa-kudakenai-soshuhen	jojo-no-kimyona-boken-dai-yonbu-daiyamondo-wa-kudakenai-soshuhen	jojo-no-kimyona-boken-dai-4-bu-daiyamondo-wa-kudakenai-soshuhen	音読み→数字(先頭分割)	CHANGED	
ひとつの布団にヤローが2人。	hitotsu-no-futon-ni-yaro-ga-futari	hitotsu-no-futon-ni-yaro-ga-futari	hitotsu-no-futon-2-yaro-ga-futari	音読み→数字	CHANGED	
ビックリマン2000	bikkuriman-nisen	bikkuriman-nisen	bikkuriman-2000	音読み→数字	CHANGED	
ここは俺に任せて先に行けと言ってから10年がたったら伝説になっていた。	koko-wa-ore-ni-makasete-saki-ni-yuke-to-itte-kara-10nen-ga-tattara-densetsu-ni-natteita	koko-wa-ore-ni-makasete-saki-ni-yuke-to-itte-kara-10nen-ga-tattara-densetsu-ni-natteita	koko-wa-ore-ni-makasete-saki-ni-yuke-to-itte-kara-10nen-ga-tattara-densetsu-ni-natteita	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
よよぎ2	yoyogi-tsu	yoyogi-tsu	yoyogi-2	英語読み付随→数字	CHANGED	
テイルズオブエターニア　4コママンガ劇場	teiruzu-obu-etaania-4koma-manga-gekijo	teiruzu-obu-etaania-4koma-manga-gekijo	teiruzu-obu-etaania-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ドラゴンクエストⅦ 4コママンガ劇場	doragonkuesuto-sebun-yonkoma-manga-gekijo	doragonkuesuto-sebun-yonkoma-manga-gekijo	doragonkuesuto-sebun-4-koma-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
ドラゴンクエストモンスターズ2 マルタのふしぎな鍵 4コママンガ劇場	doragonkuesuto-monsutaazu-tsu-maruta-no-fushigi-na-kagi-yonkoma-manga-gekijo	doragonkuesuto-monsutaazu-tsu-maruta-no-fushigi-na-kagi-yonkoma-manga-gekijo	doragonkuesuto-monsutaazu-2-maruta-no-fushigi-na-kagi-4-koma-manga-gekijo	英語読み付随→数字 ; 音読み→数字(先頭分割)	CHANGED	
ヴァルキリープロファイル 4コママンガ劇場	varukirii-purofairu-4koma-manga-gekijo	varukirii-purofairu-4koma-manga-gekijo	varukirii-purofairu-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
スターオーシャン セカンドストーリー 4コママンガ劇場	sutaa-oshan-sekando-sutorii-4koma-manga-gekijo	sutaa-oshan-sekando-sutorii-4koma-manga-gekijo	sutaa-oshan-sekando-sutorii-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ゼルダの伝説 4コママンガ劇場	zeruda-no-densetsu-yonkoma-manga-gekijo	zeruda-no-densetsu-yonkoma-manga-gekijo	zeruda-no-densetsu-4-koma-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
ゼルダの伝説時のオカリナ 4コママンガ劇場	zeruda-no-densetsu-toki-no-okarina-4koma-manga-gekijo	zeruda-no-densetsu-toki-no-okarina-4koma-manga-gekijo	zeruda-no-densetsu-toki-no-okarina-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
テイルズオブデスティニー　4コママンガ劇場	teiruzu-obu-disuteinii-yonkoma-manga-gekijo	teiruzu-obu-disuteinii-yonkoma-manga-gekijo	teiruzu-obu-disuteinii-4-koma-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
ドラゴンクエストⅦ 4コママンガ劇場	doragon-kuesuto-7-4koma-manga-gekijo	doragon-kuesuto-7-4koma-manga-gekijo	doragon-kuesuto-7-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ドラゴンクエストあるくんです 4コママンガ劇場	doragon-kuesuto-arukundesu-4koma-manga-gekijo	doragon-kuesuto-arukundesu-4koma-manga-gekijo	doragon-kuesuto-arukundesu-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ドラゴンクエストモンスターズ テリーのワンダーランド 4コママンガ劇場	doragon-kuesuto-monsutaazu-terii-no-wandaarando-4koma-manga-gekijo	doragon-kuesuto-monsutaazu-terii-no-wandaarando-4koma-manga-gekijo	doragon-kuesuto-monsutaazu-terii-no-wandaarando-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
トルネコの大冒険2 不思議のダンジョン 4コママンガ劇場	toruneko-no-daiboken-2-fushigi-no-danjon-4koma-manga-gekijo	toruneko-no-daiboken-2-fushigi-no-danjon-4koma-manga-gekijo	toruneko-no-daiboken-2-fushigi-no-danjon-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ファイアーエムブレムトラキア776　4コママンガ劇場	faiaa-emuburemu-torakia-776-4koma-manga-gekijo	faiaa-emuburemu-torakia-776-4koma-manga-gekijo	faiaa-emuburemu-torakia-776-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ペルソナ2罪　4コママンガ劇場	perusona-2-tsumi-4koma-manga-gekijo	perusona-2-tsumi-4koma-manga-gekijo	perusona-2-tsumi-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ペルソナ2罰　4コママンガ劇場	perusona-2-batsu-4koma-manga-gekijo	perusona-2-batsu-4koma-manga-gekijo	perusona-2-batsu-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
モンスターファーム 4コママンガ劇場	monsutaa-faamu-yonkoma-manga-gekijo	monsutaa-faamu-yonkoma-manga-gekijo	monsutaa-faamu-4-koma-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
ワイルドアームズ2ndイグニッション 4コママンガ劇場	wairudo-aamuzu-2nd-igunisshon-4koma-manga-gekijo	wairudo-aamuzu-2nd-igunisshon-4koma-manga-gekijo	wairudo-aamuzu-2nd-igunisshon-4koma-manga-gekijo	latin-mixed		latin混じり(別処理)
星のカービィ64 4コママンガ劇場	hoshi-no-kaabii-64-4koma-manga-gekijo	hoshi-no-kaabii-64-4koma-manga-gekijo	hoshi-no-kaabii-64-4koma-manga-gekijo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
第7天国	dai7-tengoku	dai7-tengoku	dai7-tengoku	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
シドニー行き714便	shidonii-iki-714bin	shidonii-iki-714bin	shidonii-iki-714bin	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
300年後に復活した大魔法使い	sanbyakunen-go-ni-fukkatsu-shita-dai-mahotsukai	sanbyakunen-go-ni-fukkatsu-shita-dai-mahotsukai	300-nen-go-ni-fukkatsu-shita-dai-mahotsukai	音読み→数字(先頭分割)	CHANGED	
大図書館の羊飼い Library 4 you	daitoshokan-no-hitsujikai-library-4-yo	daitoshokan-no-hitsujikai-library-4-yo	daitoshokan-no-hitsujikai-library-4-yo	latin-mixed		latin混じり(別処理)
9デイズワンダー	nain-deizu-wandaa	nain-deizu-wandaa	9-deizu-wandaa	英語読み付随→数字	CHANGED	
29歳独身は異世界で自由に生きた……かった。	nijukyusai-dokushin-wa-isekai-de-jiyu-ni-ikita-katta	nijukyusai-dokushin-wa-isekai-de-jiyu-ni-ikita-katta	29-sai-dokushin-wa-isekai-de-jiyu-ni-ikita-katta	音読み→数字(先頭分割)	CHANGED	
オレっち4コマ	oretchi-yonkoma	oretchi-yonkoma	oretchi-4-koma	音読み→数字(先頭分割)	CHANGED	
100点!!100人兄弟100物語	hyakuten-hyakunin-kyodai-hyaku-monogatari	hyakuten-hyakunin-kyodai-hyaku-monogatari	100-ten-hyakunin-kyodai-hyaku-monogatari	音読み→数字(先頭分割)	CHANGED	
スライムは最強たる可能性を秘めている～2回目の人生、ちゃんとスライムと向き合います～@COMIC	suraimu-wa-saikyo-taru-kanosei-wo-himete-iru-nikaime-no-jinsei-chanto-suraimu-to-mukiaimasu-komikku	suraimu-wa-saikyo-taru-kanosei-wo-himete-iru-nikaime-no-jinsei-chanto-suraimu-to-mukiaimasu-komikku	suraimu-wa-saikyo-taru-kanosei-wo-himete-iru-nikaime-no-jinsei-chanto-suraimu-to-mukiaimasu-komikku	latin-mixed		latin混じり(別処理)
メゾンプアナの7人の食卓	mezon-puana-no-shichinin-no-shokutaku	mezon-puana-no-shichinin-no-shokutaku	mezon-puana-no-7-nin-no-shokutaku	音読み→数字(先頭分割)	CHANGED	
100%除霊する男	hyakupaasento-jorei-suru-otoko	hyakupaasento-jorei-suru-otoko	100-paasento-jorei-suru-otoko	音読み→数字(先頭分割)	CHANGED	
ガールズ＆パンツァーの日常4コマコミックアンソロジー	gaaruzu-ando-pantsuaa-no-nichijo-yonkoma-komikku-ansorojii	gaaruzu-ando-pantsuaa-no-nichijo-yonkoma-komikku-ansorojii	gaaruzu-ando-pantsuaa-no-nichijo-4-koma-komikku-ansorojii	音読み→数字(先頭分割)	CHANGED	
ガールズ＆パンツァーの日常4コマコミックアンソロジー	gaaruzu-ando-pantsuaa-no-nichijo-yonkoma-komikku-ansorojii	gaaruzu-ando-pantsuaa-no-nichijo-yonkoma-komikku-ansorojii	gaaruzu-ando-pantsuaa-no-nichijo-4-koma-komikku-ansorojii	音読み→数字(先頭分割)	CHANGED	
ガールズ＆パンツァーリトルアーミー2	gaaruzu-ando-pantsuaa-ritoru-aamii-tsu	gaaruzu-ando-pantsuaa-ritoru-aamii-tsu	gaaruzu-ando-pantsuaa-ritoru-aamii-2	英語読み付随→数字	CHANGED	
900。	nainhandoreddo	nainhandoreddo	nainhandoreddo	no-segment		分かち書き無=token置換不可
3分聖女の幸せぐーたら生活	sanpun-seijo-no-shiawase-gutara-seikatsu	sanpun-seijo-no-shiawase-gutara-seikatsu	3-pun-seijo-no-shiawase-gutara-seikatsu	音読み→数字(先頭分割)	CHANGED	
機動戦士クロスボーン・ガンダムX-11	kido-senshi-kurosubon-gandamu-ekkusu-irebun	kido-senshi-kurosubon-gandamu-ekkusu-irebun	kido-senshi-kurosubon-gandamu-ekkusu-irebun	latin-mixed		latin混じり(別処理)
機動戦士クロスボーン・ガンダム鋼鉄の7人	kido-senshi-kurosubon-gandamu-kotetsu-no-shichinin	kido-senshi-kurosubon-gandamu-kotetsu-no-shichinin	kido-senshi-kurosubon-gandamu-kotetsu-no-7-nin	音読み→数字(先頭分割)	CHANGED	
5★G★B-ファイブ・ジーナー・ブラザーズ-	faibu-jiinaa-burazaazu	faibu-jiinaa-burazaazu	faibu-jiinaa-burazaazu	latin-mixed		latin混じり(別処理)
仮面ライダー913(カイザ)	kamen-raidaa-kaiza	kamen-raidaa-kaiza	kamen-raidaa-kaiza	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ロックマン7	rokkuman-sebun	rokkuman-sebun	rokkuman-7	英語読み付随→数字	CHANGED	
ロックマン8	rokkuman-eito	rokkuman-eito	rokkuman-8	英語読み付随→数字	CHANGED	
戦国BASARA3 -Bloody Angel-	sengoku-basara-surii-buraddei-enjieru	sengoku-basara-surii-buraddei-enjieru	sengoku-basara-surii-buraddei-enjieru	latin-mixed		latin混じり(別処理)
アヴリル・ラヴィーン5つの願いごと	avuriru-raviin-itsutsu-no-negai-goto	avuriru-raviin-itsutsu-no-negai-goto	avuriru-raviin-itsutsu-no-negai-5-to	音読み→数字(先頭分割)	CHANGED	
101人目のアリス	101ninme-no-arisu	101ninme-no-arisu	101ninme-no-arisu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
俺の妹がこんなに可愛いわけがない 4コマ公式アンソロジー	ore-no-imoto-ga-konna-ni-kawaii-wake-ga-nai-yonkoma-koshiki-ansorojii	ore-no-imoto-ga-konna-ni-kawaii-wake-ga-nai-yonkoma-koshiki-ansorojii	ore-no-imoto-ga-konna-ni-kawaii-wake-ga-nai-4-koma-koshiki-ansorojii	音読み→数字(先頭分割)	CHANGED	
機動戦士ガンダム4コマ最前線	kido-senshi-gandamu-4koma-furontorain	kido-senshi-gandamu-4koma-furontorain	kido-senshi-gandamu-4koma-furontorain	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ダメドルと世界に1人だけのファン	damedoru-to-sekai-ni-hitori-dake-no-fan	damedoru-to-sekai-ni-hitori-dake-no-fan	damedoru-to-sekai-ni-hitori-dake-no-fan	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
4分間のマリーゴールド	yonpunkan-no-mariigorudo	yonpunkan-no-mariigorudo	4-punkan-no-mariigorudo	音読み→数字(先頭分割)	CHANGED	
35歳の選択	sanjugosai-no-sentaku	sanjugosai-no-sentaku	35-sai-no-sentaku	音読み→数字(先頭分割)	CHANGED	
2度目の人生は推しの食糧です!?	nidome-no-jinsei-wa-oshi-no-shokuryo-desu	nidome-no-jinsei-wa-oshi-no-shokuryo-desu	2-dome-no-jinsei-wa-oshi-no-shokuryo-desu	音読み→数字(先頭分割)	CHANGED	
31番目のユーリ	sanjuichi-banme-no-yuri	sanjuichi-banme-no-yuri	31-banme-no-yuri	音読み→数字	CHANGED	
魔王2099	mao-nisen-kyujukyu	mao-nisen-kyujukyu	mao-2099	音読み→数字	CHANGED	
レベル99冒険者によるはじめての領地経営	reberu-kyujukyu-bokensha-ni-yoru-hajimete-no-ryochi-keiei	reberu-kyujukyu-bokensha-ni-yoru-hajimete-no-ryochi-keiei	reberu-99-bokensha-ni-yoru-hajimete-no-ryochi-keiei	音読み→数字	CHANGED	
DQ4コマドラゴンクエストⅢそして伝説へ…	diikyu-yonkoma-doragon-kuesuto-surii-soshite-densetsu-e	diikyu-yonkoma-doragon-kuesuto-surii-soshite-densetsu-e	diikyu-yonkoma-doragon-kuesuto-surii-soshite-densetsu-e	latin-mixed		latin混じり(別処理)
ドラゴンクエスト1Pコミック劇場	doragonkuesuto-wan-pii-komikku-gekijo	doragonkuesuto-wan-pii-komikku-gekijo	doragonkuesuto-wan-pii-komikku-gekijo	latin-mixed		latin混じり(別処理)
ドラゴンクエスト4コママンガ劇場	doragonkuesuto-yonkoma-manga-gekijo	doragonkuesuto-yonkoma-manga-gekijo	doragonkuesuto-4-koma-manga-gekijo	音読み→数字(先頭分割)	CHANGED	
ドラゴンクエスト4コママンガ大全集	doragon-kuesuto-4koma-manga-daizenshu	doragon-kuesuto-4koma-manga-daizenshu	doragon-kuesuto-4koma-manga-daizenshu	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
けものフレンズ2	kemono-furenzu-ni	kemono-furenzu-ni	kemono-furenzu-2	音読み→数字	CHANGED	
36.5℃の天使	sanjurokutengodoshii-no-ivu	sanjurokutengodoshii-no-ivu	36-tengodoshii-no-ivu	音読み→数字(先頭分割) ; 訓読み/当て字 or sandhi	CHANGED	数字の読みがtoken分割と不一致(sandhi等)→要確認
高2にタイムリープした俺が、当時好きだった先生に告った結果	ko2-ni-taimu-riipu-shita-ore-ga-toji-sukidatta-sensei-ni-kokutta-kekka	ko2-ni-taimu-riipu-shita-ore-ga-toji-sukidatta-sensei-ni-kokutta-kekka	ko2-2-taimu-riipu-shita-ore-ga-toji-sukidatta-sensei-ni-kokutta-kekka	音読み→数字	CHANGED	
制服、深夜2時。	seifuku-shinya-niji	seifuku-shinya-niji	seifuku-shinya-2-ji	音読み→数字(先頭分割)	CHANGED	
スターダスト11	sutaa-dasuto-irebun	sutaa-dasuto-irebun	sutaa-dasuto-11	英語読み付随→数字	CHANGED	
コミック真・三國無双4ワンダーエボリューション	komikku-shin-sangoku-muso-4-wandaa-eboryushon	komikku-shin-sangoku-muso-4-wandaa-eboryushon	komikku-4-n-sangoku-muso-4-wandaa-eboryushon	音読み→数字(先頭分割)	CHANGED	
コミック戦国無双2 サムライサバイバー	komikku-sengoku-muso-2-samurai-sabaibaa	komikku-sengoku-muso-2-samurai-sabaibaa	komikku-sengoku-muso-2-samurai-sabaibaa	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
キャプテン2	kyaputen-tsu	kyaputen-tsu	kyaputen-2	英語読み付随→数字	CHANGED	
保留荘の奴ら season1	horyuso-no-yatsura	horyuso-no-yatsura	horyuso-no-yatsura	latin-mixed		latin混じり(別処理)
高1ですが異世界で城主はじめました	koichi-desuga-isekai-de-joshu-hajimemashita	koichi-desuga-isekai-de-joshu-hajimemashita	koichi-desuga-isekai-de-joshu-hajimemashita	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
24時のイタズラな彼女	nijuyoji-no-itazura-na-kanojo	nijuyoji-no-itazura-na-kanojo	nijuyoji-no-itazura-na-kanojo	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ヴァンパイアセイヴァー4コマ決定版	uanpaia-seiuaa-4koma-ketteiban	uanpaia-seiuaa-4koma-ketteiban	uanpaia-seiuaa-4koma-ketteiban	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ゲーパロ4コマグランプリ	geeparo-yonkoma-guranpuri	geeparo-yonkoma-guranpuri	geeparo-4-koma-guranpuri	音読み→数字(先頭分割)	CHANGED	
ゲームギャグ1Pコミック	geemu-gyagu-1p-komikku	geemu-gyagu-1p-komikku	geemu-gyagu-1p-komikku	latin-mixed		latin混じり(別処理)
ザ・キング・オブ・ファイターズ'97 4コマ決定版	za-kingu-obu-faitaazu-3997-4koma-ketteiban	za-kingu-obu-faitaazu-3997-4koma-ketteiban	za-kingu-obu-faitaazu-3997-4koma-ketteiban	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
ザ・キング・オブ・ファイターズ'97 コミックアンソロジー	za-kingu-obu-faitaazu-3997-komikku-ansorojii	za-kingu-obu-faitaazu-3997-komikku-ansorojii	za-kingu-obu-faitaazu-3997-komikku-ansorojii	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
サムライスピリッツ 4コマ決定版	samurai-supirittsu-4koma-ketteiban	samurai-supirittsu-4koma-ketteiban	samurai-supirittsu-4koma-ketteiban	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
スーパーストⅡ　4コマ決定版	supaa-suto-ni	supaa-suto-ni	supaa-suto-ni	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
真サムライスピリッツ 4コマ決定版	shin-samurai-supirittsu-yonkoma-ketteiban	shin-samurai-supirittsu-yonkoma-ketteiban	4-n-samurai-supirittsu-yonkoma-ketteiban	音読み→数字(先頭分割)	CHANGED	
Angel Beats! the 4コマ	angel-beats-the-4koma	angel-beats-the-4koma	angel-beats-the-4koma	latin-mixed		latin混じり(別処理)
**(はな)とキス付き2DK	hana-to-kisutsuki-nidiikee	hana-to-kisutsuki-nidiikee	hana-to-kisutsuki-nidiikee	latin-mixed		latin混じり(別処理)
僕とあやかしの365日	boku-to-ayakashi-no-sanbyakurokujugo-nichi	boku-to-ayakashi-no-sanbyakurokujugo-nichi	boku-to-ayakashi-no-365-nichi	音読み→数字	CHANGED	
リラックマ4クママンガ	rirakkuma-4kuma-manga	rirakkuma-4kuma-manga	rirakkuma-4kuma-manga	訓読み/当て字 or sandhi		数字の読みがtoken分割と不一致(sandhi等)→要確認
PSYCHO-PASS サイコパス 3	saikopasu-surii	saikopasu-surii	saikopasu-surii	latin-mixed		latin混じり(別処理)
PSYCHO-PASS サイコパス 3 FIRST INSPECTOR	saikopasu-san-faasuto-insupekutaa	saikopasu-san-faasuto-insupekutaa	saikopasu-san-faasuto-insupekutaa	latin-mixed		latin混じり(別処理)
偏差値30ギャルとガリ勉陰キャな俺。	hensachi-sanju-gyaru-to-gariben-inkya-na-ore	hensachi-sanju-gyaru-to-gariben-inkya-na-ore	hensachi-30-gyaru-to-gariben-inkya-na-ore	音読み→数字	CHANGED	
