slug	title	tv	need_synopsis	need_catch	genres	caption
toaru-joyuu-no-saiai	とある女優の最愛	2	1	1	romance	"不運体質の女優の卵である佐倉るり。
推しのVTuberが行方不明になったショックの最中トラックにはねられ、気が付くと戦前の東京にタイムスリップし、白無垢を着て結納の儀を行っていた。
混乱の中でるりの夫として現れたのは、なんと行方不明である推しのVTuber・佐久良メープル。
もとの時代に戻るべく、るりは持ち前の演技力を武器にメープルとともに戦前の時代を生き抜くことになって...!?
戦前の東京にタイムスリップしてしまった不運体質の男女が織りなす、生還婚姻譚!!"
tomodachizukuri-eto-2025	ともだちづくり	2	0	1	horror,supernatural	"その友達は本物ですか──？
クラスでイジメを受けている高校生・望月朋子は、ある日の学校帰り、捨てられた人形を拾って、持ち帰ってしまう。その美しい人形は驚くべきことに意志を持っていた。新たな持ち主朋子の願いを聞き、クラスメイトを「ともだち」にするべく、動き出した──。人形に試される学園×友情サスペンスホラー！

ある日、捨てられている美しい人形を拾った高校生の望月朋子。クラスでイジメを受けている彼女は「私の友達はあなただけ」と人形に話しかける。すると「みんなともだちにしてあげる」という声が聞こえ、朋子の周りでは次々と不可解な事件が起こり始める──。
人形に試される学園×友情サスペンスホラー！"
tondemo-skill-kaze-ga-fukeba-okeya-ga-moukaru-no-okage-de-ore-no-isekai-life-wa-mamanaranai-yoi-imi	とんでもスキル〈風が吹けば桶屋が儲かる〉のおかげで俺の異世界ライフはままならない〈良い意味で〉	2	1	1	adventure,fantasy,isekai	"【予測不能＝可能性は無限大!? 規格外なとんでもスキルで異世界ライフを楽しみます！】
称号“勇者”拝命の宴にて、突然国王に蜂蜜酒をかけたノヴァ。その想定外の行動に勇者パーティーを追放となるも…辿り着いた小さな村で伝説のドラゴンを仲間にしたり、予想外の出来事に遭遇しまくり!? 実はこの男「一見意味がなさそうなクエストをクリアすると、予想外の成果が得られる」というスキル【風が吹けば桶屋が儲かる】で数々の功績を残してきた影の英雄だった!? 追放した国王も巡り巡って、命を救われた事が判明し、王国がノヴァを放っておくはずもなく…？ 本人ですら予想不能のとんでもスキルで異世界ライフを楽しみつくします!! おまけ漫画も収録!!"
nijiiro-campus-life-kari	にじいろキャンパスライフ〈仮〉	2	1	1	comedy,drama,slice-of-life	"春、出会いの季節。昔から容姿にコンプレックスがあり、自分に自信が持てない麗華は、高校の親友で美人の芽衣と共に新生活へと踏み出した。
大学で出会った新しい友達、初めての新歓……。不安を募らせていたある日、麗華は「Vライ部」というサークルがあることを知る。
どうやらそこでは、VTuberとなって完全匿名のまま交流できるらしく…？
麗華はずっと憧れていた「自分」をモデリングし、思い切って「Vライ部」に入部することに。
新しい自分・仲間たちに出会い、麗華の世界は鮮やかに色づいていくーー。"
nokemono-koigatari	のけもの恋がたり	2	1	1	fantasy,romance,supernatural	"「異人の子X半妖」大正ラブファンタジー！ 

 「約束したはずだーーーー俺の生きる意味になると」

時は大正。
西洋人の母譲りの容姿を持つ明るくけなげな女学生の春園アメリは、
ある日突然、彼女の特別な""血""を狙う妖たちに襲われてしまう。
絶体絶命の瞬間、アメリを助けたのは、昏く美しい謎の軍人ーー暁だった。
しかしアメリの""血""を口にした暁も、妖狐となって暴走してしまうが…

「異人の子」と「半妖」---- 

これは、""のけもの""同士の孤独が二人を結び付け、生まれた千年続く愛の呪い。
血と恋が香り立つ、大正ラブファンタジー開幕！！ 

 【編集担当からのおすすめ情報】 
 孤独を抱える""のけもの""同士が惹かれ合い、やがて心を通わせていくーー切なくも美しい恋の物語です！
""特別な血""を持つアメリを守るため、暁は命を懸けて怪と戦う。
 大正という幻想的な時代を舞台に繰り広げられる、血と運命に導かれた二人の物語を、ぜひご堪能ください！"
hajimete-no-sefure	はじめてのセフレ	2	0	1	comedy,ecchi,romance	"1巻大重版！えっちでピュアなラブコメディ 

 はじめてのセフレは、はじめて好きになったひとでした。

恋愛偏差値ゼロなのにはじめて使ったマッチングアプリでうっかりセフレとして出会ってしまった、佐野清貴(さのきよたか)と藍原環(あいはらたまき)。

体の関係だけではなく、もっと親密になりたいのに、たがいに言い出せないふたり。
そんなふたりがはじめて温泉旅行に行くことになりーー 

 【編集担当からのおすすめ情報】 
 第1巻は発売即大重版がかかった両片想いラブコメディ！
2巻ではサウナ、コスプレ、温泉旅行など、ふたりの”はじめて”が盛りだくさんの内容でお届けします！！"
hajimeteno-haru-no-uta	はじめての春のうた	2	1	1	romance	"これから先 世界は少しずつ広がっていくけど
どこまで行ってもきっと君がいる

夏休み中に誕生日を迎えた戸上を祝うため、突然家にやってきた箕野。
戸上は自分の何気ない一言を箕野が覚えていたことを知り、驚きのあまり感謝の気持ちをうまく伝えられないまま夏休みが終わってしまう。
二学期のスタートとともに文化祭の準備が始まると、クラスが違う二人はそれぞれ文化祭に向けて準備を始めて…。"
hachimitsu-yellow	はちみつイエロー	2	1	1	romance	蒼井鈴は、男運ゼロの婚活女子。両親は転勤で不在、弟は大学進学で家を出たため実家で一人で暮らしていたが、ある日突然、弟・律が帰ってくる。律は両親の再婚でできた義理の弟で、就職を機に「またここに住む」と言う。「大人の男」になって帰ってきた律に、鈴はドキドキしてしまい…!?弟だけど、弟じゃないーー脆く危うい義姉弟ラブ！
hanima-tsuushin	はにま通信	2	1	1	slice-of-life	"地味だが味わい深い古墳の魅力と青春の光と影を愚直に描く古墳青春グラフィティ

奈良の高校生・埴田麻央（はにま）は古墳めぐりに夢中。岩屋山、箸墓、黒塚、行燈山、櫛山……地元を中心に古墳を訪ねてまわり、好きが高じて「古墳部」を立ち上げる。人間関係や将来に漠然とした不安を抱きながらも、恋に、古墳に、青春まっさかり！

香具山は畝傍ををしと
耳成と相あらそひき 
神代よりかくにあるらし 
古も然にあれこそ 
うつせみも妻をあらそふらしき
（中大兄皇子／「万葉集」）

ままならぬ青春ともの言わぬ古墳ーー『奈良へ』『令和元年のえずくろしい』作者の新境地!!

ーーーーーー

■『はにま通信1』書誌情報
A5判／160頁／1100円（税込）／装丁：川名潤／発行：リイド社／ISBN978-4-8458-6795-0

■連載媒体：トーチweb

■試し読みページ：トーチweb「はにま通信」
https：／／to-ti.in/product/hanima

ーーーーーー"
habatake-majutsu-sekai-no-shiteitachi	はばたけ魔術世界の師弟たち!	2	1	1	action,comedy,fantasy	"千年以上続く魔物の侵攻から人間界を守ってきたのは、人類最強の大魔導師イシュタルとその優秀な直弟子達。
だが、弟子の中で唯一、ジルベルトだけは自堕落な生活を送っていた。

突如告げられた大魔導師の引退、そして弟子を志願する少女ラピスの登場。
次々と舞い込む問題に、ジルベルトの平穏な日々は一変しーー！？

笑いあり涙ありの師弟成長ファンタジー！"
batchiri-scratch	ばっちりスクラッチ	2	1	1	comedy,slice-of-life	"陰キャだけど…ラップしたい！　初心者4人でビートを刻む♪　「ねぇ、ラップってどうやる
の？」 学校の女子でラップグループを結成したけど、誰もラップを知らない!?　小6の妹に借金しながら大金持ちラッパーを夢見るミモザ！　デコボコ友コンビ冴＆陸！　おっとりお嬢様の冬！　個性豊かな4人はみんなニワカ！　こんなメンバーでラップってどうなっちゃうの!?　ナゾの俊英ぷなつが描く、有史以来最もくだらないラップ日常4コマ！

「わたしにとってはばっちりです」“伝説”の舞台、開幕ーー!! ミモザ、冴、陸、冬、ニワカ4人で結成したラップ部は、大一番の文化祭を迎える。本番を目前に控え、やる気にあふれる仲間と、ダメな自分を比べて落ち込むミモザ。緊張の中、用意したリリックも飛び絶対絶命…!? その時、ミモザの中で何かが目覚める。みんなへの想いを胸に、一世一代の“アドリブ”をブチかませ!! ゆるかわラップ4コマ、大団円の最終巻♪"
